SNP,LD050_ID,PPI,DRUG,chromosome,piQTL_peak,piQTL_left,piQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description,cis_trans
9541,LD050_1929,ERV25_UIP4,Metformin,14,394591,394591,410127,-0.512123749,3.711229038,0.047104192,YNL123W_NFR/NDR,NMA111,fragile,trans
9574,LD050_1931,ERG11_HYR1,Fluconazole,14,441268,441268,441268,1.168105637,3.871580908,0.034558644,SUT333,,ncRNA_UNB,trans
9574,LD050_1931,HNM1_MID2,Fluconazole,14,441268,441268,441268,1.394611606,4.132709547,0.020534499,SUT333,,ncRNA_UNB,trans
9574,LD050_1931,PLM2_SNA3,Fluconazole,14,441268,441268,441268,1.396325378,4.681546137,0.006448986,SUT333,,ncRNA_UNB,trans
789,LD050_194,ERV25_ORM2,5-FC,2,717833,712877,717833,-0.504294211,4.573260643,0.008122986,YBR249C,ARO4,"""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress""",trans
789,LD050_194,ERV25_ORM2,Trifluoperazine,2,717833,712877,717833,-0.51216032,4.978262027,0.003389007,YBR249C,ARO4,"""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress""",trans
789,LD050_194,ERV25_ORM2,noDrug,2,717833,712877,717833,-0.537121488,3.872808013,0.034480117,YBR249C,ARO4,"""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress""",trans
792,LD050_196,ERV25_ORM2,5-FC,2,718598,718552,720641,-0.526593161,4.924795961,0.003808688,XUT_2F-291,,ncRNA_UNB,trans
792,LD050_196,ERV25_ORM2,Trifluoperazine,2,718598,718552,720641,-0.532481158,5.321931111,0.00159808,XUT_2F-291,,ncRNA_UNB,trans
793,LD050_196,ERV25_ORM2,noDrug,2,718839,718552,720641,-0.579931273,4.319320476,0.013961939,XUT_2F-291,,ncRNA_UNB,trans
9717,LD050_1966,ERG11_ERG5,Fluconazole,14,599354,599354,599392,1.265421219,3.78373981,0.041045944,YNL019C_NFR/NDR,YNL019C,,trans
9718,LD050_1966,HNM1_RBD2,noDrug,14,599392,599354,599392,-1.383756437,3.806046158,0.039324371,YNL019C_NFR/NDR,YNL019C,,trans
798,LD050_197,ERV25_ORM2,5-FC,2,723281,722169,723281,-0.476860796,4.12167149,0.021006684,YBR253W,SRB6,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",trans
797,LD050_197,ERV25_ORM2,Trifluoperazine,2,722169,722169,723281,-0.449361214,3.880591215,0.033954179,YBR251W,MRPS5,"""Mitochondrial ribosomal protein of the small subunit""",trans
819,LD050_199,ERG11_ORM2,Fluconazole,2,744466,725477,747212,0.508264363,4.249422554,0.016159428,YBR270C,BIT2,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",trans
9793,LD050_1992,ERG11_MID2,Fluconazole,14,642445,634460,650841,0.446199525,3.713092204,0.046939545,YNR009W_NFR/NDR,NRM1,fragile,trans
9955,LD050_2028,HUG1_ALO1,5-FC,14,752737,752591,752737,-1.365565177,3.769449425,0.042174068,YNR065C,YNR065C,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",trans
9955,LD050_2028,HUG1_ALO1,noDrug,14,752737,752591,752737,-1.351455334,3.95671371,0.029233645,YNR065C,YNR065C,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",trans
9955,LD050_2028,HUG1_PGM2,5-FC,14,752737,752591,752737,-1.377343519,3.812704756,0.038838495,YNR065C,YNR065C,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",trans
9955,LD050_2028,HUG1_PGM2,noDrug,14,752737,752591,752737,-1.356648249,3.829426889,0.037564257,YNR065C,YNR065C,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",trans
9968,LD050_2029,ERV25_UIP4,Metformin,14,754592,753367,763982,-0.462197434,3.694778111,0.04861151,YNR066C,YNR066C,"""Putative membrane-localized protein of unknown function""",trans
9956,LD050_2029,HUG1_ADE17,Metformin,14,753367,753367,763982,-0.503237212,3.777846148,0.041487663,YNR065C,YNR065C,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",trans
9956,LD050_2029,HUG1_ALO1,5-FC,14,753367,753367,763982,-0.697098223,3.937514059,0.030344447,YNR065C,YNR065C,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",trans
9968,LD050_2029,HUG1_ALO1,Metformin,14,754592,753367,763982,-0.561050018,3.781132654,0.041251783,YNR066C,YNR066C,"""Putative membrane-localized protein of unknown function""",trans
9960,LD050_2029,HUG1_ALO1,noDrug,14,754226,753367,763982,-0.652844688,3.743706894,0.044314165,YNR066C,YNR066C,"""Putative membrane-localized protein of unknown function""",trans
9960,LD050_2029,HUG1_PGM2,5-FC,14,754226,753367,763982,-0.727201119,4.224479547,0.017015374,YNR066C,YNR066C,"""Putative membrane-localized protein of unknown function""",trans
9960,LD050_2029,HUG1_PGM2,noDrug,14,754226,753367,763982,-0.674966304,3.817504891,0.038471338,YNR066C,YNR066C,"""Putative membrane-localized protein of unknown function""",trans
9995,LD050_2033,ERG11_ACF2,5-FC,14,774450,774450,774450,-1.1281231,4.135992238,0.020396375,YNR072W,HXT17,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",trans
9995,LD050_2033,HUG1_PGM2,5-FC,14,774450,774450,774450,-1.364397145,3.83801405,0.036906462,YNR072W,HXT17,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",trans
10002,LD050_2035,HUG1_PGM2,5-FC,14,781379,781379,781379,-1.508677481,4.212069711,0.017456615,YNR075W,COS10,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",trans
10024,LD050_2048,ALO1_UIP4,Fluconazole,15,24674,24667,28873,2.363536709,4.066869753,0.023470497,YOL156W_NFR/NDR,HXT11,,trans
10023,LD050_2048,MID2_MAM33,Fluconazole,15,24671,24667,28873,2.033066126,4.043327804,0.024578006,YOL156W_NFR/NDR,HXT11,,trans
10023,LD050_2048,PLM2_SNA3,Fluconazole,15,24671,24667,28873,1.838967855,4.977905685,0.003390911,YOL156W_NFR/NDR,HXT11,,trans
10040,LD050_2055,ERV25_ERG5,Fluconazole,15,31211,31211,31211,1.336997268,4.077393054,0.022977646,YOL155C,HPF1,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",trans
10104,LD050_2067,ERG11_ERV25,Fluconazole,15,93845,93845,93845,-0.897315115,3.872939171,0.034472078,YOL121C,RPS19A,"""Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19 ; no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19A has a paralog ; RPS19B ; that arose from the whole genome duplication""",trans
10190,LD050_2078,ADE17_PGM2,5-FC,15,171150,165912,185252,-0.58077282,4.172007032,0.018957392,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",trans
10182,LD050_2078,SRO9_GIS2,Metformin,15,168558,165912,185252,-0.342316282,5.988239592,0.000368456,CUT827_NFR/NDR,,,trans
10204,LD050_2079,SRO9_GIS2,Metformin,15,185793,185793,185793,-0.49218497,3.857829481,0.03552862,YOL078W,AVO1,"""Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth""",trans
10207,LD050_2081,ADE17_PGM2,Trifluoperazine,15,188149,187949,188149,-0.593035517,4.120881126,0.021038688,YOL076W,MDM20,"""Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly""",trans
10207,LD050_2081,ADE17_PGM2,noDrug,15,188149,187949,188149,-0.560292459,3.922501754,0.031260023,YOL076W,MDM20,"""Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly""",trans
10207,LD050_2081,SSH1_ERG11,Fluconazole,15,188149,187949,188149,-0.625973652,3.700954022,0.048048933,YOL076W,MDM20,"""Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly""",trans
10212,LD050_2082,ADE17_PGM2,5-FC,15,195381,194895,195381,-0.632015084,4.661103326,0.006736908,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10212,LD050_2082,ADE17_PGM2,Trifluoperazine,15,195381,194895,195381,-0.580191045,3.698991956,0.048235347,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10212,LD050_2082,ADE17_PGM2,noDrug,15,195381,194895,195381,-0.655080404,4.842406289,0.004551639,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10210,LD050_2082,ERG27_ACF2,Fluconazole,15,195072,194895,195381,-0.637401315,4.164172913,0.019261804,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10212,LD050_2082,HNM1_RBD2,5-FC,15,195381,194895,195381,-0.722048759,4.700524546,0.006193776,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10211,LD050_2082,HNM1_RBD2,Fluconazole,15,195091,194895,195381,-0.571064667,4.499450487,0.009520092,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10208,LD050_2082,HNM1_RBD2,Metformin,15,194895,194895,195381,-0.5194535,4.338358275,0.01340806,YOL072W_NFR/NDR,THP1,stable,trans
10208,LD050_2082,HNM1_TPO1,Fluconazole,15,194895,194895,195381,-0.671410609,3.857769033,0.035531131,YOL072W_NFR/NDR,THP1,stable,trans
10210,LD050_2082,HNM1_TPO2,Fluconazole,15,195072,194895,195381,-0.742659734,5.099479989,0.002604061,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10210,LD050_2082,HNM1_TPO4,Fluconazole,15,195072,194895,195381,-0.761488118,5.442933952,0.001224862,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10211,LD050_2082,PLM2_SNA3,Fluconazole,15,195091,194895,195381,-0.522049055,3.740577287,0.044578983,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10210,LD050_2082,RET2_EMP70,Fluconazole,15,195072,194895,195381,-0.43930966,3.922957257,0.03123316,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10210,LD050_2082,SSH1_ERG11,Fluconazole,15,195072,194895,195381,-0.691249767,4.611866721,0.007481992,YOL072W,THP1,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",trans
10208,LD050_2082,SSH1_ERV25,Metformin,15,194895,194895,195381,-0.50920411,4.386487454,0.012106628,YOL072W_NFR/NDR,THP1,stable,trans
10208,LD050_2082,SSH1_PIS1,Fluconazole,15,194895,194895,195381,-0.652015142,3.695624897,0.048546717,YOL072W_NFR/NDR,THP1,stable,trans
10214,LD050_2083,ADE17_GIS2,5-FC,15,202330,197493,203284,-0.666932777,5.499760801,0.001082505,YOL067C,RTG1,"""Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria ; peroxisomes ; and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization""",trans
10216,LD050_2083,ALO1_HYR1,Fluconazole,15,203091,197493,203284,-0.687016277,4.531367343,0.008896363,YOL066C,RIB2,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",trans
10214,LD050_2083,ERV25_PIS1,Fluconazole,15,202330,197493,203284,-0.546321593,3.797696276,0.039947882,YOL067C,RTG1,"""Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria ; peroxisomes ; and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization""",trans
10213,LD050_2083,HNM1_MAM33,Fluconazole,15,197493,197493,203284,-0.659657891,4.948866682,0.003613165,YOL070C,NBA1,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",trans
10216,LD050_2083,HNM1_RBD2,5-FC,15,203091,197493,203284,-0.675610087,5.137564044,0.002394033,YOL066C,RIB2,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",trans
10213,LD050_2083,HNM1_RBD2,Fluconazole,15,197493,197493,203284,-0.625346865,5.519650247,0.001036135,YOL070C,NBA1,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",trans
10214,LD050_2083,HNM1_RBD2,Metformin,15,202330,197493,203284,-0.436537798,4.216521634,0.017294381,YOL067C,RTG1,"""Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria ; peroxisomes ; and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization""",trans
10213,LD050_2083,HNM1_TPO1,Fluconazole,15,197493,197493,203284,-0.599144253,3.970233028,0.028434285,YOL070C,NBA1,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",trans
10213,LD050_2083,HNM1_TPO2,Fluconazole,15,197493,197493,203284,-0.707573898,4.857487562,0.004406748,YOL070C,NBA1,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",trans
10213,LD050_2083,HNM1_TPO4,Fluconazole,15,197493,197493,203284,-0.700061765,4.855848079,0.004420895,YOL070C,NBA1,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",trans
10213,LD050_2083,RET2_EMP70,Fluconazole,15,197493,197493,203284,-0.430486898,3.933012552,0.030611094,YOL070C,NBA1,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",trans
10213,LD050_2083,SSH1_ERG11,Fluconazole,15,197493,197493,203284,-0.623583107,3.986436207,0.027514178,YOL070C,NBA1,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",trans
10214,LD050_2083,SSH1_PIS1,Fluconazole,15,202330,197493,203284,-0.631390476,4.626784357,0.007248952,YOL067C,RTG1,"""Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria ; peroxisomes ; and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization""",trans
10220,LD050_2086,ADE17_GIS2,5-FC,15,204722,204722,204722,-0.556715619,3.823694233,0.037986041,CUT363,,ncRNA_UNB,trans
10220,LD050_2086,HNM1_RBD2,5-FC,15,204722,204722,204722,-0.601738993,3.998302528,0.026856915,CUT363,,ncRNA_UNB,trans
10220,LD050_2086,HNM1_RBD2,Fluconazole,15,204722,204722,204722,-0.565917291,4.661175476,0.006736346,CUT363,,ncRNA_UNB,trans
10220,LD050_2086,SSH1_ERG11,Fluconazole,15,204722,204722,204722,-0.60382991,3.814517231,0.03870288,CUT363,,ncRNA_UNB,trans
10224,LD050_2088,ADE17_GIS2,5-FC,15,211986,206850,216217,-0.598979546,4.638762262,0.007063942,YOL062C,APM4,"""Cargo-binding mu subunit of AP-2; AP-2 is a heterotetrameric endocytic cargo-binding adaptor that facilitates uptake of membrane proteins during clathrin-mediated endocytosis; Apm4p is required for AP-2 function and localization ; and binds cell wall stress receptor Mid2p; AP-2 is required for cell polarity responses to pheromone ; nutritional status and cell wall damage in S. cerevisiae ; and for hyphal growth in C. albicans; AP-2 complex is conserved in mammals""",trans
10227,LD050_2088,HNM1_RBD2,Fluconazole,15,216217,206850,216217,-0.513249688,3.930289061,0.030766939,YOL060C,MAM3,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",trans
10222,LD050_2088,HNM1_TPO4,Fluconazole,15,206850,206850,216217,-0.603869888,3.810838664,0.03898994,YOL064C,MET22,"""Bisphosphate-3'-nucleotidase; involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate ; intermediates of the sulfate assimilation pathway; human homolog BPNT1 complements yeast null mutant""",trans
10222,LD050_2088,SSH1_PIS1,Fluconazole,15,206850,206850,216217,-0.577861041,3.842225825,0.036625009,YOL064C,MET22,"""Bisphosphate-3'-nucleotidase; involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate ; intermediates of the sulfate assimilation pathway; human homolog BPNT1 complements yeast null mutant""",trans
10228,LD050_2089,HNM1_RBD2,Fluconazole,15,216270,216270,216270,-0.972673298,4.267456359,0.015569118,YOL060C,MAM3,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",trans
10229,LD050_2090,HNM1_RBD2,Fluconazole,15,216273,216273,216273,-0.540697201,4.30337198,0.014431325,YOL060C,MAM3,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",trans
10233,LD050_2094,HNM1_RBD2,Fluconazole,15,217434,217434,218248,-0.488040753,3.813210422,0.03879854,YOL059W,GPD2,"""NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog ; GPD1 ; that arose from the whole genome duplication""",trans
10234,LD050_2094,HNM1_TPO4,Fluconazole,15,217612,217434,218248,-0.612842594,4.129752343,0.020665551,YOL059W,GPD2,"""NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog ; GPD1 ; that arose from the whole genome duplication""",trans
10262,LD050_2105,ERG11_ERG5,Metformin,15,238354,238354,238354,-1.038612466,4.044074224,0.024542935,YOL049W_NFR/NDR,GSH2,fragile,trans
10389,LD050_2127,ALO1_HYR1,noDrug,15,385213,385213,385213,0.808421594,3.96196747,0.028923091,YOR028C,CIN5,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",trans
10389,LD050_2127,ERG11_ACF2,5-FC,15,385213,385213,385213,0.769108732,3.779979668,0.041336633,YOR028C,CIN5,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",trans
10389,LD050_2127,ERG11_ACF2,noDrug,15,385213,385213,385213,0.743577274,3.791721058,0.040414529,YOR028C,CIN5,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",trans
10389,LD050_2127,FMP45_MID2,noDrug,15,385213,385213,385213,0.773163507,3.937428923,0.030348262,YOR028C,CIN5,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",trans
10417,LD050_2137,ALO1_UIP4,noDrug,15,425338,421830,425338,-0.653774707,4.248127289,0.016203962,YOR051C,ETT1,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",trans
10415,LD050_2137,MID2_WSC2,Metformin,15,422808,421830,425338,-0.542481579,4.199615134,0.017900431,SUT366,,ncRNA_UNB,trans
10419,LD050_2139,ALO1_ADE17,5-FC,15,426624,426624,426624,-0.760577861,3.84337748,0.036547944,YOR051C,ETT1,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",trans
10419,LD050_2139,ALO1_UIP4,5-FC,15,426624,426624,426624,-0.751060835,3.688355812,0.049205749,YOR051C,ETT1,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",trans
