iteration,overlap_pqtl,overlap_eqtl,overlap_both
1661,24,24,8
1662,26,32,10
1663,21,27,7
1664,17,26,4
1665,23,34,6
1666,26,28,7
1667,25,27,3
1668,27,22,5
1669,28,22,4
1670,30,31,6
1671,14,25,1
1672,26,17,6
1673,28,35,7
1674,28,26,10
1675,24,28,7
1676,23,26,7
1677,29,24,11
1678,23,30,4
1679,24,27,6
1680,20,26,7
1681,21,25,4
1682,27,23,3
1683,22,27,3
1684,34,28,10
1685,20,23,4
1686,30,26,8
1687,25,27,8
1688,29,29,6
1689,25,28,7
1690,22,27,5
1691,32,31,11
1692,17,33,1
1693,18,30,4
1694,34,26,6
1695,28,36,6
1696,28,30,8
1697,23,21,2
1698,31,26,5
1699,23,23,4
1700,26,21,4
1701,24,27,5
1702,24,33,12
1703,23,28,8
1704,25,26,7
1705,32,31,10
1706,19,22,6
1707,30,27,8
1708,19,31,5
1709,25,16,6
1710,28,25,7
1711,28,36,5
1712,16,28,1
1713,33,30,10
1714,29,31,8
1715,33,34,13
1716,24,30,10
1717,21,26,4
1718,25,35,6
1719,23,28,5
1720,23,27,1
1721,22,27,5
1722,28,24,5
1723,28,27,6
1724,32,32,5
1725,29,28,5
1726,25,17,4
1727,24,31,3
1728,22,30,8
1729,22,26,7
1730,26,21,6
1731,23,22,5
1732,24,29,5
1733,38,29,7
1734,24,31,6
1735,26,21,8
1736,21,29,3
1737,30,36,11
1738,28,34,11
1739,23,35,8
1740,28,21,4
1741,28,33,12
1742,19,24,6
1743,26,25,4
1744,22,39,11
1745,31,36,8
1746,29,23,7
1747,28,24,6
1748,25,24,5
1749,23,38,5
1750,22,27,7
1751,21,29,7
1752,18,27,2
1753,27,27,2
1754,31,31,10
1755,25,18,4
1756,25,30,5
1757,27,26,5
1758,25,32,7
1759,30,31,3
1760,24,34,8
1761,22,26,7
1762,19,26,6
1763,24,21,6
1764,23,22,5
1765,26,32,5
1766,20,32,6
1767,22,23,5
1768,20,29,6
1769,16,31,8
1770,18,39,8
1771,28,22,6
1772,28,30,7
1773,32,29,6
1774,18,31,4
1775,20,26,6
1776,26,22,6
1777,24,32,5
1778,29,34,10
1779,23,33,4
1780,23,36,8
1781,25,26,7
1782,23,30,5
1783,20,31,6
1784,32,33,9
1785,22,28,5
1786,23,22,5
1787,24,21,2
1788,18,26,5
1789,23,34,5
1790,22,28,6
1791,21,30,7
1792,25,23,7
1793,30,24,7
1794,29,34,11
1795,25,30,6
1796,21,24,3
1797,22,27,6
1798,31,27,9
1799,20,20,3
1800,23,28,4
1801,29,20,4
1802,21,25,6
1803,18,23,7
1804,29,25,3
1805,23,33,2
1806,24,26,6
1807,31,28,9
1808,23,25,4
1809,28,23,6
1810,24,23,6
1811,27,29,7
1812,24,27,6
1813,30,25,7
1814,21,33,10
1815,30,29,10
1816,28,27,6
1817,18,33,8
1818,30,33,9
1819,22,25,9
1820,23,24,4
1821,22,24,5
1822,37,39,11
1823,28,27,9
1824,20,22,3
1825,26,32,9
1826,18,19,3
1827,23,32,9
1828,25,28,5
1829,20,27,5
1830,22,31,7
1831,20,28,4
1832,28,25,5
1833,24,31,7
1834,31,23,6
1835,25,32,10
1836,22,27,4
1837,14,25,4
1838,21,25,4
1839,18,21,2
1840,25,31,7
1841,26,31,8
1842,28,33,11
1843,25,27,6
1844,21,25,5
1845,24,27,7
1846,27,24,5
1847,26,32,11
1848,20,28,3
1849,18,25,5
1850,22,30,7
1851,23,20,2
1852,26,20,3
1853,32,30,10
1854,24,28,8
1855,17,29,3
1856,15,22,0
1857,32,21,6
1858,14,30,2
1859,27,33,7
1860,28,38,10
1861,30,25,5
1862,28,30,10
1863,28,32,10
1864,26,26,8
1865,23,30,8
1866,30,21,6
1867,19,19,1
1868,31,26,4
1869,27,29,9
1870,26,26,13
1871,25,33,6
1872,20,23,4
1873,27,22,3
1874,21,37,6
1875,28,29,10
1876,24,20,6
1877,32,25,5
1878,24,32,5
1879,27,30,5
1880,27,34,7
1881,32,31,8
1882,24,25,8
1883,29,26,4
1884,24,36,7
1885,18,24,2
1886,28,25,6
1887,20,23,4
1888,17,26,5
1889,23,23,5
1890,27,24,4
1891,23,23,4
1892,29,28,5
1893,23,22,4
1894,28,32,7
1895,20,31,4
1896,22,38,10
1897,22,24,6
1898,28,26,8
1899,26,26,5
1900,26,24,4
1901,23,30,4
1902,26,28,5
1903,20,32,6
1904,26,27,6
1905,26,36,12
1906,23,34,7
1907,25,32,9
1908,26,24,2
1909,29,23,5
1910,22,29,6
1911,22,20,1
1912,29,27,4
1913,17,30,5
1914,23,27,7
1915,28,29,6
1916,23,20,5
1917,23,33,7
1918,25,23,6
1919,29,26,5
1920,20,25,4
1921,31,24,6
1922,19,17,4
1923,31,24,5
1924,27,28,6
1925,32,26,8
1926,25,32,7
1927,19,25,4
1928,19,33,6
1929,24,24,6
1930,28,26,6
1931,21,29,9
1932,20,31,7
1933,36,28,4
1934,20,19,5
1935,32,22,5
1936,21,31,6
1937,23,26,8
1938,23,22,2
1939,23,30,4
1940,23,28,6
1941,19,30,4
1942,18,23,3
1943,26,27,8
1944,19,38,6
1945,17,24,6
1946,21,26,5
1947,22,26,5
1948,36,20,4
1949,25,29,7
1950,24,25,6
1951,22,27,4
1952,25,28,10
1953,29,33,9
1954,29,34,7
1955,29,29,9
1956,26,26,8
1957,24,27,4
1958,28,21,5
1959,26,24,4
1960,25,34,10
1961,21,32,5
1962,28,31,11
1963,31,33,9
1964,28,28,9
1965,17,19,1
1966,23,30,4
1967,29,34,11
1968,24,29,10
1969,28,26,10
1970,22,40,9
1971,22,27,9
1972,26,27,7
1973,28,27,4
1974,27,38,6
1975,26,28,7
1976,23,30,7
1977,24,27,3
1978,19,33,5
1979,28,20,7
1980,20,26,5
1981,26,18,4
1982,24,36,7
1983,28,31,5
1984,26,28,5
1985,17,13,1
1986,24,18,6
1987,23,33,9
1988,20,24,7
1989,18,18,4
1990,29,27,7
1991,25,35,8
1992,19,27,4
1993,28,28,10
1994,16,24,2
1995,28,29,9
1996,23,23,5
1997,31,28,9
1998,21,25,7
1999,18,33,2
2000,20,26,8
2001,26,22,6
2002,37,27,11
2003,29,28,7
2004,31,22,7
2005,22,24,5
2006,29,25,7
2007,26,33,7
2008,22,28,4
2009,26,22,5
2010,24,29,6
2011,22,26,7
2012,26,25,5
2013,30,32,12
2014,18,27,2
2015,22,28,6
2016,28,24,5
2017,21,24,4
2018,23,35,8
2019,25,25,5
2020,30,30,9
2021,17,27,5
2022,24,27,7
2023,22,40,11
2024,24,27,7
2025,30,25,8
2026,25,25,6
2027,22,32,8
2028,25,25,7
2029,29,28,6
2030,23,35,5
2031,21,32,7
2032,25,31,9
2033,26,30,5
2034,30,22,8
2035,23,28,4
2036,22,30,6
2037,31,28,5
2038,25,33,6
2039,29,31,11
2040,14,19,2
2041,23,29,5
2042,25,20,3
2043,25,29,4
2044,25,32,7
2045,26,23,5
2046,24,29,2
2047,24,25,7
2048,26,33,7
2049,25,23,4
2050,29,34,9
2051,18,26,7
2052,26,22,3
2053,31,20,1
2054,24,19,6
2055,25,22,5
2056,23,32,7
2057,19,20,3
2058,24,33,5
2059,31,26,7
2060,23,25,5
2061,22,24,3
2062,29,23,8
2063,24,36,6
2064,22,33,8
2065,25,32,5
2066,27,33,7
2067,25,24,6
2068,21,21,6
2069,20,23,2
2070,34,31,12
2071,17,27,3
2072,21,32,11
2073,26,32,12
2074,30,27,8
2075,22,23,5
2076,21,35,6
2077,20,31,5
2078,15,28,4
2079,22,22,4
2080,27,30,8
2081,25,30,9
2082,28,30,3
2083,27,29,12
2084,20,20,5
2085,19,19,2
2086,23,23,2
2087,27,28,7
2088,22,23,4
2089,36,31,8
2090,23,28,6
2091,24,36,6
2092,24,27,8
2093,24,26,6
2094,23,29,7
2095,28,25,7
2096,31,21,3
2097,28,26,7
2098,25,18,5
2099,23,29,5
2100,29,37,12
2101,25,26,6
2102,26,19,7
2103,22,29,6
2104,20,38,9
2105,26,27,4
2106,22,27,4
2107,19,23,5
2108,27,28,5
2109,20,19,4
2110,20,26,4
2111,26,28,7
2112,26,27,5
2113,29,22,6
2114,21,26,5
2115,20,30,5
2116,22,27,8
2117,19,32,6
2118,22,15,2
2119,25,36,8
2120,26,35,10
2121,24,24,5
2122,20,28,3
2123,27,27,3
2124,22,25,8
2125,23,30,5
2126,26,26,7
2127,19,18,4
2128,26,26,6
2129,21,30,5
2130,21,25,5
2131,32,23,7
2132,26,19,4
2133,33,28,7
2134,19,24,3
2135,31,26,9
2136,25,28,9
2137,32,30,7
2138,30,30,7
2139,20,32,8
2140,17,26,3
2141,34,37,14
2142,25,24,7
2143,29,29,8
2144,19,26,2
2145,28,29,7
2146,30,24,4
2147,17,23,4
2148,23,29,6
2149,22,22,2
2150,29,35,9
2151,23,27,7
2152,20,28,3
2153,20,29,7
2154,26,41,9
2155,27,35,11
2156,15,28,4
2157,30,32,7
2158,21,25,3
2159,27,32,8
2160,25,29,8
2161,23,28,9
2162,20,26,5
2163,27,20,3
2164,26,30,9
2165,28,26,10
2166,23,24,1
2167,24,35,8
2168,24,27,4
2169,22,25,2
2170,26,30,5
2171,18,29,7
2172,18,31,5
2173,20,28,4
2174,27,27,6
2175,32,28,6
2176,27,26,6
2177,23,20,6
2178,21,21,5
2179,21,22,6
2180,24,26,7
2181,23,40,9
2182,20,32,5
2183,16,30,3
2184,28,22,3
2185,24,24,6
2186,22,25,2
2187,35,26,10
2188,33,22,3
2189,29,26,3
2190,27,32,7
2191,30,30,9
2192,22,25,5
2193,22,22,1
2194,30,23,2
2195,27,27,6
2196,27,24,7
2197,19,29,6
2198,31,33,11
2199,26,27,8
2200,24,25,3
2201,26,23,3
2202,14,27,3
2203,26,23,5
2204,28,29,10
2205,28,23,7
2206,27,24,6
2207,28,26,5
2208,23,29,7
2209,30,20,8
2210,21,27,4
2211,24,27,7
2212,25,19,2
2213,29,22,3
2214,27,28,6
2215,28,16,5
2216,27,21,6
2217,26,30,8
2218,24,31,7
2219,27,27,7
2220,20,20,4
2221,19,31,8
2222,22,22,3
2223,20,25,6
2224,20,21,3
2225,28,36,8
2226,28,28,4
2227,27,33,6
2228,24,26,5
2229,30,23,8
2230,20,23,6
2231,25,26,7
2232,14,31,6
2233,19,24,2
2234,28,30,8
2235,16,27,4
2236,23,32,3
2237,24,37,7
2238,33,28,9
2239,23,28,7
2240,22,32,7
2241,26,34,8
2242,20,28,10
2243,21,20,3
2244,35,23,8
2245,30,23,5
2246,28,35,10
2247,27,24,6
2248,21,24,6
2249,20,25,7
2250,17,26,2
2251,26,31,10
2252,21,28,7
2253,24,22,7
2254,22,30,6
2255,21,27,5
2256,29,26,5
2257,22,32,6
2258,27,24,8
2259,32,28,6
2260,23,26,6
2261,24,23,6
2262,27,23,6
2263,32,33,12
2264,18,29,6
2265,30,23,10
2266,26,23,6
2267,25,27,7
2268,30,28,10
2269,34,25,10
2270,35,36,10
2271,26,31,12
2272,21,31,8
2273,16,26,6
2274,30,23,7
2275,25,26,7
2276,25,33,9
2277,26,28,5
2278,29,26,7
2279,29,36,5
2280,21,23,3
2281,24,27,4
2282,19,32,4
2283,23,25,6
2284,27,20,2
2285,26,37,12
2286,17,26,3
2287,22,22,5
2288,22,24,5
2289,22,29,5
2290,27,31,9
2291,23,24,7
2292,25,20,5
2293,27,31,8
2294,22,24,5
2295,24,36,9
2296,30,28,5
2297,22,24,5
2298,22,31,7
2299,24,33,10
2300,27,23,5
2301,29,24,7
2302,30,28,9
2303,23,23,3
2304,22,29,4
2305,24,26,5
2306,26,33,8
2307,24,19,6
2308,33,26,15
2309,25,24,7
2310,24,25,4
2311,20,25,4
2312,20,29,5
2313,23,20,4
2314,29,32,8
2315,19,25,5
2316,27,33,7
2317,22,31,7
2318,20,26,7
2319,21,27,4
2320,13,30,3
2321,26,34,8
2322,29,24,6
2323,22,30,8
2324,25,31,8
2325,23,31,4
2326,20,22,3
2327,29,26,5
2328,23,20,2
2329,21,22,5
2330,27,26,8
2331,29,32,9
2332,32,35,13
2333,30,29,5
2334,23,36,11
2335,21,35,7
2336,26,28,4
2337,21,24,4
2338,19,30,7
2339,17,19,4
2340,22,33,5
2341,25,34,9
2342,25,28,4
2343,30,34,11
2344,25,27,8
2345,29,26,7
2346,20,22,3
2347,30,35,8
2348,19,29,2
2349,19,29,4
2350,28,35,8
2351,25,25,6
2352,32,22,8
2353,28,28,8
2354,31,29,7
2355,23,17,5
2356,26,24,3
2357,24,32,7
2358,18,26,5
2359,34,22,6
2360,24,21,7
2361,29,24,8
2362,25,28,7
2363,27,28,7
2364,17,31,6
2365,25,30,5
2366,28,25,7
2367,30,24,5
2368,27,34,9
2369,24,26,8
2370,23,23,6
2371,23,21,5
2372,28,30,11
2373,20,19,3
2374,20,33,5
2375,26,29,5
2376,24,24,5
2377,22,30,9
2378,27,45,9
2379,29,23,5
2380,25,15,1
2381,17,34,5
2382,20,23,10
2383,32,28,9
2384,21,24,5
2385,22,29,4
2386,23,29,2
2387,25,27,9
2388,23,32,6
2389,27,36,9
2390,24,23,4
2391,23,25,6
2392,23,23,7
2393,33,30,6
2394,26,23,4
2395,26,26,4
2396,28,30,10
2397,28,21,4
2398,32,27,4
2399,20,26,3
2400,28,28,4
2401,27,25,4
2402,23,22,4
2403,26,30,11
2404,22,27,6
2405,24,29,4
2406,27,32,13
2407,30,26,5
2408,21,24,3
2409,23,34,9
2410,19,32,2
2411,29,27,6
2412,30,31,10
2413,23,37,8
2414,27,31,11
2415,21,31,3
2416,22,31,6
2417,27,28,7
2418,28,30,7
2419,25,27,6
2420,28,34,7
2421,26,29,7
2422,20,32,7
2423,29,30,8
2424,27,34,10
2425,20,25,3
2426,27,39,11
2427,35,36,11
2428,25,28,5
2429,20,28,5
2430,19,30,5
2431,29,29,7
2432,27,25,6
2433,33,24,7
2434,19,36,9
2435,16,30,7
2436,28,29,6
2437,31,26,6
2438,27,26,3
2439,21,34,6
2440,22,33,6
2441,14,27,4
2442,22,31,7
2443,28,26,8
2444,29,27,8
2445,24,23,3
2446,26,32,11
2447,22,41,9
2448,28,21,4
2449,21,24,3
2450,25,28,8
2451,29,26,8
2452,32,28,7
2453,28,29,5
2454,25,29,5
2455,22,26,6
2456,19,32,5
2457,31,29,10
2458,32,31,6
2459,27,28,6
2460,24,18,5
2461,25,24,6
2462,33,31,13
2463,32,35,12
2464,20,28,3
2465,22,35,6
2466,21,29,5
2467,26,31,10
2468,28,28,6
2469,19,23,6
2470,26,30,7
2471,20,29,4
2472,21,29,7
2473,30,27,5
2474,29,32,8
2475,25,24,6
2476,16,30,2
2477,31,32,8
2478,20,20,6
2479,29,21,6
2480,27,29,8
2481,26,28,9
2482,20,26,4
2483,32,22,4
2484,24,17,6
2485,24,22,6
2486,29,30,5
2487,29,28,6
2488,25,17,4
2489,28,30,9
2490,28,42,11
2491,18,28,5
2492,21,36,6
2493,26,26,10
2494,22,20,2
2495,23,24,6
2496,24,32,7
2497,25,30,6
2498,25,22,5
2499,24,32,11
2500,22,33,7
2501,20,27,6
2502,24,33,5
2503,29,32,8
2504,18,23,3
2505,29,28,4
2506,26,26,5
2507,22,30,10
2508,18,14,2
2509,18,23,3
2510,25,27,5
2511,27,26,6
2512,30,32,5
2513,23,31,8
2514,26,27,7
2515,20,25,3
2516,23,29,9
2517,28,30,6
2518,18,25,5
2519,23,26,5
2520,23,30,7
2521,24,35,9
2522,26,33,9
2523,29,14,5
2524,20,28,6
2525,24,30,9
2526,24,34,10
2527,27,31,8
2528,22,20,5
2529,28,31,6
2530,22,28,6
2531,20,27,5
2532,21,30,7
2533,33,21,4
2534,31,30,5
2535,24,28,6
2536,22,29,9
2537,22,28,7
2538,26,34,10
2539,25,25,3
2540,29,36,10
2541,33,26,9
2542,20,34,6
2543,23,30,8
2544,36,30,8
2545,20,20,2
2546,19,21,4
2547,27,30,8
2548,25,27,4
2549,21,29,2
2550,26,18,5
2551,22,31,6
2552,20,22,7
2553,28,28,4
2554,25,27,7
2555,27,23,8
2556,23,20,3
2557,33,28,6
2558,27,22,4
2559,19,33,8
2560,19,25,4
2561,29,26,5
2562,26,35,5
2563,25,19,4
2564,19,24,3
2565,29,33,11
2566,29,24,7
2567,27,28,7
2568,31,24,6
2569,23,27,6
2570,31,33,9
2571,28,30,8
2572,30,22,5
2573,25,28,8
2574,20,29,5
2575,20,31,6
2576,29,25,4
2577,26,27,7
2578,28,33,5
2579,40,23,6
2580,24,24,6
2581,24,26,3
2582,20,30,4
2583,24,22,3
2584,23,24,9
2585,26,25,6
2586,25,32,6
2587,27,20,5
2588,30,29,6
2589,25,21,1
2590,22,28,5
2591,21,30,6
2592,26,26,7
2593,31,23,7
2594,24,24,7
2595,23,27,5
2596,29,22,2
2597,20,28,4
2598,21,26,5
2599,28,23,6
2600,32,23,11
2601,23,23,4
2602,20,28,5
2603,16,23,3
2604,20,28,6
2605,31,25,8
2606,27,18,6
2607,30,23,6
2608,23,22,3
2609,27,25,5
2610,22,25,7
2611,28,30,4
2612,25,33,11
2613,24,31,9
2614,21,27,8
2615,29,29,2
2616,23,32,3
2617,22,28,5
2618,20,23,5
2619,26,28,6
2620,25,26,6
2621,26,28,5
2622,24,31,7
2623,31,32,9
2624,34,33,11
2625,17,26,2
2626,23,33,8
2627,17,26,6
2628,29,22,7
2629,27,26,8
2630,26,27,3
2631,28,24,7
2632,26,14,6
2633,16,23,3
2634,24,26,4
2635,24,33,8
2636,22,32,12
2637,22,35,5
2638,25,30,5
2639,30,35,11
2640,22,28,6
2641,26,32,7
2642,28,28,8
2643,25,23,4
2644,19,27,5
2645,29,27,5
2646,20,27,4
2647,26,30,9
2648,22,33,9
2649,21,25,5
2650,24,27,6
2651,26,29,9
2652,25,26,6
2653,27,31,9
2654,29,28,8
2655,35,29,9
2656,26,21,3
2657,26,28,6
2658,20,26,7
2659,21,33,6
2660,26,31,6
2661,34,37,9
2662,19,28,2
2663,24,25,5
2664,22,29,6
2665,16,32,5
2666,24,29,8
2667,21,23,5
2668,25,36,9
2669,23,22,4
2670,21,29,5
2671,24,23,4
2672,27,21,4
2673,26,32,9
2674,19,33,7
2675,16,23,4
2676,32,25,9
2677,23,30,4
2678,26,31,5
2679,23,28,7
2680,26,28,3
2681,27,33,6
2682,27,29,4
2683,34,32,9
2684,25,32,8
2685,25,29,7
2686,24,44,8
2687,28,28,8
2688,21,25,6
2689,28,26,7
2690,17,28,3
2691,19,33,8
2692,18,27,8
2693,27,33,7
2694,22,32,9
2695,29,22,6
2696,22,40,8
2697,28,29,8
2698,28,31,10
2699,29,26,9
2700,16,22,2
2701,19,30,3
2702,29,25,9
2703,22,23,6
2704,25,20,3
2705,23,33,6
2706,21,31,4
2707,26,29,7
2708,30,26,7
2709,31,20,6
2710,22,30,6
2711,23,23,1
2712,23,27,5
2713,33,28,9
2714,30,20,5
2715,23,27,6
2716,27,25,7
2717,24,25,7
2718,24,25,6
2719,20,33,8
2720,26,29,5
2721,35,26,8
2722,28,30,10
2723,25,18,8
2724,29,27,7
2725,22,21,4
2726,22,40,8
2727,20,28,6
2728,22,23,3
2729,23,33,8
2730,16,27,4
2731,26,30,6
2732,19,26,6
2733,20,21,5
2734,24,17,4
2735,27,31,9
2736,25,32,6
2737,29,33,8
2738,27,28,6
2739,29,29,8
2740,25,28,6
2741,26,25,5
2742,28,29,6
2743,32,38,14
2744,24,29,7
2745,21,23,5
2746,27,27,7
2747,25,24,6
2748,23,23,3
2749,23,17,3
2750,27,34,8
2751,19,20,5
2752,32,24,8
2753,18,31,2
2754,21,28,5
2755,17,33,6
2756,32,23,7
2757,25,30,7
2758,17,18,5
2759,33,28,6
2760,27,27,6
2761,26,25,3
2762,27,29,7
2763,23,29,7
2764,28,32,13
2765,19,32,7
2766,24,20,4
2767,32,28,9
2768,24,30,9
2769,27,28,9
2770,31,26,7
2771,25,28,6
2772,23,20,3
2773,25,27,6
2774,23,22,6
2775,18,29,2
2776,25,34,8
2777,26,24,13
2778,24,29,5
2779,27,26,7
2780,36,28,11
2781,20,27,3
2782,25,22,7
2783,21,26,3
2784,21,31,8
2785,24,23,6
2786,21,20,3
2787,32,31,11
2788,30,23,10
2789,23,27,7
2790,23,26,5
2791,25,27,6
2792,19,32,6
2793,22,32,3
2794,26,28,8
2795,26,31,9
2796,23,19,5
2797,32,30,12
2798,24,29,10
2799,32,16,5
2800,28,24,3
2801,19,22,3
2802,23,32,4
2803,30,30,4
2804,20,21,1
2805,29,31,11
2806,24,29,7
2807,25,24,6
2808,20,29,3
2809,24,27,6
2810,27,28,7
2811,23,24,2
2812,29,24,3
2813,22,22,3
2814,23,30,8
2815,26,26,7
2816,28,32,7
2817,23,25,6
2818,23,24,4
2819,22,28,3
2820,29,35,11
2821,21,32,4
2822,22,21,6
2823,33,28,7
2824,27,28,7
2825,19,28,4
2826,27,33,9
2827,25,26,5
2828,15,29,4
2829,26,31,12
2830,25,33,7
2831,24,32,6
2832,24,30,9
2833,33,29,8
2834,24,40,5
2835,30,19,5
2836,25,31,5
2837,28,21,8
2838,24,22,4
2839,31,24,3
2840,26,22,5
2841,19,23,1
2842,26,28,7
2843,28,29,5
2844,29,30,12
2845,29,30,6
2846,23,22,8
2847,29,34,7
2848,22,35,8
2849,29,38,9
2850,20,24,4
2851,26,24,6
2852,26,34,10
2853,32,29,8
2854,24,30,6
2855,18,26,3
2856,23,25,4
2857,26,29,9
2858,25,32,5
2859,26,39,4
2860,39,40,11
2861,18,30,8
2862,21,32,4
2863,29,27,6
2864,29,30,8
2865,23,25,5
2866,28,26,7
2867,30,18,4
2868,20,21,4
2869,21,24,4
2870,24,31,8
2871,30,36,9
2872,23,14,3
2873,24,30,7
2874,19,27,3
2875,26,30,8
2876,29,25,5
2877,25,30,7
2878,20,34,5
2879,22,24,5
2880,29,27,9
2881,27,27,7
2882,26,30,9
2883,27,27,3
2884,18,23,5
2885,31,22,6
2886,19,26,4
2887,25,25,4
2888,27,31,6
2889,32,21,6
2890,30,26,7
2891,27,32,7
2892,20,28,4
2893,26,28,7
2894,20,26,7
2895,20,33,7
2896,29,27,10
2897,21,25,5
2898,20,29,5
2899,20,23,5
2900,23,19,5
2901,32,28,12
2902,25,28,5
2903,24,32,6
2904,27,31,10
2905,30,32,5
2906,19,21,6
2907,25,26,5
2908,34,23,9
2909,26,25,5
2910,24,19,5
2911,24,28,9
2912,28,26,7
2913,27,27,4
2914,28,23,5
2915,19,30,6
2916,28,27,3
2917,22,26,5
2918,21,24,5
2919,28,33,12
2920,23,31,10
2921,23,39,7
2922,27,37,5
2923,25,28,5
2924,17,27,3
2925,21,25,5
2926,19,21,8
2927,20,33,6
2928,25,21,3
2929,24,32,7
2930,20,28,5
2931,25,26,7
2932,28,23,2
2933,34,23,7
2934,23,31,6
2935,26,26,6
2936,26,26,5
2937,18,27,5
2938,29,31,8
2939,29,37,12
2940,24,31,6
2941,22,34,6
2942,29,30,5
2943,24,28,3
2944,23,19,3
2945,28,24,8
2946,15,29,5
2947,26,27,7
2948,33,21,6
2949,25,26,5
2950,26,29,6
2951,26,18,6
2952,26,32,10
2953,27,34,9
2954,17,28,3
2955,29,30,8
2956,24,29,10
2957,25,24,8
2958,30,22,6
2959,27,24,5
2960,26,23,6
2961,21,29,4
2962,27,25,6
2963,25,27,7
2964,26,25,6
2965,24,27,4
2966,20,26,7
2967,19,32,6
2968,28,33,7
2969,25,32,10
2970,21,26,7
2971,21,29,7
2972,23,30,3
2973,26,23,7
2974,19,32,5
2975,17,29,4
2976,24,26,8
2977,35,20,4
2978,26,18,4
2979,22,32,6
2980,21,27,4
2981,17,36,3
2982,28,25,9
2983,20,26,2
2984,25,30,6
2985,24,29,5
2986,20,27,7
2987,22,45,10
2988,20,28,3
2989,22,23,4
2990,21,26,3
2991,20,25,5
2992,27,25,5
2993,29,24,8
2994,28,30,8
2995,20,20,9
2996,31,36,11
2997,28,25,11
2998,24,34,8
2999,31,26,6
3000,30,28,5
3001,18,36,7
3002,15,31,7
3003,25,26,5
3004,27,23,5
3005,29,26,6
3006,22,23,2
3007,23,28,10
3008,18,27,6
3009,27,26,4
3010,28,32,9
3011,17,20,1
3012,24,25,3
3013,28,30,5
3014,25,34,9
3015,22,25,4
3016,27,30,5
3017,35,28,7
3018,21,24,4
3019,22,33,4
3020,18,22,5
3021,30,23,9
3022,23,23,6
3023,26,31,8
3024,26,36,9
3025,25,21,3
3026,25,25,7
3027,25,25,4
3028,22,22,2
3029,20,19,2
3030,24,32,9
3031,26,30,7
3032,19,22,4
3033,26,29,4
3034,21,22,4
3035,25,26,8
3036,21,20,4
3037,26,28,8
3038,22,27,8
3039,27,30,10
3040,17,26,5
3041,24,39,8
3042,25,22,4
3043,25,28,7
3044,23,28,7
3045,25,28,7
3046,29,38,8
3047,19,16,2
3048,22,26,5
3049,19,25,4
3050,18,21,6
3051,29,30,10
3052,22,30,9
3053,18,22,3
3054,22,16,5
3055,19,29,6
3056,24,27,5
3057,18,38,9
3058,24,30,7
3059,20,34,7
3060,25,37,9
3061,24,29,5
3062,24,24,5
3063,24,23,6
3064,33,16,5
3065,27,22,6
3066,24,30,6
3067,25,30,5
3068,35,24,10
3069,21,27,5
3070,24,28,6
3071,23,17,5
3072,25,27,3
3073,31,28,8
3074,21,26,9
3075,24,31,6
3076,32,35,6
3077,28,20,6
3078,36,28,10
3079,22,28,6
3080,27,29,7
3081,26,39,9
3082,26,24,4
3083,28,32,10
3084,25,25,9
3085,37,25,4
3086,29,25,8
3087,38,32,9
3088,22,28,5
3089,20,19,1
3090,24,35,7
3091,30,24,9
3092,23,34,9
3093,32,23,9
3094,29,29,4
3095,24,34,8
3096,26,30,7
3097,23,21,5
3098,20,26,5
3099,23,24,7
3100,20,32,4
3101,26,30,9
3102,22,30,7
3103,20,27,5
3104,22,21,3
3105,24,28,7
3106,21,17,0
3107,26,29,6
3108,20,37,6
3109,20,25,3
3110,22,32,8
3111,23,31,6
3112,18,25,4
3113,30,23,10
3114,32,24,8
3115,14,25,2
3116,25,29,5
3117,25,37,9
3118,23,27,5
3119,23,27,8
3120,17,35,4
3121,20,34,6
3122,31,27,7
3123,28,28,6
3124,17,29,3
3125,30,23,4
3126,26,27,5
3127,19,21,4
3128,23,29,8
3129,22,21,5
3130,28,26,9
3131,21,28,5
3132,22,36,5
3133,24,27,5
3134,27,32,8
3135,23,22,5
3136,22,22,2
3137,31,26,9
3138,22,30,6
3139,25,25,7
3140,27,28,4
3141,23,24,7
3142,26,23,4
3143,20,28,4
3144,20,31,6
3145,25,27,2
3146,28,23,3
3147,28,27,10
3148,25,26,6
3149,25,23,6
3150,22,33,5
3151,22,21,4
3152,27,25,5
3153,19,28,6
3154,20,24,4
3155,26,26,6
3156,24,24,5
3157,23,29,5
3158,25,29,7
3159,24,33,6
3160,33,33,9
3161,22,24,4
3162,23,25,4
3163,29,32,8
3164,16,27,2
3165,34,18,7
3166,16,24,8
3167,22,25,8
3168,28,23,3
3169,24,33,7
3170,20,23,5
3171,25,19,8
3172,22,25,5
3173,22,29,3
3174,27,31,7
3175,32,34,12
3176,27,41,8
3177,30,28,7
3178,24,28,7
3179,26,26,10
3180,20,27,4
3181,19,34,7
3182,23,28,5
3183,26,21,5
3184,24,29,9
3185,25,37,11
3186,31,26,14
3187,31,23,5
3188,20,33,3
3189,21,24,5
3190,28,24,9
3191,24,31,4
3192,16,31,2
3193,23,21,5
3194,30,26,7
3195,32,37,11
3196,21,26,4
3197,21,33,4
3198,14,34,5
3199,28,26,9
3200,38,32,11
3201,28,21,7
3202,24,25,6
3203,25,23,7
3204,23,30,4
3205,26,32,12
3206,29,23,4
3207,25,30,7
3208,25,25,7
3209,28,28,6
3210,24,30,6
3211,26,33,10
3212,23,26,4
