SNP	chromosome	pos	left_pos	right_pos
3126	5	268236	260512	279872
3127	5	268374	265651	271971
3128	5	269900	260512	290932
3129	5	271971	262671	293706
3130	5	272558	265651	290932
3131	5	272598	262671	293706
3132	5	272758	262671	293706
3133	5	273551	264790	293706
3134	5	274156	268009	290932
3135	5	274156	274156	274156
3136	5	274280	264790	293706
3137	5	274601	264790	293706
3138	5	277836	264790	293706
3139	5	279640	265651	293706
3140	5	279872	268009	293706
3141	5	283807	269900	302362
3142	5	284696	269900	298831
3143	5	285154	269900	302362
3144	5	290040	290040	290040
3145	5	290044	290044	290044
3146	5	290243	269900	302362
3147	5	290932	269900	302362
3148	5	293310	272598	309654
3149	5	293706	271971	309654
3150	5	298831	283807	310175
3151	5	302362	283807	310175
3152	5	304779	293310	310175
3153	5	308710	293310	310175
3154	5	309654	293310	310175
3155	5	309985	298831	310175
3156	5	310175	298831	310175
3157	5	312612	312612	317740
3158	5	313206	312612	317740
3159	5	313702	312612	317740
3160	5	314857	312612	317740
3161	5	315976	312612	320971
3162	5	317740	312612	321654
3163	5	318831	317740	318831
3164	5	320971	315976	324331
3165	5	321654	317740	324331
3166	5	324331	320971	328525
3167	5	328525	324331	328525
3168	5	335406	335406	336687
3169	5	335771	335406	336687
3170	5	336687	335406	341262
3171	5	341045	341045	350876
3172	5	341262	336687	350876
3173	5	342707	341045	350876
3174	5	342848	341045	350876
3175	5	343502	341045	354177
3176	5	343588	341045	354177
3177	5	346773	341045	354177
3178	5	349449	341045	357163
3179	5	350876	341045	360584
3180	5	354177	343502	363025
3181	5	357163	349449	371457
3182	5	360584	350876	374614
3183	5	363025	354177	374614
3184	5	365083	357163	374614
3185	5	366361	357163	377631
3186	5	371014	357163	377631
3187	5	371457	357163	377631
3188	5	372989	360584	377631
3189	5	374614	360584	377631
3190	5	377631	366361	384156
3191	5	378702	377631	393290
3192	5	378741	377631	396266
3193	5	379541	377631	398644
3194	5	380460	377631	398644
3195	5	382368	378702	398644
3196	5	382369	378702	398644
3197	5	382523	382523	382523
3198	5	382808	377631	398644
3199	5	384156	377631	398644
3200	5	387695	378702	398644
3201	5	388185	378702	398644
3202	5	390254	382808	393290
3203	5	391916	378702	398644
3204	5	392497	378702	398644
3205	5	393006	378702	398644
3206	5	393290	378702	398644
3207	5	396254	379541	398644
3208	5	396266	378741	402468
3209	5	398009	379541	402468
3210	5	398644	379541	402468
3211	5	401545	396266	407785
3212	5	402468	396266	407785
3213	5	403529	401545	407785
3214	5	405417	401545	409900
3215	5	406230	401545	409900
3216	5	406826	401545	409900
3217	5	407785	401545	413385
3218	5	409900	405417	417297
3219	5	412759	407785	421695
3220	5	413363	413363	413363
3221	5	413385	407785	421695
3222	5	416981	412759	432587
3223	5	417297	409900	432587
3224	5	419108	412759	434634
3225	5	421695	412759	434634
3226	5	422560	416981	434634
3227	5	424852	416981	441594
3228	5	425327	416981	441594
3229	5	427844	416981	451448
3230	5	430235	416981	441594
3231	5	430620	430620	430620
3232	5	430883	416981	451448
3233	5	431015	419108	434634
3234	5	431369	416981	451448
3235	5	432378	416981	451448
3236	5	432587	416981	451448
3237	5	434634	419108	456087
3238	5	441308	424852	458086
3239	5	441594	424852	458086
3240	5	443367	443367	443378
3241	5	443369	443369	451448
3242	5	443371	441308	456087
3243	5	443373	441308	451448
3244	5	443378	443367	443378
3245	5	451448	427844	458086
3246	5	456087	434634	461234
3247	5	458086	441308	461234
3248	5	461234	456087	461234
3249	5	461877	461877	461877
3250	5	463004	463004	468076
3251	5	465043	463004	469404
3252	5	467724	463004	469404
3253	5	468076	463004	469404
3254	5	469078	465043	469404
3255	5	469404	465043	469404
3256	5	475322	475322	484954
3257	5	475607	475322	484954
3258	5	475736	475322	484954
3259	5	478715	475322	486882
3260	5	478932	475322	487404
3261	5	479996	475322	487404
3262	5	482003	475322	487404
3263	5	482536	475322	487404
3264	5	484494	475607	490549
3265	5	484954	475322	490549
3266	5	486157	478715	491888
3267	5	486882	478715	491888
3268	5	486891	482003	491888
3269	5	486920	484494	491888
3270	5	487404	478932	491888
3271	5	487484	484494	490549
3272	5	487817	484494	490549
3273	5	489636	484494	502460
3274	5	490549	484494	502460
3275	5	491806	486157	511350
3276	5	491888	486157	516091
3277	5	491992	491992	491992
3278	5	492146	489636	511350
3279	5	499612	489636	516091
3280	5	502460	489636	516091
3281	5	504765	491806	519067
3282	5	504884	491806	519067
3283	5	509836	491806	519067
3284	5	510020	510020	510020
3285	5	511350	491806	519067
3286	5	512696	491888	522215
3287	5	512931	491888	522215
3288	5	514582	491888	522215
3289	5	515315	491888	522215
3290	5	515397	499612	522215
3291	5	515950	499612	522215
3292	5	516091	491888	522215
3293	5	518207	504765	522215
3294	5	518275	504765	522215
3295	5	519067	504765	523232
3296	5	522215	512696	524625
3297	5	522970	522970	522970
3298	5	523232	519067	526007
3299	5	524247	522215	535074
3300	5	524532	522215	538956
3301	5	524625	522215	540169
3302	5	525863	523232	540682
3303	5	526004	523232	540682
3304	5	526007	523232	540682
3305	5	529382	524247	545826
3306	5	529437	524247	545826
3307	5	532205	524247	545826
3308	5	532256	524247	545826
3309	5	533988	524247	545826
3310	5	535074	524247	545826
3311	5	537503	524532	548310
3312	5	538956	524532	549248
3313	5	540169	524625	549055
3314	5	540498	526007	545826
3315	5	540682	525863	548843
3316	5	541505	541505	541505
3317	5	542346	529382	549248
3318	5	542361	529382	549248
3319	5	543103	529382	551776
3320	5	545577	532205	549248
3321	5	545826	529382	552218
3322	5	546667	537503	555973
3323	5	547620	537503	558549
3324	5	548182	538956	558549
3325	5	548310	537503	558549
3326	5	548459	538956	558549
3327	5	548843	538956	558549
3328	5	549055	538956	558549
3329	5	549248	538956	558549
3330	5	549677	548310	551265
3331	5	549802	549802	549802
3332	5	549802	549802	549802
3333	5	550708	545826	559378
3334	5	550744	545826	559378
3335	5	551265	546667	558549
3336	5	551776	543103	560042
3337	5	552218	545826	560042
3338	5	553130	547620	561717
3339	5	554104	547620	561736
3340	5	554306	554306	554306
3341	5	554307	554307	554308
3342	5	554308	554307	554308
3343	5	555454	546667	561766
3344	5	555973	546667	561786
3345	5	557406	547620	561824
3346	5	557772	547620	561906
3347	5	558324	547620	561915
3348	5	558514	547620	562065
3349	5	558549	547620	562072
3350	5	559378	550708	562097
3351	5	560042	551776	562097
3352	5	561145	553130	562116
3353	5	561154	553130	562155
3354	5	561160	553130	562173
3355	5	561163	553130	562264
3356	5	561166	553130	562359
3357	5	561193	553130	562436
3358	5	561211	553130	562451
3359	5	561220	553130	562473
3360	5	561227	553130	562513
3361	5	561259	555454	562518
3362	5	561269	555454	562560
3363	5	561292	559378	562570
3364	5	561299	558324	562582
3365	5	561309	558324	562610
3366	5	561353	554104	562667
3367	5	561355	553130	562683
3368	5	561373	554104	562774
3369	5	561379	554104	562846
3370	5	561430	553130	562873
3371	5	561461	553130	562888
3372	5	561500	553130	563005
3373	5	561502	553130	563017
3374	5	561510	555454	563018
3375	5	561524	555973	563074
3376	5	561529	555973	563104
3377	5	561538	555973	563148
3378	5	561541	558514	563174
3379	5	561545	558514	563257
3380	5	561555	558324	563299
3381	5	561569	555973	563318
3382	5	561578	555973	563324
3383	5	561590	560042	563344
3384	5	561678	554104	563347
3385	5	561690	554104	563348
3386	5	561692	554104	563372
3387	5	561717	553130	563372
3388	5	561736	554104	563372
3389	5	561746	555454	563372
3390	5	561758	555454	563372
3391	5	561759	555454	563452
3392	5	561766	555454	563474
3393	5	561783	560042	563479
3394	5	561786	555973	563545
3395	5	561824	557406	563565
3396	5	561906	557772	563580
3397	5	561915	558324	563607
3398	5	562065	558514	563608
3399	5	562072	558549	563642
3400	5	562097	559378	563661
3401	5	562113	562113	562113
3402	5	562116	561145	563700
3403	5	562155	561154	563747
3404	5	562173	561160	563755
3405	5	562264	561163	563781
3406	5	562359	561166	563837
3407	5	562436	561193	563865
3408	5	562451	561211	563866
3409	5	562473	561220	563882
3410	5	562513	561227	563899
3411	5	562518	561259	563908
3412	5	562560	561269	563929
3413	5	562570	561292	563964
3414	5	562582	561299	563970
3415	5	562610	561309	564006
3416	5	562667	561353	564048
3417	5	562683	561355	564065
3418	5	562774	561373	564074
3419	5	562846	561379	564097
3420	5	562873	561430	564135
3421	5	562888	561461	564147
3422	5	563005	561500	564195
3423	5	563017	561502	564197
3424	5	563018	561510	564206
3425	5	563074	561524	564212
3426	5	563104	561529	564236
3427	5	563148	561538	564252
3428	5	563174	561541	564265
3429	5	563257	561545	564272
3430	5	563299	561555	564298
3431	5	563318	561569	564300
3432	5	563324	561578	564304
3433	5	563344	561590	564343
3434	5	563347	561678	564355
3435	5	563348	561690	564360
3436	5	563372	561692	564372
3437	5	563421	561786	564360
3438	5	563427	561786	564355
3439	5	563428	563428	563428
3440	5	563428	561786	564372
3441	5	563452	561759	564406
3442	5	563474	561766	564431
3443	5	563479	561783	564461
3444	5	563545	561786	564462
3445	5	563565	561824	564469
3446	5	563580	561906	564472
3447	5	563607	561915	564485
3448	5	563608	562065	564486
3449	5	563642	562072	564496
3450	5	563661	562097	564516
3451	5	563665	562116	564535
3452	5	563700	562116	564551
3453	5	563747	562155	564567
3454	5	563755	562173	564574
3455	5	563781	562264	564590
3456	5	563837	562359	564680
3457	5	563865	562436	564696
3458	5	563866	562451	564701
3459	5	563882	562473	564705
3460	5	563899	562513	564717
3461	5	563908	562518	564723
3462	5	563929	562560	564730
3463	5	563964	562570	564732
3464	5	563970	562582	564809
3465	5	564006	562610	564814
3466	5	564048	562667	564841
3467	5	564065	562683	564865
3468	5	564074	562774	564880
3469	5	564097	562846	564894
3470	5	564135	562873	564898
3471	5	564147	562888	564904
3472	5	564195	563005	564935
3473	5	564197	563017	564937
3474	5	564206	563018	564938
3475	5	564212	563074	564945
3476	5	564236	563104	564949
3477	5	564252	563148	564968
3478	5	564265	563174	565000
3479	5	564272	563257	565007
3480	5	564298	563299	565013
3481	5	564300	563318	565036
3482	5	564304	563324	565093
3483	5	564343	563344	565120
3484	5	564355	563347	565122
3485	5	564360	563348	565125
3486	5	564372	563372	565208
3487	5	564393	563545	565243
3488	5	564395	564395	564395
3489	5	564397	563452	565289
3490	5	564403	563452	565293
3491	5	564406	563452	565315
3492	5	564431	563474	565361
3493	5	564461	563479	565365
3494	5	564462	563545	565371
3495	5	564469	563565	565372
3496	5	564472	563580	565388
3497	5	564485	563607	565423
3498	5	564486	563608	565436
3499	5	564496	563642	565441
3500	5	564516	563661	565448
3501	5	564535	563665	565475
3502	5	564551	563700	565507
3503	5	564567	563747	565512
3504	5	564574	563755	565539
3505	5	564590	563781	565639
3506	5	564680	563837	565651
3507	5	564696	563865	565675
3508	5	564701	563866	565711
3509	5	564705	563882	565722
3510	5	564717	563899	565729
3511	5	564723	563908	565731
3512	5	564730	563929	565737
3513	5	564732	563964	565800
3514	5	564809	563970	565808
3515	5	564814	564006	565834
3516	5	564841	564048	565880
3517	5	564865	564065	565885
3518	5	564880	564074	565885
3519	5	564894	564097	566255
3520	5	564898	564135	566370
3521	5	564904	564147	566373
3522	5	564935	564195	566376
3523	5	564937	564197	566378
3524	5	564938	564206	566382
3525	5	564945	564212	566388
3526	5	564949	564236	566400
3527	5	564968	564252	566427
3528	5	565000	564265	566434
3529	5	565007	564272	566463
3530	5	565013	564298	566466
3531	5	565036	564300	566472
3532	5	565093	564304	566501
3533	5	565120	564343	566502
3534	5	565122	564355	566512
3535	5	565125	564360	566542
3536	5	565208	564372	566565
3537	5	565243	564393	566568
3538	5	565254	564397	566580
3539	5	565289	564397	566740
3540	5	565293	564403	566755
3541	5	565315	564406	566755
3542	5	565361	564431	566755
3543	5	565365	564461	566755
3544	5	565371	564462	566755
3545	5	565372	564469	566755
3546	5	565388	564472	566755
3547	5	565423	564485	566755
3548	5	565436	564486	566755
3549	5	565441	564496	566755
3550	5	565448	564516	566755
3551	5	565475	564535	566755
3552	5	565507	564551	566755
3553	5	565512	564567	566755
3554	5	565539	564574	566755
3555	5	565639	564590	566755
3556	5	565651	564680	566755
3557	5	565675	564696	566755
3558	5	565711	564701	566755
3559	5	565722	564705	566755
3560	5	565729	564717	566755
3561	5	565731	564723	566755
3562	5	565737	564730	566755
3563	5	565800	564732	566740
3564	5	565808	564809	566755
3565	5	565834	564814	566755
3566	5	565880	564841	566755
3567	5	565885	564865	566755
3568	5	566202	566202	566202
3569	5	566255	564894	566755
3570	5	566370	564898	566755
3571	5	566373	564904	566755
3572	5	566376	564935	566755
3573	5	566378	564937	566740
3574	5	566382	564938	566755
3575	5	566388	564945	566755
3576	5	566400	564949	566755
3577	5	566427	564968	566755
3578	5	566434	565000	566755
3579	5	566463	565007	566755
3580	5	566466	565013	566755
3581	5	566472	565036	566755
3582	5	566501	565093	566755
3583	5	566502	565120	566755
3584	5	566512	565122	566755
3585	5	566542	565125	566755
3586	5	566565	565208	566755
3587	5	566568	565243	566755
3588	5	566580	565254	566755
3589	5	566740	565289	566755
3590	5	566755	565293	566755
3591	6	12139	12139	12139
3592	6	14922	14922	14925
3593	6	14925	14922	14925
3594	6	14958	14958	14958
3595	6	14985	14985	15003
3596	6	14991	14985	15003
3597	6	15003	14985	15003
3598	6	16905	16905	29838
3599	6	18881	16905	29838
3600	6	19636	16905	29838
3601	6	19887	16905	29838
3602	6	20485	20485	20485
3603	6	22804	16905	29838
3604	6	23172	16905	29838
3605	6	23564	16905	29838
3606	6	26594	16905	29838
3607	6	27541	18881	29838
3608	6	27549	27549	27549
3609	6	27551	27551	27551
3610	6	27553	27553	27553
3611	6	27767	16905	29838
3612	6	28811	16905	29838
3613	6	28916	16905	29838
3614	6	29838	16905	29838
3615	6	30082	30082	30082
3616	6	30085	30085	30085
3617	6	30088	30088	30088
3618	6	30322	30322	41221
3619	6	30997	30997	30997
3620	6	30997	30997	30997
3621	6	32438	30322	41626
3622	6	35840	30322	42992
3623	6	36181	30322	42992
3624	6	36236	30322	42992
3625	6	38641	30322	42992
3626	6	39419	30322	42992
3627	6	39566	30322	42992
3628	6	39609	30322	42992
3629	6	40630	30322	42992
3630	6	41068	32438	42992
3631	6	41221	30322	42992
3632	6	41296	32438	42992
3633	6	41435	32438	42992
3634	6	41573	32438	42992
3635	6	41626	32438	42992
3636	6	42992	35840	45815
3637	6	45282	42992	52550
3638	6	45815	42992	53989
3639	6	47290	45282	53989
3640	6	48282	45282	53989
3641	6	48919	45282	54932
3642	6	48921	45282	54932
3643	6	50414	45282	56091
3644	6	50685	45282	56091
3645	6	50825	45282	56091
3646	6	51261	45282	55876
3647	6	51266	45282	56091
3648	6	51270	45282	55876
3649	6	51526	45282	56091
3650	6	51781	45282	57460
3651	6	52550	45282	57460
3652	6	53989	45815	57460
3653	6	54487	50414	56091
3654	6	54932	48919	57460
3655	6	55876	50414	62743
3656	6	56091	50414	62743
3657	6	57460	51781	65183
3658	6	57967	57967	57967
3659	6	58019	58019	58019
3660	6	62743	55876	73433
3661	6	62990	57460	71997
3662	6	64449	57460	73433
3663	6	65043	62743	73433
3664	6	65125	62743	73433
3665	6	65133	57460	73433
3666	6	65183	57460	74406
3667	6	66460	62743	74406
3668	6	67184	62743	74913
3669	6	71471	62743	74913
3670	6	71997	62743	74913
3671	6	72514	62743	74913
3672	6	73357	67184	73433
3673	6	73433	62743	75397
3674	6	74406	65183	75397
3675	6	74485	73433	75397
3676	6	74913	67184	75397
3677	6	75397	73433	75397
3678	6	76427	76427	76526
3679	6	76486	76486	76486
3680	6	76487	76487	76487
3681	6	76526	76427	76526
3682	6	78316	78316	83761
3683	6	78381	78316	83761
3684	6	78862	78316	88475
3685	6	78907	78316	83761
3686	6	79638	78316	88475
3687	6	79955	78316	88475
3688	6	80725	78316	88475
3689	6	80860	78316	88475
3690	6	83761	78316	92208
3691	6	87978	87978	87978
3692	6	88005	80725	92208
3693	6	88006	78862	92208
3694	6	88009	83761	92208
3695	6	88009	88009	88009
3696	6	88398	78862	92208
3697	6	88475	78862	92208
3698	6	90318	83761	92208
3699	6	91505	83761	92208
3700	6	91959	83761	92208
3701	6	92208	83761	92208
3702	6	95448	95448	95926
3703	6	95468	95448	95926
3704	6	95926	95448	95926
3705	6	97570	97570	97570
3706	6	98668	98668	101478
3707	6	98707	98707	98707
3708	6	98879	98668	101479
3709	6	99153	99153	99153
3710	6	101306	98668	107478
3711	6	101424	98879	106653
3712	6	101439	98879	106653
3713	6	101478	98668	107527
3714	6	101479	98879	101479
3715	6	104558	104558	104558
3716	6	104573	104573	104573
3717	6	106653	101306	111711
3718	6	107478	101306	114714
3719	6	107527	101478	114714
3720	6	111439	107527	116654
3721	6	111476	111439	111476
3722	6	111711	106653	123079
3723	6	114692	107478	123079
3724	6	114714	107478	123079
3725	6	115037	111439	123079
3726	6	116654	111439	158910
3727	6	118753	116654	151731
3728	6	119386	111711	158910
3729	6	123079	111711	163435
3730	6	146131	116654	168572
3731	6	151731	116654	168572
3732	6	155985	123079	163435
3733	6	157270	116654	168572
3734	6	158136	116654	168572
3735	6	158910	116654	168572
3736	6	162526	123079	168572
3737	6	163117	123079	168572
3738	6	163321	123079	168572
3739	6	163435	123079	168572
3740	6	164820	157270	168572
3741	6	166074	146131	168572
3742	6	166669	146131	168572
3743	6	167198	146131	173904
3744	6	167434	151731	168572
3745	6	167610	158136	168572
3746	6	167690	157270	168572
3747	6	167705	162526	168572
3748	6	167855	167855	167855
3749	6	167939	151731	168572
3750	6	168223	146131	173904
3751	6	168335	168335	168360
3752	6	168360	168335	168360
3753	6	168572	146131	173904
3754	6	173904	167198	180643
3755	6	175273	173904	184860
3756	6	178778	173904	193272
3757	6	179311	175273	183039
3758	6	179345	179345	179345
3759	6	180643	173904	193272
3760	6	183039	175273	193671
3761	6	183936	175273	193671
3762	6	184860	175273	193671
3763	6	187264	178778	193671
3764	6	187666	178778	193671
3765	6	188423	178778	193671
3766	6	188938	178778	193671
3767	6	189863	178778	193671
3768	6	191665	183039	193671
3769	6	191802	184860	193671
3770	6	191937	183039	193671
3771	6	192593	183039	193671
3772	6	193272	178778	193671
3773	6	193671	183039	193671
3774	6	199005	199005	203342
3775	6	199448	199005	203342
3776	6	201624	199005	203342
3777	6	201882	199005	203342
3778	6	203342	199005	204681
3779	6	204006	203342	204681
3780	6	204440	203342	204681
3781	6	204681	203342	204681
3782	6	205945	205945	205945
3783	6	208815	208815	208850
3784	6	208850	208815	208850
3785	6	210067	210067	210067
3786	6	211447	211447	214251
3787	6	212247	211447	216365
3788	6	214251	211447	221588
3789	6	216365	212247	221588
3790	6	221588	214251	223299
3791	6	223266	221588	223299
3792	6	223299	221588	223299
3793	6	225352	225352	225352
3794	6	226182	226182	227356
3795	6	226781	226182	227356
3796	6	226929	226182	227356
3797	6	227351	226781	227356
3798	6	227352	226182	227356
3799	6	227356	226182	227356
3800	6	229335	229335	231725
3801	6	229567	229335	232479
3802	6	231725	229335	240985
3803	6	232479	229567	240985
3804	6	233698	231725	240985
3805	6	234833	231725	244301
3806	6	236114	231725	244301
3807	6	240423	231725	246705
3808	6	240985	231725	246705
3809	6	242390	234833	246705
3810	6	244245	236114	251165
3811	6	244301	234833	248124
3812	6	244932	240423	252271
3813	6	245484	240423	252271
3814	6	245505	240423	252271
3815	6	245506	240423	252271
3816	6	245578	240423	252271
3817	6	245636	240423	252271
3818	6	245962	245962	245962
3819	6	245962	245962	245962
3820	6	245963	245963	245963
3821	6	246705	240423	255018
3822	6	248124	244245	260068
3823	6	251165	244245	269163
3824	6	252271	244932	269163
3825	6	253364	253364	253364
3826	6	253516	248124	264000
3827	6	253758	246705	269163
3828	6	255018	246705	269163
3829	6	255233	248124	269163
3830	6	256493	248124	270091
3831	6	256723	248124	270091
3832	6	259953	251165	270091
3833	6	260068	248124	270091
3834	6	260462	251165	270091
3835	6	261534	251165	270091
3836	6	261981	251165	270091
3837	6	262244	253516	269163
3838	6	264000	251165	270091
3839	6	264618	251165	270091
3840	6	264756	251165	270091
3841	6	265060	251165	270091
3842	6	265378	253758	270091
3843	6	265477	251165	270091
3844	6	266478	252271	270091
3845	6	266518	252271	270091
3846	6	266627	252271	270091
3847	6	268613	253758	270091
3848	6	268676	253758	270091
3849	6	268911	252271	270091
3850	6	269163	251165	270091
3851	6	270091	256493	270091
3852	6	270110	270110	270110
3853	6	270112	270112	270112
3854	6	270117	270117	270118
3855	6	270118	270117	270118
3856	6	270132	270132	270132
3857	7	331	331	331
3858	7	415	415	415
3859	7	440	440	444
3860	7	444	440	444
3861	7	595	595	16567
3862	7	603	595	16567
3863	7	1581	595	20451
3864	7	5119	595	20451
3865	7	8780	8780	8780
3866	7	11071	11071	11076
3867	7	11076	11071	11076
3868	7	14747	595	23383
3869	7	16567	595	23383
3870	7	17289	17289	17289
3871	7	17702	17702	17702
3872	7	17838	17838	17843
3873	7	17840	17838	17843
3874	7	17843	17838	17843
3875	7	19449	19449	19449
3876	7	19450	19450	19450
3877	7	19896	1581	23383
3878	7	20110	1581	23383
3879	7	20451	1581	29523
3880	7	21017	21017	21017
3881	7	21057	14747	29523
3882	7	21710	14747	31914
3883	7	23383	14747	37288
3884	7	27344	20451	37288
3885	7	27845	20451	37288
3886	7	28799	20451	37288
3887	7	29465	21710	37288
3888	7	29523	20451	37288
3889	7	31914	21710	37288
3890	7	32249	23383	37288
3891	7	33274	23383	37288
3892	7	33393	23383	37288
3893	7	33441	23383	37288
3894	7	34423	23383	37288
3895	7	34691	23383	37288
3896	7	34805	23383	37288
3897	7	34808	23383	37288
3898	7	35435	23383	37288
3899	7	35488	23383	37288
3900	7	35577	23383	37288
3901	7	36074	23383	37288
3902	7	36180	23383	37288
3903	7	37288	23383	42627
3904	7	41301	37288	46270
3905	7	42627	37288	48435
3906	7	43266	41301	47250
3907	7	43683	41301	50874
3908	7	45345	42627	48435
3909	7	45353	45353	45353
3910	7	45353	45353	45353
3911	7	45565	41301	50874
3912	7	46270	41301	50874
3913	7	47250	42627	53544
3914	7	48435	42627	53455
3915	7	50874	43683	54897
3916	7	53407	47250	54897
3917	7	53416	47250	54897
3918	7	53455	47250	54897
3919	7	53544	47250	54897
3920	7	53637	50874	54897
3921	7	53662	50874	54897
3922	7	53700	50874	54897
3923	7	53702	50874	54897
3924	7	54897	50874	55912
3925	7	55912	54897	55912
3926	7	56225	56225	56225
3927	7	62689	62689	74414
3928	7	65725	62689	74414
3929	7	66339	62689	74414
3930	7	66622	62689	74414
3931	7	68513	62689	74414
3932	7	69394	69394	69394
3933	7	69396	69396	69396
3934	7	70413	62689	74414
3935	7	73728	73728	73728
3936	7	74414	62689	74414
3937	7	80505	80505	88913
3938	7	80602	80602	80602
3939	7	80604	80604	80604
3940	7	80608	80608	80609
3941	7	80609	80608	80609
3942	7	83968	80505	92844
3943	7	84763	84763	84763
3944	7	87147	80505	92844
3945	7	87586	83968	90591
3946	7	87833	80505	92844
3947	7	87999	80505	92844
3948	7	88913	80505	92844
3949	7	89733	89733	89733
3950	7	90591	83968	92844
3951	7	92844	83968	98223
3952	7	98223	92844	105525
3953	7	101935	98223	115759
3954	7	102167	98223	115759
3955	7	102487	102487	102487
3956	7	103626	98223	114462
3957	7	103929	98223	115759
3958	7	105525	98223	115759
3959	7	109520	101935	122646
3960	7	109762	101935	122646
3961	7	112259	101935	121864
3962	7	114462	101935	122646
3963	7	115291	115291	115294
3964	7	115293	115291	115294
3965	7	115294	115291	115294
3966	7	115759	101935	122646
3967	7	120910	109520	122646
3968	7	121864	109520	122646
3969	7	122646	109520	122646
3970	7	128719	128719	142863
3971	7	129502	128719	142935
3972	7	129866	128719	142935
3973	7	130581	128719	142935
3974	7	131402	128719	142935
3975	7	131475	128719	142935
3976	7	131572	128719	142935
3977	7	133091	128719	142935
3978	7	134263	128719	142935
3979	7	134556	128719	142935
3980	7	139381	128719	142935
3981	7	139844	128719	142935
3982	7	140293	140293	140293
3983	7	140294	140294	140294
3984	7	140416	128719	142935
3985	7	140907	128719	144443
3986	7	142582	128719	144443
3987	7	142616	128719	144443
3988	7	142656	128719	144443
3989	7	142710	128719	144443
3990	7	142737	128719	144443
3991	7	142798	128719	144443
3992	7	142863	128719	144443
3993	7	142935	129502	144443
3994	7	144443	140907	149219
3995	7	149219	144443	169205
3996	7	149745	149219	164509
3997	7	153512	149219	171892
3998	7	154206	149219	171892
3999	7	154349	149219	171892
4000	7	154579	154579	154579
4001	7	158616	149219	174147
4002	7	159017	149219	174147
4003	7	159442	149219	174147
4004	7	163135	163135	163135
4005	7	163315	154206	164509
4006	7	164509	149219	178295
4007	7	166144	153512	178295
4008	7	166200	166200	166200
4009	7	166202	166202	166202
4010	7	166259	158616	178295
4011	7	166833	153512	178295
4012	7	169205	149219	181165
4013	7	170660	170660	170661
4014	7	170661	170660	170661
4015	7	171892	153512	181165
4016	7	173129	164509	178295
4017	7	174147	158616	183625
4018	7	175201	164509	183625
4019	7	175569	164509	183625
4020	7	176862	164509	183625
4021	7	178295	164509	183625
4022	7	181053	169205	192700
4023	7	181165	169205	192700
4024	7	183625	174147	192700
4025	7	191252	181053	196064
4026	7	191676	181053	197274
4027	7	192137	181053	197274
4028	7	192700	181053	197274
4029	7	196064	191252	199802
4030	7	197274	191676	199802
4031	7	199802	196064	209438
4032	7	201855	199802	209438
4033	7	202039	199802	209438
4034	7	202122	199802	209438
4035	7	202957	199802	209438
4036	7	203677	199802	209438
4037	7	203971	203971	203971
4038	7	204417	199802	209438
4039	7	205155	205155	205155
4040	7	205675	199802	209438
4041	7	206341	206341	206341
4042	7	206511	199802	209438
4043	7	206991	199802	209438
4044	7	207921	199802	209438
4045	7	208767	208767	208767
4046	7	208986	199802	209438
4047	7	209438	199802	209438
4048	7	225148	225148	230937
4049	7	226323	225148	235726
4050	7	227872	225148	241711
4051	7	229363	225148	241711
4052	7	229656	225148	241711
4053	7	229803	225148	241711
4054	7	230082	227872	241711
4055	7	230481	225148	241711
4056	7	230937	225148	241711
4057	7	232131	226323	241711
4058	7	233940	226323	241711
4059	7	234570	226323	241711
4060	7	234702	226323	241711
4061	7	235464	227872	241711
4062	7	235726	226323	241711
4063	7	236277	227872	241711
4064	7	237753	227872	241711
4065	7	238084	227872	241711
4066	7	241273	227872	241711
4067	7	241711	227872	247666
4068	7	247290	241711	250680
4069	7	247666	241711	250680
4070	7	249982	247290	250680
4071	7	250183	247290	250680
4072	7	250680	247290	255972
4073	7	255972	250680	267569
4074	7	257392	255972	267569
4075	7	257488	255972	267569
4076	7	257571	255972	267569
4077	7	260913	255972	267569
4078	7	266540	255972	267569
4079	7	267569	255972	267569
4080	7	272144	272144	272365
4081	7	272225	272144	272365
4082	7	272227	272144	272365
4083	7	272365	272144	272365
4084	7	274400	274400	284441
4085	7	275338	274400	284441
4086	7	276571	274400	284441
4087	7	281605	281605	281605
4088	7	283774	274400	293925
4089	7	284360	274400	295079
4090	7	284441	274400	295079
4091	7	293925	283774	301066
4092	7	295079	284360	301066
4093	7	300508	293925	301066
4094	7	301066	293925	301066
4095	7	307179	307179	307221
4096	7	307181	307179	307209
4097	7	307209	307181	307209
4098	7	307221	307179	307221
4099	7	307361	307361	315634
4100	7	308037	307361	315634
4101	7	315634	307361	331193
4102	7	316663	315634	331193
4103	7	319571	319571	319571
4104	7	320913	315634	333120
4105	7	321449	315634	334340
4106	7	321504	321504	321504
4107	7	321504	321504	321504
4108	7	321718	315634	334340
4109	7	321749	315634	334340
4110	7	323123	315634	335709
4111	7	323836	315634	334340
4112	7	323883	315634	334340
4113	7	323971	315634	334340
4114	7	324357	315634	334340
4115	7	324640	315634	334340
4116	7	326269	326269	326269
4117	7	326640	315634	337273
4118	7	329449	315634	341488
4119	7	331193	315634	341488
4120	7	333120	320913	345530
4121	7	334340	321449	345428
4122	7	335451	326640	345530
4123	7	335555	326640	345530
4124	7	335709	323123	345530
