SNP,SNP_marker,exact_pQTL_overlap,exact_eQTL_overlap,exact_both_overlap,colocal_pQTL_overlap,colocal_eQTL_overlap,colocal_both_overlap,Is_actual_piQTL
3665,chr6:65133,False,False,False,True,True,True,False
3666,chr6:65183,True,False,False,True,True,True,False
3667,chr6:66460,True,False,False,True,True,True,False
3668,chr6:67184,False,False,False,True,True,True,False
3669,chr6:71471,True,False,False,True,True,True,False
3670,chr6:71997,True,False,False,True,True,True,False
3671,chr6:72514,False,False,False,True,True,True,False
3672,chr6:73357,True,False,False,True,False,False,False
3673,chr6:73433,True,False,False,True,True,True,False
3674,chr6:74406,True,False,False,True,True,True,False
3675,chr6:74485,True,False,False,True,False,False,False
3676,chr6:74913,True,False,False,True,True,True,False
3677,chr6:75397,True,False,False,True,True,True,False
3678,chr6:76427,False,False,False,False,True,False,False
3679,chr6:76486,False,False,False,False,False,False,False
3680,chr6:76487,False,False,False,False,False,False,False
3681,chr6:76526,True,False,False,True,False,False,False
3682,chr6:78316,False,False,False,True,True,True,False
3683,chr6:78381,False,False,False,True,True,True,False
3684,chr6:78862,False,False,False,True,True,True,False
3685,chr6:78907,False,False,False,True,True,True,False
3686,chr6:79638,False,False,False,True,True,True,False
3687,chr6:79955,True,False,False,True,True,True,False
3688,chr6:80725,False,True,False,True,True,True,False
3689,chr6:80860,False,False,False,True,True,True,False
3690,chr6:83761,False,False,False,True,True,True,False
3691,chr6:87978,False,False,False,False,False,False,False
3692,chr6:88005,False,False,False,False,False,False,False
3693,chr6:88006,False,False,False,False,False,False,False
3694,chr6:88009,False,False,False,False,False,False,False
3696,chr6:88398,False,False,False,True,True,True,False
3697,chr6:88475,False,False,False,True,True,True,False
3698,chr6:90318,False,False,False,True,True,True,False
3699,chr6:91505,True,False,False,True,True,True,False
3700,chr6:91959,False,False,False,True,True,True,False
3701,chr6:92208,False,False,False,True,True,True,False
3702,chr6:95448,False,False,False,False,False,False,False
3703,chr6:95468,False,False,False,False,False,False,False
3704,chr6:95926,True,True,True,True,True,True,False
3705,chr6:97570,False,False,False,False,False,False,False
3706,chr6:98668,True,False,False,True,False,False,False
3707,chr6:98707,True,False,False,True,False,False,False
3708,chr6:98879,False,False,False,False,False,False,False
3709,chr6:99153,True,False,False,True,False,False,False
3710,chr6:101306,False,False,False,False,False,False,False
3711,chr6:101424,False,False,False,False,False,False,False
3712,chr6:101439,False,False,False,False,False,False,False
3713,chr6:101478,False,False,False,False,False,False,False
3714,chr6:101479,False,False,False,False,False,False,False
3715,chr6:104558,False,False,False,False,False,False,False
3716,chr6:104573,False,False,False,False,False,False,False
3717,chr6:106653,True,False,False,True,True,True,False
3718,chr6:107478,False,True,False,True,True,True,False
3719,chr6:107527,False,False,False,True,True,True,False
3720,chr6:111439,False,False,False,False,False,False,False
3721,chr6:111476,False,False,False,False,False,False,False
3722,chr6:111711,False,False,False,True,True,True,False
3723,chr6:114692,False,True,False,True,True,True,False
3724,chr6:114714,False,True,False,True,True,True,False
3725,chr6:115037,True,False,False,True,True,True,False
3726,chr6:116654,False,True,False,True,True,True,False
3727,chr6:118753,False,False,False,False,True,False,False
3728,chr6:119386,False,False,False,False,True,False,False
3729,chr6:123079,False,False,False,False,True,False,False
3730,chr6:146131,False,False,False,False,True,False,False
3731,chr6:151731,False,False,False,False,True,False,False
3732,chr6:155985,False,False,False,False,True,False,False
3733,chr6:157270,False,False,False,False,True,False,False
3734,chr6:158136,False,False,False,False,True,False,False
3735,chr6:158910,False,False,False,False,True,False,False
3736,chr6:162526,False,False,False,False,True,False,False
3737,chr6:163117,False,False,False,False,True,False,False
3738,chr6:163321,False,False,False,False,True,False,False
3739,chr6:163435,False,True,False,False,True,False,False
3740,chr6:164820,False,False,False,False,False,False,False
3741,chr6:166074,False,False,False,False,True,False,False
3742,chr6:166669,False,False,False,False,True,False,False
3743,chr6:167198,False,True,False,False,True,False,False
3744,chr6:167434,False,False,False,False,True,False,False
3745,chr6:167610,False,False,False,False,True,False,True
3746,chr6:167690,False,False,False,False,True,False,False
3747,chr6:167705,False,False,False,False,True,False,False
3748,chr6:167855,False,False,False,False,False,False,False
3749,chr6:167939,False,False,False,True,False,False,False
3750,chr6:168223,True,False,False,True,False,False,False
3751,chr6:168335,False,False,False,False,False,False,False
3752,chr6:168360,True,False,False,True,False,False,False
3753,chr6:168572,True,False,False,True,True,True,False
3754,chr6:173904,True,False,False,True,True,True,False
3755,chr6:175273,False,False,False,True,True,True,True
3756,chr6:178778,False,False,False,True,True,True,False
3757,chr6:179311,False,False,False,True,True,True,True
3758,chr6:179345,True,False,False,True,False,False,False
3759,chr6:180643,False,False,False,True,True,True,True
3760,chr6:183039,False,False,False,True,True,True,False
3761,chr6:183936,False,False,False,True,True,True,False
3762,chr6:184860,True,False,False,True,True,True,False
3763,chr6:187264,False,False,False,True,True,True,False
3764,chr6:187666,False,False,False,True,True,True,False
3765,chr6:188423,False,False,False,True,True,True,False
3766,chr6:188938,False,False,False,True,True,True,False
3767,chr6:189863,False,False,False,True,True,True,False
3768,chr6:191665,False,False,False,True,True,True,False
3769,chr6:191802,False,False,False,False,False,False,False
3770,chr6:191937,False,False,False,False,False,False,False
3771,chr6:192593,False,False,False,False,False,False,False
3772,chr6:193272,False,False,False,False,False,False,False
3773,chr6:193671,False,False,False,False,False,False,False
3774,chr6:199005,True,False,False,True,True,True,False
3775,chr6:199448,False,False,False,True,True,True,False
3776,chr6:201624,False,False,False,True,True,True,False
3777,chr6:201882,True,False,False,True,True,True,False
3778,chr6:203342,False,False,False,True,True,True,False
3779,chr6:204006,False,False,False,False,True,False,False
3780,chr6:204440,False,False,False,False,True,False,False
3781,chr6:204681,False,False,False,False,True,False,False
3782,chr6:205945,False,False,False,False,False,False,False
3783,chr6:208815,True,False,False,True,False,False,False
3784,chr6:208850,False,False,False,True,False,False,False
3785,chr6:210067,False,False,False,False,False,False,False
3786,chr6:211447,False,False,False,True,True,True,False
3787,chr6:212247,True,False,False,True,True,True,False
3788,chr6:214251,False,False,False,True,True,True,False
3789,chr6:216365,False,False,False,True,True,True,False
3790,chr6:221588,False,False,False,False,True,False,False
3791,chr6:223266,False,True,False,False,True,False,False
3792,chr6:223299,False,False,False,False,True,False,False
3793,chr6:225352,False,True,False,False,True,False,False
3794,chr6:226182,False,False,False,False,True,False,False
3795,chr6:226781,False,False,False,False,True,False,False
3796,chr6:226929,False,False,False,False,True,False,False
3797,chr6:227351,False,False,False,False,False,False,False
3798,chr6:227352,False,False,False,False,False,False,False
3799,chr6:227356,False,False,False,False,False,False,False
3800,chr6:229335,False,False,False,True,True,True,False
3801,chr6:229567,True,False,False,True,True,True,False
3802,chr6:231725,True,False,False,True,True,True,False
3803,chr6:232479,False,False,False,True,True,True,False
3804,chr6:233698,True,False,False,True,True,True,False
3805,chr6:234833,False,False,False,True,True,True,False
3806,chr6:236114,False,False,False,True,True,True,False
3807,chr6:240423,False,False,False,True,True,True,False
3808,chr6:240985,False,False,False,True,True,True,False
3809,chr6:242390,False,True,False,True,True,True,False
3810,chr6:244245,True,False,False,True,True,True,False
3811,chr6:244301,False,False,False,True,True,True,False
3812,chr6:244932,False,False,False,True,True,True,False
3813,chr6:245484,False,False,False,True,True,True,False
3814,chr6:245505,False,False,False,True,True,True,False
3815,chr6:245506,False,False,False,True,True,True,True
3816,chr6:245578,False,False,False,True,True,True,False
3817,chr6:245636,True,False,False,True,True,True,True
3818,chr6:245962,True,False,False,True,False,False,False
3820,chr6:245963,True,False,False,True,False,False,False
3821,chr6:246705,False,False,False,False,True,False,False
3822,chr6:248124,False,False,False,False,True,False,False
3823,chr6:251165,False,False,False,False,True,False,False
3824,chr6:252271,False,False,False,False,True,False,False
3825,chr6:253364,False,True,False,False,True,False,False
3826,chr6:253516,True,False,False,True,True,True,False
3827,chr6:253758,False,False,False,True,True,True,False
3828,chr6:255018,False,False,False,True,True,True,False
3829,chr6:255233,False,False,False,True,True,True,False
3830,chr6:256493,False,False,False,True,True,True,False
3831,chr6:256723,False,False,False,True,True,True,False
3832,chr6:259953,True,False,False,True,True,True,False
3833,chr6:260068,False,False,False,True,True,True,False
3834,chr6:260462,False,False,False,True,True,True,False
3835,chr6:261534,False,True,False,True,True,True,False
3836,chr6:261981,False,False,False,True,True,True,False
3837,chr6:262244,False,False,False,True,True,True,False
3838,chr6:264000,False,False,False,True,True,True,False
3839,chr6:264618,False,False,False,True,True,True,False
3840,chr6:264756,False,False,False,True,True,True,False
3841,chr6:265060,False,False,False,True,True,True,False
3842,chr6:265378,False,False,False,True,True,True,False
3843,chr6:265477,True,True,True,True,True,True,False
3844,chr6:266478,False,False,False,True,False,False,False
3845,chr6:266518,False,False,False,True,False,False,False
3846,chr6:266627,True,False,False,True,False,False,False
3847,chr6:268613,False,False,False,True,False,False,True
3848,chr6:268676,False,False,False,True,False,False,False
3849,chr6:268911,False,False,False,True,False,False,False
3850,chr6:269163,False,False,False,True,False,False,False
3851,chr6:270091,True,False,False,True,False,False,False
3852,chr6:270110,True,False,False,True,False,False,False
3853,chr6:270112,True,False,False,True,False,False,False
3854,chr6:270117,False,False,False,False,False,False,False
3855,chr6:270118,False,False,False,False,False,False,False
3856,chr6:270132,True,False,False,True,False,False,False
3857,chr7:331,False,False,False,False,False,False,False
3858,chr7:415,False,False,False,False,False,False,False
3859,chr7:440,False,False,False,False,False,False,False
3860,chr7:444,False,False,False,False,False,False,False
3861,chr7:595,True,False,False,True,False,False,False
3862,chr7:603,False,False,False,True,False,False,False
3863,chr7:1581,False,False,False,True,False,False,False
3864,chr7:5119,True,False,False,True,False,False,False
3865,chr7:8780,True,False,False,True,False,False,False
3866,chr7:11071,False,False,False,False,False,False,False
3867,chr7:11076,False,False,False,False,False,False,False
3868,chr7:14747,True,False,False,True,False,False,False
3869,chr7:16567,False,False,False,True,False,False,False
3870,chr7:17289,False,False,False,False,False,False,False
3871,chr7:17702,False,False,False,False,False,False,True
3872,chr7:17838,True,False,False,True,False,False,False
3873,chr7:17840,True,False,False,True,False,False,False
3874,chr7:17843,True,False,False,True,False,False,False
3875,chr7:19449,False,False,False,False,False,False,False
3876,chr7:19450,False,False,False,False,False,False,False
3877,chr7:19896,True,False,False,True,False,False,False
3878,chr7:20110,False,False,False,True,False,False,False
3879,chr7:20451,False,False,False,True,False,False,False
3880,chr7:21017,False,False,False,False,False,False,False
3881,chr7:21057,False,False,False,False,False,False,False
3882,chr7:21710,False,False,False,False,False,False,False
3883,chr7:23383,False,False,False,True,False,False,False
3884,chr7:27344,False,False,False,True,True,True,False
3885,chr7:27845,False,False,False,True,True,True,False
3886,chr7:28799,False,False,False,True,True,True,False
3887,chr7:29465,False,False,False,True,True,True,False
3888,chr7:29523,False,False,False,True,True,True,False
3889,chr7:31914,False,False,False,True,True,True,False
3890,chr7:32249,False,False,False,True,True,True,False
3891,chr7:33274,False,False,False,True,True,True,False
3892,chr7:33393,False,False,False,True,True,True,False
3893,chr7:33441,True,False,False,True,True,True,False
3894,chr7:34423,False,False,False,True,True,True,False
3895,chr7:34691,True,False,False,True,True,True,False
3896,chr7:34805,False,False,False,True,True,True,False
3897,chr7:34808,True,False,False,True,True,True,False
3898,chr7:35435,False,False,False,True,True,True,False
3899,chr7:35488,False,False,False,True,True,True,False
3900,chr7:35577,False,False,False,True,True,True,False
3901,chr7:36074,False,False,False,True,True,True,False
3902,chr7:36180,True,False,False,True,True,True,False
3903,chr7:37288,False,True,False,True,True,True,False
3904,chr7:41301,False,False,False,True,True,True,False
3905,chr7:42627,True,False,False,True,True,True,False
3906,chr7:43266,True,False,False,True,True,True,False
3907,chr7:43683,False,True,False,True,True,True,False
3908,chr7:45345,False,False,False,False,False,False,False
3909,chr7:45353,True,False,False,True,False,False,False
3911,chr7:45565,False,False,False,True,True,True,False
3912,chr7:46270,False,False,False,True,True,True,False
3913,chr7:47250,True,False,False,True,True,True,False
3914,chr7:48435,False,False,False,True,True,True,False
3915,chr7:50874,False,True,False,True,True,True,False
3916,chr7:53407,False,False,False,True,True,True,False
3917,chr7:53416,False,False,False,True,True,True,False
3918,chr7:53455,False,False,False,True,True,True,False
3919,chr7:53544,False,False,False,True,True,True,False
3920,chr7:53637,False,False,False,False,True,False,False
3921,chr7:53662,False,False,False,False,True,False,False
3922,chr7:53700,False,False,False,False,True,False,False
3923,chr7:53702,False,False,False,False,True,False,False
3924,chr7:54897,False,False,False,False,True,False,False
3925,chr7:55912,False,True,False,False,True,False,False
3926,chr7:56225,False,False,False,False,False,False,False
3927,chr7:62689,False,False,False,True,True,True,False
3928,chr7:65725,True,False,False,True,True,True,False
3929,chr7:66339,False,True,False,True,True,True,False
3930,chr7:66622,False,False,False,True,True,True,False
3931,chr7:68513,False,False,False,True,True,True,False
3932,chr7:69394,False,False,False,False,False,False,False
3933,chr7:69396,False,False,False,False,False,False,False
3934,chr7:70413,True,False,False,True,False,False,False
3935,chr7:73728,False,False,False,False,False,False,False
3936,chr7:74414,False,False,False,False,False,False,False
3937,chr7:80505,False,False,False,False,False,False,False
3938,chr7:80602,True,False,False,True,False,False,False
3939,chr7:80604,False,False,False,False,False,False,False
3940,chr7:80608,False,False,False,True,False,False,False
3941,chr7:80609,True,False,False,True,False,False,False
3942,chr7:83968,False,False,False,False,False,False,False
3943,chr7:84763,False,False,False,False,False,False,False
3944,chr7:87147,False,False,False,False,True,False,False
3945,chr7:87586,False,False,False,False,True,False,False
3946,chr7:87833,False,False,False,False,True,False,False
3947,chr7:87999,False,False,False,False,True,False,False
3948,chr7:88913,False,False,False,False,True,False,False
3949,chr7:89733,False,False,False,False,False,False,False
3950,chr7:90591,False,False,False,False,True,False,False
3951,chr7:92844,False,False,False,True,True,True,True
3952,chr7:98223,True,False,False,True,True,True,False
3953,chr7:101935,False,False,False,True,True,True,False
3954,chr7:102167,False,False,False,True,True,True,False
3955,chr7:102487,False,False,False,False,False,False,False
3956,chr7:103626,True,False,False,True,True,True,False
3957,chr7:103929,False,False,False,True,True,True,False
3958,chr7:105525,False,False,False,True,True,True,False
3959,chr7:109520,False,False,False,True,True,True,False
3960,chr7:109762,False,False,False,True,True,True,False
3961,chr7:112259,False,False,False,True,True,True,False
3962,chr7:114462,False,False,False,True,True,True,False
3963,chr7:115291,False,False,False,False,False,False,False
3964,chr7:115293,False,False,False,False,False,False,False
3965,chr7:115294,False,False,False,False,False,False,False
3966,chr7:115759,True,False,False,True,True,True,False
3967,chr7:120910,False,True,False,True,True,True,False
3968,chr7:121864,False,False,False,True,True,True,False
3969,chr7:122646,True,False,False,True,True,True,False
3970,chr7:128719,True,False,False,True,True,True,False
3971,chr7:129502,False,False,False,True,True,True,False
3972,chr7:129866,False,False,False,True,True,True,False
3973,chr7:130581,False,False,False,True,True,True,False
3974,chr7:131402,False,False,False,True,True,True,False
3975,chr7:131475,False,False,False,True,True,True,False
3976,chr7:131572,False,False,False,True,True,True,False
3977,chr7:133091,False,False,False,True,True,True,False
3978,chr7:134263,False,False,False,True,True,True,False
3979,chr7:134556,False,False,False,True,True,True,False
3980,chr7:139381,False,False,False,True,True,True,False
3981,chr7:139844,False,False,False,True,True,True,False
3982,chr7:140293,False,False,False,False,False,False,False
3983,chr7:140294,False,False,False,False,False,False,False
3984,chr7:140416,True,False,False,True,True,True,False
3985,chr7:140907,False,False,False,True,True,True,False
3986,chr7:142582,False,False,False,True,True,True,False
3987,chr7:142616,False,False,False,True,True,True,False
3988,chr7:142656,False,False,False,True,True,True,False
3989,chr7:142710,False,False,False,True,True,True,False
3990,chr7:142737,False,False,False,True,True,True,False
3991,chr7:142798,False,False,False,True,True,True,False
3992,chr7:142863,False,False,False,True,True,True,False
3993,chr7:142935,True,False,False,True,True,True,False
3994,chr7:144443,False,False,False,True,True,True,False
3995,chr7:149219,False,False,False,True,True,True,False
3996,chr7:149745,False,False,False,True,True,True,False
3997,chr7:153512,False,False,False,True,True,True,False
3998,chr7:154206,True,True,True,True,True,True,False
3999,chr7:154349,True,False,False,True,True,True,False
4000,chr7:154579,False,False,False,False,False,False,False
4001,chr7:158616,False,False,False,False,False,False,False
4002,chr7:159017,False,False,False,False,False,False,False
4003,chr7:159442,False,False,False,False,False,False,False
4004,chr7:163135,False,False,False,False,False,False,False
4005,chr7:163315,False,True,False,False,True,False,False
4006,chr7:164509,False,False,False,False,True,False,False
4007,chr7:166144,False,False,False,False,True,False,False
4008,chr7:166200,False,False,False,False,False,False,False
4009,chr7:166202,False,False,False,False,False,False,False
4010,chr7:166259,False,True,False,False,True,False,False
4011,chr7:166833,False,False,False,False,True,False,False
4012,chr7:169205,False,False,False,False,True,False,False
4013,chr7:170660,False,False,False,False,False,False,False
4014,chr7:170661,False,False,False,False,False,False,False
4015,chr7:171892,False,False,False,False,False,False,False
4016,chr7:173129,True,False,False,True,False,False,False
4017,chr7:174147,True,False,False,True,True,True,False
4018,chr7:175201,False,False,False,True,True,True,False
4019,chr7:175569,False,False,False,True,True,True,False
4020,chr7:176862,False,False,False,True,True,True,False
4021,chr7:178295,False,False,False,True,True,True,False
4022,chr7:181053,False,False,False,True,True,True,False
4023,chr7:181165,False,False,False,True,True,True,False
4024,chr7:183625,False,True,False,True,True,True,False
4025,chr7:191252,False,False,False,False,True,False,False
4026,chr7:191676,False,False,False,False,True,False,False
4027,chr7:192137,False,True,False,False,True,False,False
4028,chr7:192700,False,False,False,False,True,False,False
4029,chr7:196064,False,False,False,False,True,False,False
4030,chr7:197274,False,False,False,False,True,False,False
4031,chr7:199802,False,False,False,False,True,False,False
4032,chr7:201855,False,False,False,False,True,False,False
4033,chr7:202039,False,False,False,False,True,False,False
4034,chr7:202122,False,False,False,False,True,False,False
4035,chr7:202957,False,False,False,False,True,False,False
4036,chr7:203677,False,False,False,False,True,False,False
4037,chr7:203971,False,False,False,False,False,False,False
4038,chr7:204417,False,False,False,False,False,False,False
4039,chr7:205155,False,False,False,False,False,False,False
4040,chr7:205675,False,False,False,False,False,False,False
4041,chr7:206341,True,False,False,True,False,False,False
4042,chr7:206511,False,False,False,False,False,False,False
4043,chr7:206991,False,False,False,False,False,False,False
4044,chr7:207921,False,False,False,False,False,False,False
4046,chr7:208986,False,False,False,True,False,False,False
4047,chr7:209438,True,False,False,True,False,False,False
4048,chr7:225148,False,False,False,False,True,False,False
4049,chr7:226323,False,False,False,False,True,False,False
4050,chr7:227872,False,True,False,False,True,False,False
4051,chr7:229363,False,True,False,False,True,False,False
4052,chr7:229656,False,True,False,False,True,False,False
4053,chr7:229803,False,False,False,False,True,False,False
4054,chr7:230082,False,False,False,False,True,False,False
4055,chr7:230481,False,False,False,False,True,False,False
4056,chr7:230937,False,False,False,False,True,False,False
4057,chr7:232131,False,False,False,False,True,False,False
4058,chr7:233940,False,False,False,False,True,False,False
4059,chr7:234570,False,False,False,False,True,False,False
4060,chr7:234702,False,False,False,False,True,False,False
4061,chr7:235464,False,False,False,False,True,False,False
4062,chr7:235726,False,False,False,False,True,False,False
4063,chr7:236277,False,False,False,False,True,False,False
4064,chr7:237753,False,False,False,False,True,False,False
4065,chr7:238084,False,False,False,False,True,False,False
4066,chr7:241273,False,False,False,False,True,False,False
4067,chr7:241711,False,True,False,False,True,False,False
4068,chr7:247290,False,False,False,False,True,False,False
4069,chr7:247666,False,True,False,False,True,False,False
4070,chr7:249982,False,False,False,False,True,False,False
4071,chr7:250183,False,False,False,False,True,False,False
4072,chr7:250680,False,False,False,True,True,True,False
4073,chr7:255972,True,False,False,True,True,True,False
4074,chr7:257392,False,False,False,False,True,False,False
4075,chr7:257488,False,False,False,False,True,False,False
4076,chr7:257571,False,False,False,False,True,False,False
4077,chr7:260913,False,False,False,False,True,False,False
4078,chr7:266540,False,False,False,False,True,False,False
4079,chr7:267569,False,False,False,False,True,False,False
4080,chr7:272144,True,False,False,True,True,True,False
4081,chr7:272225,False,False,False,True,True,True,False
4082,chr7:272227,False,False,False,True,True,True,False
4083,chr7:272365,False,True,False,True,True,True,False
4084,chr7:274400,False,False,False,True,True,True,False
4085,chr7:275338,True,False,False,True,True,True,False
4086,chr7:276571,False,False,False,True,True,True,False
4087,chr7:281605,False,False,False,False,False,False,False
4088,chr7:283774,False,False,False,False,True,False,False
4089,chr7:284360,False,False,False,False,True,False,False
4090,chr7:284441,False,False,False,False,True,False,False
4091,chr7:293925,False,False,False,False,True,False,False
4092,chr7:295079,False,False,False,False,True,False,False
4093,chr7:300508,False,False,False,False,True,False,False
4094,chr7:301066,False,False,False,False,True,False,False
4095,chr7:307179,False,False,False,False,False,False,False
4096,chr7:307181,True,False,False,True,False,False,False
4097,chr7:307209,False,False,False,False,False,False,True
4098,chr7:307221,False,False,False,False,False,False,True
4099,chr7:307361,True,False,False,True,True,True,False
4100,chr7:308037,True,False,False,True,True,True,False
4101,chr7:315634,False,False,False,True,True,True,False
4102,chr7:316663,False,False,False,False,True,False,False
4103,chr7:319571,False,False,False,False,False,False,False
4104,chr7:320913,False,False,False,False,False,False,False
4105,chr7:321449,False,False,False,False,False,False,False
4106,chr7:321504,False,False,False,False,False,False,False
4108,chr7:321718,False,False,False,True,True,True,False
4109,chr7:321749,True,False,False,True,True,True,False
4110,chr7:323123,True,False,False,True,True,True,False
4111,chr7:323836,False,True,False,True,True,True,False
4112,chr7:323883,False,False,False,True,True,True,False
4113,chr7:323971,False,True,False,True,True,True,False
4114,chr7:324357,False,False,False,True,True,True,False
4115,chr7:324640,True,False,False,True,True,True,False
4116,chr7:326269,False,False,False,False,False,False,True
4117,chr7:326640,True,False,False,True,True,True,False
4118,chr7:329449,True,False,False,True,True,True,False
4119,chr7:331193,True,False,False,True,True,True,False
4120,chr7:333120,True,False,False,True,True,True,False
4121,chr7:334340,False,False,False,True,True,True,False
4122,chr7:335451,False,False,False,True,True,True,False
4123,chr7:335555,False,True,False,True,True,True,False
4124,chr7:335709,True,False,False,True,True,True,False
4125,chr7:336457,False,False,False,True,True,True,False
4126,chr7:336790,False,False,False,True,True,True,False
4127,chr7:336889,True,False,False,True,True,True,False
4128,chr7:337273,False,False,False,True,True,True,False
4129,chr7:338130,False,False,False,True,True,True,False
4130,chr7:340507,False,False,False,True,True,True,False
4131,chr7:340586,False,False,False,True,True,True,False
4132,chr7:341281,False,False,False,True,True,True,False
4133,chr7:341488,False,True,False,True,True,True,False
4134,chr7:344309,False,True,False,True,True,True,False
4135,chr7:345180,False,False,False,True,True,True,False
4136,chr7:345331,False,False,False,True,True,True,False
4137,chr7:345428,False,False,False,True,True,True,False
4138,chr7:345527,False,False,False,True,True,True,False
4139,chr7:345530,False,False,False,True,True,True,False
4140,chr7:347594,False,False,False,False,True,False,False
4141,chr7:347717,False,False,False,False,True,False,False
4142,chr7:348161,False,False,False,False,False,False,False
4143,chr7:351511,False,False,False,True,True,True,False
4144,chr7:354145,False,False,False,True,True,True,False
4145,chr7:355322,False,False,False,True,True,True,False
4146,chr7:356291,True,False,False,True,True,True,False
4147,chr7:356925,False,False,False,True,True,True,False
4148,chr7:359010,False,False,False,True,True,True,False
4149,chr7:359316,False,False,False,False,False,False,False
4150,chr7:360441,False,True,False,True,True,True,False
4151,chr7:361541,False,True,False,True,True,True,False
4152,chr7:361880,False,False,False,True,True,True,False
4153,chr7:362037,True,False,False,True,True,True,False
4154,chr7:362066,False,False,False,True,True,True,False
4155,chr7:362321,True,False,False,True,True,True,False
4156,chr7:362382,False,False,False,True,True,True,False
4157,chr7:362516,False,True,False,True,True,True,False
4158,chr7:365007,True,False,False,True,True,True,False
4159,chr7:366066,False,False,False,True,True,True,False
4160,chr7:366778,False,False,False,False,False,False,False
4161,chr7:366931,True,False,False,True,True,True,False
4162,chr7:367665,True,False,False,True,True,True,False
4163,chr7:368513,False,False,False,True,True,True,False
4164,chr7:370476,False,False,False,True,True,True,False
4165,chr7:370996,False,True,False,True,True,True,False
4166,chr7:371385,True,False,False,True,True,True,False
4167,chr7:371466,False,False,False,True,True,True,False
4168,chr7:372094,False,False,False,True,True,True,False
4169,chr7:373509,False,False,False,True,True,True,False
4170,chr7:373552,False,True,False,True,True,True,False
4171,chr7:374939,False,False,False,True,True,True,False
4172,chr7:376215,False,False,False,True,True,True,False
4173,chr7:377214,False,False,False,True,True,True,False
4174,chr7:377575,True,True,True,True,True,True,False
4175,chr7:377576,False,False,False,False,False,False,False
4176,chr7:377578,False,False,False,True,True,True,False
4177,chr7:377882,True,False,False,True,True,True,False
4178,chr7:378667,False,True,False,True,True,True,False
4179,chr7:379511,True,True,True,True,True,True,False
4180,chr7:388863,False,False,False,False,False,False,False
4181,chr7:389537,False,True,False,True,True,True,False
4182,chr7:389749,False,False,False,True,True,True,False
4183,chr7:390823,True,False,False,True,True,True,False
4184,chr7:392417,False,False,False,True,True,True,False
4185,chr7:394456,True,False,False,True,True,True,False
4186,chr7:394889,True,True,True,True,True,True,False
4187,chr7:395909,False,False,False,True,True,True,False
4188,chr7:397324,False,False,False,True,True,True,False
4189,chr7:397449,True,True,True,True,True,True,False
4190,chr7:397834,True,False,False,True,False,False,False
4191,chr7:398372,True,False,False,True,True,True,False
4192,chr7:399000,True,False,False,True,True,True,False
4193,chr7:399178,False,False,False,True,True,True,False
4194,chr7:400387,False,False,False,False,False,False,False
4195,chr7:400450,True,False,False,True,False,False,False
4196,chr7:400550,True,False,False,True,False,False,False
4197,chr7:407454,False,False,False,True,False,False,False
4198,chr7:408316,True,False,False,True,False,False,True
4199,chr7:408928,True,False,False,True,False,False,False
4200,chr7:409806,False,False,False,True,False,False,False
4202,chr7:409847,True,True,True,True,True,True,False
4203,chr7:409966,True,False,False,True,True,True,False
4204,chr7:411864,False,False,False,True,True,True,False
4205,chr7:412413,False,False,False,True,True,True,False
4206,chr7:412555,True,False,False,True,True,True,True
4207,chr7:412630,True,False,False,True,False,False,False
4209,chr7:412717,False,False,False,True,False,False,True
4210,chr7:413438,True,False,False,True,True,True,False
4211,chr7:413465,False,False,False,True,True,True,False
4212,chr7:413738,False,False,False,True,True,True,False
4213,chr7:413763,False,False,False,True,True,True,False
4214,chr7:414263,True,False,False,True,True,True,False
4216,chr7:414290,False,False,False,True,True,True,False
4217,chr7:414560,False,False,False,True,True,True,False
4218,chr7:415645,False,False,False,True,True,True,False
4219,chr7:416060,True,False,False,True,True,True,False
4220,chr7:416657,True,False,False,True,True,True,False
4221,chr7:416947,False,True,False,True,True,True,False
4222,chr7:417098,False,False,False,True,True,True,False
4223,chr7:417241,True,False,False,True,True,True,True
4224,chr7:417345,False,False,False,True,True,True,False
4225,chr7:418232,True,True,True,True,True,True,False
4226,chr7:418899,False,False,False,True,True,True,False
4227,chr7:421296,False,False,False,True,True,True,False
4228,chr7:423259,False,False,False,True,True,True,False
4229,chr7:423701,False,False,False,True,True,True,False
4230,chr7:424042,False,False,False,True,True,True,False
4231,chr7:424415,False,False,False,True,True,True,False
4232,chr7:424620,True,False,False,True,True,True,False
4233,chr7:424652,True,False,False,True,True,True,False
4234,chr7:424942,False,False,False,True,True,True,False
4235,chr7:425235,False,False,False,True,True,True,False
4236,chr7:426067,False,False,False,True,True,True,False
4237,chr7:427479,False,True,False,True,True,True,False
4238,chr7:428717,False,False,False,False,True,False,False
4239,chr7:430559,False,True,False,False,True,False,False
4240,chr7:432426,False,False,False,False,True,False,False
4241,chr7:433131,False,False,False,False,True,False,False
4242,chr7:433210,False,False,False,False,False,False,False
4243,chr7:433461,False,False,False,True,False,False,False
4244,chr7:433639,False,False,False,True,False,False,False
4245,chr7:433742,True,False,False,True,False,False,False
4246,chr7:433809,False,False,False,True,False,False,False
4247,chr7:433848,False,False,False,True,False,False,False
4248,chr7:433855,True,False,False,True,False,False,False
4250,chr7:433856,False,False,False,True,True,True,False
4251,chr7:434030,False,False,False,True,True,True,False
4252,chr7:434363,False,False,False,True,True,True,False
