SNP_marker,chr,pos
chr4:664414,4,664414
chr4:667976,4,667976
chr4:671424,4,671424
chr4:673119,4,673119
chr4:674432,4,674432
chr4:674519,4,674519
chr4:678135,4,678135
chr4:678773,4,678773
chr4:680244,4,680244
chr4:680252,4,680252
chr4:680423,4,680423
chr4:680477,4,680477
chr4:680490,4,680490
chr4:681251,4,681251
chr4:681304,4,681304
chr4:681327,4,681327
chr4:683918,4,683918
chr4:683941,4,683941
chr4:685659,4,685659
chr4:687632,4,687632
chr4:689337,4,689337
chr4:689618,4,689618
chr4:690684,4,690684
chr4:691401,4,691401
chr4:691713,4,691713
chr4:691930,4,691930
chr4:692033,4,692033
chr4:692323,4,692323
chr4:692593,4,692593
chr4:693401,4,693401
chr4:694033,4,694033
chr4:694335,4,694335
chr4:695576,4,695576
chr4:695620,4,695620
chr4:696696,4,696696
chr4:697118,4,697118
chr4:700621,4,700621
chr4:703386,4,703386
chr4:703521,4,703521
chr4:705139,4,705139
chr4:706032,4,706032
chr4:707926,4,707926
chr4:708514,4,708514
chr4:709553,4,709553
chr4:710109,4,710109
chr4:710130,4,710130
chr4:710371,4,710371
chr4:710388,4,710388
chr4:710996,4,710996
chr4:713336,4,713336
chr4:714933,4,714933
chr4:717377,4,717377
chr4:717840,4,717840
chr4:719380,4,719380
chr4:719391,4,719391
chr4:719554,4,719554
chr4:719695,4,719695
chr4:719745,4,719745
chr4:719860,4,719860
chr4:719959,4,719959
chr4:720061,4,720061
chr4:720439,4,720439
chr4:720440,4,720440
chr4:720543,4,720543
chr4:720645,4,720645
chr4:720993,4,720993
chr4:721110,4,721110
chr4:721119,4,721119
chr4:721191,4,721191
chr4:721283,4,721283
chr4:721724,4,721724
chr4:722011,4,722011
chr4:722058,4,722058
chr4:722085,4,722085
chr4:722252,4,722252
chr4:722265,4,722265
chr4:722306,4,722306
chr4:722348,4,722348
chr4:722407,4,722407
chr4:722460,4,722460
chr4:722585,4,722585
chr4:722672,4,722672
chr4:722772,4,722772
chr4:722776,4,722776
chr4:722840,4,722840
chr4:722932,4,722932
chr4:722940,4,722940
chr4:723133,4,723133
chr4:723157,4,723157
chr4:723163,4,723163
chr4:723345,4,723345
chr4:723847,4,723847
chr4:724081,4,724081
chr4:724549,4,724549
chr4:724570,4,724570
chr4:724610,4,724610
chr4:724885,4,724885
chr4:725095,4,725095
chr4:725245,4,725245
chr4:725461,4,725461
chr4:726762,4,726762
chr4:727008,4,727008
chr4:727318,4,727318
chr4:727626,4,727626
chr4:727685,4,727685
chr4:727773,4,727773
chr4:728391,4,728391
chr4:728470,4,728470
chr4:728918,4,728918
chr4:728966,4,728966
chr4:729030,4,729030
chr4:729266,4,729266
chr4:729398,4,729398
chr4:729422,4,729422
chr4:729752,4,729752
chr4:730077,4,730077
chr4:730085,4,730085
chr4:730340,4,730340
chr4:730611,4,730611
chr4:730704,4,730704
chr4:730734,4,730734
chr4:731928,4,731928
chr4:732240,4,732240
chr4:732272,4,732272
chr4:732994,4,732994
chr4:733047,4,733047
chr4:733147,4,733147
chr4:733614,4,733614
chr4:733663,4,733663
chr4:734082,4,734082
chr4:734411,4,734411
chr4:734832,4,734832
chr4:734833,4,734833
chr4:735360,4,735360
chr4:735402,4,735402
chr4:735567,4,735567
chr4:735825,4,735825
chr4:736692,4,736692
chr4:736713,4,736713
chr4:736769,4,736769
chr4:736908,4,736908
chr4:738672,4,738672
chr4:738776,4,738776
chr4:739050,4,739050
chr4:739056,4,739056
chr4:740178,4,740178
chr4:740249,4,740249
chr4:740275,4,740275
chr4:740635,4,740635
chr4:740795,4,740795
chr4:741444,4,741444
chr4:741699,4,741699
chr4:741737,4,741737
chr4:741894,4,741894
chr4:742290,4,742290
chr4:742728,4,742728
chr4:743645,4,743645
chr4:743850,4,743850
chr4:744041,4,744041
chr4:744157,4,744157
chr4:744159,4,744159
chr4:744174,4,744174
chr4:744206,4,744206
chr4:744218,4,744218
chr4:744290,4,744290
chr4:744306,4,744306
chr4:744309,4,744309
chr4:744344,4,744344
chr4:744456,4,744456
chr4:744457,4,744457
chr4:744475,4,744475
chr4:744529,4,744529
chr4:744534,4,744534
chr4:745766,4,745766
chr4:745886,4,745886
chr4:745916,4,745916
chr4:745998,4,745998
chr4:746167,4,746167
chr4:746186,4,746186
chr4:746550,4,746550
chr4:747029,4,747029
chr4:747352,4,747352
chr4:747550,4,747550
chr4:747674,4,747674
chr4:747733,4,747733
chr4:748054,4,748054
chr4:748297,4,748297
chr4:748461,4,748461
chr4:748463,4,748463
chr4:748518,4,748518
chr4:749263,4,749263
chr4:749441,4,749441
chr4:749759,4,749759
chr4:749852,4,749852
chr4:749897,4,749897
chr4:750050,4,750050
chr4:750684,4,750684
chr4:750696,4,750696
chr4:750698,4,750698
chr4:750778,4,750778
chr4:750901,4,750901
chr4:751203,4,751203
chr4:751285,4,751285
chr4:751326,4,751326
chr4:751490,4,751490
chr4:751579,4,751579
chr4:751891,4,751891
chr4:753137,4,753137
chr4:753357,4,753357
chr4:753375,4,753375
chr4:753495,4,753495
chr4:753496,4,753496
chr4:755101,4,755101
chr4:755257,4,755257
chr4:755654,4,755654
chr4:755785,4,755785
chr4:755819,4,755819
chr4:756842,4,756842
chr4:756915,4,756915
chr4:757202,4,757202
chr4:757409,4,757409
chr4:757412,4,757412
chr4:757414,4,757414
chr4:757430,4,757430
chr4:757452,4,757452
chr4:757454,4,757454
chr4:757478,4,757478
chr4:759756,4,759756
chr4:759794,4,759794
chr4:759809,4,759809
chr4:759818,4,759818
chr4:759888,4,759888
chr4:760206,4,760206
chr4:760217,4,760217
chr4:760275,4,760275
chr4:760350,4,760350
chr4:760456,4,760456
chr4:760734,4,760734
chr4:760775,4,760775
chr4:761335,4,761335
chr4:761363,4,761363
chr4:761375,4,761375
chr4:761455,4,761455
chr4:761715,4,761715
chr4:762727,4,762727
chr4:763207,4,763207
chr4:765852,4,765852
chr4:766886,4,766886
chr4:767007,4,767007
chr4:767117,4,767117
chr4:767443,4,767443
chr4:768037,4,768037
chr4:769328,4,769328
chr4:769848,4,769848
chr4:769943,4,769943
chr4:770352,4,770352
chr4:774849,4,774849
chr4:778909,4,778909
chr4:781103,4,781103
chr4:781689,4,781689
chr4:783598,4,783598
chr4:784282,4,784282
chr4:785712,4,785712
chr4:789241,4,789241
chr4:794376,4,794376
chr4:794603,4,794603
chr4:795537,4,795537
chr4:795775,4,795775
chr4:795883,4,795883
chr4:795893,4,795893
chr4:795937,4,795937
chr4:796092,4,796092
chr4:796104,4,796104
chr4:796175,4,796175
chr4:797067,4,797067
chr4:802858,4,802858
chr4:806584,4,806584
chr4:808808,4,808808
chr4:810372,4,810372
chr4:810443,4,810443
chr4:811697,4,811697
chr4:811890,4,811890
chr4:812947,4,812947
chr4:813091,4,813091
chr4:813568,4,813568
chr4:814423,4,814423
chr4:815495,4,815495
chr4:816707,4,816707
chr4:817489,4,817489
chr4:817682,4,817682
chr4:817729,4,817729
chr4:817854,4,817854
chr4:818363,4,818363
chr4:818486,4,818486
chr4:818791,4,818791
chr4:819242,4,819242
chr4:819541,4,819541
chr4:819584,4,819584
chr4:819656,4,819656
chr4:819998,4,819998
chr4:820028,4,820028
chr4:820419,4,820419
chr4:820472,4,820472
chr4:820541,4,820541
chr4:820638,4,820638
chr4:820678,4,820678
chr4:820777,4,820777
chr4:820879,4,820879
chr4:820898,4,820898
chr4:820921,4,820921
chr4:821138,4,821138
chr4:821234,4,821234
chr4:821264,4,821264
chr4:821309,4,821309
chr4:821327,4,821327
chr4:821485,4,821485
chr4:821498,4,821498
chr4:821555,4,821555
chr4:821579,4,821579
chr4:821605,4,821605
chr4:821822,4,821822
chr4:822225,4,822225
chr4:822347,4,822347
chr4:822353,4,822353
chr4:822554,4,822554
chr4:822572,4,822572
chr4:822719,4,822719
chr4:823181,4,823181
chr4:823188,4,823188
chr4:823198,4,823198
chr4:823234,4,823234
chr4:824938,4,824938
chr4:825422,4,825422
chr4:825834,4,825834
chr4:826114,4,826114
chr4:826324,4,826324
chr4:828748,4,828748
chr4:829122,4,829122
chr4:829373,4,829373
chr4:830274,4,830274
chr4:830619,4,830619
chr4:830754,4,830754
chr4:831133,4,831133
chr4:831279,4,831279
chr4:831397,4,831397
chr4:831797,4,831797
chr4:831877,4,831877
chr4:831973,4,831973
chr4:832289,4,832289
chr4:833173,4,833173
chr4:836028,4,836028
chr4:836148,4,836148
chr4:838720,4,838720
chr4:843659,4,843659
chr4:843707,4,843707
chr4:843920,4,843920
chr4:844178,4,844178
chr4:844384,4,844384
chr4:844392,4,844392
chr4:844958,4,844958
chr4:845136,4,845136
chr4:845329,4,845329
chr4:845391,4,845391
chr4:845494,4,845494
chr4:845513,4,845513
chr4:845665,4,845665
chr4:845722,4,845722
chr4:845803,4,845803
chr4:845828,4,845828
chr4:847796,4,847796
chr4:848136,4,848136
chr4:848316,4,848316
chr4:849796,4,849796
chr4:851053,4,851053
chr4:851282,4,851282
chr4:855191,4,855191
chr4:856366,4,856366
chr4:857627,4,857627
chr4:859170,4,859170
chr4:859173,4,859173
chr4:860711,4,860711
chr4:860764,4,860764
chr4:861257,4,861257
chr4:861441,4,861441
chr4:862580,4,862580
chr4:864219,4,864219
chr4:864546,4,864546
chr4:864550,4,864550
chr4:864978,4,864978
chr4:865291,4,865291
chr4:865297,4,865297
chr4:866146,4,866146
chr4:866436,4,866436
chr4:866723,4,866723
chr4:866929,4,866929
chr4:866949,4,866949
chr4:866998,4,866998
chr4:867546,4,867546
chr4:867677,4,867677
chr4:867821,4,867821
chr4:867828,4,867828
chr4:867831,4,867831
chr4:867837,4,867837
chr4:867841,4,867841
chr4:867984,4,867984
chr4:867989,4,867989
chr4:868027,4,868027
chr4:868111,4,868111
chr4:868348,4,868348
chr4:868576,4,868576
chr4:868578,4,868578
chr4:868817,4,868817
chr4:868916,4,868916
chr4:869237,4,869237
chr4:869651,4,869651
chr4:869984,4,869984
chr4:870200,4,870200
chr4:870699,4,870699
chr4:870855,4,870855
chr4:871042,4,871042
chr4:871373,4,871373
chr4:871622,4,871622
chr4:878026,4,878026
chr4:878249,4,878249
chr4:884761,4,884761
chr4:886952,4,886952
chr4:887044,4,887044
chr4:887046,4,887046
chr4:888476,4,888476
chr4:889122,4,889122
chr4:890069,4,890069
chr4:893485,4,893485
chr4:893751,4,893751
chr4:894453,4,894453
chr4:894785,4,894785
chr4:896181,4,896181
chr4:898087,4,898087
chr4:898970,4,898970
chr4:900294,4,900294
chr4:901107,4,901107
chr4:902361,4,902361
chr4:906490,4,906490
chr4:909447,4,909447
chr4:910688,4,910688
chr4:911925,4,911925
chr4:922174,4,922174
chr4:923675,4,923675
chr4:926405,4,926405
chr4:926737,4,926737
chr4:926855,4,926855
chr4:926869,4,926869
chr4:926907,4,926907
chr4:926985,4,926985
chr4:927194,4,927194
chr4:927218,4,927218
chr4:927223,4,927223
chr4:927319,4,927319
chr4:927608,4,927608
chr4:927628,4,927628
chr4:928114,4,928114
chr4:928575,4,928575
chr4:928756,4,928756
chr4:928988,4,928988
chr4:929196,4,929196
chr4:929658,4,929658
chr4:929662,4,929662
chr4:929778,4,929778
chr4:929900,4,929900
chr4:929923,4,929923
chr4:930059,4,930059
chr4:930803,4,930803
chr4:930823,4,930823
chr4:931376,4,931376
chr4:934187,4,934187
chr4:934903,4,934903
chr4:934911,4,934911
chr4:935012,4,935012
chr4:935079,4,935079
chr4:935138,4,935138
chr4:935955,4,935955
chr4:936221,4,936221
chr4:936290,4,936290
chr4:936485,4,936485
chr4:936486,4,936486
chr4:936493,4,936493
chr4:936663,4,936663
chr4:937029,4,937029
chr4:937139,4,937139
chr4:937167,4,937167
chr4:937744,4,937744
chr4:937875,4,937875
chr4:938009,4,938009
chr4:938323,4,938323
chr4:938510,4,938510
chr4:938591,4,938591
chr4:938617,4,938617
chr4:939008,4,939008
chr4:939122,4,939122
chr4:939749,4,939749
chr4:940972,4,940972
chr4:940995,4,940995
chr4:941063,4,941063
chr4:941099,4,941099
chr4:941151,4,941151
chr4:942067,4,942067
chr4:942069,4,942069
chr4:944445,4,944445
chr4:948413,4,948413
chr4:949789,4,949789
chr4:949927,4,949927
chr4:950553,4,950553
chr4:950587,4,950587
chr4:952329,4,952329
chr4:955222,4,955222
chr4:955620,4,955620
chr4:955831,4,955831
chr4:956734,4,956734
chr4:957589,4,957589
chr4:959283,4,959283
chr4:960835,4,960835
chr4:961077,4,961077
chr4:961189,4,961189
chr4:961222,4,961222
chr4:961234,4,961234
chr4:961561,4,961561
chr4:961744,4,961744
chr4:961848,4,961848
chr4:962280,4,962280
chr4:962545,4,962545
chr4:962572,4,962572
chr4:962700,4,962700
chr4:962922,4,962922
chr4:962979,4,962979
chr4:962980,4,962980
chr4:963291,4,963291
chr4:963747,4,963747
chr4:963777,4,963777
chr4:963941,4,963941
chr4:964572,4,964572
chr4:964930,4,964930
chr4:964950,4,964950
chr4:965160,4,965160
chr4:965565,4,965565
chr4:965626,4,965626
chr4:969630,4,969630
chr4:974042,4,974042
chr4:974630,4,974630
chr4:974632,4,974632
chr4:974689,4,974689
chr4:974731,4,974731
chr4:974814,4,974814
chr4:974820,4,974820
chr4:974990,4,974990
chr4:975039,4,975039
chr4:975090,4,975090
chr4:975108,4,975108
chr4:975126,4,975126
chr4:975149,4,975149
chr4:975156,4,975156
chr4:975252,4,975252
chr4:975354,4,975354
chr4:975573,4,975573
chr4:975612,4,975612
chr4:975702,4,975702
chr4:976036,4,976036
chr4:976174,4,976174
chr4:976264,4,976264
chr4:976271,4,976271
chr4:976707,4,976707
chr4:977037,4,977037
chr4:977428,4,977428
chr4:979983,4,979983
chr4:980596,4,980596
chr4:980779,4,980779
chr4:980835,4,980835
chr4:992705,4,992705
chr4:993025,4,993025
chr4:996583,4,996583
chr4:997624,4,997624
chr4:998484,4,998484
chr4:998628,4,998628
chr4:1003824,4,1003824
chr4:1004080,4,1004080
chr4:1006085,4,1006085
chr4:1008496,4,1008496
chr4:1008697,4,1008697
chr4:1008843,4,1008843
chr4:1008848,4,1008848
chr4:1011936,4,1011936
chr4:1011970,4,1011970
chr4:1012657,4,1012657
chr4:1013236,4,1013236
chr4:1013385,4,1013385
chr4:1013882,4,1013882
chr4:1013924,4,1013924
chr4:1014377,4,1014377
chr4:1015754,4,1015754
chr4:1016050,4,1016050
chr4:1016051,4,1016051
chr4:1016202,4,1016202
chr4:1016647,4,1016647
chr4:1017610,4,1017610
chr4:1017795,4,1017795
chr4:1018330,4,1018330
chr4:1019310,4,1019310
chr4:1022417,4,1022417
chr4:1022771,4,1022771
chr4:1026744,4,1026744
chr4:1028509,4,1028509
chr4:1029308,4,1029308
chr4:1036179,4,1036179
chr4:1036857,4,1036857
chr4:1037205,4,1037205
chr4:1037347,4,1037347
chr4:1039385,4,1039385
chr4:1039745,4,1039745
chr4:1040300,4,1040300
chr4:1040939,4,1040939
chr4:1043299,4,1043299
chr4:1044571,4,1044571
chr4:1044635,4,1044635
chr4:1045331,4,1045331
chr4:1047046,4,1047046
chr4:1047131,4,1047131
chr4:1051307,4,1051307
chr4:1051793,4,1051793
chr4:1051797,4,1051797
chr4:1052169,4,1052169
chr4:1052196,4,1052196
chr4:1052356,4,1052356
chr4:1052478,4,1052478
chr4:1052743,4,1052743
chr4:1052882,4,1052882
chr4:1052914,4,1052914
chr4:1053051,4,1053051
chr4:1053089,4,1053089
chr4:1053134,4,1053134
chr4:1053228,4,1053228
chr4:1053274,4,1053274
chr4:1053283,4,1053283
chr4:1053286,4,1053286
chr4:1053397,4,1053397
chr4:1053747,4,1053747
chr4:1053820,4,1053820
chr4:1053840,4,1053840
chr4:1053946,4,1053946
chr4:1054003,4,1054003
chr4:1054018,4,1054018
chr4:1054225,4,1054225
chr4:1054527,4,1054527
chr4:1054662,4,1054662
chr4:1054717,4,1054717
chr4:1054746,4,1054746
chr4:1055136,4,1055136
chr4:1055184,4,1055184
chr4:1055277,4,1055277
chr4:1055412,4,1055412
chr4:1055562,4,1055562
chr4:1055660,4,1055660
chr4:1055678,4,1055678
chr4:1055826,4,1055826
chr4:1055999,4,1055999
chr4:1056052,4,1056052
chr4:1056091,4,1056091
chr4:1056097,4,1056097
chr4:1056135,4,1056135
chr4:1056271,4,1056271
chr4:1056272,4,1056272
chr4:1056299,4,1056299
chr4:1056324,4,1056324
chr4:1056332,4,1056332
chr4:1056448,4,1056448
chr4:1056784,4,1056784
chr4:1057123,4,1057123
chr4:1057366,4,1057366
chr4:1057426,4,1057426
chr4:1057517,4,1057517
chr4:1057526,4,1057526
chr4:1057573,4,1057573
chr4:1057601,4,1057601
chr4:1057603,4,1057603
chr4:1057627,4,1057627
chr4:1057712,4,1057712
chr4:1057776,4,1057776
chr4:1057799,4,1057799
chr4:1057818,4,1057818
chr4:1057855,4,1057855
chr4:1057856,4,1057856
chr4:1057925,4,1057925
chr4:1057928,4,1057928
chr4:1057986,4,1057986
chr4:1058083,4,1058083
chr4:1058179,4,1058179
chr4:1058335,4,1058335
chr4:1058545,4,1058545
chr4:1058617,4,1058617
chr4:1058864,4,1058864
chr4:1059080,4,1059080
chr4:1059094,4,1059094
chr4:1059143,4,1059143
chr4:1059399,4,1059399
chr4:1059459,4,1059459
chr4:1059662,4,1059662
chr4:1059983,4,1059983
chr4:1060010,4,1060010
chr4:1062037,4,1062037
chr4:1062762,4,1062762
chr4:1064285,4,1064285
chr4:1065086,4,1065086
chr4:1066022,4,1066022
chr4:1066228,4,1066228
chr4:1066882,4,1066882
chr4:1067784,4,1067784
chr4:1071689,4,1071689
chr4:1071771,4,1071771
chr4:1072384,4,1072384
chr4:1072576,4,1072576
chr4:1072962,4,1072962
chr4:1077718,4,1077718
chr4:1077851,4,1077851
chr4:1080523,4,1080523
chr4:1080944,4,1080944
chr4:1091234,4,1091234
chr4:1091966,4,1091966
chr4:1095148,4,1095148
chr4:1095215,4,1095215
chr4:1095230,4,1095230
chr4:1095542,4,1095542
chr4:1101892,4,1101892
chr4:1102257,4,1102257
chr4:1102674,4,1102674
chr4:1102795,4,1102795
chr4:1102947,4,1102947
chr4:1103480,4,1103480
chr4:1103531,4,1103531
chr4:1104014,4,1104014
chr4:1104401,4,1104401
chr4:1104470,4,1104470
chr4:1104914,4,1104914
chr4:1104929,4,1104929
chr4:1104966,4,1104966
chr4:1105164,4,1105164
chr4:1105249,4,1105249
chr4:1105583,4,1105583
chr4:1105780,4,1105780
chr4:1106241,4,1106241
chr4:1106617,4,1106617
chr4:1107083,4,1107083
chr4:1107118,4,1107118
chr4:1107137,4,1107137
chr4:1107444,4,1107444
chr4:1107805,4,1107805
chr4:1108114,4,1108114
chr4:1108484,4,1108484
chr4:1108564,4,1108564
chr4:1108662,4,1108662
chr4:1108673,4,1108673
chr4:1108696,4,1108696
chr4:1109358,4,1109358
chr4:1109568,4,1109568
chr4:1109736,4,1109736
chr4:1109781,4,1109781
chr4:1109962,4,1109962
chr4:1110188,4,1110188
chr4:1110371,4,1110371
chr4:1111002,4,1111002
chr4:1111246,4,1111246
chr4:1111863,4,1111863
chr4:1112991,4,1112991
chr4:1113023,4,1113023
chr4:1113112,4,1113112
chr4:1113224,4,1113224
chr4:1113548,4,1113548
chr4:1113753,4,1113753
chr4:1113766,4,1113766
chr4:1113867,4,1113867
chr4:1114179,4,1114179
chr4:1114303,4,1114303
chr4:1116044,4,1116044
chr4:1116586,4,1116586
chr4:1116905,4,1116905
chr4:1123442,4,1123442
chr4:1123959,4,1123959
chr4:1124465,4,1124465
chr4:1127544,4,1127544
chr4:1127922,4,1127922
chr4:1128108,4,1128108
chr4:1128837,4,1128837
chr4:1130624,4,1130624
chr4:1130680,4,1130680
chr4:1135023,4,1135023
chr4:1135584,4,1135584
chr4:1137761,4,1137761
chr4:1139004,4,1139004
chr4:1140684,4,1140684
chr4:1140861,4,1140861
chr4:1141284,4,1141284
chr4:1144484,4,1144484
chr4:1149030,4,1149030
chr4:1149565,4,1149565
chr4:1149773,4,1149773
chr4:1150593,4,1150593
chr4:1150691,4,1150691
chr4:1150962,4,1150962
chr4:1151028,4,1151028
chr4:1151234,4,1151234
chr4:1151661,4,1151661
chr4:1152100,4,1152100
chr4:1152431,4,1152431
chr4:1152671,4,1152671
chr4:1154405,4,1154405
chr4:1154411,4,1154411
chr4:1154412,4,1154412
chr4:1154509,4,1154509
chr4:1156446,4,1156446
chr4:1156658,4,1156658
chr4:1157089,4,1157089
chr4:1157271,4,1157271
chr4:1158603,4,1158603
chr4:1162000,4,1162000
chr4:1162013,4,1162013
chr4:1171430,4,1171430
chr4:1172908,4,1172908
chr4:1172914,4,1172914
chr4:1173007,4,1173007
chr4:1173622,4,1173622
chr4:1173661,4,1173661
chr4:1173670,4,1173670
chr4:1173678,4,1173678
chr4:1173894,4,1173894
chr4:1174054,4,1174054
chr4:1174179,4,1174179
chr4:1174213,4,1174213
chr4:1174270,4,1174270
chr4:1174282,4,1174282
chr4:1174395,4,1174395
chr4:1174496,4,1174496
chr4:1174544,4,1174544
chr4:1174551,4,1174551
chr4:1174575,4,1174575
chr4:1174611,4,1174611
chr4:1174695,4,1174695
chr4:1174702,4,1174702
chr4:1174722,4,1174722
chr4:1174736,4,1174736
chr4:1175302,4,1175302
chr4:1178350,4,1178350
chr4:1181165,4,1181165
chr4:1181379,4,1181379
chr4:1181427,4,1181427
chr4:1182010,4,1182010
chr4:1182098,4,1182098
chr4:1183454,4,1183454
chr4:1184604,4,1184604
chr4:1184776,4,1184776
chr4:1184872,4,1184872
chr4:1185640,4,1185640
chr4:1186629,4,1186629
chr4:1187132,4,1187132
chr4:1187416,4,1187416
chr4:1188416,4,1188416
chr4:1188878,4,1188878
chr4:1189030,4,1189030
chr4:1189130,4,1189130
chr4:1189463,4,1189463
chr4:1189499,4,1189499
chr4:1189652,4,1189652
chr4:1189750,4,1189750
chr4:1190196,4,1190196
chr4:1190854,4,1190854
chr4:1197837,4,1197837
chr4:1201621,4,1201621
chr4:1213560,4,1213560
chr4:1215342,4,1215342
chr4:1217031,4,1217031
chr4:1219509,4,1219509
chr4:1219676,4,1219676
chr4:1219871,4,1219871
chr4:1220178,4,1220178
chr4:1220405,4,1220405
chr4:1220697,4,1220697
chr4:1220957,4,1220957
chr4:1221065,4,1221065
chr4:1222379,4,1222379
chr4:1223971,4,1223971
chr4:1224090,4,1224090
chr4:1224397,4,1224397
chr4:1224469,4,1224469
chr4:1224509,4,1224509
chr4:1225163,4,1225163
chr4:1225198,4,1225198
chr4:1225542,4,1225542
chr4:1226443,4,1226443
chr4:1227990,4,1227990
chr4:1229224,4,1229224
chr4:1235338,4,1235338
chr4:1235582,4,1235582
chr4:1235594,4,1235594
chr4:1235719,4,1235719
chr4:1238608,4,1238608
chr4:1238647,4,1238647
chr4:1238648,4,1238648
chr4:1239043,4,1239043
chr4:1239087,4,1239087
chr4:1239354,4,1239354
chr4:1239990,4,1239990
chr4:1240134,4,1240134
chr4:1240175,4,1240175
chr4:1240227,4,1240227
chr4:1240251,4,1240251
chr4:1240320,4,1240320
chr4:1240455,4,1240455
chr4:1240551,4,1240551
chr4:1240919,4,1240919
chr4:1240974,4,1240974
chr4:1241008,4,1241008
chr4:1241016,4,1241016
chr4:1241303,4,1241303
chr4:1248530,4,1248530
chr4:1250650,4,1250650
chr4:1251938,4,1251938
chr4:1252116,4,1252116
chr4:1252149,4,1252149
chr4:1252244,4,1252244
chr4:1252379,4,1252379
chr4:1256208,4,1256208
chr4:1257382,4,1257382
chr4:1257441,4,1257441
chr4:1259337,4,1259337
chr4:1259970,4,1259970
chr4:1259982,4,1259982
chr4:1261236,4,1261236
chr4:1261386,4,1261386
chr4:1263265,4,1263265
chr4:1264269,4,1264269
chr4:1266919,4,1266919
chr4:1267444,4,1267444
chr4:1267740,4,1267740
chr4:1267782,4,1267782
chr4:1267989,4,1267989
chr4:1268154,4,1268154
chr4:1268315,4,1268315
chr4:1268647,4,1268647
chr4:1270033,4,1270033
chr4:1271005,4,1271005
chr4:1271701,4,1271701
chr4:1271755,4,1271755
chr4:1271758,4,1271758
chr4:1271812,4,1271812
chr4:1271941,4,1271941
chr4:1271979,4,1271979
chr4:1271999,4,1271999
chr4:1272164,4,1272164
chr4:1272748,4,1272748
chr4:1273219,4,1273219
chr4:1273337,4,1273337
chr4:1273367,4,1273367
chr4:1273683,4,1273683
chr4:1273940,4,1273940
chr4:1274074,4,1274074
chr4:1274092,4,1274092
chr4:1274124,4,1274124
chr4:1274423,4,1274423
chr4:1274484,4,1274484
chr4:1274509,4,1274509
chr4:1274626,4,1274626
chr4:1274677,4,1274677
chr4:1274715,4,1274715
chr4:1274773,4,1274773
chr4:1274775,4,1274775
chr4:1274778,4,1274778
chr4:1274808,4,1274808
chr4:1274844,4,1274844
chr4:1274848,4,1274848
chr4:1274852,4,1274852
chr4:1274867,4,1274867
chr4:1274975,4,1274975
chr4:1274988,4,1274988
chr4:1275009,4,1275009
chr4:1275068,4,1275068
chr4:1275069,4,1275069
chr4:1275540,4,1275540
chr4:1275780,4,1275780
chr4:1276141,4,1276141
chr4:1276281,4,1276281
chr4:1276339,4,1276339
chr4:1276486,4,1276486
chr4:1276579,4,1276579
chr4:1276608,4,1276608
chr4:1277186,4,1277186
chr4:1277231,4,1277231
chr4:1277282,4,1277282
chr4:1277377,4,1277377
chr4:1277378,4,1277378
chr4:1278407,4,1278407
chr4:1278481,4,1278481
chr4:1278618,4,1278618
chr4:1278772,4,1278772
chr4:1279912,4,1279912
chr4:1280606,4,1280606
chr4:1280622,4,1280622
chr4:1282030,4,1282030
chr4:1282163,4,1282163
chr4:1283387,4,1283387
chr4:1283766,4,1283766
chr4:1284111,4,1284111
chr4:1284773,4,1284773
chr4:1285240,4,1285240
chr4:1285878,4,1285878
chr4:1286166,4,1286166
chr4:1290073,4,1290073
chr4:1291435,4,1291435
chr4:1291676,4,1291676
chr4:1292515,4,1292515
chr4:1296240,4,1296240
chr4:1298073,4,1298073
chr4:1302530,4,1302530
chr4:1302786,4,1302786
chr4:1305496,4,1305496
chr4:1305715,4,1305715
chr4:1309620,4,1309620
chr4:1310395,4,1310395
chr4:1312365,4,1312365
chr4:1312462,4,1312462
chr4:1312702,4,1312702
chr4:1316641,4,1316641
chr4:1316659,4,1316659
chr4:1317259,4,1317259
chr4:1317903,4,1317903
chr4:1318030,4,1318030
chr4:1318086,4,1318086
chr4:1318331,4,1318331
chr4:1318378,4,1318378
chr4:1318845,4,1318845
chr4:1320900,4,1320900
chr4:1321563,4,1321563
chr4:1321633,4,1321633
chr4:1323775,4,1323775
chr4:1330230,4,1330230
chr4:1330414,4,1330414
chr4:1331502,4,1331502
chr4:1332967,4,1332967
chr4:1333470,4,1333470
chr4:1333527,4,1333527
chr4:1335398,4,1335398
chr4:1337043,4,1337043
chr4:1337078,4,1337078
chr4:1337113,4,1337113
chr4:1337514,4,1337514
chr4:1337684,4,1337684
chr4:1337715,4,1337715
chr4:1338262,4,1338262
chr4:1338321,4,1338321
chr4:1338585,4,1338585
chr4:1340784,4,1340784
chr4:1341095,4,1341095
chr4:1341293,4,1341293
chr4:1341693,4,1341693
chr4:1341826,4,1341826
chr4:1342082,4,1342082
chr4:1342306,4,1342306
chr4:1342433,4,1342433
chr4:1342485,4,1342485
chr4:1343249,4,1343249
chr4:1344490,4,1344490
chr4:1344556,4,1344556
chr4:1344681,4,1344681
chr4:1344727,4,1344727
chr4:1345064,4,1345064
chr4:1345379,4,1345379
chr4:1345539,4,1345539
chr4:1345604,4,1345604
chr4:1345632,4,1345632
chr4:1345654,4,1345654
chr4:1345664,4,1345664
chr4:1346089,4,1346089
chr4:1346336,4,1346336
chr4:1346537,4,1346537
chr4:1347437,4,1347437
chr4:1349687,4,1349687
chr4:1350135,4,1350135
chr4:1352371,4,1352371
