SNP_marker,chr,pos,start,end
chr7:397834,7,397834,397834,397834
chr7:398372,7,398372,395909,412717
chr7:399000,7,399000,395909,413465
chr7:400450,7,400450,399178,412413
chr7:400550,7,400550,400550,400550
chr7:408316,7,408316,397324,418899
chr7:408928,7,408928,397324,418899
chr7:409847,7,409847,397324,424620
chr7:409966,7,409966,397324,424415
chr7:412555,7,412555,398372,425235
chr7:412630,7,412630,412630,412630
chr7:413438,7,413438,399178,425235
chr7:414263,7,414263,414263,414263
chr7:416060,7,416060,407454,426067
chr7:416657,7,416657,407454,426067
chr7:417241,7,417241,407454,426067
chr7:418232,7,418232,407454,426067
chr7:424620,7,424620,409847,427479
chr7:424652,7,424652,411864,427479
chr7:433742,7,433742,428717,438823
chr7:433855,7,433855,433855,433855
chr7:436063,7,436063,428717,438823
chr7:437973,7,437973,430559,438823
chr7:442196,7,442196,442196,442196
chr7:443332,7,443332,443332,443332
chr7:446235,7,446235,438424,449489
chr7:449305,7,449305,446235,449489
chr7:455735,7,455735,454664,460988
chr7:459752,7,459752,459752,459752
chr7:460447,7,460447,455708,472246
chr7:467736,7,467736,467736,467736
chr7:471518,7,471518,458896,479063
chr7:472246,7,472246,460296,479063
chr7:477678,7,477678,469647,492815
chr7:477857,7,477857,469647,492815
chr7:485796,7,485796,477177,520054
chr7:508801,7,508801,508801,508801
chr7:543693,7,543693,516852,576468
chr7:547208,7,547208,520054,577840
chr7:587567,7,587567,585575,599356
chr7:591077,7,591077,585575,603497
chr7:592042,7,592042,587240,603497
chr7:594413,7,594413,585680,607810
chr7:594506,7,594506,587240,607810
chr7:594969,7,594969,587240,607810
chr7:597251,7,597251,587240,607810
chr7:598680,7,598680,587567,607810
chr7:601612,7,601612,591077,607810
chr7:605966,7,605966,592970,609851
chr7:607418,7,607418,607418,607810
chr7:607495,7,607495,607495,607495
chr7:607810,7,607810,592987,609851
chr7:609851,7,609851,605966,609851
chr7:610923,7,610923,610875,617052
chr7:616171,7,616171,616171,616171
chr7:616189,7,616189,616189,616189
chr7:617977,7,617977,611358,624442
chr7:619361,7,619361,611358,624442
chr7:620294,7,620294,615456,624442
chr7:622096,7,622096,615456,624442
chr7:624442,7,624442,615456,634684
chr7:629962,7,629962,624442,640575
chr7:639021,7,639021,625864,642420
chr7:645997,7,645997,642057,653148
chr7:659189,7,659189,652017,669370
chr7:659437,7,659437,652017,669370
chr7:659882,7,659882,652017,666200
chr7:659973,7,659973,656911,660725
chr7:660057,7,660057,652017,669370
chr7:671969,7,671969,668812,676388
chr7:677969,7,677969,677969,684139
chr7:678070,7,678070,678070,678070
chr7:689845,7,689845,678429,698512
chr7:698512,7,698512,688776,705337
chr7:727961,7,727961,712998,732233
chr7:729111,7,729111,712998,732233
chr7:729692,7,729692,713462,732233
chr7:730706,7,730706,713462,732233
chr7:730940,7,730940,716049,732233
chr7:755392,7,755392,751217,769305
chr7:757758,7,757758,751217,769305
chr7:762575,7,762575,751217,769305
chr7:765774,7,765774,765774,765774
chr7:767102,7,767102,751217,776465
chr7:769305,7,769305,751217,779852
chr7:784494,7,784494,776465,793559
chr7:785333,7,785333,785333,785333
chr7:790386,7,790386,790386,790386
chr7:791524,7,791524,779852,797099
chr7:791720,7,791720,779852,797099
chr7:793891,7,793891,793891,793891
chr7:794505,7,794505,789160,794535
chr7:794535,7,794535,794535,794535
chr7:817659,7,817659,817659,817659
chr7:833212,7,833212,823954,839118
chr7:853535,7,853535,850794,870220
chr7:856430,7,856430,856430,856430
chr7:865950,7,865950,853046,885002
chr7:869033,7,869033,853046,886766
chr7:871573,7,871573,858005,877846
chr7:876941,7,876941,876941,876941
chr7:876951,7,876951,876951,876951
chr7:877072,7,877072,854465,887971
chr7:877211,7,877211,858005,887971
chr7:885849,7,885849,885849,885849
chr7:888223,7,888223,877846,902481
chr7:888397,7,888397,885002,898738
chr7:892437,7,892437,885002,902481
chr7:895001,7,895001,885002,903446
chr7:895337,7,895337,885002,903446
chr7:895768,7,895768,885002,903446
chr7:905443,7,905443,903446,907934
chr7:907934,7,907934,905443,912826
chr7:912826,7,912826,907716,912826
chr7:918781,7,918781,918781,935765
chr7:933345,7,933345,918781,938096
chr7:947039,7,947039,942301,955286
chr7:950863,7,950863,942301,955286
chr7:951285,7,951285,951285,951285
chr7:952040,7,952040,942301,957457
chr7:954516,7,954516,942301,963056
chr7:957457,7,957457,952040,957457
chr7:968722,7,968722,968722,968722
chr7:979301,7,979301,971272,992324
chr7:983120,7,983120,983120,983120
chr7:1002265,7,1002265,995677,1008513
chr7:1011080,7,1011080,1011080,1011080
chr7:1012595,7,1012595,1011349,1012595
chr7:1022886,7,1022886,1017880,1042056
chr7:1027579,7,1027579,1020120,1045136
chr7:1048541,7,1048541,1048541,1048541
chr7:1048542,7,1048542,1048542,1048542
chr7:1048545,7,1048545,1048545,1048545
chr7:1048639,7,1048639,1048639,1048639
chr7:1051850,7,1051850,1051850,1051850
chr7:1068695,7,1068695,1068695,1068695
chr7:1073937,7,1073937,1073937,1073937
chr8:33975,8,33975,25786,45571
chr8:58900,8,58900,58900,58900
chr8:65889,8,65889,56351,65889
chr8:74739,8,74739,74739,80030
chr8:78883,8,78883,78883,78883
chr8:92580,8,92580,78664,100031
chr8:105611,8,105611,105611,105611
chr8:105612,8,105612,105612,105612
chr8:117153,8,117153,96286,120385
chr8:119122,8,119122,96286,120385
chr8:122014,8,122014,119178,124640
chr8:122347,8,122347,119730,124640
chr8:124640,8,124640,120385,140065
chr8:126150,8,126150,126150,126150
chr8:131702,8,131702,124640,140065
chr8:133120,8,133120,133120,133120
chr8:134839,8,134839,124640,140065
chr8:135448,8,135448,124640,140065
chr8:139684,8,139684,124640,140065
chr8:144671,8,144671,143451,144671
chr8:159162,8,159162,150593,170419
chr8:167286,8,167286,154940,170419
chr8:170419,8,170419,159162,170419
chr8:170619,8,170619,170619,170619
chr8:173136,8,173136,173136,173136
chr8:173184,8,173184,173184,173184
chr8:185325,8,185325,179821,188007
chr8:190366,8,190366,190366,190872
chr8:193408,8,193408,191947,205962
chr8:193425,8,193425,191947,200617
chr8:193438,8,193438,191947,200617
chr8:194526,8,194526,191947,204670
chr8:194545,8,194545,191947,204670
chr8:194578,8,194578,191947,204670
chr8:197968,8,197968,191947,206590
chr8:200519,8,200519,191947,206590
chr8:202890,8,202890,193408,206590
chr8:203274,8,203274,193408,206590
chr8:203615,8,203615,193408,206590
chr8:204151,8,204151,193408,206590
chr8:204645,8,204645,193408,206590
chr8:205962,8,205962,193408,206590
chr8:210269,8,210269,210269,210269
chr8:225328,8,225328,221387,231269
chr8:230941,8,230941,223812,235793
chr8:249836,8,249836,239187,262618
chr8:252929,8,252929,239187,263382
chr8:289717,8,289717,279899,321259
chr8:312174,8,312174,284047,324043
chr8:318497,8,318497,284047,324043
chr8:323454,8,323454,298467,327592
chr8:324043,8,324043,298467,327592
chr8:329765,8,329765,327592,334860
chr8:334394,8,334394,329765,334860
chr8:341299,8,341299,337892,343641
chr8:345499,8,345499,342706,360938
chr8:347011,8,347011,342706,360938
chr8:353097,8,353097,342706,361900
chr8:359203,8,359203,343641,363516
chr8:360938,8,360938,345499,363516
chr8:361900,8,361900,353097,368023
chr8:368026,8,368026,363516,369658
chr8:372172,8,372172,363516,378565
chr8:373932,8,373932,369658,378565
chr8:374065,8,374065,369658,378565
chr8:374928,8,374928,369658,378565
chr8:375406,8,375406,369658,378565
chr8:375520,8,375520,372172,378565
chr8:379942,8,379942,379942,379942
chr8:383024,8,383024,378565,397561
chr8:386052,8,386052,386052,386052
chr8:386061,8,386061,386060,386061
chr8:389013,8,389013,389013,389018
chr8:389023,8,389023,389023,389023
chr8:389976,8,389976,378565,401605
chr8:390246,8,390246,380610,397561
chr8:394731,8,394731,378565,402964
chr8:400740,8,400740,386144,417360
chr8:402810,8,402810,393351,417360
chr8:410984,8,410984,397561,421095
chr8:411809,8,411809,397561,421095
chr8:413730,8,413730,400443,421095
chr8:422328,8,422328,421095,422657
chr8:432524,8,432524,425448,449957
chr8:437059,8,437059,425448,449957
chr8:441024,8,441024,425448,453534
chr8:449957,8,449957,425448,460316
chr8:453479,8,453479,441024,461438
chr8:453634,8,453634,453634,453634
chr8:455745,8,455745,445835,461438
chr8:455783,8,455783,445658,461438
chr8:455785,8,455785,445658,461438
chr8:458155,8,458155,448047,461438
chr8:458435,8,458435,448047,461438
chr8:459723,8,459723,449957,461438
chr8:460316,8,460316,449957,461438
chr8:461748,8,461748,461748,461748
chr8:463767,8,463767,463767,465742
chr8:465075,8,465075,463767,481335
chr8:469153,8,469153,465075,481335
chr8:469571,8,469571,465075,481335
chr8:474449,8,474449,465075,481335
chr8:475895,8,475895,465663,481335
chr8:477804,8,477804,465075,481335
chr8:479207,8,479207,465075,481335
chr8:479718,8,479718,465075,481335
chr8:484694,8,484694,484694,485972
chr8:491126,8,491126,485969,500928
chr8:507195,8,507195,500907,509537
chr8:517167,8,517167,517167,528155
chr8:519609,8,519609,517167,528155
chr8:520123,8,520123,517167,528155
chr8:525401,8,525401,517167,556515
chr8:541428,8,541428,541428,541428
chr8:554022,8,554022,554022,554022
chr8:554143,8,554143,554135,554151
chr8:554202,8,554202,554202,554202
chr8:556136,8,556136,556136,556148
chr8:556173,8,556173,556173,556173
chr9:19763,9,19763,19763,19763
chr9:49364,9,49364,44433,49801
chr9:49801,9,49801,44433,49801
chr9:57578,9,57578,57000,72621
chr9:60132,9,60132,57000,72684
chr9:62935,9,62935,57000,72697
chr9:64645,9,64645,57000,72757
chr9:68365,9,68365,57000,72998
chr9:68615,9,68615,57000,73076
chr9:69330,9,69330,57000,73100
chr9:69699,9,69699,62935,73950
chr9:70145,9,70145,57000,77957
chr9:70443,9,70443,57000,77957
chr9:70904,9,70904,57000,77957
chr9:70962,9,70962,57000,77957
chr9:71094,9,71094,57000,77957
chr9:71189,9,71189,57000,77957
chr9:71237,9,71237,57000,77957
chr9:71252,9,71252,57000,77957
chr9:71693,9,71693,57000,77957
chr9:72684,9,72684,60132,84696
chr9:72757,9,72757,64645,77957
chr9:72784,9,72784,66985,77957
chr9:73950,9,73950,69699,77957
chr9:76394,9,76394,69704,86720
chr9:84696,9,84696,72672,94251
chr9:84804,9,84804,76394,94251
chr9:85177,9,85177,76394,94251
chr9:86720,9,86720,76394,94251
chr9:91111,9,91111,84696,94251
chr9:98955,9,98955,97282,112032
chr9:105420,9,105420,105420,105420
chr9:112614,9,112614,103774,132718
chr9:114834,9,114834,103774,136619
chr9:115779,9,115779,103774,136619
chr9:116618,9,116618,103774,136619
chr9:117736,9,117736,103774,136619
chr9:122617,9,122617,103774,138792
chr9:125289,9,125289,103774,139442
chr9:126580,9,126580,103774,139442
chr9:127022,9,127022,103774,139442
chr9:129137,9,129137,103774,139442
chr9:131829,9,131829,112032,142542
chr9:132718,9,132718,112032,144955
chr9:136028,9,136028,114834,144955
chr9:136044,9,136044,114834,144955
chr9:136134,9,136134,114834,144955
chr9:136172,9,136172,114834,144955
chr9:136210,9,136210,122617,144699
chr9:136219,9,136219,122617,144699
chr9:136423,9,136423,131829,139442
chr9:136527,9,136527,125289,144699
chr9:136579,9,136579,114834,144955
chr9:136619,9,136619,114834,144955
chr9:137267,9,137267,122617,144955
chr9:138029,9,138029,125289,144955
chr9:138636,9,138636,125289,144955
chr9:138792,9,138792,122617,144955
chr9:139216,9,139216,125289,144955
chr9:139266,9,139266,125289,144955
chr9:139442,9,139442,125289,144955
chr9:142542,9,142542,131829,155581
chr9:144386,9,144386,132718,155581
chr9:144699,9,144699,132718,158904
chr9:144955,9,144955,132718,155581
chr9:146928,9,146928,146928,146928
chr9:150327,9,150327,142542,158904
chr9:150475,9,150475,142542,158904
chr9:154510,9,154510,144386,158904
chr9:155581,9,155581,142542,158904
chr9:158904,9,158904,144699,161738
chr9:169345,9,169345,161738,175543
chr9:169788,9,169788,169788,169788
chr9:177464,9,177464,177464,177464
chr9:187970,9,187970,180087,193013
chr9:190020,9,190020,180087,201606
chr9:243529,9,243529,240673,252323
chr9:249562,9,249562,242937,261156
chr9:249625,9,249625,249562,251030
chr9:250484,9,250484,242937,265537
chr9:252109,9,252109,242937,266567
chr9:253139,9,253139,244280,266567
chr9:254891,9,254891,249562,266567
chr9:257464,9,257464,254091,265537
chr9:258345,9,258345,249562,267323
chr9:260947,9,260947,260947,260947
chr9:267785,9,267785,264604,268445
chr9:268440,9,268440,267323,268445
chr9:270686,9,270686,270121,273993
chr9:273029,9,273029,270121,276759
chr9:273993,9,273993,270121,276759
chr9:276483,9,276483,273029,283290
chr9:280878,9,280878,276483,289513
chr9:281757,9,281757,276483,289513
chr9:282224,9,282224,276483,289513
chr9:283213,9,283213,276483,289513
chr9:283290,9,283290,276483,289513
chr9:286125,9,286125,280761,296974
chr9:287755,9,287755,286125,289513
chr9:289127,9,289127,280761,299767
chr9:292353,9,292353,286125,300482
chr9:296974,9,296974,286125,303507
chr9:299767,9,299767,289043,304133
chr9:300559,9,300559,300559,300559
chr9:310500,9,310500,310500,310500
chr9:323432,9,323432,322200,336040
chr9:352621,9,352621,340588,367860
chr9:354047,9,354047,340588,367860
chr9:355716,9,355716,355716,355716
chr9:365725,9,365725,347652,372842
chr9:372204,9,372204,362255,377169
chr9:380935,9,380935,380935,380935
chr9:385640,9,385640,385640,385640
chr9:388051,9,388051,388051,388051
chr9:392697,9,392697,392697,392697
chr9:393800,9,393800,387839,396464
chr9:396176,9,396176,394182,396464
chr9:399657,9,399657,399657,400641
chr9:400574,9,400574,399657,406743
chr9:400641,9,400641,399657,406743
chr9:402212,9,402212,399838,412923
chr9:404274,9,404274,400574,412923
chr9:405593,9,405593,400574,412923
chr9:408263,9,408263,402212,419841
chr9:411811,9,411811,402212,421228
chr9:419470,9,419470,409700,423054
chr9:419563,9,419563,411520,421228
chr9:419805,9,419805,406743,424069
chr9:421228,9,421228,409700,424069
chr9:422867,9,422867,418993,429181
chr9:423041,9,423041,418993,429181
chr9:437940,9,437940,437940,437999
chr10:43346,10,43346,41756,54931
chr10:43909,10,43909,41756,54931
chr10:54201,10,54201,41756,54931
chr10:61391,10,61391,61391,68934
chr10:61545,10,61545,61391,68934
chr10:61708,10,61708,61391,68934
chr10:63279,10,63279,61391,68934
chr10:75599,10,75599,75599,75599
chr10:101719,10,101719,96579,111674
chr10:108820,10,108820,101719,122243
chr10:131311,10,131311,111674,140918
chr10:133312,10,133312,113623,140918
chr10:146902,10,146902,139826,150178
chr10:146992,10,146992,139826,150178
chr10:148293,10,148293,139826,150178
chr10:159755,10,159755,157487,165720
chr10:163124,10,163124,157487,176664
chr10:165521,10,165521,157487,176664
chr10:173737,10,173737,163124,185241
chr10:173883,10,173883,163124,185241
chr10:175030,10,175030,163124,189445
chr10:175313,10,175313,163124,189445
chr10:176228,10,176228,163124,189445
chr10:179618,10,179618,164844,189445
chr10:189030,10,189030,182634,189445
chr10:197405,10,197405,197405,197405
chr10:197415,10,197415,197415,197423
chr10:204259,10,204259,204259,204259
chr10:238334,10,238334,237784,245956
chr10:257035,10,257035,248024,271477
chr10:264881,10,264881,248024,275952
chr10:268671,10,268671,256140,275952
chr10:280770,10,280770,280770,280770
chr10:287737,10,287737,285600,293222
chr10:294588,10,294588,291248,294588
chr10:319864,10,319864,317643,330168
chr10:334716,10,334716,327857,340762
chr10:337630,10,337630,332075,347536
chr10:340762,10,340762,334716,349573
chr10:347536,10,347536,336613,349573
chr10:349573,10,349573,340762,349573
chr10:359824,10,359824,359824,359824
chr10:381270,10,381270,381270,388763
chr10:382599,10,382599,381270,388763
chr10:386341,10,386341,386341,386341
chr10:388260,10,388260,388260,388260
chr10:392475,10,392475,392475,392475
chr10:398569,10,398569,396694,409661
chr10:400245,10,400245,400245,400245
chr10:410391,10,410391,403524,421100
chr10:414836,10,414836,413692,438861
chr10:415141,10,415141,413692,442130
chr10:415474,10,415474,410391,443374
chr10:415984,10,415984,410391,454904
chr10:416078,10,416078,410391,454991
chr10:416524,10,416524,413692,455828
chr10:417313,10,417313,413692,448026
chr10:417350,10,417350,414241,442604
chr10:417351,10,417351,413692,448026
chr10:417543,10,417543,413692,448026
chr10:417732,10,417732,413692,455828
chr10:417803,10,417803,410391,455828
chr10:424346,10,424346,413692,461243
chr10:424621,10,424621,424617,424621
chr10:436354,10,436354,436354,436354
chr10:448026,10,448026,415918,460583
chr10:455828,10,455828,416209,464142
chr10:456040,10,456040,421100,461243
chr10:459184,10,459184,423286,464142
chr10:466331,10,466331,466331,466331
chr10:497098,10,497098,497098,497098
chr10:547222,10,547222,531791,557799
chr10:548227,10,548227,543383,557799
chr10:554468,10,554468,547222,557799
chr10:557799,10,557799,547222,557799
chr10:568534,10,568534,564317,569834
chr10:569834,10,569834,564317,571888
chr10:571678,10,571678,569834,571888
chr10:571888,10,571888,569834,571888
chr10:575574,10,575574,575574,577816
chr10:577816,10,577816,575574,583848
chr10:578893,10,578893,577816,586368
chr10:586417,10,586417,586417,586417
chr10:598877,10,598877,590619,605865
chr10:599081,10,599081,590619,607274
chr10:602670,10,602670,590619,619631
chr10:605428,10,605428,598877,620664
chr10:610850,10,610850,599712,622018
chr10:611690,10,611690,599712,627474
chr10:615292,10,615292,602670,629030
chr10:618031,10,618031,607274,622018
chr10:635779,10,635779,635779,635779
chr10:643441,10,643441,642106,656247
chr10:646432,10,646432,642106,660886
chr10:652591,10,652591,642106,662415
chr10:652769,10,652769,642327,662711
chr10:654625,10,654625,642327,662711
chr10:656247,10,656247,642327,662934
chr10:662679,10,662679,653026,667117
chr10:662711,10,662711,649610,667117
chr10:662934,10,662934,653026,666742
chr10:686698,10,686698,682740,697845
chr10:691920,10,691920,684759,700558
chr10:696080,10,696080,685754,701028
chr10:697010,10,697010,688286,700558
chr10:745571,10,745571,745571,745571
chr11:925,11,925,925,925
chr11:2733,11,2733,2722,8331
chr11:2737,11,2737,2722,8878
chr11:2745,11,2745,2720,8909
chr11:3361,11,3361,2737,10540
chr11:3391,11,3391,2737,10897
chr11:3599,11,3599,2733,10969
chr11:5087,11,5087,2733,12089
chr11:5928,11,5928,2733,12232
chr11:7663,11,7663,3277,13973
chr11:7664,11,7664,2740,14046
chr11:7691,11,7691,3277,14047
chr11:7765,11,7765,2737,14280
chr11:8044,11,8044,2733,14350
chr11:8317,11,8317,2722,14431
chr11:8331,11,8331,2722,14438
chr11:8390,11,8390,2737,14510
chr11:8720,11,8720,2737,14569
chr11:9690,11,9690,3343,16738
chr11:14320,11,14320,7823,19538
chr11:17061,11,17061,11470,20567
chr11:19607,11,19607,14424,22005
chr11:20281,11,20281,15153,22005
chr11:20802,11,20802,17217,25987
chr11:22075,11,22075,22075,22075
chr11:30395,11,30395,25361,33534
chr11:31861,11,31861,25361,33534
chr11:39138,11,39138,39138,40753
chr11:40753,11,40753,39138,47424
chr11:46711,11,46711,46711,46711
chr11:48259,11,48259,46848,60397
chr11:49416,11,49416,46848,66128
chr11:64101,11,64101,64101,64101
chr11:66073,11,66073,66073,66073
chr11:69070,11,69070,56052,71811
chr11:81030,11,81030,80491,84259
chr11:89277,11,89277,89277,89277
chr11:96863,11,96863,92153,111132
chr11:98757,11,98757,96863,114020
chr11:104549,11,104549,96863,124784
chr11:108816,11,108816,96863,121097
chr11:108841,11,108841,96863,120740
chr11:108870,11,108870,96863,122192
chr11:109176,11,109176,96863,121522
chr11:109811,11,109811,98757,116979
chr11:114020,11,114020,98088,125700
chr11:115612,11,115612,102671,125700
chr11:116643,11,116643,102671,125700
chr11:116979,11,116979,102671,125700
chr11:118012,11,118012,102671,125700
chr11:118055,11,118055,102671,125700
chr11:118745,11,118745,102671,125700
chr11:118759,11,118759,104549,125700
chr11:119264,11,119264,102671,130533
chr11:124479,11,124479,111132,132044
chr11:125642,11,125642,113698,132044
chr11:144916,11,144916,144916,144916
chr11:147493,11,147493,137433,167261
chr11:153313,11,153313,137433,169186
chr11:153972,11,153972,137433,170526
chr11:155937,11,155937,137433,170526
chr11:158139,11,158139,137613,171647
chr11:162634,11,162634,146291,164489
chr11:162925,11,162925,137613,171647
chr11:164489,11,164489,146291,171647
chr11:167261,11,167261,146291,174007
chr11:169186,11,169186,152009,174007
chr11:170526,11,170526,152009,179802
chr11:171646,11,171646,154565,182151
chr11:173020,11,173020,167261,186085
chr11:186196,11,186196,173945,200393
chr11:186408,11,186408,179802,196914
chr11:191520,11,191520,179802,204491
chr11:193196,11,193196,182151,204491
chr11:210267,11,210267,208258,220819
chr11:219380,11,219380,209475,229405
chr11:223086,11,223086,213574,230092
chr11:223467,11,223467,213574,230092
chr11:225381,11,225381,213574,230092
chr11:225819,11,225819,215041,230092
chr11:230092,11,230092,220819,230092
chr11:231612,11,231612,231612,231612
chr11:234032,11,234032,234032,234032
chr11:234262,11,234262,234262,234262
chr11:237829,11,237829,236028,245775
chr11:245775,11,245775,236028,255600
chr11:262152,11,262152,253995,264567
chr11:285782,11,285782,281677,303479
chr11:298716,11,298716,285782,307466
chr11:307466,11,307466,294571,307466
chr11:335215,11,335215,332693,341771
chr11:337602,11,337602,332693,350701
chr11:341027,11,341027,336742,341771
chr11:348254,11,348254,336742,356064
chr11:352832,11,352832,340770,362163
chr11:352980,11,352980,340811,362171
chr11:355180,11,355180,348254,362171
chr11:356064,11,356064,348254,363809
chr11:358455,11,358455,356064,362171
chr11:362163,11,362163,352832,367086
chr11:364620,11,364620,358366,367086
chr11:369257,11,369257,367086,369257
chr11:372538,11,372538,372538,382201
chr11:373968,11,373968,372538,384150
chr11:376286,11,376286,372538,384150
chr11:379841,11,379841,372538,385019
chr11:379877,11,379877,372538,384150
chr11:379892,11,379892,376286,380964
chr11:380964,11,380964,372538,385019
chr11:381658,11,381658,372538,385019
chr11:381673,11,381673,381673,381673
chr11:381937,11,381937,372538,385019
chr11:382202,11,382202,373968,384150
chr11:384867,11,384867,379841,385019
chr11:385019,11,385019,379841,385019
chr11:385103,11,385103,385103,385103
chr11:387462,11,387462,387462,387462
chr11:392685,11,392685,392685,400712
chr11:393945,11,393945,392685,400712
chr11:394469,11,394469,394469,394469
chr11:407251,11,407251,403233,425985
chr11:411456,11,411456,403781,428422
chr11:417049,11,417049,404841,428422
chr11:425936,11,425936,407251,448760
chr11:425985,11,425985,407251,445373
chr11:428422,11,428422,411456,448760
chr11:430725,11,430725,421231,456846
chr11:431308,11,431308,431308,431308
chr11:431573,11,431573,421231,456846
chr11:439973,11,439973,430725,460484
chr11:440451,11,440451,425090,460484
chr11:443807,11,443807,421231,462463
chr11:444152,11,444152,425090,462463
chr11:445373,11,445373,421231,462463
chr11:446795,11,446795,436668,452711
chr11:449454,11,449454,430725,462463
chr11:452711,11,452711,430725,463057
chr11:456846,11,456846,430725,463057
chr11:457834,11,457834,457834,457834
chr11:458159,11,458159,458159,458159
chr11:458692,11,458692,452711,462463
chr11:462463,11,462463,441961,467786
chr11:467666,11,467666,460484,475092
chr11:467744,11,467744,460484,475092
chr11:515435,11,515435,508824,522294
chr11:549457,11,549457,532258,559870
chr11:549470,11,549470,532258,562114
chr11:559683,11,559683,533229,567885
chr11:564538,11,564538,549137,567885
chr11:567434,11,567434,559683,571825
chr11:571825,11,571825,565905,576352
chr11:624345,11,624345,615824,629750
chr11:628031,11,628031,618029,632234
chr11:628241,11,628241,618029,632234
chr11:628767,11,628767,618029,632234
chr11:628896,11,628896,618029,632234
chr11:629511,11,629511,618029,632234
chr11:629750,11,629750,618029,632234
chr11:635532,11,635532,632234,644791
chr11:635886,11,635886,632234,645157
chr11:642730,11,642730,635886,645162
chr12:13781,12,13781,13769,21837
chr12:19930,12,19930,19930,19930
chr12:23264,12,23264,14310,37552
chr12:24735,12,24735,17131,37884
chr12:25742,12,25742,17131,37884
chr12:26922,12,26922,17131,37884
chr12:32580,12,32580,21837,43295
chr12:35196,12,35196,23264,43295
chr12:43295,12,43295,29949,50531
chr12:84341,12,84341,82740,84341
chr12:87080,12,87080,87080,87275
chr12:93045,12,93045,91612,98701
chr12:97108,12,97108,97108,97108
chr12:97147,12,97147,97147,97159
chr12:97159,12,97159,97147,97159
chr12:130083,12,130083,130083,130666
chr12:130108,12,130108,126688,144481
chr12:130128,12,130128,126688,144481
chr12:130739,12,130739,126688,144481
chr12:131003,12,131003,126688,144481
chr12:132253,12,132253,132253,132253
chr12:134496,12,134496,126688,153748
chr12:135855,12,135855,126688,153748
chr12:136315,12,136315,126688,158615
chr12:136527,12,136527,126688,153748
chr12:138154,12,138154,126769,158615
chr12:139755,12,139755,128383,158615
chr12:140997,12,140997,128383,158615
chr12:144481,12,144481,128383,158615
chr12:148231,12,148231,134496,163451
chr12:150435,12,150435,134496,168087
chr12:150878,12,150878,150878,150878
chr12:152803,12,152803,134496,168087
chr12:182813,12,182813,180329,194466
chr12:184955,12,184955,182813,194466
chr12:185198,12,185198,182813,194466
chr12:190554,12,190554,182813,198501
chr12:194466,12,194466,182813,198501
chr12:196991,12,196991,186678,207362
chr12:205111,12,205111,196147,222718
chr12:211932,12,211932,211932,211932
chr12:222736,12,222736,206648,229358
chr12:224908,12,224908,210685,230601
chr12:234859,12,234859,230601,245473
chr12:235026,12,235026,230601,243991
chr12:235332,12,235332,230908,245473
chr12:237173,12,237173,230908,247888
chr12:239002,12,239002,234472,251868
chr12:245256,12,245256,241614,245473
chr12:253093,12,253093,253093,253093
chr12:259721,12,259721,259721,259721
chr12:260220,12,260220,256127,263103
chr12:265316,12,265316,265316,265316
chr12:274242,12,274242,271300,277526
chr12:281802,12,281802,281400,281805
chr12:283368,12,283368,282769,286066
chr12:283720,12,283720,282769,286066
chr12:290718,12,290718,286066,299795
chr12:371279,12,371279,344627,383826
chr12:371483,12,371483,347029,383137
chr12:379915,12,379915,369495,384824
chr12:382340,12,382340,371279,384824
chr12:384824,12,384824,372955,387634
chr12:394590,12,394590,394590,401564
chr12:423791,12,423791,417956,433534
chr12:425418,12,425418,420304,443164
chr12:433955,12,433955,425418,443164
chr12:439038,12,439038,425418,443164
chr12:440337,12,440337,430049,443164
chr12:440342,12,440342,430049,443164
chr12:440640,12,440640,425418,443164
chr12:441152,12,441152,425418,443164
chr12:441523,12,441523,441523,441523
chr12:441632,12,441632,425418,443164
chr12:441706,12,441706,425418,443164
chr12:442034,12,442034,425418,443164
chr12:442615,12,442615,425418,443164
chr12:442798,12,442798,430049,443164
chr12:442818,12,442818,433534,443164
chr12:442845,12,442845,430049,443164
chr12:442873,12,442873,425418,443164
chr12:443030,12,443030,425418,443164
chr12:443164,12,443164,425418,443164
chr12:448368,12,448368,448368,493255
chr12:449184,12,449184,448368,491881
chr12:449482,12,449482,448368,501734
chr12:451397,12,451397,448368,502343
chr12:451539,12,451539,451539,451539
chr12:460676,12,460676,460676,460676
chr12:460678,12,460678,460678,460678
chr12:490980,12,490980,448368,505016
chr12:494834,12,494834,449482,506655
chr12:498059,12,498059,449482,506655
chr12:498728,12,498728,449482,506655
chr12:500001,12,500001,449482,508853
chr12:501622,12,501622,450044,509982
chr12:506655,12,506655,493255,510268
chr12:508853,12,508853,500001,512394
chr12:509786,12,509786,501100,512394
chr12:509982,12,509982,501100,512394
chr12:510241,12,510241,506655,510268
chr12:510268,12,510268,504262,511884
chr12:510429,12,510429,510429,510429
chr12:511533,12,511533,511533,512394
chr12:514965,12,514965,514437,515351
chr12:515351,12,515351,514437,518231
chr12:543141,12,543141,536833,552743
chr12:543480,12,543480,536833,552743
chr12:545673,12,545673,537571,553802
chr12:545933,12,545933,545933,545933
chr12:547680,12,547680,547680,547680
chr12:548452,12,548452,543141,553802
chr12:549297,12,549297,543141,553802
chr12:552743,12,552743,543141,557933
chr12:553350,12,553350,545567,560481
chr12:553701,12,553701,545567,560481
chr12:553802,12,553802,545567,560481
chr12:555317,12,555317,551811,560481
chr12:557450,12,557450,551811,563498
