SNP	beta	abs_beta	PPI	DRUG	LD050_ID	cis_PPI_genes	cis_trans
10480	-0.593390009	0.593390009	['ERG11', 'PIS1']	noDrug	LD050_2157		trans
11910	-0.538159074	0.538159074	['ERG11', 'PIS1']	noDrug	LD050_2418		trans
11912	-0.551067804	0.551067804	['ERG11', 'PIS1']	noDrug	LD050_2420		trans
7484	0.504837048	0.504837048	['ERG11', 'TPO4']	5-FC	LD050_1541	TPO1	trans
10425	-0.498899004	0.498899004	['ERG11', 'TPO4']	5-FC	LD050_2143		trans
10438	-1.007851557	1.007851557	['ERG11', 'TPO4']	5-FC	LD050_2147		trans
10480	-0.49537234	0.49537234	['ERG11', 'TPO4']	5-FC	LD050_2157		trans
10848	-0.503028491	0.503028491	['ERG11', 'TPO4']	5-FC	LD050_2204		trans
537	-0.496157031	0.496157031	['ERG11', 'TPO4']	Fluconazole	LD050_131	SLM4	trans
551	-0.51659538	0.51659538	['ERG11', 'TPO4']	Fluconazole	LD050_136		trans
556	-0.514252965	0.514252965	['ERG11', 'TPO4']	Fluconazole	LD050_137		trans
4285	0.524393155	0.524393155	['ERG11', 'TPO4']	Fluconazole	LD050_918		trans
4291	0.503229554	0.503229554	['ERG11', 'TPO4']	Fluconazole	LD050_922	PMC1	trans
10482	-0.487097589	0.487097589	['ERG11', 'TPO4']	Fluconazole	LD050_2158		trans
3064	0.293616826	0.293616826	['ERG11', 'TPO4']	Metformin	LD050_646		trans
3066	0.301939886	0.301939886	['ERG11', 'TPO4']	Metformin	LD050_647		trans
3070	0.315866743	0.315866743	['ERG11', 'TPO4']	Metformin	LD050_648		trans
3072	0.303328757	0.303328757	['ERG11', 'TPO4']	Metformin	LD050_650		trans
8792	0.325583622	0.325583622	['ERG11', 'TPO4']	Metformin	LD050_1805	PGM2	trans
8794	0.321001204	0.321001204	['ERG11', 'TPO4']	Metformin	LD050_1807		trans
8802	0.333396575	0.333396575	['ERG11', 'TPO4']	Metformin	LD050_1809	ADE17	trans
8815	0.328438067	0.328438067	['ERG11', 'TPO4']	Metformin	LD050_1811	ADE17	trans
10425	-0.494904742	0.494904742	['ERG11', 'TPO4']	Trifluoperazine	LD050_2143		trans
10438	-0.999534169	0.999534169	['ERG11', 'TPO4']	Trifluoperazine	LD050_2147		trans
10438	-1.030483683	1.030483683	['ERG11', 'TPO4']	noDrug	LD050_2147		trans
4528	-0.569133029	0.569133029	['ERG27', 'ACF2']	5-FC	LD050_960		trans
11928	-0.57734552	0.57734552	['ERG27', 'ACF2']	5-FC	LD050_2424		trans
11931	-1.120965276	1.120965276	['ERG27', 'ACF2']	5-FC	LD050_2425		trans
11940	-0.657107978	0.657107978	['ERG27', 'ACF2']	5-FC	LD050_2426		trans
11944	-0.653595936	0.653595936	['ERG27', 'ACF2']	5-FC	LD050_2428		trans
10210	-0.637401315	0.637401315	['ERG27', 'ACF2']	Fluconazole	LD050_2082		trans
4528	-0.532433888	0.532433888	['ERG27', 'ACF2']	Metformin	LD050_960		trans
5741	-0.492172978	0.492172978	['ERG27', 'ACF2']	Metformin	LD050_1215		trans
5792	-0.507405298	0.507405298	['ERG27', 'ACF2']	Metformin	LD050_1226		trans
10480	-0.493568049	0.493568049	['ERG27', 'ACF2']	Metformin	LD050_2157		trans
4528	-0.590071436	0.590071436	['ERG27', 'ACF2']	Trifluoperazine	LD050_960		trans
10848	-0.548501242	0.548501242	['ERG27', 'ACF2']	Trifluoperazine	LD050_2204		trans
11940	-0.584246125	0.584246125	['ERG27', 'ACF2']	Trifluoperazine	LD050_2426		trans
11944	-0.54846448	0.54846448	['ERG27', 'ACF2']	Trifluoperazine	LD050_2428		trans
6983	0.595386061	0.595386061	['ERG27', 'ACF2']	noDrug	LD050_1443		trans
11910	-0.580693719	0.580693719	['ERG27', 'ACF2']	noDrug	LD050_2418		trans
11912	-0.629021634	0.629021634	['ERG27', 'ACF2']	noDrug	LD050_2420		trans
11920	-0.601504468	0.601504468	['ERG27', 'ACF2']	noDrug	LD050_2422		trans
11929	-0.631895233	0.631895233	['ERG27', 'ACF2']	noDrug	LD050_2424		trans
11931	-1.170546478	1.170546478	['ERG27', 'ACF2']	noDrug	LD050_2425		trans
11940	-0.706760756	0.706760756	['ERG27', 'ACF2']	noDrug	LD050_2426		trans
11944	-0.660628711	0.660628711	['ERG27', 'ACF2']	noDrug	LD050_2428		trans
8218	0.698719939	0.698719939	['ERV25', 'EMP47']	5-FC	LD050_1701		trans
4901	0.654032395	0.654032395	['ERV25', 'EMP47']	Fluconazole	LD050_1045		trans
8894	-0.63742077	0.63742077	['ERV25', 'EMP47']	Fluconazole	LD050_1821		trans
4528	-0.475720799	0.475720799	['ERV25', 'EMP47']	Metformin	LD050_960		trans
8522	-0.770785449	0.770785449	['ERV25', 'EMP47']	Metformin	LD050_1763	ALO1	trans
4528	-0.661608785	0.661608785	['ERV25', 'EMP47']	Trifluoperazine	LD050_960		trans
10848	-0.618841061	0.618841061	['ERV25', 'EMP47']	Trifluoperazine	LD050_2204		trans
3871	0.808970044	0.808970044	['ERV25', 'EMP47']	noDrug	LD050_813		trans
5735	-0.615336447	0.615336447	['ERV25', 'EMP47']	noDrug	LD050_1215		trans
5747	-0.635842376	0.635842376	['ERV25', 'EMP47']	noDrug	LD050_1216		trans
5766	-0.640246671	0.640246671	['ERV25', 'EMP47']	noDrug	LD050_1219		trans
5780	-0.632063781	0.632063781	['ERV25', 'EMP47']	noDrug	LD050_1223		trans
6983	0.536761124	0.536761124	['ERV25', 'ERG5']	5-FC	LD050_1443		trans
10438	-0.898663333	0.898663333	['ERV25', 'ERG5']	5-FC	LD050_2147		trans
10480	-0.569040661	0.569040661	['ERV25', 'ERG5']	5-FC	LD050_2157		trans
4285	0.656968361	0.656968361	['ERV25', 'ERG5']	Fluconazole	LD050_918		trans
4291	0.628885864	0.628885864	['ERV25', 'ERG5']	Fluconazole	LD050_922	PMC1	trans
4909	0.567007721	0.567007721	['ERV25', 'ERG5']	Fluconazole	LD050_1049		trans
4913	1.162580474	1.162580474	['ERV25', 'ERG5']	Fluconazole	LD050_1051		trans
4914	0.636048086	0.636048086	['ERV25', 'ERG5']	Fluconazole	LD050_1052		trans
4972	0.558835946	0.558835946	['ERV25', 'ERG5']	Fluconazole	LD050_1061	ERG11	trans
9438	-0.643877366	0.643877366	['ERV25', 'ERG5']	Fluconazole	LD050_1911		trans
9554	-0.582706597	0.582706597	['ERV25', 'ERG5']	Fluconazole	LD050_1929		trans
10040	1.336997268	1.336997268	['ERV25', 'ERG5']	Fluconazole	LD050_2055		trans
10438	-0.484702217	0.484702217	['ERV25', 'ERG5']	Metformin	LD050_2147		trans
6983	0.527975932	0.527975932	['ERV25', 'ERG5']	Trifluoperazine	LD050_1443		trans
10480	-0.532469487	0.532469487	['ERV25', 'ERG5']	Trifluoperazine	LD050_2157		trans
10861	-1.063663438	1.063663438	['ERV25', 'ERG5']	Trifluoperazine	LD050_2205		trans
11897	-0.534846327	0.534846327	['ERV25', 'ERG5']	Trifluoperazine	LD050_2418		trans
667	0.967215494	0.967215494	['ERV25', 'ORM2']	5-FC	LD050_159		trans
789	-0.504294211	0.504294211	['ERV25', 'ORM2']	5-FC	LD050_194		trans
792	-0.526593161	0.526593161	['ERV25', 'ORM2']	5-FC	LD050_196		trans
798	-0.476860796	0.476860796	['ERV25', 'ORM2']	5-FC	LD050_197		trans
10438	-0.982165999	0.982165999	['ERV25', 'ORM2']	5-FC	LD050_2147		trans
3143	0.607394269	0.607394269	['ERV25', 'ORM2']	Fluconazole	LD050_667		trans
3144	1.282666453	1.282666453	['ERV25', 'ORM2']	Fluconazole	LD050_668		trans
4286	0.626351423	0.626351423	['ERV25', 'ORM2']	Fluconazole	LD050_918		trans
4290	0.604755037	0.604755037	['ERV25', 'ORM2']	Fluconazole	LD050_922	PMC1	trans
4904	0.601885803	0.601885803	['ERV25', 'ORM2']	Fluconazole	LD050_1047		trans
4914	0.644052627	0.644052627	['ERV25', 'ORM2']	Fluconazole	LD050_1052		trans
9465	-0.275936638	0.275936638	['ERV25', 'ORM2']	Metformin	LD050_1917		trans
10438	-0.497494212	0.497494212	['ERV25', 'ORM2']	Metformin	LD050_2147		trans
779	-0.449284435	0.449284435	['ERV25', 'ORM2']	Trifluoperazine	LD050_192		trans
789	-0.51216032	0.51216032	['ERV25', 'ORM2']	Trifluoperazine	LD050_194		trans
792	-0.532481158	0.532481158	['ERV25', 'ORM2']	Trifluoperazine	LD050_196		trans
797	-0.449361214	0.449361214	['ERV25', 'ORM2']	Trifluoperazine	LD050_197		trans
8515	-0.504599364	0.504599364	['ERV25', 'ORM2']	Trifluoperazine	LD050_1760	ALO1	trans
10438	-0.813086175	0.813086175	['ERV25', 'ORM2']	Trifluoperazine	LD050_2147		trans
789	-0.537121488	0.537121488	['ERV25', 'ORM2']	noDrug	LD050_194		trans
793	-0.579931273	0.579931273	['ERV25', 'ORM2']	noDrug	LD050_196		trans
10438	-1.216291976	1.216291976	['ERV25', 'ORM2']	noDrug	LD050_2147		trans
653	0.591280227	0.591280227	['ERV25', 'PIS1']	5-FC	LD050_155		trans
11694	0.597756086	0.597756086	['ERV25', 'PIS1']	5-FC	LD050_2378		trans
6	0.73581029	0.73581029	['ERV25', 'PIS1']	Fluconazole	LD050_5		trans
649	0.567570224	0.567570224	['ERV25', 'PIS1']	Fluconazole	LD050_152		trans
7077	0.569510235	0.569510235	['ERV25', 'PIS1']	Fluconazole	LD050_1460		trans
9431	-0.538067761	0.538067761	['ERV25', 'PIS1']	Fluconazole	LD050_1911		trans
10214	-0.546321593	0.546321593	['ERV25', 'PIS1']	Fluconazole	LD050_2083		trans
7481	0.600730467	0.600730467	['ERV25', 'RBD2']	5-FC	LD050_1540	TPO1	trans
1505	-1.19347931	1.19347931	['ERV25', 'RBD2']	Metformin	LD050_388		trans
11910	-0.730804262	0.730804262	['ERV25', 'UIP4']	5-FC	LD050_2418		trans
11912	-0.768545386	0.768545386	['ERV25', 'UIP4']	5-FC	LD050_2420		trans
11918	-0.938835779	0.938835779	['ERV25', 'UIP4']	5-FC	LD050_2421		trans
11924	-0.675008049	0.675008049	['ERV25', 'UIP4']	5-FC	LD050_2422		trans
11928	-0.755511415	0.755511415	['ERV25', 'UIP4']	5-FC	LD050_2424		trans
11931	-1.448746744	1.448746744	['ERV25', 'UIP4']	5-FC	LD050_2425		trans
11940	-0.773100993	0.773100993	['ERV25', 'UIP4']	5-FC	LD050_2426		trans
11944	-0.768063883	0.768063883	['ERV25', 'UIP4']	5-FC	LD050_2428		trans
11948	-0.655183949	0.655183949	['ERV25', 'UIP4']	5-FC	LD050_2430		trans
1784	1.139619507	1.139619507	['ERV25', 'UIP4']	Fluconazole	LD050_445		trans
9430	-0.701994099	0.701994099	['ERV25', 'UIP4']	Fluconazole	LD050_1911		trans
9541	-0.512123749	0.512123749	['ERV25', 'UIP4']	Metformin	LD050_1929		trans
9968	-0.462197434	0.462197434	['ERV25', 'UIP4']	Metformin	LD050_2029		trans
11903	-0.457104244	0.457104244	['ERV25', 'UIP4']	Metformin	LD050_2418		trans
11944	-0.484504088	0.484504088	['ERV25', 'UIP4']	Metformin	LD050_2428		trans
9266	1.372846539	1.372846539	['ERV25', 'UIP4']	Trifluoperazine	LD050_1889		trans
11910	-0.593848953	0.593848953	['ERV25', 'UIP4']	Trifluoperazine	LD050_2418		trans
11912	-0.608896816	0.608896816	['ERV25', 'UIP4']	Trifluoperazine	LD050_2420		trans
11928	-0.597855781	0.597855781	['ERV25', 'UIP4']	Trifluoperazine	LD050_2424		trans
5734	-0.638152875	0.638152875	['ERV25', 'UIP4']	noDrug	LD050_1215		trans
10848	-0.64651889	0.64651889	['ERV25', 'UIP4']	noDrug	LD050_2204		trans
11903	-0.66506689	0.66506689	['ERV25', 'UIP4']	noDrug	LD050_2418		trans
11912	-0.675885143	0.675885143	['ERV25', 'UIP4']	noDrug	LD050_2420		trans
11928	-0.656532189	0.656532189	['ERV25', 'UIP4']	noDrug	LD050_2424		trans
11940	-0.67502376	0.67502376	['ERV25', 'UIP4']	noDrug	LD050_2426		trans
11944	-0.682783512	0.682783512	['ERV25', 'UIP4']	noDrug	LD050_2428		trans
11948	-0.64373629	0.64373629	['ERV25', 'UIP4']	noDrug	LD050_2430		trans
10438	-0.977390846	0.977390846	['FMP45', 'HNM1']	5-FC	LD050_2147		trans
11900	-0.565235371	0.565235371	['FMP45', 'HNM1']	5-FC	LD050_2418		trans
3099	0.609957307	0.609957307	['FMP45', 'HNM1']	Fluconazole	LD050_654		trans
3104	0.618923753	0.618923753	['FMP45', 'HNM1']	Fluconazole	LD050_659		trans
3134	0.628555866	0.628555866	['FMP45', 'HNM1']	Fluconazole	LD050_665		trans
3139	0.62284695	0.62284695	['FMP45', 'HNM1']	Fluconazole	LD050_667		trans
9430	-0.606064243	0.606064243	['FMP45', 'HNM1']	Fluconazole	LD050_1911		trans
11942	-0.567020495	0.567020495	['FMP45', 'HNM1']	Fluconazole	LD050_2428		trans
10438	-0.750899346	0.750899346	['FMP45', 'HNM1']	Metformin	LD050_2147		trans
2858	-0.553877852	0.553877852	['FMP45', 'HNM1']	noDrug	LD050_605		trans
11704	0.560261362	0.560261362	['FMP45', 'HNM1']	noDrug	LD050_2378		trans
10438	-0.988144008	0.988144008	['FMP45', 'MEP1']	5-FC	LD050_2147		trans
10480	-0.599509593	0.599509593	['FMP45', 'MEP1']	5-FC	LD050_2157		trans
11900	-0.702461738	0.702461738	['FMP45', 'MEP1']	5-FC	LD050_2418		trans
11912	-0.742969905	0.742969905	['FMP45', 'MEP1']	5-FC	LD050_2420		trans
11920	-0.683284924	0.683284924	['FMP45', 'MEP1']	5-FC	LD050_2422		trans
11928	-0.733608206	0.733608206	['FMP45', 'MEP1']	5-FC	LD050_2424		trans
11931	-1.34670502	1.34670502	['FMP45', 'MEP1']	5-FC	LD050_2425		trans
11940	-0.687550855	0.687550855	['FMP45', 'MEP1']	5-FC	LD050_2426		trans
11944	-0.678483375	0.678483375	['FMP45', 'MEP1']	5-FC	LD050_2428		trans
649	0.610875152	0.610875152	['FMP45', 'MEP1']	Fluconazole	LD050_152		trans
9430	-0.618753588	0.618753588	['FMP45', 'MEP1']	Fluconazole	LD050_1911		trans
10848	-0.473912897	0.473912897	['FMP45', 'MEP1']	Metformin	LD050_2204		trans
10866	-0.470625812	0.470625812	['FMP45', 'MEP1']	Metformin	LD050_2206		trans
6983	0.527831014	0.527831014	['FMP45', 'MEP1']	Trifluoperazine	LD050_1443		trans
6983	0.573932911	0.573932911	['FMP45', 'MEP1']	noDrug	LD050_1443		trans
654	0.64105547	0.64105547	['FMP45', 'MID2']	5-FC	LD050_155		trans
10438	-0.970308943	0.970308943	['FMP45', 'MID2']	5-FC	LD050_2147		trans
11699	0.622866881	0.622866881	['FMP45', 'MID2']	5-FC	LD050_2378		trans
11899	-0.598313448	0.598313448	['FMP45', 'MID2']	5-FC	LD050_2418		trans
11912	-0.629050452	0.629050452	['FMP45', 'MID2']	5-FC	LD050_2420		trans
11928	-0.593536576	0.593536576	['FMP45', 'MID2']	5-FC	LD050_2424		trans
11931	-1.193263084	1.193263084	['FMP45', 'MID2']	5-FC	LD050_2425		trans
649	0.668971695	0.668971695	['FMP45', 'MID2']	Fluconazole	LD050_152		trans
1850	0.578882249	0.578882249	['FMP45', 'MID2']	Fluconazole	LD050_451		trans
11946	-0.602018416	0.602018416	['FMP45', 'MID2']	Fluconazole	LD050_2428		trans
10438	-0.790960556	0.790960556	['FMP45', 'MID2']	Metformin	LD050_2147		trans
10480	-0.478030496	0.478030496	['FMP45', 'MID2']	Metformin	LD050_2157		trans
11912	-0.497777804	0.497777804	['FMP45', 'MID2']	Metformin	LD050_2420		trans
11917	-0.988807469	0.988807469	['FMP45', 'MID2']	Metformin	LD050_2421		trans
11935	-0.477117581	0.477117581	['FMP45', 'MID2']	Metformin	LD050_2426		trans
654	0.538845511	0.538845511	['FMP45', 'MID2']	Trifluoperazine	LD050_155		trans
10438	-0.858428385	0.858428385	['FMP45', 'MID2']	Trifluoperazine	LD050_2147		trans
11704	0.564919902	0.564919902	['FMP45', 'MID2']	Trifluoperazine	LD050_2378		trans
648	0.550704624	0.550704624	['FMP45', 'MID2']	noDrug	LD050_152		trans
654	0.558067692	0.558067692	['FMP45', 'MID2']	noDrug	LD050_155		trans
10389	0.773163507	0.773163507	['FMP45', 'MID2']	noDrug	LD050_2127		trans
11701	0.603558312	0.603558312	['FMP45', 'MID2']	noDrug	LD050_2378		trans
1784	0.998524915	0.998524915	['GTR1', 'SLM4']	Fluconazole	LD050_445		trans
3140	0.505610801	0.505610801	['GTR1', 'SLM4']	Fluconazole	LD050_667		trans
4914	0.474945549	0.474945549	['GTR1', 'SLM4']	Fluconazole	LD050_1052		trans
7430	1.247318988	1.247318988	['GTR1', 'SLM4']	Fluconazole	LD050_1536		trans
1211	1.19954004	1.19954004	['GTR1', 'SLM4']	Trifluoperazine	LD050_316		trans
7033	0.796179537	0.796179537	['GTR1', 'SLM4']	Trifluoperazine	LD050_1450		trans
11395	-0.812956582	0.812956582	['GTR1', 'SLM4']	Trifluoperazine	LD050_2327		trans
10419	-0.755846436	0.755846436	['HNM1', 'ERG11']	5-FC	LD050_2139		trans
10425	-0.607772916	0.607772916	['HNM1', 'ERG11']	5-FC	LD050_2143		trans
10438	-1.150306635	1.150306635	['HNM1', 'ERG11']	5-FC	LD050_2147		trans
10480	-0.631356198	0.631356198	['HNM1', 'ERG11']	5-FC	LD050_2157		trans
11900	-0.648962032	0.648962032	['HNM1', 'ERG11']	5-FC	LD050_2418		trans
11912	-0.62888235	0.62888235	['HNM1', 'ERG11']	5-FC	LD050_2420		trans
11929	-0.650872451	0.650872451	['HNM1', 'ERG11']	5-FC	LD050_2424		trans
11931	-1.282659375	1.282659375	['HNM1', 'ERG11']	5-FC	LD050_2425		trans
3134	0.656326595	0.656326595	['HNM1', 'ERG11']	Fluconazole	LD050_665		trans
3141	0.62755618	0.62755618	['HNM1', 'ERG11']	Fluconazole	LD050_667		trans
3144	1.349199503	1.349199503	['HNM1', 'ERG11']	Fluconazole	LD050_668		trans
3147	0.585633709	0.585633709	['HNM1', 'ERG11']	Fluconazole	LD050_670		trans
10425	-0.41381858	0.41381858	['HNM1', 'ERG11']	Metformin	LD050_2143		trans
10438	-0.781228192	0.781228192	['HNM1', 'ERG11']	Metformin	LD050_2147		trans
10480	-0.471961931	0.471961931	['HNM1', 'ERG11']	Metformin	LD050_2157		trans
10438	-0.93964774	0.93964774	['HNM1', 'ERG11']	Trifluoperazine	LD050_2147		trans
11900	-0.579581847	0.579581847	['HNM1', 'ERG11']	Trifluoperazine	LD050_2418		trans
11929	-0.613976184	0.613976184	['HNM1', 'ERG11']	Trifluoperazine	LD050_2424		trans
11931	-1.206194788	1.206194788	['HNM1', 'ERG11']	Trifluoperazine	LD050_2425		trans
10438	-0.991557977	0.991557977	['HNM1', 'ERG11']	noDrug	LD050_2147		trans
11903	-0.633889466	0.633889466	['HNM1', 'ERG11']	noDrug	LD050_2418		trans
11912	-0.638126529	0.638126529	['HNM1', 'ERG11']	noDrug	LD050_2420		trans
11928	-0.659066254	0.659066254	['HNM1', 'ERG11']	noDrug	LD050_2424		trans
11931	-1.236206632	1.236206632	['HNM1', 'ERG11']	noDrug	LD050_2425		trans
11940	-0.625980713	0.625980713	['HNM1', 'ERG11']	noDrug	LD050_2426		trans
11944	-0.657207683	0.657207683	['HNM1', 'ERG11']	noDrug	LD050_2428		trans
10479	-0.541172129	0.541172129	['HNM1', 'MAM33']	5-FC	LD050_2157		trans
1505	-1.072682743	1.072682743	['HNM1', 'MAM33']	Fluconazole	LD050_388		trans
10213	-0.659657891	0.659657891	['HNM1', 'MAM33']	Fluconazole	LD050_2083		trans
9266	0.920706366	0.920706366	['HNM1', 'MAM33']	Metformin	LD050_1889		trans
9266	1.206235691	1.206235691	['HNM1', 'MAM33']	Trifluoperazine	LD050_1889		trans
10438	-0.886018901	0.886018901	['HNM1', 'MID2']	5-FC	LD050_2147		trans
3137	0.517396041	0.517396041	['HNM1', 'MID2']	Fluconazole	LD050_667		trans
8905	-0.950661727	0.950661727	['HNM1', 'MID2']	Fluconazole	LD050_1824		trans
9427	-0.534213667	0.534213667	['HNM1', 'MID2']	Fluconazole	LD050_1911		trans
9574	1.394611606	1.394611606	['HNM1', 'MID2']	Fluconazole	LD050_1931		trans
8778	0.267356793	0.267356793	['HNM1', 'MID2']	Metformin	LD050_1805	PGM2	trans
10480	-0.24218035	0.24218035	['HNM1', 'MID2']	Metformin	LD050_2157		trans
11377	-0.2530019	0.2530019	['HNM1', 'MID2']	Metformin	LD050_2326		trans
10438	-0.935973345	0.935973345	['HNM1', 'MID2']	Trifluoperazine	LD050_2147		trans
11900	-0.57024806	0.57024806	['HNM1', 'MID2']	Trifluoperazine	LD050_2418		trans
10438	-0.903519297	0.903519297	['HNM1', 'MID2']	noDrug	LD050_2147		trans
11903	-0.612991379	0.612991379	['HNM1', 'MID2']	noDrug	LD050_2418		trans
11912	-0.5677271	0.5677271	['HNM1', 'MID2']	noDrug	LD050_2420		trans
11928	-0.579791634	0.579791634	['HNM1', 'MID2']	noDrug	LD050_2424		trans
9441	-0.599767016	0.599767016	['HNM1', 'RBD2']	5-FC	LD050_1911		trans
10212	-0.722048759	0.722048759	['HNM1', 'RBD2']	5-FC	LD050_2082		trans
10216	-0.675610087	0.675610087	['HNM1', 'RBD2']	5-FC	LD050_2083		trans
10220	-0.601738993	0.601738993	['HNM1', 'RBD2']	5-FC	LD050_2086		trans
2936	-0.690544453	0.690544453	['HNM1', 'RBD2']	Fluconazole	LD050_625		trans
6039	0.845430752	0.845430752	['HNM1', 'RBD2']	Fluconazole	LD050_1290		trans
7430	1.541883204	1.541883204	['HNM1', 'RBD2']	Fluconazole	LD050_1536		trans
10211	-0.571064667	0.571064667	['HNM1', 'RBD2']	Fluconazole	LD050_2082		trans
10213	-0.625346865	0.625346865	['HNM1', 'RBD2']	Fluconazole	LD050_2083		trans
10220	-0.565917291	0.565917291	['HNM1', 'RBD2']	Fluconazole	LD050_2086		trans
10227	-0.513249688	0.513249688	['HNM1', 'RBD2']	Fluconazole	LD050_2088		trans
10228	-0.972673298	0.972673298	['HNM1', 'RBD2']	Fluconazole	LD050_2089		trans
10229	-0.540697201	0.540697201	['HNM1', 'RBD2']	Fluconazole	LD050_2090		trans
10233	-0.488040753	0.488040753	['HNM1', 'RBD2']	Fluconazole	LD050_2094		trans
11744	0.477433829	0.477433829	['HNM1', 'RBD2']	Fluconazole	LD050_2386		trans
5741	-0.426433651	0.426433651	['HNM1', 'RBD2']	Metformin	LD050_1215		trans
5745	-0.401959781	0.401959781	['HNM1', 'RBD2']	Metformin	LD050_1216		trans
9446	-0.404301208	0.404301208	['HNM1', 'RBD2']	Metformin	LD050_1913		trans
10208	-0.5194535	0.5194535	['HNM1', 'RBD2']	Metformin	LD050_2082		trans
10214	-0.436537798	0.436537798	['HNM1', 'RBD2']	Metformin	LD050_2083		trans
11701	0.518593816	0.518593816	['HNM1', 'RBD2']	Trifluoperazine	LD050_2378		trans
9718	-1.383756437	1.383756437	['HNM1', 'RBD2']	noDrug	LD050_1966		trans
11699	0.497009709	0.497009709	['HNM1', 'RBD2']	noDrug	LD050_2378		trans
3817	0.589486337	0.589486337	['HNM1', 'TPO1']	Fluconazole	LD050_796	RET2	trans
10208	-0.671410609	0.671410609	['HNM1', 'TPO1']	Fluconazole	LD050_2082		trans
10213	-0.599144253	0.599144253	['HNM1', 'TPO1']	Fluconazole	LD050_2083		trans
11910	-0.580181216	0.580181216	['HNM1', 'TPO2']	5-FC	LD050_2418		trans
11912	-0.63697255	0.63697255	['HNM1', 'TPO2']	5-FC	LD050_2420		trans
981	0.680553827	0.680553827	['HNM1', 'TPO2']	Fluconazole	LD050_270		trans
5713	-0.586869005	0.586869005	['HNM1', 'TPO2']	Fluconazole	LD050_1210		trans
7983	0.580870267	0.580870267	['HNM1', 'TPO2']	Fluconazole	LD050_1652		trans
10210	-0.742659734	0.742659734	['HNM1', 'TPO2']	Fluconazole	LD050_2082		trans
10213	-0.707573898	0.707573898	['HNM1', 'TPO2']	Fluconazole	LD050_2083		trans
2926	-0.452344551	0.452344551	['HNM1', 'TPO2']	Metformin	LD050_623		trans
4529	-0.349802474	0.349802474	['HNM1', 'TPO2']	Metformin	LD050_960		trans
4533	-0.350230521	0.350230521	['HNM1', 'TPO2']	Metformin	LD050_961		trans
4657	-0.408490585	0.408490585	['HNM1', 'TPO2']	Metformin	LD050_993		trans
11912	-0.359339589	0.359339589	['HNM1', 'TPO2']	Metformin	LD050_2420		trans
277	0.548474918	0.548474918	['HNM1', 'TPO2']	Trifluoperazine	LD050_74		trans
11912	-0.556517059	0.556517059	['HNM1', 'TPO2']	Trifluoperazine	LD050_2420		trans
11912	-0.615896721	0.615896721	['HNM1', 'TPO2']	noDrug	LD050_2420		trans
11900	-0.580220473	0.580220473	['HNM1', 'TPO4']	5-FC	LD050_2418		trans
11929	-0.554005799	0.554005799	['HNM1', 'TPO4']	5-FC	LD050_2424		trans
11940	-0.556552594	0.556552594	['HNM1', 'TPO4']	5-FC	LD050_2426		trans
11946	-0.554391388	0.554391388	['HNM1', 'TPO4']	5-FC	LD050_2428		trans
5618	-0.600660526	0.600660526	['HNM1', 'TPO4']	Fluconazole	LD050_1187		trans
10210	-0.761488118	0.761488118	['HNM1', 'TPO4']	Fluconazole	LD050_2082		trans
10213	-0.700061765	0.700061765	['HNM1', 'TPO4']	Fluconazole	LD050_2083		trans
10222	-0.603869888	0.603869888	['HNM1', 'TPO4']	Fluconazole	LD050_2088		trans
10234	-0.612842594	0.612842594	['HNM1', 'TPO4']	Fluconazole	LD050_2094		trans
2312	0.329049278	0.329049278	['HNM1', 'TPO4']	Metformin	LD050_514		trans
8816	0.325877243	0.325877243	['HNM1', 'TPO4']	Metformin	LD050_1811	ADE17	trans
10480	-0.398408702	0.398408702	['HNM1', 'TPO4']	Metformin	LD050_2157		trans
11901	-0.327571582	0.327571582	['HNM1', 'TPO4']	Metformin	LD050_2418		trans
11900	-0.543667534	0.543667534	['HNM1', 'TPO4']	noDrug	LD050_2418		trans
11924	-0.536111465	0.536111465	['HNM1', 'TPO4']	noDrug	LD050_2422		trans
11929	-0.594163026	0.594163026	['HNM1', 'TPO4']	noDrug	LD050_2424		trans
11931	-1.104385309	1.104385309	['HNM1', 'TPO4']	noDrug	LD050_2425		trans
11940	-0.544899861	0.544899861	['HNM1', 'TPO4']	noDrug	LD050_2426		trans
5766	-0.564390945	0.564390945	['HUG1', 'ADE17']	5-FC	LD050_1219		trans
5776	-1.259447854	1.259447854	['HUG1', 'ADE17']	5-FC	LD050_1221		trans
6437	1.060573905	1.060573905	['HUG1', 'ADE17']	5-FC	LD050_1380		trans
11900	-0.62512873	0.62512873	['HUG1', 'ADE17']	5-FC	LD050_2418		trans
11940	-0.583995728	0.583995728	['HUG1', 'ADE17']	5-FC	LD050_2426		trans
11944	-0.580454644	0.580454644	['HUG1', 'ADE17']	5-FC	LD050_2428		trans
5736	-0.553619638	0.553619638	['HUG1', 'ADE17']	Fluconazole	LD050_1215		trans
9956	-0.503237212	0.503237212	['HUG1', 'ADE17']	Metformin	LD050_2029		trans
11903	-0.609094075	0.609094075	['HUG1', 'ADE17']	Metformin	LD050_2418		trans
11912	-0.50704132	0.50704132	['HUG1', 'ADE17']	Metformin	LD050_2420		trans
658	0.595063452	0.595063452	['HUG1', 'ADE17']	Trifluoperazine	LD050_155		trans
660	0.604966448	0.604966448	['HUG1', 'ADE17']	Trifluoperazine	LD050_157		trans
