SNP,PPI,DRUG,eQTL_gene,eQTL_gene_id,Chromosome,piQTL_peak,piQTL_left,piQTL_right,eQTL_peak,eQTL_left,eQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,eQTL_LOD,eQTL_gene_dist,eQTL_cis,peak_distance,is_piQTL_peak_in_eQTL,is_eQTL_peak_in_piQTL,eQTL_gene_description,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
5792,HUG1_ALO1,5-FC,AGE2,YIL044C,Chr9,270121,270121,270121,270121,269349,275192,-0.67590631,3.793051041,0.040317946,16.30883692,0.0,True,0,True,True,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif""",YIL046W,MET30,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p"""
5792,HUG1_ALO1,5-FC,LSM1,YJL124C,Chr9,270121,270121,270121,270121,267764,291930,-0.67590631,3.793051041,0.040317946,3.508513435,,False,0,True,True,"""Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p ; Lsm3p ; Lsm4p ; Lsm5p ; Lsm6p ; and Lsm7p) involved in degradation of cytoplasmic mRNAs; also enters the nucleus and positively regulates transcription initiation; unlike most Sm-like proteins ; Lsm1p requires both its SM-domain and C-terminal domain for RNA-binding; binds to mRNAs under glucose starvation ; most often in the 3' UTR; forms cytoplasmic foci upon DNA replication stress""",YIL046W,MET30,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p"""
5792,HUG1_ALO1,5-FC,YJL107C,YJL107C,Chr9,270121,270121,270121,270121,242419,291930,-0.67590631,3.793051041,0.040317946,5.437029676,,False,0,True,True,"""Putative protein of unknown function; expression is induced by activation of the HOG1 mitogen-activated signaling pathway and this induction is Hog1p/Pbs2p dependent; YJL107C and adjacent ORF ; YJL108C are merged in related fungi""",YIL046W,MET30,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p"""
5792,HUG1_ALO1,5-FC,YNR029C,YNR029C,Chr9,270121,270121,270121,270121,256045,279526,-0.67590631,3.793051041,0.040317946,3.426611993,,False,0,True,True,"""Putative protein of unknown function; deletion confers reduced fitness in saline""",YIL046W,MET30,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p"""
7128,DHH1_LSM3,Metformin,SPG1,YGR236C,Chr11,360267,360267,369257,360267,228147,489044,-0.280485791,4.116768462,0.021214883,4.304563741,,False,0,True,True,"""Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",YKL041W,VPS24,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway"""
7128,DHH1_LSM3,Metformin,VPS24,YKL041W,Chr11,360267,360267,369257,360267,360267,362247,-0.280485791,4.116768462,0.021214883,37.10630796,0.0,True,0,True,True,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway""",YKL041W,VPS24,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway"""
7128,DHH1_LSM3,Metformin,PLB3,YOL011W,Chr11,360267,360267,369257,360267,297401,631559,-0.280485791,4.116768462,0.021214883,3.560319863,,False,0,True,True,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",YKL041W,VPS24,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway"""
7226,ERG11_PIS1,Metformin,PRY2,YKR013W,Chr11,463846,460484,464832,463846,463846,463846,-0.29959742,4.031638161,0.025148022,116.6731985,0.0,True,0,True,True,"""Sterol binding protein involved in the export of acetylated sterols; role in sterol export is redundant with that of PRY1; redundant role with PRY1 and PRY3 in the export of free fatty acids; may be involved in detoxification of hydrophobic compounds; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",YKR012C,YKR012C,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2"""
8187,TPO1_MID2,Metformin,SSF2,YDR312W,Chr12,837460,829553,843963,837460,259210,1056105,-0.357779211,3.796054002,0.04007503,2.939004481,,False,0,True,True,"""Protein required for ribosomal large subunit maturation; functionally redundant with Ssf1p; member of the Brix family; SSF2 has a paralog ; SSF1 ; that arose from the whole genome duplication""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,GRH1,YDR517W,Chr12,837460,829553,843963,837460,545567,1058607,-0.357779211,3.796054002,0.04007503,3.233803306,,False,0,True,True,"""Acetylated cis-Golgi protein ; homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; required for unconventional protein secretion (UPS) of Acb1p in response to starvation; protein abundance increases in response to DNA replication stress""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,YIL100C-A,YIL100C-A,Chr12,837460,829553,843963,837460,836320,841667,-0.357779211,3.796054002,0.04007503,22.41855795,,False,0,True,True,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,HIS6,YIL020C,Chr12,837460,829553,843963,837460,829269,1011654,-0.357779211,3.796054002,0.04007503,3.832523751,,False,0,True,True,"""Enzyme that catalyzes the fourth step in the histidine pathway; Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,TAL1,YLR354C,Chr12,837460,829553,843963,837460,837460,837460,-0.357779211,3.796054002,0.04007503,71.35208946,0.0,True,0,True,True,"""Transaldolase ; enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate; TAL1 has a paralog ; NQM1 ; that arose from the whole genome duplication""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,THI21,YPL258C,Chr12,837460,829553,843963,837460,830731,865827,-0.357779211,3.796054002,0.04007503,5.274932698,,False,0,True,True,"""Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,GVP36,YIL041W,Chr12,837460,829553,843963,837460,833760,878875,-0.357779211,3.796054002,0.04007503,4.981829296,,False,0,True,True,"""BAR domain protein that localizes to early and late Golgi vesicles; required for adaptation to varying nutrient concentrations ; fluid-phase endocytosis ; polarization of the actin cytoskeleton ; and vacuole biogenesis""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,URA1,YKL216W,Chr12,837460,829553,843963,837460,680005,989831,-0.357779211,3.796054002,0.04007503,3.52541896,,False,0,True,True,"""Dihydroorotate dehydrogenase; catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines ; converting dihydroorotic acid into orotic acid""",YLR354C_NFR/NDR,TAL1,fragile
8187,TPO1_MID2,Metformin,CMC4,YMR194C-B,Chr12,837460,829553,843963,837460,827781,1011654,-0.357779211,3.796054002,0.04007503,4.028942623,,False,0,True,True,"""Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs""",YLR354C_NFR/NDR,TAL1,fragile
8515,ERV25_ORM2,Trifluoperazine,ALO1,YML086C,Chr13,92384,66821,97472,92384,84233,96883,-0.504599364,3.780453936,0.041305282,20.41486492,0.0,True,0,True,True,"""D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone ; which is protective against oxidative stress""",YML088W,UFO1,"""F-box receptor protein; subunit of the Skp1-Cdc53-F-box receptor (SCF) E3 ubiquitin ligase complex; binds to phosphorylated Ho endonuclease ; allowing its ubiquitination by SCF and subsequent degradation"""
8522,ALO1_UIP4,Metformin,RCF2,YNR018W,Chr13,99275,99275,99275,99275,9746,170785,-0.802114416,4.070973887,0.023275322,3.731350984,,False,0,True,True,"""Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast""",YML085C,TUB1,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
8522,ERG11_PIS1,5-FC,RCF2,YNR018W,Chr13,99275,99275,99275,99275,9746,170785,-0.803774446,3.735610889,0.045000116,3.731350984,,False,0,True,True,"""Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast""",YML085C,TUB1,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
8522,ERG11_PIS1,Metformin,RCF2,YNR018W,Chr13,99275,99275,99275,99275,9746,170785,-0.457903491,3.946373265,0.029817691,3.731350984,,False,0,True,True,"""Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast""",YML085C,TUB1,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
8522,ERG11_PIS1,Trifluoperazine,RCF2,YNR018W,Chr13,99275,99275,99275,99275,9746,170785,-0.804698648,3.970167178,0.028434556,3.731350984,,False,0,True,True,"""Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast""",YML085C,TUB1,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
8522,ERV25_EMP47,Metformin,RCF2,YNR018W,Chr13,99275,99275,99275,99275,9746,170785,-0.770785449,4.092377212,0.022296694,3.731350984,,False,0,True,True,"""Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast""",YML085C,TUB1,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
8522,MID2_TPO2,Metformin,RCF2,YNR018W,Chr13,99275,99275,99275,99275,9746,170785,-0.63766761,3.688483696,0.049197584,3.731350984,,False,0,True,True,"""Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast""",YML085C,TUB1,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
8522,SNA4_GTR2,Trifluoperazine,RCF2,YNR018W,Chr13,99275,99275,99275,99275,9746,170785,-0.820595974,3.90031615,0.032653888,3.731350984,,False,0,True,True,"""Cytochrome c oxidase subunit; has a role in assembly of respiratory supercomplexes; similar to Rcf1p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; associates with the cytochrome c oxidase - cytochrome bc1 supercomplex; null mutant accumulates reactive oxygen species; member of the conserved hypoxia induced gene family; C. elegans homolog is functional in yeast""",YML085C,TUB1,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
8804,SRO9_GIS2,Metformin,SPC24,YMR117C,Chr13,500701,491360,503363,500701,500701,507637,0.243328601,3.94348421,0.02997654,32.43399804,0.0,True,0,True,True,"""Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation ; spindle checkpoint activity ; and kinetochore clustering; evolutionarily conserved; other members include Ndc80p ; Nuf2p ; Spc24p ; and Spc25p""",CUT300_NFR/NDR,,
8815,ERG11_TPO4,Metformin,NCW1,YMR122W-A,Chr13,509480,503653,535737,509480,508389,526917,0.328438067,4.584870058,0.007926782,9.675113379,0.0,True,0,True,True,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and endoplasmic reticulum""",YMR120C_NFR/NDR,ADE17,stable
9553,ERG11_HYR1,noDrug,SST2,YLR452C,Chr14,408355,394591,410127,408355,402769,433148,-0.368761874,4.064262841,0.023597975,18.27971278,,False,0,True,True,"""GTPase-activating protein for Gpa1p; regulates desensitization to alpha factor pheromone; also required to prevent receptor-independent signaling of the mating pathway; member of the RGS (regulator of G-protein signaling) family""",YNL116W,DMA2,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication"""
9553,ERG11_HYR1,noDrug,ADE13,YLR359W,Chr14,408355,394591,410127,408355,300017,422746,-0.368761874,4.064262841,0.023597975,3.341610707,,False,0,True,True,"""Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency; human ADSL can complement yeast ADE13 null mutant""",YNL116W,DMA2,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication"""
9574,ERG11_HYR1,Fluconazole,ATS1,YAL020C,Chr14,441268,441268,441268,441268,373628,470301,1.168105637,3.871580908,0.034558644,7.075096886,,False,0,True,True,"""Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex ; Kti11p ; and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,ALG7,YBR243C,Chr14,441268,441268,441268,441268,431063,442736,1.168105637,3.871580908,0.034558644,36.10901197,,False,0,True,True,"""UDP-N-acetyl-glucosamine-1-P transferase; transfers Glc-Nac-P from UDP-GlcNac to Dol-P in the ER in the first step of the dolichol pathway of protein asparagine-linked glycosylation; inhibited by tunicamycin; human homolog DPAGT1 can complement yeast ALG7 mutant""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,SHG1,YBR258C,Chr14,441268,441268,441268,441268,441268,465187,1.168105637,3.871580908,0.034558644,6.761267088,,False,0,True,True,"""Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,PBP4,YDL053C,Chr14,441268,441268,441268,441268,441268,470301,1.168105637,3.871580908,0.034558644,8.105326167,,False,0,True,True,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,HPT1,YDR399W,Chr14,441268,441268,441268,441268,441268,468488,1.168105637,3.871580908,0.034558644,60.41760058,,False,0,True,True,"""Dimeric hypoxanthine-guanine phosphoribosyltransferase; catalyzes the transfer of the phosphoribosyl portion of 5-phosphoribosyl-alpha-1-pyrophosphate to a purine base (either guanine or hypoxanthine) to form pyrophosphate and a purine nucleotide (either guanosine monophosphate or inosine monophosphate); mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,FMP52,YER004W,Chr14,441268,441268,441268,441268,89169,487935,1.168105637,3.871580908,0.034558644,3.723051695,,False,0,True,True,"""Protein of unknown function; localized to the mitochondrial outer membrane; induced by treatment with 8-methoxypsoralen and UVA irradiation""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,TUB2,YFL037W,Chr14,441268,441268,441268,441268,431063,465005,1.168105637,3.871580908,0.034558644,11.84596984,,False,0,True,True,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,GYP8,YFL027C,Chr14,441268,441268,441268,441268,406068,534949,1.168105637,3.871580908,0.034558644,2.991341518,,False,0,True,True,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,PMA1,YGL008C,Chr14,441268,441268,441268,441268,405756,771372,1.168105637,3.871580908,0.034558644,2.834977008,,False,0,True,True,"""Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging ; buds emerge with very low levels of Pma1p ; newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,KSS1,YGR040W,Chr14,441268,441268,441268,441268,441268,465005,1.168105637,3.871580908,0.034558644,30.87287412,,False,0,True,True,"""Mitogen-activated protein kinase (MAPK); involved in signal transduction pathways that control filamentous growth and pheromone response; regulates septum assembly ; and may directly phosphorylate Bni4p; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,MNT3,YIL014W,Chr14,441268,441268,441268,441268,441268,478701,1.168105637,3.871580908,0.034558644,4.359845918,,False,0,True,True,"""Alpha-1,3-mannosyltransferase; adds the fourth and fifth alpha-1,3-linked mannose residues to O-linked glycans during protein O-glycosylation""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,RPE1,YJL121C,Chr14,441268,441268,441268,441268,441268,472584,1.168105637,3.871580908,0.034558644,25.11000371,,False,0,True,True,"""D-ribulose-5-phosphate 3-epimerase; catalyzes a reaction in the non-oxidative part of the pentose-phosphate pathway; mutants are sensitive to oxidative stress""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,BIT61,YJL058C,Chr14,441268,441268,441268,441268,441268,478701,1.168105637,3.871580908,0.034558644,6.556456308,,False,0,True,True,"""Subunit of TORC2 membrane-associated complex; involved in regulation of cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity; BIT61 has a paralog ; BIT2 ; that arose from the whole genome duplication""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,PHD1,YKL043W,Chr14,441268,441268,441268,441268,441268,478701,1.168105637,3.871580908,0.034558644,8.218249979,,False,0,True,True,"""Transcriptional activator that enhances pseudohyphal growth; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; regulates expression of FLO11 ; an adhesin required for pseudohyphal filament formation; similar to StuA ; an A. nidulans developmental regulator; potential Cdc28p substrate; PHD1 has a paralog ; SOK2 ; that arose from the whole genome duplication""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,SRN2,YLR119W,Chr14,441268,441268,441268,441268,214714,478701,1.168105637,3.871580908,0.034558644,4.006295257,,False,0,True,True,"""Component of the ESCRT-I complex; ESCRT-I is involved in ubiquitin-dependent sorting of proteins into the endosome; suppressor of rna1-1 mutation; may be involved in RNA export from nucleus""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,FUS2,YMR232W,Chr14,441268,441268,441268,441268,312454,653593,1.168105637,3.871580908,0.034558644,2.759582936,,False,0,True,True,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,PFK27,YOL136C,Chr14,441268,441268,441268,441268,300017,472584,1.168105637,3.871580908,0.034558644,6.423715374,,False,0,True,True,"""6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate ; expression induced by glucose and sucrose ; transcriptional regulation involves protein kinase A""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,CKB2,YOR039W,Chr14,441268,441268,441268,441268,441268,478701,1.168105637,3.871580908,0.034558644,7.394056792,,False,0,True,True,"""Beta' regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2 ; comprised of CKA1 ; CKA2 ; CKB1 and CKB2 ; has many substrates including transcription factors and all RNA polymerase""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,YOR366W,YOR366W,Chr14,441268,441268,441268,441268,441268,468488,1.168105637,3.871580908,0.034558644,12.42017795,,False,0,True,True,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR365C""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,AFT2,YPL202C,Chr14,441268,441268,441268,441268,441268,465187,1.168105637,3.871580908,0.034558644,17.31360888,,False,0,True,True,"""Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog ; AFT1 ; that arose from the whole genome duplication""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,BEM4,YPL161C,Chr14,441268,441268,441268,441268,441268,478701,1.168105637,3.871580908,0.034558644,8.629016613,,False,0,True,True,"""Protein involved in establishment of cell polarity and bud emergence; interacts with the Rho1p small GTP-binding protein and with the Rho-type GTPase Cdc42p; involved in maintenance of proper telomere length""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,NOP53,YPL146C,Chr14,441268,441268,441268,441268,376313,465005,1.168105637,3.871580908,0.034558644,24.77290902,,False,0,True,True,"""Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p and with the nucleolar proteins Nop17p and Nip7p; null mutant is viable but growth is severely impaired""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,POC4,YPL144W,Chr14,441268,441268,441268,441268,187353,492375,1.168105637,3.871580908,0.034558644,2.541878007,,False,0,True,True,"""Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions; upregulates proteasome assembly in response to the unfolded protein response activated by mistargeting of proteins (UPRam)""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,YPR063C,YPR063C,Chr14,441268,441268,441268,441268,441268,470301,1.168105637,3.871580908,0.034558644,15.34575479,,False,0,True,True,"""ER-localized protein of unknown function""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,OPT2,YPR194C,Chr14,441268,441268,441268,441268,431063,473648,1.168105637,3.871580908,0.034558644,9.048491434,,False,0,True,True,"""Oligopeptide transporter; localized to peroxisomes and affects glutathione redox homeostasis; also localizes to the plasma membrane (PM) and to the late Golgi ; and has a role in maintenance of lipid asymmetry between the inner and outer leaflets of the PM; member of the OPT family ; with potential orthologs in S. pombe and C. albicans; also plays a role in formation of mature vacuoles and in polarized cell growth""",SUT333,,ncRNA_UNB
9574,ERG11_HYR1,Fluconazole,SIW14,YNL032W,Chr14,441268,441268,441268,441268,441268,478701,1.168105637,3.871580908,0.034558644,6.099475274,96796.0,False,0,True,True,"""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including: 5PP-IP5 (IP7) ; 1,5PP-IP4 (IP8) and 5-PP-InsP4; functions as an anti-prion (anti-[PSI]) component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase (PTP) superfamily; localizes to the cytoplasm""",SUT333,,ncRNA_UNB
