,Uniprot_InteractorA,Uniprot_InteractorB,Confidence.value.s.,InteractorA,InteractorB
9078,uniprotkb:P32568,uniprotkb:Q02159,author score:1|author score:low|intact-miscore:0.37,YDR011W,YMR022W
9163,uniprotkb:P53388,uniprotkb:Q02159,author score:1|author score:low|intact-miscore:0.37,YPL265W,YMR022W
9174,uniprotkb:P00958,uniprotkb:Q02159,author score:1|author score:low|intact-miscore:0.37,YGR264C,YMR022W
9176,uniprotkb:P20486,uniprotkb:Q02159,author score:1|author score:low|intact-miscore:0.37,YBR135W,YMR022W
9353,uniprotkb:P0CG63,uniprotkb:P10592,intact-miscore:0.44,YLL039C,YLL024C
9373,uniprotkb:P0CG63,uniprotkb:P02994,intact-miscore:0.44,YLL039C,YBR118W
9377,uniprotkb:P0CG63,uniprotkb:P10614,intact-miscore:0.44,YLL039C,YHR007C
9381,uniprotkb:P0CG63,uniprotkb:P00359,intact-miscore:0.44,YLL039C,YGR192C
9382,uniprotkb:P0CG63,uniprotkb:P16521,intact-miscore:0.44,YLL039C,YLR249W
9392,uniprotkb:P0CG63,uniprotkb:P32324,intact-miscore:0.44,YLL039C,YOR133W
9399,uniprotkb:P0CG63,uniprotkb:P32288,intact-miscore:0.44,YLL039C,YPR035W
9400,uniprotkb:P0CG63,uniprotkb:P00924,intact-miscore:0.44,YLL039C,YGR254W
9407,uniprotkb:P0CG63,uniprotkb:P00925,intact-miscore:0.44,YLL039C,YHR174W
9419,uniprotkb:P0CG63,uniprotkb:P09435,intact-miscore:0.44,YLL039C,YBL075C
9441,uniprotkb:P0CG63,uniprotkb:P02829,intact-miscore:0.44,YLL039C,YPL240C
9444,uniprotkb:P0CG63,uniprotkb:P21147,intact-miscore:0.44,YLL039C,YGL055W
9446,uniprotkb:P0CG63,uniprotkb:Q12329,intact-miscore:0.44,YLL039C,YDR171W
9448,uniprotkb:P0CG63,uniprotkb:P08518,intact-miscore:0.44,YLL039C,YOR151C
9464,uniprotkb:P0CG63,uniprotkb:P16474,intact-miscore:0.44,YLL039C,YJL034W
9472,uniprotkb:P0CG63,uniprotkb:P32478,intact-miscore:0.44,YLL039C,YJL159W
9483,uniprotkb:P32589,uniprotkb:P02829,author score:1|intact-miscore:0.72,YPL106C,YPL240C
9487,uniprotkb:Q12329,uniprotkb:P02829,author score:2|intact-miscore:0.55,YDR171W,YPL240C
9496,uniprotkb:P23561,uniprotkb:P02829,author score:1|intact-miscore:0.49,YLR362W,YPL240C
9513,uniprotkb:P32854,uniprotkb:P02829,author score:2|intact-miscore:0.37,YOR036W,YPL240C
9530,uniprotkb:P32465,uniprotkb:P02829,author score:2|intact-miscore:0.37,YHR094C,YPL240C
9531,uniprotkb:P38695,uniprotkb:P02829,author score:2|intact-miscore:0.37,YHR096C,YPL240C
9535,uniprotkb:P50276,uniprotkb:P02829,author score:2|intact-miscore:0.37,YGR055W,YPL240C
9550,uniprotkb:P38270,uniprotkb:P02829,author score:2|intact-miscore:0.37,YBR128C,YPL240C
9572,uniprotkb:P21147,uniprotkb:P02829,author score:3|intact-miscore:0.37,YGL055W,YPL240C
9585,uniprotkb:P40073,uniprotkb:P02829,author score:3|intact-miscore:0.37,YER118C,YPL240C
9647,uniprotkb:Q06523,uniprotkb:P02829,author score:1|intact-miscore:0.55,YPR148C,YPL240C
9654,uniprotkb:P23561,uniprotkb:P23561,intact-miscore:0.67,YLR362W,YLR362W
9689,uniprotkb:P46655,uniprotkb:P39940,intact-miscore:0.44,YGL245W,YER125W
9726,uniprotkb:P39940,uniprotkb:P39940,intact-miscore:0.44,YER125W,YER125W
9730,uniprotkb:P00925,uniprotkb:P39940,intact-miscore:0.44,YHR174W,YER125W
9738,uniprotkb:P42935,uniprotkb:P39940,intact-miscore:0.44,YGR200C,YER125W
9779,uniprotkb:P14359,uniprotkb:P39940,intact-miscore:0.59,YJL151C,YER125W
9781,uniprotkb:Q03558,uniprotkb:P39940,intact-miscore:0.44,YHR179W,YER125W
9783,uniprotkb:P38741,uniprotkb:P39940,intact-miscore:0.44,YHL024W,YER125W
9810,uniprotkb:P00925,uniprotkb:P43582,intact-miscore:0.44,YHR174W,YFL010C
9851,uniprotkb:P11353,uniprotkb:P43582,intact-miscore:0.44,YDR044W,YFL010C
9864,uniprotkb:P40513,uniprotkb:P40318,intact-miscore:0.44,YIL070C,YIL030C
9873,uniprotkb:P32288,uniprotkb:P40318,intact-miscore:0.44,YPR035W,YIL030C
9876,uniprotkb:P40318,uniprotkb:P00925,intact-miscore:0.44,YIL030C,YHR174W
9896,uniprotkb:P46655,uniprotkb:P40318,intact-miscore:0.44,YGL245W,YIL030C
9917,uniprotkb:Q04491,uniprotkb:P40318,intact-miscore:0.44,YLR208W,YIL030C
9919,uniprotkb:P10592,uniprotkb:P40318,intact-miscore:0.44,YLL024C,YIL030C
9938,uniprotkb:P00925,uniprotkb:P46995,intact-miscore:0.44,YHR174W,YJL168C
9963,uniprotkb:P11353,uniprotkb:P46995,intact-miscore:0.44,YDR044W,YJL168C
9976,uniprotkb:P00925,uniprotkb:P22696,intact-miscore:0.44,YHR174W,YJR017C
10016,uniprotkb:P10592,uniprotkb:P22696,intact-miscore:0.70,YLL024C,YJR017C
10028,uniprotkb:P11353,uniprotkb:P22696,intact-miscore:0.44,YDR044W,YJR017C
10039,uniprotkb:P00925,uniprotkb:P33203,intact-miscore:0.44,YHR174W,YKL012W
10058,uniprotkb:P10592,uniprotkb:P33203,intact-miscore:0.59,YLL024C,YKL012W
10069,uniprotkb:P11353,uniprotkb:P33203,intact-miscore:0.44,YDR044W,YKL012W
10088,uniprotkb:P42935,uniprotkb:P33203,intact-miscore:0.44,YGR200C,YKL012W
10100,uniprotkb:P46655,uniprotkb:P33203,intact-miscore:0.44,YGL245W,YKL012W
10124,uniprotkb:Q03558,uniprotkb:P33203,intact-miscore:0.44,YHR179W,YKL012W
10127,uniprotkb:P00958,uniprotkb:P33203,intact-miscore:0.44,YGR264C,YKL012W
10135,uniprotkb:Q08409,uniprotkb:P00925,intact-miscore:0.44,YOR011W,YHR174W
10157,uniprotkb:P00925,uniprotkb:Q06525,intact-miscore:0.44,YHR174W,YPR152C
10184,uniprotkb:P10592,uniprotkb:Q06525,intact-miscore:0.59,YLL024C,YPR152C
10371,uniprotkb:P10081,uniprotkb:P10081,intact-miscore:0.56,YJL138C,YJL138C
10407,uniprotkb:P34167,uniprotkb:Q06512,intact-miscore:0.40,YPR163C,YPR144C
10409,uniprotkb:Q06512,uniprotkb:Q12329,intact-miscore:0.56,YPR144C,YDR171W
10508,uniprotkb:P32582,uniprotkb:P42222,intact-miscore:0.40,YGR155W,YMR323W
10541,uniprotkb:Q12466,uniprotkb:P16521,intact-miscore:0.44,YOR086C,YLR249W
10595,uniprotkb:P00830,uniprotkb:P02829,intact-miscore:0.56,YJR121W,YPL240C
10647,uniprotkb:P10614,uniprotkb:P32582,intact-miscore:0.40,YHR007C,YGR155W
10648,uniprotkb:P09733,uniprotkb:P32582,intact-miscore:0.40,YML085C,YGR155W
10649,uniprotkb:P32582,uniprotkb:P02557,intact-miscore:0.40,YGR155W,YFL037W
10650,uniprotkb:P32597,uniprotkb:P32582,intact-miscore:0.40,YIL126W,YGR155W
10651,uniprotkb:P02994,uniprotkb:P32582,intact-miscore:0.40,YBR118W,YGR155W
10652,uniprotkb:P08518,uniprotkb:P32582,intact-miscore:0.40,YOR151C,YGR155W
10653,uniprotkb:P16140,uniprotkb:P32582,intact-miscore:0.40,YBR127C,YGR155W
10654,uniprotkb:P54115,uniprotkb:P32582,intact-miscore:0.44,YPL061W,YGR155W
10655,uniprotkb:Q03631,uniprotkb:P32582,intact-miscore:0.40,YML076C,YGR155W
10678,uniprotkb:P32324,uniprotkb:Q02821,intact-miscore:0.56,YOR133W,YNL189W
10724,uniprotkb:P12954,uniprotkb:Q12329,intact-miscore:0.56,YJL092W,YDR171W
10762,uniprotkb:P09733,uniprotkb:P32478,intact-miscore:0.40,YML085C,YJL159W
10763,uniprotkb:P02557,uniprotkb:P32478,intact-miscore:0.40,YFL037W,YJL159W
10964,uniprotkb:Q12230,uniprotkb:P32445,intact-miscore:0.40,YPL004C,YCR028C-A
10969,uniprotkb:P25344,uniprotkb:P38741,intact-miscore:0.40,YCL032W,YHL024W
11576,uniprotkb:P0CG63,uniprotkb:P47068,intact-miscore:0.40,YLL039C,YJL020C
11582,uniprotkb:P0CG63,uniprotkb:P38080,intact-miscore:0.40,YLL039C,YBR059C
12094,uniprotkb:P46995,uniprotkb:Q12159,intact-miscore:0.40,YJL168C,YDR381W
12100,uniprotkb:P53953,uniprotkb:Q12159,intact-miscore:0.56,YNL049C,YDR381W
12191,uniprotkb:P00546,uniprotkb:P38634,intact-miscore:0.67,YBR160W,YLR079W
12263,uniprotkb:P46655,uniprotkb:P34252,intact-miscore:0.40,YGL245W,YKL108W
12264,uniprotkb:P34252,uniprotkb:P38828,intact-miscore:0.40,YKL108W,YHR121W
12265,uniprotkb:P34252,uniprotkb:P32582,intact-miscore:0.40,YKL108W,YGR155W
12266,uniprotkb:P40513,uniprotkb:P34252,intact-miscore:0.56,YIL070C,YKL108W
12356,uniprotkb:P33203,uniprotkb:P54999,intact-miscore:0.56,YKL012W,YPR182W
12431,uniprotkb:P40088,uniprotkb:P46965,intact-miscore:0.40,YER145C,YJR010C-A
12432,uniprotkb:Q12466,uniprotkb:P46965,intact-miscore:0.40,YOR086C,YJR010C-A
12433,uniprotkb:Q03640,uniprotkb:P46965,intact-miscore:0.40,YML072C,YJR010C-A
12436,uniprotkb:P46965,uniprotkb:P02294,intact-miscore:0.40,YJR010C-A,YBL002W
12444,uniprotkb:P32445,uniprotkb:P46965,intact-miscore:0.40,YCR028C-A,YJR010C-A
12447,uniprotkb:P46965,uniprotkb:P40094,intact-miscore:0.40,YJR010C-A,YER157W
12453,uniprotkb:P21147,uniprotkb:P46965,intact-miscore:0.44,YGL055W,YJR010C-A
12632,uniprotkb:P09733,uniprotkb:P11972,intact-miscore:0.40,YML085C,YLR452C
12637,uniprotkb:P23561,uniprotkb:P15790,intact-miscore:0.40,YLR362W,YIL035C
12642,uniprotkb:P53111,uniprotkb:P25344,intact-miscore:0.40,YGL157W,YCL032W
12643,uniprotkb:P38300,uniprotkb:P25344,intact-miscore:0.40,YBR185C,YCL032W
12841,uniprotkb:P10081,uniprotkb:P16521,intact-miscore:0.40,YJL138C,YLR249W
12853,uniprotkb:P0CG63,uniprotkb:P10081,intact-miscore:0.40,YLL039C,YJL138C
12888,uniprotkb:P02294,uniprotkb:P06786,intact-miscore:0.40,YBL002W,YNL088W
12890,uniprotkb:P06786,uniprotkb:Q12159,intact-miscore:0.56,YNL088W,YDR381W
12891,uniprotkb:P06786,uniprotkb:P15790,intact-miscore:0.40,YNL088W,YIL035C
12937,uniprotkb:P09733,uniprotkb:P09734,intact-miscore:0.56,YML085C,YML124C
12977,uniprotkb:P0CG63,uniprotkb:P38237,intact-miscore:0.40,YLL039C,YBR058C
12981,uniprotkb:P48415,uniprotkb:P38237,intact-miscore:0.40,YPL085W,YBR058C
13163,uniprotkb:P32610,uniprotkb:P16140,intact-miscore:0.56,YEL051W,YBR127C
13429,uniprotkb:P38828,uniprotkb:P02829,intact-miscore:0.69,YHR121W,YPL240C
13493,uniprotkb:P23561,uniprotkb:P35727,intact-miscore:0.40,YLR362W,YKL061W
13916,uniprotkb:P19414,uniprotkb:Q12329,intact-miscore:0.59,YLR304C,YDR171W
13930,uniprotkb:P48415,uniprotkb:P40350,intact-miscore:0.40,YPL085W,YPL227C
13931,uniprotkb:P40350,uniprotkb:Q12159,intact-miscore:0.44,YPL227C,YDR381W
13977,uniprotkb:P40578,uniprotkb:P46672,intact-miscore:0.44,YIR033W,YGL105W
13978,uniprotkb:Q99271,uniprotkb:P46672,intact-miscore:0.44,YLR138W,YGL105W
13979,uniprotkb:P53973,uniprotkb:P46672,intact-miscore:0.40,YNL021W,YGL105W
13980,uniprotkb:P12954,uniprotkb:P46672,intact-miscore:0.40,YJL092W,YGL105W
13981,uniprotkb:P46672,uniprotkb:Q06554,intact-miscore:0.44,YGL105W,YLR247C
13982,uniprotkb:P46672,uniprotkb:Q08601,intact-miscore:0.44,YGL105W,YOR197W
13983,uniprotkb:P46672,uniprotkb:P35736,intact-miscore:0.44,YGL105W,YKL050C
13984,uniprotkb:P46672,uniprotkb:P32606,intact-miscore:0.44,YGL105W,YOR017W
13985,uniprotkb:P53923,uniprotkb:P46672,intact-miscore:0.44,YNL119W,YGL105W
13986,uniprotkb:P38270,uniprotkb:P46672,intact-miscore:0.44,YBR128C,YGL105W
13987,uniprotkb:P46672,uniprotkb:P38361,intact-miscore:0.44,YGL105W,YBR296C
13988,uniprotkb:P46672,uniprotkb:P27514,intact-miscore:0.44,YGL105W,YNR013C
13989,uniprotkb:P38835,uniprotkb:P46672,intact-miscore:0.40,YHR131C,YGL105W
13990,uniprotkb:P0C2J7,uniprotkb:P46672,intact-miscore:0.40,YHL009W-B,YGL105W
13991,uniprotkb:P39113,uniprotkb:P46672,intact-miscore:0.44,YMR280C,YGL105W
13992,uniprotkb:P38995,uniprotkb:P46672,intact-miscore:0.44,YDR270W,YGL105W
13993,uniprotkb:P40094,uniprotkb:P46672,intact-miscore:0.40,YER157W,YGL105W
13994,uniprotkb:P32324,uniprotkb:P46672,intact-miscore:0.40,YOR133W,YGL105W
14322,uniprotkb:P38835,uniprotkb:P15790,intact-miscore:0.56,YHR131C,YIL035C
14334,uniprotkb:P38634,uniprotkb:P20486,intact-miscore:0.56,YLR079W,YBR135W
14335,uniprotkb:P20486,uniprotkb:P10081,intact-miscore:0.40,YBR135W,YJL138C
14341,uniprotkb:P24870,uniprotkb:P38634,intact-miscore:0.67,YDL155W,YLR079W
14342,uniprotkb:P00546,uniprotkb:P24870,intact-miscore:0.62,YBR160W,YDL155W
14343,uniprotkb:P20486,uniprotkb:P24870,intact-miscore:0.81,YBR135W,YDL155W
14415,uniprotkb:P33302,uniprotkb:Q04659,intact-miscore:0.40,YOR153W,YMR048W
14419,uniprotkb:Q04659,uniprotkb:P46655,intact-miscore:0.40,YMR048W,YGL245W
14421,uniprotkb:P0C2J7,uniprotkb:Q04659,intact-miscore:0.40,YHL009W-B,YMR048W
14423,uniprotkb:Q04659,uniprotkb:P09733,intact-miscore:0.40,YMR048W,YML085C
14543,uniprotkb:P38903,uniprotkb:P54861,intact-miscore:0.44,YOR014W,YLL001W
14556,uniprotkb:P24482,uniprotkb:P25344,intact-miscore:0.40,YPR175W,YCL032W
14558,uniprotkb:P54791,uniprotkb:P24482,intact-miscore:0.40,YPR162C,YPR175W
14563,uniprotkb:P24482,uniprotkb:P38828,intact-miscore:0.40,YPR175W,YHR121W
14568,uniprotkb:P54784,uniprotkb:P24482,intact-miscore:0.40,YML065W,YPR175W
14574,uniprotkb:P24482,uniprotkb:P38300,intact-miscore:0.44,YPR175W,YBR185C
14579,uniprotkb:P25344,uniprotkb:P27344,intact-miscore:0.40,YCL032W,YBR278W
14580,uniprotkb:Q12159,uniprotkb:P27344,intact-miscore:0.40,YDR381W,YBR278W
14582,uniprotkb:P27344,uniprotkb:P24482,intact-miscore:0.77,YBR278W,YPR175W
14727,uniprotkb:P08518,uniprotkb:P22696,intact-miscore:0.56,YOR151C,YJR017C
14918,uniprotkb:Q12341,uniprotkb:Q12159,intact-miscore:0.40,YPL001W,YDR381W
14923,uniprotkb:P02294,uniprotkb:Q12341,intact-miscore:0.40,YBL002W,YPL001W
14929,uniprotkb:Q12341,uniprotkb:P50874,intact-miscore:0.44,YPL001W,YNL261W
14952,uniprotkb:P46672,uniprotkb:P38199,intact-miscore:0.44,YGL105W,YBL032W
14953,uniprotkb:P38199,uniprotkb:P46655,intact-miscore:0.40,YBL032W,YGL245W
14957,uniprotkb:P02294,uniprotkb:P11353,intact-miscore:0.40,YBL002W,YDR044W
14958,uniprotkb:P09435,uniprotkb:P11353,intact-miscore:0.56,YBL075C,YDR044W
14963,uniprotkb:P11353,uniprotkb:P32324,intact-miscore:0.40,YDR044W,YOR133W
15075,uniprotkb:Q12329,uniprotkb:P32288,intact-miscore:0.70,YDR171W,YPR035W
15260,uniprotkb:P25344,uniprotkb:P53125,intact-miscore:0.40,YCL032W,YGL133W
15426,uniprotkb:Q12159,uniprotkb:P40513,intact-miscore:0.40,YDR381W,YIL070C
15520,uniprotkb:P00958,uniprotkb:P46655,intact-miscore:0.56,YGR264C,YGL245W
15523,uniprotkb:Q12159,uniprotkb:P39692,intact-miscore:0.40,YDR381W,YFR030W
15532,uniprotkb:P46673,uniprotkb:Q99257,intact-miscore:0.44,YJR042W,YPL169C
15561,uniprotkb:P48415,uniprotkb:P40185,intact-miscore:0.40,YPL085W,YIL051C
15566,uniprotkb:P40513,uniprotkb:P40185,intact-miscore:0.40,YIL070C,YIL051C
15568,uniprotkb:P40185,uniprotkb:P25293,intact-miscore:0.40,YIL051C,YKR048C
15718,uniprotkb:Q12230,uniprotkb:P32335,intact-miscore:0.40,YPL004C,YLR203C
15783,uniprotkb:Q12159,uniprotkb:P25293,intact-miscore:0.56,YDR381W,YKR048C
15789,uniprotkb:P02294,uniprotkb:P25293,intact-miscore:0.56,YBL002W,YKR048C
16013,uniprotkb:P54784,uniprotkb:P02294,intact-miscore:0.40,YML065W,YBL002W
16014,uniprotkb:Q12159,uniprotkb:P54784,intact-miscore:0.40,YDR381W,YML065W
16015,uniprotkb:P39984,uniprotkb:P54784,intact-miscore:0.40,YEL056W,YML065W
16016,uniprotkb:Q12341,uniprotkb:P54784,intact-miscore:0.44,YPL001W,YML065W
16019,uniprotkb:P32833,uniprotkb:Q12341,intact-miscore:0.44,YBR060C,YPL001W
16023,uniprotkb:P02294,uniprotkb:P32833,intact-miscore:0.40,YBL002W,YBR060C
16024,uniprotkb:P54784,uniprotkb:P32833,intact-miscore:0.70,YML065W,YBR060C
16025,uniprotkb:P54790,uniprotkb:P39984,intact-miscore:0.40,YLL004W,YEL056W
16026,uniprotkb:P54790,uniprotkb:P54784,intact-miscore:0.70,YLL004W,YML065W
16027,uniprotkb:P54790,uniprotkb:Q12341,intact-miscore:0.44,YLL004W,YPL001W
16028,uniprotkb:P54791,uniprotkb:Q12159,intact-miscore:0.40,YPR162C,YDR381W
16029,uniprotkb:P54791,uniprotkb:P02294,intact-miscore:0.40,YPR162C,YBL002W
16030,uniprotkb:P54791,uniprotkb:P39984,intact-miscore:0.40,YPR162C,YEL056W
16031,uniprotkb:Q12341,uniprotkb:P54791,intact-miscore:0.44,YPL001W,YPR162C
16032,uniprotkb:P54791,uniprotkb:P32833,intact-miscore:0.67,YPR162C,YBR060C
16033,uniprotkb:P39984,uniprotkb:P50874,intact-miscore:0.40,YEL056W,YNL261W
16034,uniprotkb:P50874,uniprotkb:P02294,intact-miscore:0.40,YNL261W,YBL002W
16035,uniprotkb:P54784,uniprotkb:P50874,intact-miscore:0.70,YML065W,YNL261W
16036,uniprotkb:P38828,uniprotkb:P38826,intact-miscore:0.40,YHR121W,YHR118C
16038,uniprotkb:Q12159,uniprotkb:P38826,intact-miscore:0.40,YDR381W,YHR118C
16039,uniprotkb:P38826,uniprotkb:P54791,intact-miscore:0.56,YHR118C,YPR162C
16041,uniprotkb:P38826,uniprotkb:P02294,intact-miscore:0.40,YHR118C,YBL002W
16043,uniprotkb:Q12341,uniprotkb:P38826,intact-miscore:0.44,YPL001W,YHR118C
16044,uniprotkb:P38826,uniprotkb:P39984,intact-miscore:0.40,YHR118C,YEL056W
16324,uniprotkb:Q12159,uniprotkb:Q12159,intact-miscore:0.37,YDR381W,YDR381W
16368,uniprotkb:P23561,uniprotkb:P40073,intact-miscore:0.52,YLR362W,YER118C
16369,uniprotkb:P40073,uniprotkb:P25344,intact-miscore:0.52,YER118C,YCL032W
16391,uniprotkb:P39723,uniprotkb:P32566,intact-miscore:0.37,YAL047C,YGR229C
16485,uniprotkb:Q02159,uniprotkb:P40318,intact-miscore:0.40,YMR022W,YIL030C
16497,uniprotkb:P07251,uniprotkb:P07143,intact-miscore:0.35,YBL099W,YOR065W
16499,uniprotkb:P07251,uniprotkb:P07257,intact-miscore:0.35,YBL099W,YPR191W
16624,uniprotkb:P07143,uniprotkb:P00163,intact-miscore:0.40,YOR065W,Q0105
16625,uniprotkb:P07143,uniprotkb:P37299,intact-miscore:0.40,YOR065W,YHR001W-A
16626,uniprotkb:P07143,uniprotkb:P07256,intact-miscore:0.40,YOR065W,YBL045C
16627,uniprotkb:P07143,uniprotkb:P07257,intact-miscore:0.40,YOR065W,YPR191W
16628,uniprotkb:P07143,uniprotkb:P00127,intact-miscore:0.40,YOR065W,YFR033C
16629,uniprotkb:P07143,uniprotkb:P00128,intact-miscore:0.40,YOR065W,YDR529C
16630,uniprotkb:P07143,uniprotkb:P08525,intact-miscore:0.40,YOR065W,YJL166W
16631,uniprotkb:P07143,uniprotkb:P22289,intact-miscore:0.40,YOR065W,YGR183C
16632,uniprotkb:P07143,uniprotkb:P08067,intact-miscore:0.40,YOR065W,YEL024W
16777,uniprotkb:P48415,uniprotkb:P38968,intact-miscore:0.51,YPL085W,YDL195W
16778,uniprotkb:P15303,uniprotkb:P38968,intact-miscore:0.63,YPR181C,YDL195W
16899,uniprotkb:P54790,uniprotkb:P38826,intact-miscore:0.68,YLL004W,YHR118C
16900,uniprotkb:P50874,uniprotkb:P32833,intact-miscore:0.68,YNL261W,YBR060C
16901,uniprotkb:P54784,uniprotkb:P54791,intact-miscore:0.82,YML065W,YPR162C
16902,uniprotkb:P54790,uniprotkb:P54791,intact-miscore:0.68,YLL004W,YPR162C
16903,uniprotkb:P54790,uniprotkb:P50874,intact-miscore:0.57,YLL004W,YNL261W
16904,uniprotkb:P50874,uniprotkb:P38826,intact-miscore:0.68,YNL261W,YHR118C
16905,uniprotkb:P54790,uniprotkb:P54790,intact-miscore:0.37,YLL004W,YLL004W
16906,uniprotkb:P50874,uniprotkb:P50874,intact-miscore:0.37,YNL261W,YNL261W
16907,uniprotkb:P38826,uniprotkb:P38826,intact-miscore:0.37,YHR118C,YHR118C
17034,uniprotkb:Q04491,uniprotkb:Q04491,intact-miscore:0.40,YLR208W,YLR208W
17068,uniprotkb:P36027,uniprotkb:Q08245,intact-miscore:0.37,YLR332W,YOL109W
17168,uniprotkb:P10614,uniprotkb:P10614,author score:99.00|intact-miscore:0.55,YHR007C,YHR007C
17171,uniprotkb:P10614,uniprotkb:P19807,author score:97.95|intact-miscore:0.37,YHR007C,YGL077C
17172,uniprotkb:P26570,uniprotkb:P10614,author score:99.00|intact-miscore:0.37,YML016C,YHR007C
17174,uniprotkb:P32465,uniprotkb:P10614,author score:99.00|intact-miscore:0.37,YHR094C,YHR007C
17176,uniprotkb:P10614,uniprotkb:P36027,author score:98.00|intact-miscore:0.37,YHR007C,YLR332W
17183,uniprotkb:P10614,uniprotkb:P53049,author score:97.40|intact-miscore:0.37,YHR007C,YGR281W
17184,uniprotkb:P10614,uniprotkb:Q02201,author score:99.00|intact-miscore:0.37,YHR007C,YKR003W
17186,uniprotkb:Q12443,uniprotkb:P10614,author score:97.95|intact-miscore:0.37,YDL204W,YHR007C
17187,uniprotkb:Q12256,uniprotkb:P10614,author score:99.00|intact-miscore:0.37,YOR273C,YHR007C
17189,uniprotkb:P10614,uniprotkb:Q08967,author score:99.00|intact-miscore:0.37,YHR007C,YPL221W
17193,uniprotkb:P10823,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YER020W,YBR052C
17194,uniprotkb:P36027,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YLR332W,YER020W
17196,uniprotkb:P10823,uniprotkb:P53283,author score:99.00|intact-miscore:0.37,YER020W,YGR138C
17197,uniprotkb:P53278,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YGR130C,YER020W
17198,uniprotkb:P53139,uniprotkb:P10823,author score:98.67|intact-miscore:0.37,YGL108C,YER020W
17199,uniprotkb:Q02201,uniprotkb:P10823,author score:97.60|intact-miscore:0.37,YKR003W,YER020W
17200,uniprotkb:P53832,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YNL283C,YER020W
17201,uniprotkb:P10823,uniprotkb:Q03640,author score:99.00|intact-miscore:0.37,YER020W,YML072C
17202,uniprotkb:P10823,uniprotkb:Q02785,author score:99.00|intact-miscore:0.37,YER020W,YPL058C
17203,uniprotkb:Q06689,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YLR413W,YER020W
17204,uniprotkb:P10823,uniprotkb:Q06451,author score:99.00|intact-miscore:0.37,YER020W,YPR156C
17206,uniprotkb:Q08967,uniprotkb:P10823,author score:99.00|intact-miscore:0.37,YPL221W,YER020W
17263,uniprotkb:P32465,uniprotkb:P14359,author score:99.27|intact-miscore:0.37,YHR094C,YJL151C
17266,uniprotkb:P14359,uniprotkb:P32610,author score:99.00|intact-miscore:0.37,YJL151C,YEL051W
17272,uniprotkb:P40094,uniprotkb:P14359,author score:99.34|intact-miscore:0.37,YER157W,YJL151C
17276,uniprotkb:P14359,uniprotkb:P50276,author score:99.30|intact-miscore:0.37,YJL151C,YGR055W
17278,uniprotkb:P14359,uniprotkb:Q02785,author score:99.27|intact-miscore:0.37,YJL151C,YPL058C
17307,uniprotkb:P17898,uniprotkb:P10614,author score:99.00|intact-miscore:0.37,YNL130C,YHR007C
17309,uniprotkb:P17898,uniprotkb:P26570,author score:99.27|intact-miscore:0.37,YNL130C,YML016C
17316,uniprotkb:P10823,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YER020W,YGL077C
17318,uniprotkb:P19807,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YGL077C,YGL077C
17320,uniprotkb:P33302,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YOR153W,YGL077C
17322,uniprotkb:P19807,uniprotkb:P38234,author score:99.00|intact-miscore:0.37,YGL077C,YBR052C
17326,uniprotkb:P19807,uniprotkb:P53278,author score:99.00|intact-miscore:0.37,YGL077C,YGR130C
17327,uniprotkb:P53139,uniprotkb:P19807,author score:99.27|intact-miscore:0.37,YGL108C,YGL077C
17328,uniprotkb:Q02785,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YPL058C,YGL077C
17331,uniprotkb:Q06451,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YPR156C,YGL077C
17332,uniprotkb:Q06689,uniprotkb:P19807,author score:99.00|intact-miscore:0.37,YLR413W,YGL077C
17333,uniprotkb:P19807,uniprotkb:Q08967,author score:99.00|intact-miscore:0.37,YGL077C,YPL221W
17341,uniprotkb:P10614,uniprotkb:P21147,author score:99.00|intact-miscore:0.37,YHR007C,YGL055W
17343,uniprotkb:P21147,uniprotkb:P21147,author score:99.00|intact-miscore:0.37,YGL055W,YGL055W
17344,uniprotkb:P36027,uniprotkb:P21147,author score:99.00|intact-miscore:0.37,YLR332W,YGL055W
17345,uniprotkb:P26570,uniprotkb:P21147,author score:99.00|intact-miscore:0.37,YML016C,YGL055W
17346,uniprotkb:P21147,uniprotkb:P38264,author score:99.00|intact-miscore:0.37,YGL055W,YBR106W
17352,uniprotkb:Q12256,uniprotkb:P21147,author score:99.00|intact-miscore:0.37,YOR273C,YGL055W
17377,uniprotkb:P26570,uniprotkb:P23900,author score:99.30|intact-miscore:0.37,YML016C,YLL043W
17378,uniprotkb:P23900,uniprotkb:P36027,author score:99.33|intact-miscore:0.37,YLL043W,YLR332W
17399,uniprotkb:P25045,uniprotkb:P36027,author score:99.31|intact-miscore:0.37,YMR296C,YLR332W
17400,uniprotkb:P25045,uniprotkb:P14359,author score:99.31|intact-miscore:0.37,YMR296C,YJL151C
17429,uniprotkb:P25619,uniprotkb:P10823,author score:97.53|intact-miscore:0.37,YCR021C,YER020W
