SNP,SNP_marker,chr,pos,start,end
2752,chr4:1521818,4,1521818,1521818,1521818
2753,chr4:1522428,4,1522428,1522428,1522428
2754,chr4:1522507,4,1522507,1522507,1522507
2755,chr4:1522714,4,1522714,1522714,1523350
2756,chr4:1522717,4,1522717,1522714,1523350
2757,chr4:1522735,4,1522735,1522714,1523350
2758,chr4:1522862,4,1522862,1522714,1523350
2759,chr4:1523350,4,1523350,1522714,1523350
2760,chr4:1523440,4,1523440,1523440,1523440
2761,chr4:1523444,4,1523444,1523444,1523446
2762,chr4:1523446,4,1523446,1523444,1523446
2763,chr4:1523482,4,1523482,1523482,1523482
2764,chr4:1523491,4,1523491,1523491,1523587
2765,chr4:1523500,4,1523500,1523491,1523587
2766,chr4:1523584,4,1523584,1523491,1523587
2767,chr4:1523587,4,1523587,1523491,1523587
2768,chr5:8786,5,8786,8786,13449
2769,chr5:9566,5,9566,8786,13449
2770,chr5:11033,5,11033,8786,13449
2771,chr5:11244,5,11244,8786,13449
2772,chr5:11370,5,11370,8786,13449
2773,chr5:13215,5,13215,8786,13449
2774,chr5:13449,5,13449,8786,13449
2775,chr5:13572,5,13572,13572,13572
2776,chr5:13639,5,13639,13639,18904
2777,chr5:13690,5,13690,13639,18904
2778,chr5:14028,5,14028,13639,18904
2779,chr5:16072,5,16072,13639,18904
2780,chr5:18746,5,18746,13639,18904
2781,chr5:18800,5,18800,13639,18904
2782,chr5:18904,5,18904,13639,18904
2783,chr5:18920,5,18920,18920,18920
2784,chr5:18994,5,18994,18994,18994
2785,chr5:19045,5,19045,19045,19084
2786,chr5:19049,5,19049,19045,19084
2787,chr5:19051,5,19051,19045,19084
2788,chr5:19082,5,19082,19045,19084
2789,chr5:19084,5,19084,19045,19084
2790,chr5:19368,5,19368,19368,19368
2791,chr5:19504,5,19504,19504,19517
2792,chr5:19513,5,19513,19504,19517
2793,chr5:19517,5,19517,19504,19517
2794,chr5:19542,5,19542,19542,19542
2795,chr5:21341,5,21341,21341,21533
2796,chr5:21342,5,21342,21341,21533
2797,chr5:21355,5,21355,21341,21533
2798,chr5:21358,5,21358,21341,21533
2799,chr5:21504,5,21504,21341,21533
2800,chr5:21509,5,21509,21341,21533
2801,chr5:21529,5,21529,21341,21533
2802,chr5:21532,5,21532,21341,21533
2803,chr5:21533,5,21533,21341,21533
2804,chr5:21552,5,21552,21552,21954
2805,chr5:21558,5,21558,21552,21954
2806,chr5:21954,5,21954,21552,21954
2807,chr5:22497,5,22497,22497,22502
2808,chr5:22502,5,22502,22497,22502
2809,chr5:22536,5,22536,22536,22536
2810,chr5:22625,5,22625,22625,22635
2811,chr5:22635,5,22635,22625,22635
2812,chr5:22638,5,22638,22638,22638
2813,chr5:22854,5,22854,22854,22854
2814,chr5:22881,5,22881,22881,22917
2815,chr5:22883,5,22883,22881,22917
2816,chr5:22917,5,22917,22881,22917
2817,chr5:23224,5,23224,23224,23230
2818,chr5:23230,5,23230,23224,23230
2819,chr5:23574,5,23574,23574,25103
2820,chr5:23653,5,23653,23574,25103
2821,chr5:24002,5,24002,23574,25103
2822,chr5:24122,5,24122,23574,25103
2823,chr5:24148,5,24148,23574,25103
2824,chr5:24163,5,24163,23574,25103
2825,chr5:24234,5,24234,23574,25103
2826,chr5:24246,5,24246,23574,25103
2827,chr5:24270,5,24270,23574,25103
2828,chr5:24278,5,24278,23574,25103
2829,chr5:24388,5,24388,23574,25103
2830,chr5:24487,5,24487,23574,25103
2831,chr5:24650,5,24650,23574,25103
2832,chr5:24820,5,24820,23574,25103
2833,chr5:24909,5,24909,23574,25103
2834,chr5:25103,5,25103,23574,25103
2835,chr5:25397,5,25397,25397,25397
2837,chr5:25485,5,25485,25485,26417
2838,chr5:26058,5,26058,25485,26417
2839,chr5:26197,5,26197,25485,26417
2840,chr5:26417,5,26417,25485,26417
2841,chr5:27428,5,27428,27428,31451
2842,chr5:30505,5,30505,27428,31451
2843,chr5:31263,5,31263,27428,31451
2844,chr5:31451,5,31451,27428,31451
2845,chr5:31466,5,31466,31466,31466
2846,chr5:32038,5,32038,32038,38677
2847,chr5:33720,5,33720,32038,38677
2848,chr5:33814,5,33814,32038,38677
2849,chr5:33851,5,33851,32038,38677
2850,chr5:34324,5,34324,32038,38677
2851,chr5:34350,5,34350,32038,38677
2852,chr5:35048,5,35048,32038,38677
2853,chr5:35579,5,35579,32038,38677
2854,chr5:35901,5,35901,32038,38677
2855,chr5:35947,5,35947,32038,38677
2856,chr5:37398,5,37398,32038,38677
2857,chr5:38037,5,38037,32038,38677
2858,chr5:38200,5,38200,32038,38677
2859,chr5:38263,5,38263,32038,38677
2860,chr5:38427,5,38427,32038,38677
2861,chr5:38677,5,38677,32038,38677
2862,chr5:39894,5,39894,39894,39894
2863,chr5:41075,5,41075,41075,59261
2864,chr5:42051,5,42051,41075,59261
2865,chr5:42740,5,42740,41075,59261
2866,chr5:44304,5,44304,41075,59261
2867,chr5:44612,5,44612,41075,59261
2868,chr5:45702,5,45702,41075,59261
2869,chr5:46084,5,46084,41075,59261
2870,chr5:49920,5,49920,41075,59261
2871,chr5:50949,5,50949,41075,59261
2872,chr5:53073,5,53073,41075,59261
2873,chr5:53535,5,53535,41075,59261
2874,chr5:53964,5,53964,41075,59261
2875,chr5:57276,5,57276,41075,59261
2876,chr5:57788,5,57788,41075,59261
2877,chr5:57861,5,57861,41075,59261
2878,chr5:58267,5,58267,41075,59261
2879,chr5:59261,5,59261,41075,59261
2880,chr5:59359,5,59359,59359,59359
2881,chr5:59386,5,59386,59386,59386
2883,chr5:61028,5,61028,61028,61028
2884,chr5:61686,5,61686,61686,61686
2885,chr5:64504,5,64504,64504,72069
2886,chr5:66168,5,66168,64504,72069
2887,chr5:67144,5,67144,64504,72069
2888,chr5:67435,5,67435,64504,72069
2889,chr5:68714,5,68714,64504,72069
2890,chr5:69083,5,69083,64504,72069
2891,chr5:69805,5,69805,64504,72069
2892,chr5:69813,5,69813,64504,72069
2893,chr5:70382,5,70382,64504,72069
2894,chr5:70531,5,70531,64504,72069
2895,chr5:70702,5,70702,64504,72069
2896,chr5:70852,5,70852,64504,72069
2897,chr5:70969,5,70969,64504,72069
2898,chr5:72069,5,72069,64504,72069
2899,chr5:73474,5,73474,73474,73474
2900,chr5:74994,5,74994,74994,79230
2901,chr5:75504,5,75504,74994,79230
2902,chr5:75507,5,75507,74994,79230
2903,chr5:75860,5,75860,74994,79230
2904,chr5:76107,5,76107,74994,79230
2905,chr5:76472,5,76472,74994,79230
2906,chr5:76912,5,76912,74994,79230
2907,chr5:77002,5,77002,74994,79230
2908,chr5:77032,5,77032,74994,79230
2909,chr5:77423,5,77423,74994,79230
2910,chr5:77484,5,77484,74994,79230
2911,chr5:77918,5,77918,74994,79230
2912,chr5:78310,5,78310,74994,79230
2913,chr5:79208,5,79208,74994,79230
2914,chr5:79230,5,79230,74994,79230
2915,chr5:79231,5,79231,79231,79231
2917,chr5:79232,5,79232,79232,79232
2918,chr5:79544,5,79544,79544,79544
2919,chr5:80396,5,80396,80396,83188
2920,chr5:81334,5,81334,80396,83188
2921,chr5:82827,5,82827,80396,83188
2922,chr5:83188,5,83188,80396,83188
2923,chr5:85693,5,85693,85693,85693
2924,chr5:86488,5,86488,86488,86488
2925,chr5:87323,5,87323,87323,93878
2926,chr5:90716,5,90716,87323,93878
2927,chr5:90719,5,90719,87323,93878
2928,chr5:90720,5,90720,87323,93878
2929,chr5:90746,5,90746,87323,93878
2930,chr5:91091,5,91091,87323,93878
2931,chr5:92747,5,92747,87323,93878
2932,chr5:93878,5,93878,87323,93878
2933,chr5:96610,5,96610,96610,96610
2934,chr5:97629,5,97629,97629,99489
2935,chr5:97695,5,97695,97629,99489
2936,chr5:98040,5,98040,97629,99489
2937,chr5:98089,5,98089,97629,99489
2938,chr5:98565,5,98565,97629,99489
2939,chr5:98574,5,98574,97629,99489
2940,chr5:98997,5,98997,97629,99489
2941,chr5:99314,5,99314,97629,99489
2942,chr5:99455,5,99455,97629,99489
2943,chr5:99489,5,99489,97629,99489
2944,chr5:101381,5,101381,101381,101381
2945,chr5:101643,5,101643,101643,101643
2946,chr5:101687,5,101687,101687,101687
2947,chr5:102203,5,102203,102203,106822
2948,chr5:102465,5,102465,102203,106822
2949,chr5:103569,5,103569,102203,106822
2950,chr5:103937,5,103937,102203,106822
2951,chr5:104225,5,104225,102203,106822
2952,chr5:104404,5,104404,102203,106822
2953,chr5:104442,5,104442,102203,106822
2954,chr5:104957,5,104957,102203,106822
2955,chr5:105087,5,105087,102203,106822
2956,chr5:105138,5,105138,102203,106822
2957,chr5:105493,5,105493,102203,106822
2958,chr5:105602,5,105602,102203,106822
2959,chr5:105816,5,105816,102203,106822
2960,chr5:105842,5,105842,102203,106822
2961,chr5:105854,5,105854,102203,106822
2962,chr5:106333,5,106333,102203,106822
2963,chr5:106481,5,106481,102203,106822
2964,chr5:106489,5,106489,102203,106822
2965,chr5:106491,5,106491,102203,106822
2966,chr5:106493,5,106493,102203,106822
2967,chr5:106501,5,106501,102203,106822
2968,chr5:106718,5,106718,102203,106822
2969,chr5:106822,5,106822,102203,106822
2970,chr5:107574,5,107574,107574,107574
2971,chr5:115925,5,115925,115925,116086
2972,chr5:116086,5,116086,115925,116086
2973,chr5:117834,5,117834,117834,117834
2974,chr5:119209,5,119209,119209,120796
2975,chr5:120796,5,120796,119209,120796
2976,chr5:124644,5,124644,124644,132221
2977,chr5:125211,5,125211,124644,132221
2978,chr5:125474,5,125474,124644,132221
2979,chr5:127339,5,127339,124644,132221
2980,chr5:131540,5,131540,124644,132221
2981,chr5:132221,5,132221,124644,132221
2982,chr5:132565,5,132565,132565,132565
2983,chr5:132567,5,132567,132567,132567
2984,chr5:134344,5,134344,134344,157488
2985,chr5:134626,5,134626,134344,157488
2986,chr5:137820,5,137820,134344,157488
2987,chr5:139492,5,139492,134344,157488
2988,chr5:144411,5,144411,134344,157488
2989,chr5:154798,5,154798,134344,157488
2990,chr5:154908,5,154908,134344,157488
2991,chr5:155745,5,155745,134344,157488
2992,chr5:156437,5,156437,134344,157488
2993,chr5:157488,5,157488,134344,157488
2994,chr5:157592,5,157592,157592,157592
2995,chr5:159027,5,159027,159027,159027
2996,chr5:161956,5,161956,161956,192971
2997,chr5:162464,5,162464,161956,192971
2998,chr5:164144,5,164144,161956,192971
2999,chr5:165491,5,165491,161956,192971
3000,chr5:166030,5,166030,161956,192971
3001,chr5:167327,5,167327,161956,192971
3002,chr5:168930,5,168930,161956,192971
3003,chr5:169215,5,169215,161956,192971
3004,chr5:169431,5,169431,161956,192971
3005,chr5:169452,5,169452,161956,192971
3006,chr5:170676,5,170676,161956,192971
3007,chr5:171267,5,171267,161956,192971
3008,chr5:171463,5,171463,161956,192971
3009,chr5:172056,5,172056,161956,192971
3010,chr5:172075,5,172075,161956,192971
3011,chr5:173259,5,173259,161956,192971
3012,chr5:173927,5,173927,161956,192971
3013,chr5:174122,5,174122,161956,192971
3014,chr5:178044,5,178044,161956,192971
3015,chr5:178645,5,178645,161956,192971
3016,chr5:178674,5,178674,161956,192971
3017,chr5:179325,5,179325,161956,192971
3018,chr5:181135,5,181135,161956,192971
3019,chr5:184224,5,184224,161956,192971
3020,chr5:185680,5,185680,161956,192971
3021,chr5:186149,5,186149,161956,192971
3022,chr5:187087,5,187087,161956,192971
3023,chr5:187466,5,187466,161956,192971
3024,chr5:187642,5,187642,161956,192971
3025,chr5:189599,5,189599,161956,192971
3026,chr5:189613,5,189613,161956,192971
3027,chr5:191306,5,191306,161956,192971
3028,chr5:192971,5,192971,161956,192971
3029,chr5:196583,5,196583,196583,196585
3030,chr5:196585,5,196585,196583,196585
3031,chr5:207235,5,207235,207235,207235
3032,chr5:207275,5,207275,207275,212506
3033,chr5:210350,5,210350,207275,212506
3034,chr5:210480,5,210480,207275,212506
3035,chr5:211001,5,211001,207275,212506
3036,chr5:211036,5,211036,207275,212506
3037,chr5:211245,5,211245,207275,212506
3038,chr5:211284,5,211284,207275,212506
3039,chr5:211526,5,211526,207275,212506
3040,chr5:211987,5,211987,207275,212506
3041,chr5:212506,5,212506,207275,212506
3042,chr5:214406,5,214406,214406,217319
3043,chr5:214752,5,214752,214406,217319
3044,chr5:215862,5,215862,214406,217319
3045,chr5:216840,5,216840,214406,217319
3046,chr5:217294,5,217294,214406,217319
3047,chr5:217319,5,217319,214406,217319
3048,chr5:217691,5,217691,217691,217691
3049,chr5:218253,5,218253,218253,223127
3050,chr5:218986,5,218986,218253,223127
3051,chr5:219768,5,219768,218253,223127
3052,chr5:220210,5,220210,218253,223127
3053,chr5:220516,5,220516,218253,223127
3054,chr5:220904,5,220904,218253,223127
3055,chr5:221394,5,221394,218253,223127
3056,chr5:221810,5,221810,218253,223127
3057,chr5:221815,5,221815,218253,223127
3058,chr5:221827,5,221827,218253,223127
3059,chr5:221903,5,221903,218253,223127
3060,chr5:221992,5,221992,218253,223127
3061,chr5:222178,5,222178,218253,223127
3062,chr5:222207,5,222207,218253,223127
3063,chr5:222346,5,222346,218253,223127
3064,chr5:223004,5,223004,218253,223127
3065,chr5:223127,5,223127,218253,223127
3066,chr5:225231,5,225231,225231,225280
3067,chr5:225280,5,225280,225231,225280
3068,chr5:225400,5,225400,225400,225569
3069,chr5:225501,5,225501,225400,225569
3070,chr5:225569,5,225569,225400,225569
3071,chr5:225774,5,225774,225774,225774
3072,chr5:227110,5,227110,227110,241225
3073,chr5:229365,5,229365,227110,241225
3074,chr5:229595,5,229595,227110,241225
3075,chr5:229778,5,229778,227110,241225
3076,chr5:229833,5,229833,227110,241225
3077,chr5:229900,5,229900,227110,241225
3078,chr5:230375,5,230375,227110,241225
3079,chr5:230512,5,230512,227110,241225
3080,chr5:232888,5,232888,227110,241225
3081,chr5:234489,5,234489,227110,241225
3082,chr5:234669,5,234669,227110,241225
3083,chr5:237047,5,237047,227110,241225
3084,chr5:238069,5,238069,227110,241225
3085,chr5:239147,5,239147,227110,241225
3086,chr5:240361,5,240361,227110,241225
3087,chr5:241166,5,241166,227110,241225
3088,chr5:241225,5,241225,227110,241225
3089,chr5:241909,5,241909,241909,241909
3090,chr5:241984,5,241984,241984,243584
3091,chr5:242244,5,242244,241984,243584
3092,chr5:242428,5,242428,241984,243584
3093,chr5:243584,5,243584,241984,243584
3094,chr5:243791,5,243791,243791,243791
3095,chr5:245951,5,245951,245951,249350
3096,chr5:246143,5,246143,245951,249350
3097,chr5:246282,5,246282,245951,249350
3098,chr5:246808,5,246808,245951,249350
3099,chr5:249350,5,249350,245951,249350
3100,chr5:249522,5,249522,249522,249522
3101,chr5:249753,5,249753,249753,249753
3102,chr5:249909,5,249909,249909,249909
3103,chr5:249937,5,249937,249937,249937
3104,chr5:251602,5,251602,251602,258078
3105,chr5:251756,5,251756,251602,258078
3106,chr5:251866,5,251866,251602,258078
3107,chr5:253670,5,253670,251602,258078
3108,chr5:253825,5,253825,251602,258078
3109,chr5:254385,5,254385,251602,258078
3110,chr5:258078,5,258078,251602,258078
3111,chr5:258177,5,258177,258177,258177
3112,chr5:259743,5,259743,259743,259743
3113,chr5:260512,5,260512,260512,266244
3114,chr5:260909,5,260909,260512,266244
3115,chr5:261182,5,261182,260512,266244
3116,chr5:261798,5,261798,260512,266244
3117,chr5:262671,5,262671,260512,266244
3118,chr5:264790,5,264790,260512,266244
3119,chr5:265651,5,265651,260512,266244
3120,chr5:266244,5,266244,260512,266244
3121,chr5:266246,5,266246,266246,266246
3127,chr5:268374,5,268374,266246,268374
3128,chr5:269900,5,269900,269900,274156
3129,chr5:271971,5,271971,269900,274156
3130,chr5:272558,5,272558,269900,274156
3131,chr5:272598,5,272598,269900,274156
3132,chr5:272758,5,272758,269900,274156
3133,chr5:273551,5,273551,269900,274156
3134,chr5:274156,5,274156,269900,274156
3136,chr5:274280,5,274280,274280,285154
3137,chr5:274601,5,274601,274280,285154
3138,chr5:277836,5,277836,274280,285154
3139,chr5:279640,5,279640,274280,285154
3140,chr5:279872,5,279872,274280,285154
3141,chr5:283807,5,283807,274280,285154
3142,chr5:284696,5,284696,274280,285154
3143,chr5:285154,5,285154,274280,285154
3144,chr5:290040,5,290040,290040,290040
3145,chr5:290044,5,290044,290044,290044
3146,chr5:290243,5,290243,290243,310175
3147,chr5:290932,5,290932,290243,310175
3148,chr5:293310,5,293310,290243,310175
3149,chr5:293706,5,293706,290243,310175
3150,chr5:298831,5,298831,290243,310175
3151,chr5:302362,5,302362,290243,310175
3152,chr5:304779,5,304779,290243,310175
3153,chr5:308710,5,308710,290243,310175
3154,chr5:309654,5,309654,290243,310175
3155,chr5:309985,5,309985,290243,310175
3156,chr5:310175,5,310175,290243,310175
3157,chr5:312612,5,312612,312612,317740
3158,chr5:313206,5,313206,312612,317740
3159,chr5:313702,5,313702,312612,317740
3160,chr5:314857,5,314857,312612,317740
3161,chr5:315976,5,315976,312612,317740
3162,chr5:317740,5,317740,312612,317740
3163,chr5:318831,5,318831,318831,318831
3164,chr5:320971,5,320971,320971,328525
3165,chr5:321654,5,321654,320971,328525
3166,chr5:324331,5,324331,320971,328525
3167,chr5:328525,5,328525,320971,328525
3168,chr5:335406,5,335406,335406,336687
3169,chr5:335771,5,335771,335406,336687
3170,chr5:336687,5,336687,335406,336687
3171,chr5:341045,5,341045,341045,382369
3172,chr5:341262,5,341262,341045,382369
3173,chr5:342707,5,342707,341045,382369
3174,chr5:342848,5,342848,341045,382369
3175,chr5:343502,5,343502,341045,382369
3176,chr5:343588,5,343588,341045,382369
3177,chr5:346773,5,346773,341045,382369
3178,chr5:349449,5,349449,341045,382369
3179,chr5:350876,5,350876,341045,382369
3180,chr5:354177,5,354177,341045,382369
3181,chr5:357163,5,357163,341045,382369
3182,chr5:360584,5,360584,341045,382369
3183,chr5:363025,5,363025,341045,382369
3184,chr5:365083,5,365083,341045,382369
3185,chr5:366361,5,366361,341045,382369
3186,chr5:371014,5,371014,341045,382369
3187,chr5:371457,5,371457,341045,382369
3188,chr5:372989,5,372989,341045,382369
3189,chr5:374614,5,374614,341045,382369
3190,chr5:377631,5,377631,341045,382369
3191,chr5:378702,5,378702,341045,382369
3192,chr5:378741,5,378741,341045,382369
3193,chr5:379541,5,379541,341045,382369
3194,chr5:380460,5,380460,341045,382369
3195,chr5:382368,5,382368,341045,382369
3196,chr5:382369,5,382369,341045,382369
3197,chr5:382523,5,382523,382523,382523
3198,chr5:382808,5,382808,382808,390254
3199,chr5:384156,5,384156,382808,390254
3200,chr5:387695,5,387695,382808,390254
3201,chr5:388185,5,388185,382808,390254
3202,chr5:390254,5,390254,382808,390254
3203,chr5:391916,5,391916,391916,412759
3204,chr5:392497,5,392497,391916,412759
3205,chr5:393006,5,393006,391916,412759
3206,chr5:393290,5,393290,391916,412759
3207,chr5:396254,5,396254,391916,412759
3208,chr5:396266,5,396266,391916,412759
3209,chr5:398009,5,398009,391916,412759
3210,chr5:398644,5,398644,391916,412759
3211,chr5:401545,5,401545,391916,412759
3212,chr5:402468,5,402468,391916,412759
3213,chr5:403529,5,403529,391916,412759
3214,chr5:405417,5,405417,391916,412759
3215,chr5:406230,5,406230,391916,412759
3216,chr5:406826,5,406826,391916,412759
3217,chr5:407785,5,407785,391916,412759
3218,chr5:409900,5,409900,391916,412759
3219,chr5:412759,5,412759,391916,412759
3220,chr5:413363,5,413363,413363,413363
3221,chr5:413385,5,413385,413385,430235
3222,chr5:416981,5,416981,413385,430235
3223,chr5:417297,5,417297,413385,430235
3224,chr5:419108,5,419108,413385,430235
3225,chr5:421695,5,421695,413385,430235
3226,chr5:422560,5,422560,413385,430235
3227,chr5:424852,5,424852,413385,430235
3228,chr5:425327,5,425327,413385,430235
3229,chr5:427844,5,427844,413385,430235
3230,chr5:430235,5,430235,413385,430235
3231,chr5:430620,5,430620,430620,430620
3232,chr5:430883,5,430883,430883,441594
3233,chr5:431015,5,431015,430883,441594
3234,chr5:431369,5,431369,430883,441594
3235,chr5:432378,5,432378,430883,441594
3236,chr5:432587,5,432587,430883,441594
3237,chr5:434634,5,434634,430883,441594
3238,chr5:441308,5,441308,430883,441594
3239,chr5:441594,5,441594,430883,441594
3240,chr5:443367,5,443367,443367,443367
3241,chr5:443369,5,443369,443369,443378
3242,chr5:443371,5,443371,443369,443378
3243,chr5:443373,5,443373,443369,443378
3244,chr5:443378,5,443378,443369,443378
3245,chr5:451448,5,451448,451448,461234
3246,chr5:456087,5,456087,451448,461234
3247,chr5:458086,5,458086,451448,461234
3248,chr5:461234,5,461234,451448,461234
3249,chr5:461877,5,461877,461877,461877
3250,chr5:463004,5,463004,463004,469404
3251,chr5:465043,5,465043,463004,469404
3252,chr5:467724,5,467724,463004,469404
3253,chr5:468076,5,468076,463004,469404
3254,chr5:469078,5,469078,463004,469404
3255,chr5:469404,5,469404,463004,469404
3256,chr5:475322,5,475322,475322,491888
3257,chr5:475607,5,475607,475322,491888
3258,chr5:475736,5,475736,475322,491888
3259,chr5:478715,5,478715,475322,491888
3260,chr5:478932,5,478932,475322,491888
3261,chr5:479996,5,479996,475322,491888
3262,chr5:482003,5,482003,475322,491888
3263,chr5:482536,5,482536,475322,491888
3264,chr5:484494,5,484494,475322,491888
3265,chr5:484954,5,484954,475322,491888
3266,chr5:486157,5,486157,475322,491888
3267,chr5:486882,5,486882,475322,491888
3268,chr5:486891,5,486891,475322,491888
3269,chr5:486920,5,486920,475322,491888
3270,chr5:487404,5,487404,475322,491888
3271,chr5:487484,5,487484,475322,491888
3272,chr5:487817,5,487817,475322,491888
3273,chr5:489636,5,489636,475322,491888
3274,chr5:490549,5,490549,475322,491888
3275,chr5:491806,5,491806,475322,491888
3276,chr5:491888,5,491888,475322,491888
3277,chr5:491992,5,491992,491992,491992
3278,chr5:492146,5,492146,492146,509836
3279,chr5:499612,5,499612,492146,509836
3280,chr5:502460,5,502460,492146,509836
3281,chr5:504765,5,504765,492146,509836
3282,chr5:504884,5,504884,492146,509836
3283,chr5:509836,5,509836,492146,509836
3284,chr5:510020,5,510020,510020,510020
3285,chr5:511350,5,511350,511350,522215
3286,chr5:512696,5,512696,511350,522215
3287,chr5:512931,5,512931,511350,522215
3288,chr5:514582,5,514582,511350,522215
3289,chr5:515315,5,515315,511350,522215
3290,chr5:515397,5,515397,511350,522215
3291,chr5:515950,5,515950,511350,522215
3292,chr5:516091,5,516091,511350,522215
3293,chr5:518207,5,518207,511350,522215
3294,chr5:518275,5,518275,511350,522215
3295,chr5:519067,5,519067,511350,522215
3296,chr5:522215,5,522215,511350,522215
3297,chr5:522970,5,522970,522970,522970
3298,chr5:523232,5,523232,523232,529382
3299,chr5:524247,5,524247,523232,529382
3300,chr5:524532,5,524532,523232,529382
3301,chr5:524625,5,524625,523232,529382
3302,chr5:525863,5,525863,523232,529382
3303,chr5:526004,5,526004,523232,529382
3304,chr5:526007,5,526007,523232,529382
3305,chr5:529382,5,529382,523232,529382
3306,chr5:529437,5,529437,529437,529437
3307,chr5:532205,5,532205,532205,540682
3308,chr5:532256,5,532256,532205,540682
3309,chr5:533988,5,533988,532205,540682
3310,chr5:535074,5,535074,532205,540682
3311,chr5:537503,5,537503,532205,540682
3312,chr5:538956,5,538956,532205,540682
3313,chr5:540169,5,540169,532205,540682
3314,chr5:540498,5,540498,532205,540682
3315,chr5:540682,5,540682,532205,540682
3316,chr5:541505,5,541505,541505,541505
3317,chr5:542346,5,542346,542346,549248
3318,chr5:542361,5,542361,542346,549248
3319,chr5:543103,5,543103,542346,549248
3320,chr5:545577,5,545577,542346,549248
3321,chr5:545826,5,545826,542346,549248
3322,chr5:546667,5,546667,542346,549248
3323,chr5:547620,5,547620,542346,549248
3324,chr5:548182,5,548182,542346,549248
3325,chr5:548310,5,548310,542346,549248
3326,chr5:548459,5,548459,542346,549248
3327,chr5:548843,5,548843,542346,549248
3328,chr5:549055,5,549055,542346,549248
3329,chr5:549248,5,549248,542346,549248
3330,chr5:549677,5,549677,549677,549802
3331,chr5:549802,5,549802,549677,549802
3333,chr5:550708,5,550708,550708,554104
3334,chr5:550744,5,550744,550708,554104
3335,chr5:551265,5,551265,550708,554104
3336,chr5:551776,5,551776,550708,554104
3337,chr5:552218,5,552218,550708,554104
3338,chr5:553130,5,553130,550708,554104
3339,chr5:554104,5,554104,550708,554104
3340,chr5:554306,5,554306,554306,554306
3341,chr5:554307,5,554307,554307,554308
3342,chr5:554308,5,554308,554307,554308
3343,chr5:555454,5,555454,555454,561227
3344,chr5:555973,5,555973,555454,561227
3345,chr5:557406,5,557406,555454,561227
3346,chr5:557772,5,557772,555454,561227
3347,chr5:558324,5,558324,555454,561227
3348,chr5:558514,5,558514,555454,561227
3349,chr5:558549,5,558549,555454,561227
3350,chr5:559378,5,559378,555454,561227
3351,chr5:560042,5,560042,555454,561227
3352,chr5:561145,5,561145,555454,561227
3353,chr5:561154,5,561154,555454,561227
3354,chr5:561160,5,561160,555454,561227
3355,chr5:561163,5,561163,555454,561227
3356,chr5:561166,5,561166,555454,561227
3357,chr5:561193,5,561193,555454,561227
3358,chr5:561211,5,561211,555454,561227
3359,chr5:561220,5,561220,555454,561227
3360,chr5:561227,5,561227,555454,561227
3361,chr5:561259,5,561259,561259,561510
3362,chr5:561269,5,561269,561259,561510
3363,chr5:561292,5,561292,561259,561510
3364,chr5:561299,5,561299,561259,561510
3365,chr5:561309,5,561309,561259,561510
3366,chr5:561353,5,561353,561259,561510
3367,chr5:561355,5,561355,561259,561510
3368,chr5:561373,5,561373,561259,561510
3369,chr5:561379,5,561379,561259,561510
3370,chr5:561430,5,561430,561259,561510
3371,chr5:561461,5,561461,561259,561510
3372,chr5:561500,5,561500,561259,561510
3373,chr5:561502,5,561502,561259,561510
3374,chr5:561510,5,561510,561259,561510
3375,chr5:561524,5,561524,561524,561783
3376,chr5:561529,5,561529,561524,561783
3377,chr5:561538,5,561538,561524,561783
3378,chr5:561541,5,561541,561524,561783
3379,chr5:561545,5,561545,561524,561783
3380,chr5:561555,5,561555,561524,561783
3381,chr5:561569,5,561569,561524,561783
3382,chr5:561578,5,561578,561524,561783
3383,chr5:561590,5,561590,561524,561783
3384,chr5:561678,5,561678,561524,561783
3385,chr5:561690,5,561690,561524,561783
3386,chr5:561692,5,561692,561524,561783
3387,chr5:561717,5,561717,561524,561783
3388,chr5:561736,5,561736,561524,561783
3389,chr5:561746,5,561746,561524,561783
3390,chr5:561758,5,561758,561524,561783
3391,chr5:561759,5,561759,561524,561783
3392,chr5:561766,5,561766,561524,561783
3393,chr5:561783,5,561783,561524,561783
3394,chr5:561786,5,561786,561786,562097
3395,chr5:561824,5,561824,561786,562097
3396,chr5:561906,5,561906,561786,562097
3397,chr5:561915,5,561915,561786,562097
3398,chr5:562065,5,562065,561786,562097
3399,chr5:562072,5,562072,561786,562097
3400,chr5:562097,5,562097,561786,562097
3401,chr5:562113,5,562113,562113,562113
3402,chr5:562116,5,562116,562116,563372
3403,chr5:562155,5,562155,562116,563372
3404,chr5:562173,5,562173,562116,563372
3405,chr5:562264,5,562264,562116,563372
3406,chr5:562359,5,562359,562116,563372
3407,chr5:562436,5,562436,562116,563372
3408,chr5:562451,5,562451,562116,563372
3409,chr5:562473,5,562473,562116,563372
3410,chr5:562513,5,562513,562116,563372
3411,chr5:562518,5,562518,562116,563372
3412,chr5:562560,5,562560,562116,563372
3413,chr5:562570,5,562570,562116,563372
3414,chr5:562582,5,562582,562116,563372
3415,chr5:562610,5,562610,562116,563372
3416,chr5:562667,5,562667,562116,563372
3417,chr5:562683,5,562683,562116,563372
3418,chr5:562774,5,562774,562116,563372
3419,chr5:562846,5,562846,562116,563372
3420,chr5:562873,5,562873,562116,563372
3421,chr5:562888,5,562888,562116,563372
3422,chr5:563005,5,563005,562116,563372
3423,chr5:563017,5,563017,562116,563372
