sid_index,SNP,Chr,GenDist,ChrPos,PValue,SnpWeight,SnpWeightSE,EffectSize,SnpFractVarExpl,Mixing,Nullh2,Pheno,PhenoCount,1,2,unique,Pheno_chr,Pheno_pos,Pheno_pos_end,pos_add_p,pos_add_s,pos_cum_pheno,pos_cum_snp,pos_to_trait,type,ld_range,ld_mask
916,rs_chromosome12_106104,12,,106104,1.28669703584206e-06,0.201031424403334,0.0409608969518906,0.0169412288531148,0.224696103874974,0,0.685240371055852,YDR127W,101,YDR127W,Prot,12_106104_YDR127W,4,704484,709250,1356984,7234103,2061468,7340207,0,TRANS,,
2672,rs_chromosome16_300745,16,,300745,8.12040515433752e-06,0.221225231293879,0.0490087048156374,0.0280927587896764,0.207471396453128,0,0.573814347508117,YDR129C,101,YDR129C,Prot,16_300745_YDR129C,4,713340,715379,1356984,11110207,2070324,11410952,0,TRANS,,
4371,rs_chromosome16_525725,16,,525725,4.05519712636052e-06,0.387607218020919,0.0830757889031769,0.140307285684764,0.214129395009773,0,0.573814347508117,YDR129C,101,YDR129C,Prot,16_525725_YDR129C,4,713340,715379,1356984,11110207,2070324,11635932,0,TRANS,,
4952,rs_chromosome7_585438,7,,585438,3.21298585461508e-06,0.25176074759787,0.0533882876048691,0.00755938176222655,0.216315042602147,0,0.125381655995171,YDR135C,101,YDR135C,Prot,7_585438_YDR135C,4,723004,727551,1356984,3734736,2079988,4320174,0,TRANS,,
165,rs_chromosome6_48886,6,,48886,2.5691219950859e-06,-0.397197793404603,0.0833883825324906,0.0437238094827939,0.218393660737089,0,0.508930741370942,YDR155C,101,YDR155C,Prot,6_48886_YDR155C,4,768512,769000,1356984,3465220,2125496,3514106,0,TRANS,,
295,rs_chromosome8_35255,8,,35255,4.22011103691615e-07,-0.463402529706677,0.09026248683889,0.053548676462345,0.234488418375983,0,0.508480427238636,YDR155C,101,YDR155C,Prot,8_35255_YDR155C,4,768512,769000,1356984,4825327,2125496,4860582,0,TRANS,,
3803,rs_chromosome12_407581,12,,407581,1.64891268690993e-07,-0.296492064012286,0.0557493950679507,0.0180588019643826,0.242422014148177,0,0.606075376166986,YDR158W,101,YDR158W,Prot,12_407581_YDR158W,4,770357,771454,1356984,7234103,2127341,7641684,0,TRANS,,
73,rs_chromosome11_11751,11,,11751,1.57523921690558e-06,0.262266085012447,0.0538984623133008,0.0462892005642866,0.222870988422616,0,0.247071308671869,YDR174W,101,YDR174W,Prot,11_11751_YDR174W,4,812110,812850,1356984,6570814,2169094,6582565,0,TRANS,,
1240,rs_chromosome16_139660,16,,139660,6.6795186073304e-08,0.389407534942841,0.0709206048992893,0.141627410948835,0.249799554888104,0,0.245936119422308,YDR174W,101,YDR174W,Prot,16_139660_YDR174W,4,812110,812850,1356984,11110207,2169094,11249867,0,TRANS,,
6807,rs_chromosome4_820419,4,,820419,1.28063435101477e-06,0.323934740601186,0.0659897816063715,0.0743984594192404,0.224738524794107,0,0.155219749947387,YDR177W,101,YDR177W,Prot,4_820419_YDR177W,4,816878,817525,1356984,1356984,2173862,2177403,-2894,CIS,,
3768,rs_chromosome9_432021,9,,432021,7.13364864088913e-06,0.228209480271381,0.0502373658795435,0.0120083291410927,0.208729930491506,0,0.401842164916238,YDR226W,101,YDR226W,Prot,9_432021_YDR226W,4,916486,917154,1356984,5387374,2273470,5819395,0,TRANS,,
3327,rs_chromosome14_357524,14,,357524,5.57555020110974e-06,-0.418900162134298,0.0911313737712814,0.149838929365388,0.211102905900209,0,0.412417879390118,YDR226W,101,YDR226W,Prot,14_357524_YDR226W,4,916486,917154,1356984,9235803,2273470,9593327,0,TRANS,,
4989,rs_chromosome16_588966,16,,588966,5.89139926612895e-06,-0.243997746854992,0.0532208672909237,0.0289426412895631,0.21057465079126,0,0.403425451427023,YDR226W,101,YDR226W,Prot,16_588966_YDR226W,4,916486,917154,1356984,11110207,2273470,11699173,0,TRANS,,
7647,rs_chromosome4_930077,4,,930077,2.08292312865766e-06,0.340551354060625,0.070837552054806,0.0259291081676776,0.220325359860797,0,0.659250163892462,YDR233C,101,YDR233C,Prot,4_930077_YDR233C,4,929470,930357,1356984,1356984,2286454,2287061,0,CIS,,
1302,rs_chromosome13_146132,13,,146132,7.30641287230357e-06,0.297742939344957,0.0656204705685985,0.0150904794032427,0.208498051860511,0,0.331208709007297,YDR234W,101,YDR234W,Prot,13_146132_YDR234W,4,931129,933210,1356984,8312001,2288113,8458133,0,TRANS,,
4623,rs_chromosome16_560903,16,,560903,7.89186068469448e-07,0.283688653718853,0.0566465257371699,0.0540427799877939,0.229043589655083,0,0.131067563572155,YDR293C,101,YDR293C,Prot,16_560903_YDR293C,4,1045640,1049392,1356984,11110207,2402624,11671110,0,TRANS,,
4342,rs_chromosome12_508385,12,,508385,1.09532683326634e-06,0.410194664158118,0.0830174244798679,0.136315496741618,0.226137772657544,0,0.443036978264478,YDR322C-A,101,YDR322C-A,Prot,12_508385_YDR322C-A,4,1112003,1112293,1356984,7234103,2468987,7742488,0,TRANS,,
4994,rs_chromosome4_594035,4,,594035,4.74111913338733e-06,-0.409459163738671,0.0883993501824823,0.0440904002756127,0.212649385685638,0,0.535223951233746,YDR382W,101,YDR382W,Prot,4_594035_YDR382W,4,1239492,1239824,1356984,1356984,2596476,1951019,645457,TRANS,,
4989,rs_chromosome16_588966,16,,588966,4.07871423390122e-06,0.240359153549592,0.0515299015309009,0.028886894406672,0.214074816422097,0,0.163527317080315,YDR394W,101,YDR394W,Prot,16_588966_YDR394W,4,1261681,1262967,1356984,11110207,2618665,11699173,0,TRANS,,
4024,rs_chromosome4_495107,4,,495107,7.69989022121179e-07,0.230514544122063,0.0459828714542844,0.0125911155063169,0.229260339827142,0,0,YDR429C,101,YDR429C,Prot,4_495107_YDR429C,4,1324477,1325301,1356984,1356984,2681461,1852091,829370,TRANS,,
299,rs_chromosome12_41107,12,,41107,5.53248621437094e-06,0.212332408812307,0.0461757413365007,0.00853766056866505,0.211177131516909,0,0,YDR429C,101,YDR429C,Prot,12_41107_YDR429C,4,1324477,1325301,1356984,7234103,2681461,7275210,0,TRANS,,
1134,rs_chromosome9_151961,9,,151961,3.74897409329549e-06,-0.255445806033759,0.0545521048883062,0.0175660342284511,0.214869088915618,0,0.316110445589367,YDR454C,101,YDR454C,Prot,9_151961_YDR454C,4,1366264,1366827,1356984,5387374,2723248,5539335,0,TRANS,,
8184,rs_chromosome7_943177,7,,943177,7.06322370331706e-07,0.222114041230364,0.0441530316964437,0.00995570872417175,0.230018291290949,0,0.515213034208237,YDR513W,101,YDR513W,Prot,7_943177_YDR513W,4,1471017,1471448,1356984,3734736,2828001,4677913,0,TRANS,,
3149,rs_chromosome5_393626,5,,393626,1.47472280283572e-06,0.228845942294439,0.0468981650219107,0.0133156465392801,0.223467466492303,0,0.589890384121973,YEL047C,101,YEL047C,Prot,5_393626_YEL047C,5,65385,66797,2888695,2888695,2954080,3282321,-326829,TRANS,,
1259,rs_chromosome10_148061,10,,148061,2.73578879426228e-07,0.254760251087112,0.0488079933874963,0.0233418485629664,0.238182276465366,0,0.589680049997973,YEL047C,101,YEL047C,Prot,10_148061_YEL047C,5,65385,66797,2888695,5825553,2954080,5973614,0,TRANS,,
983,rs_chromosome12_111438,12,,111438,1.16054549718649e-06,0.242603549740685,0.0492179261641252,0.0262860659675252,0.225621049429673,0,0.591223273048981,YEL047C,101,YEL047C,Prot,12_111438_YEL047C,5,65385,66797,2888695,7234103,2954080,7345541,0,TRANS,,
2810,rs_chromosome13_363801,13,,363801,1.38724359101427e-06,0.270958199031463,0.0553844162261708,0.0527716973404525,0.224019187541421,0,0.593232613097616,YEL047C,101,YEL047C,Prot,13_363801_YEL047C,5,65385,66797,2888695,8312001,2954080,8675802,0,TRANS,,
11028,rs_chromosome4_1347991,4,,1347991,4.31612968898149e-06,0.259766596681525,0.055836759603183,0.0131030383895201,0.213540059017888,0,0.649309286585881,YEL071W,101,YEL071W,Prot,4_1347991_YEL071W,5,16355,17845,2888695,1356984,2905050,2704975,0,TRANS,,
7492,rs_chromosome7_862090,7,,862090,3.3144510569109e-06,-0.20786643257244,0.0441422820577279,0.0159816450634726,0.216024442868692,0,0.630816143047736,YEL071W,101,YEL071W,Prot,7_862090_YEL071W,5,16355,17845,2888695,3734736,2905050,4596826,0,TRANS,,
8358,rs_chromosome7_959587,7,,959587,3.68174274272659e-07,0.476504940812247,0.0923270663024553,0.219860033079491,0.235658045276524,0,0.630816143047736,YEL071W,101,YEL071W,Prot,7_959587_YEL071W,5,16355,17845,2888695,3734736,2905050,4694323,0,TRANS,,
2741,rs_chromosome2_371555,2,,371555,8.34613981266829e-07,-0.415027287220009,0.0830608288755257,0.161042946297675,0.228550186616988,0,0.664521288835307,YER003C,101,YER003C,Prot,2_371555_YER003C,5,157736,159118,2888695,229317,3046431,600872,0,TRANS,,
1648,rs_chromosome13_195862,13,,195862,1.40814659504328e-06,-0.425712409042742,0.0870716578521225,0.168702223487388,0.223884384101685,0,0.325612848273446,YER004W,101,YER004W,Prot,13_195862_YER004W,5,159580,160275,2888695,8312001,3048275,8507863,0,TRANS,,
5594,rs_chromosome10_660475,10,,660475,3.50179309598205e-07,0.230368573097225,0.0445502872707483,0.0126311628325714,0.236085983018693,0,0.485823758662437,YER023W,101,YER023W,Prot,10_660475_YER023W,5,201076,201936,2888695,5825553,3089771,6486028,0,TRANS,,
6682,rs_chromosome2_809024,2,,809024,2.06327472349865e-06,0.221871560052184,0.0461320393766442,0.0129087824470923,0.220412219248461,0,0.487315124860383,YER025W,101,YER025W,Prot,2_809024_YER025W,5,205251,206834,2888695,229317,3093946,1038341,0,TRANS,,
79,rs_chromosome11_12080,11,,12080,2.12946334751231e-06,0.261507775723135,0.0544484533551542,0.061407083336642,0.220122709669495,0,0.660515603320663,YER043C,101,YER043C,Prot,11_12080_YER043C,5,235770,237119,2888695,6570814,3124465,6582894,0,TRANS,12060|12080,
2361,rs_chromosome2_326686,2,,326686,4.31012613811175e-06,0.315604239969605,0.0678346614796518,0.0245377050916491,0.213553231548128,0,0.378924863888623,YER044C,101,YER044C,Prot,2_326686_YER044C,5,237570,238016,2888695,229317,3126265,556003,0,TRANS,,
7861,rs_chromosome4_955222,4,,955222,3.98629002573085e-06,0.248923336518133,0.053309508346683,0.0469237956293047,0.214291073357856,0,0.378142718996809,YER044C,101,YER044C,Prot,4_955222_YER044C,5,237570,238016,2888695,1356984,3126265,2312206,0,TRANS,,
5501,rs_chromosome7_653750,7,,653750,3.09825848157124e-06,-0.451640290468622,0.0956172856347501,0.17614167507031,0.216654386884161,0,0.743854108945911,YER057C,101,YER057C,Prot,7_653750_YER057C,5,270737,271126,2888695,3734736,3159432,4388486,0,TRANS,,
5122,rs_chromosome7_606541,7,,606541,5.52343051382088e-06,-0.333492343586321,0.0725186498781169,0.0467552434150739,0.211192810161289,0,0.528521454295933,YER069W,101,YER069W,Prot,7_606541_YER069W,5,295410,298001,2888695,3734736,3184105,4341277,0,TRANS,,
6291,rs_chromosome7_733771,7,,733771,1.63261510276837e-06,0.552966013832691,0.113814642561861,0.238893456615252,0.222546663759621,0,0.528521454295933,YER069W,101,YER069W,Prot,7_733771_YER069W,5,295410,298001,2888695,3734736,3184105,4468507,0,TRANS,733771|733970,
6292,rs_chromosome7_733821,7,,733821,1.63261510276837e-06,0.552966013832691,0.113814642561861,0.238893456615252,0.222546663759621,0,0.528521454295933,YER069W,101,YER069W,Prot,7_733821_YER069W,5,295410,298001,2888695,3734736,3184105,4468557,0,TRANS,733771|733970,
8564,rs_chromosome7_986418,7,,986418,6.40300608545334e-07,0.421258419809282,0.0834111447031029,0.177643834668604,0.230876984441657,0,0.265540308565167,YER070W,101,YER070W,Prot,7_986418_YER070W,5,298950,301616,2888695,3734736,3187645,4721154,0,TRANS,986418|987872,
11430,rs_chromosome4_1405995,4,,1405995,5.20880815469368e-06,0.476316171885193,0.103289011417166,0.203788343493538,0.211753348496588,0,0.602869624919951,YER081W,101,YER081W,Prot,4_1405995_YER081W,5,322686,324095,2888695,1356984,3211381,2762979,0,TRANS,,
11447,rs_chromosome4_1406893,4,,1406893,1.42642557390603e-06,0.457984299061727,0.0937235416748551,0.174375165290157,0.22376806570941,0,0.602869624919951,YER081W,101,YER081W,Prot,4_1406893_YER081W,5,322686,324095,2888695,1356984,3211381,2763877,0,TRANS,,
2293,rs_chromosome5_276075,5,,276075,2.95938062587168e-06,-0.257660697249287,0.0544369926665441,0.0121151446654476,0.217081617251268,0,0.605525748520426,YER081W,101,YER081W,Prot,5_276075_YER081W,5,322686,324095,2888695,2888695,3211381,3164770,46611,TRANS,,
794,rs_chromosome12_92408,12,,92408,5.56740250003195e-06,-0.416418356165693,0.0905851706582936,0.157274762881853,0.21111690732638,0,0.605999325331931,YER081W,101,YER081W,Prot,12_92408_YER081W,5,322686,324095,2888695,7234103,3211381,7326511,0,TRANS,,
4103,rs_chromosome14_438523,14,,438523,3.90483127398844e-06,0.267737005617492,0.057284120322466,0.0147897804543728,0.214485681445966,0,0.405077943790044,YER086W,101,YER086W,Prot,14_438523_YER086W,5,328477,330207,2888695,9235803,3217172,9674326,0,TRANS,,
1257,rs_chromosome16_142443,16,,142443,1.96180398987103e-06,-0.28527879482596,0.0591855237346385,0.0157224976190976,0.220873791965757,0,0.186672893726045,YER089C,101,YER089C,Prot,16_142443_YER089C,5,335946,337340,2888695,11110207,3224641,11252650,0,TRANS,,
2011,rs_chromosome6_245484,6,,245484,2.88755765166912e-06,0.270082814945764,0.0569984856475498,0.0690671773143753,0.217310147145833,0,0.830613954901219,YER091C,101,YER091C,Prot,6_245484_YER091C,5,339864,342167,2888695,3465220,3228559,3710704,0,TRANS,,
5116,rs_chromosome10_609498,10,,609498,6.60890246267736e-06,-0.385274454918026,0.0845004685977925,0.140445037901578,0.209468566596007,0,0.261536853223516,YER110C,101,YER110C,Prot,10_609498_YER110C,5,378762,382103,2888695,5825553,3267457,6435051,0,TRANS,,
3134,rs_chromosome16_357842,16,,357842,2.66812521773467e-06,-0.286070426044916,0.0601593490397047,0.070076155870277,0.218043636354332,0,0.254593827744763,YER156C,101,YER156C,Prot,16_357842_YER156C,5,483325,484341,2888695,11110207,3372020,11468049,0,TRANS,357842|357947,
4985,rs_chromosome16_588825,16,,588825,1.29041229848053e-07,0.337079861734658,0.0628231603478219,0.0958915257764137,0.244446938663802,0,0.580090331520058,YFL039C,101,YFL039C,Prot,16_588825_YFL039C,6,53260,54696,3465220,11110207,3518480,11699032,0,TRANS,,
115,rs_chromosome6_44552,6,,44552,8.10291391836216e-07,-0.295357273981818,0.0590397501357855,0.0788371031026361,0.228811059099161,0,0.579843039104131,YFL045C,101,YFL045C,Prot,6_44552_YFL045C,6,43628,44392,3465220,3465220,3508848,3509772,-160,CIS,,
1579,rs_chromosome16_177989,16,,177989,6.83198639044816e-08,-0.261840861708511,0.0477245698391439,0.0511332157618551,0.249618128685492,0,0.575082224573137,YFL045C,101,YFL045C,Prot,16_177989_YFL045C,6,43628,44392,3465220,11110207,3508848,11288196,0,TRANS,,
6751,rs_chromosome4_810893,4,,810893,5.79445417254679e-06,0.377938347717781,0.0823708640445833,0.0357643755910398,0.210733857805814,0,0.657334063534477,YFR044C,101,YFR044C,Prot,4_810893_YFR044C,6,239992,241437,3465220,1356984,3705212,2167877,0,TRANS,,
409,rs_chromosome10_72556,10,,72556,5.09953738850392e-06,0.289537719099635,0.062723433321024,0.0349485240695673,0.211955613236368,0,0.649448646258261,YFR044C,101,YFR044C,Prot,10_72556_YFR044C,6,239992,241437,3465220,5825553,3705212,5898109,0,TRANS,,
4832,rs_chromosome12_565346,12,,565346,1.11171377357419e-06,0.324262706720965,0.0656666121346665,0.0394193873025432,0.226005218616478,0,0.641397078778213,YFR044C,101,YFR044C,Prot,12_565346_YFR044C,6,239992,241437,3465220,7234103,3705212,7799449,0,TRANS,,
5439,rs_chromosome12_641544,12,,641544,3.40028238729491e-07,0.374470536873828,0.0723363348872603,0.0266582154325966,0.23633681583702,0,0.641397078778213,YFR044C,101,YFR044C,Prot,12_641544_YFR044C,6,239992,241437,3465220,7234103,3705212,7875647,0,TRANS,641122|641544,
80,rs_chromosome13_14341,13,,14341,7.04574760475035e-06,-0.281180325519249,0.0618610141357033,0.0681713238508849,0.208849970995567,0,0.651229482109946,YFR044C,101,YFR044C,Prot,13_14341_YFR044C,6,239992,241437,3465220,8312001,3705212,8326342,0,TRANS,,
2024,rs_chromosome15_213883,15,,213883,9.81833171434349e-06,-0.20901164978672,0.0467402392069577,0.00953697326456801,0.205612962458976,0,0.647694791261306,YFR044C,101,YFR044C,Prot,15_213883_YFR044C,6,239992,241437,3465220,10019344,3705212,10233227,0,TRANS,,
3555,rs_chromosome15_373454,15,,373454,8.54950239488816e-06,0.399236482617098,0.0886683965779884,0.0767537612592949,0.206969047175184,0,0.647694791261306,YFR044C,101,YFR044C,Prot,15_373454_YFR044C,6,239992,241437,3465220,10019344,3705212,10392798,0,TRANS,,
766,rs_chromosome2_111999,2,,111999,2.12138552589211e-07,-0.296889315242964,0.0563422007598826,0.068776736274542,0.240322067222937,0,0.601566831583972,YGL008C,101,YGL008C,Prot,2_111999_YGL008C,7,479910,482666,3734736,229317,4214646,341316,0,TRANS,,
295,rs_chromosome8_35255,8,,35255,2.36117887023293e-06,-0.429103080307287,0.0897502632160333,0.0479130868062703,0.219172916967974,0,0.391544174675073,YGL103W,101,YGL103W,Prot,8_35255_YGL103W,7,310967,311927,3734736,4825327,4045703,4860582,0,TRANS,,
4468,rs_chromosome14_485955,14,,485955,1.2428291063177e-07,-0.248047178289957,0.0461676925228912,0.0265758500469479,0.244755698077107,0,0.341213580269557,YGL106W,101,YGL106W,Prot,14_485955_YGL106W,7,306560,307009,3734736,9235803,4041296,9721758,0,TRANS,,
11872,rs_chromosome4_1446482,4,,1446482,3.22365579924838e-07,0.278532417635163,0.0536947043823778,0.0659040734514312,0.236790948615644,0,0.457943879291943,YGL125W,101,YGL125W,Prot,4_1446482_YGL125W,7,272520,274322,3734736,1356984,4007256,2803466,0,TRANS,,
11962,rs_chromosome4_1453212,4,,1453212,5.77833314586977e-06,0.331598659027228,0.0722616382861779,0.104382517015151,0.210760578517686,0,0.457943879291943,YGL125W,101,YGL125W,Prot,4_1453212_YGL125W,7,272520,274322,3734736,1356984,4007256,2810196,0,TRANS,1451955|1453212,
3205,rs_chromosome2_424031,2,,424031,2.62747396765268e-06,0.474074429843939,0.0996275451805379,0.189128423158087,0.21818582970468,0,0.630051537699527,YGL148W,101,YGL148W,Prot,2_424031_YGL148W,7,226399,227529,3734736,229317,3961135,653348,0,TRANS,,
3443,rs_chromosome2_454884,2,,454884,4.2992950975417e-06,0.414963095510711,0.0891800224052111,0.111707905781679,0.213577040568354,0,0.630051537699527,YGL148W,101,YGL148W,Prot,2_454884_YGL148W,7,226399,227529,3734736,229317,3961135,684201,0,TRANS,,
11271,rs_chromosome4_1387755,4,,1387755,6.87069355639183e-06,-0.298956680923642,0.0656918488749142,0.0266443712745091,0.209093343659902,0,0.636524426684646,YGL148W,101,YGL148W,Prot,4_1387755_YGL148W,7,226399,227529,3734736,1356984,3961135,2744739,0,TRANS,,
919,rs_chromosome5_122792,5,,122792,1.98819638916224e-06,0.211742609938948,0.0439548660257743,0.0132581914064882,0.220751576262037,0,0.686421213341684,YGL234W,101,YGL234W,Prot,5_122792_YGL234W,7,56482,58890,3734736,2888695,3791218,3011487,0,TRANS,,
4933,rs_chromosome14_542117,14,,542117,8.67068895177643e-08,-0.554024045002522,0.101816014926966,0.294126554120193,0.247693591796098,0,0.692420113165935,YGL234W,101,YGL234W,Prot,14_542117_YGL234W,7,56482,58890,3734736,9235803,3791218,9777920,0,TRANS,542034|542157,
5009,rs_chromosome10_605976,10,,605976,9.08065585469691e-06,0.204921866367282,0.0456479319658216,0.00811466834664161,0.206379478045731,0,0.075417419353599,YGL245W,101,YGL245W,Prot,10_605976_YGL245W,7,39023,41149,3734736,5825553,3773759,6431529,0,TRANS,,
639,rs_chromosome7_67009,7,,67009,7.88217996518916e-06,-0.245638549012347,0.0543377070235276,0.053540860227828,0.207761319159326,0,0.129137810366042,YGL252C,101,YGL252C,Prot,7_67009_YGL252C,7,25718,27484,3734736,3734736,3760454,3801745,-39525,TRANS,66712|67009,
4858,rs_chromosome13_622063,13,,622063,5.28509026917622e-06,0.294044873794335,0.0638073285743432,0.0763640898589887,0.211614533380278,0,0.13485128977861,YGL252C,101,YGL252C,Prot,13_622063_YGL252C,7,25718,27484,3734736,8312001,3760454,8934064,0,TRANS,622063|622076,
4860,rs_chromosome13_622076,13,,622076,5.28509026917622e-06,0.294044873794335,0.0638073285743432,0.0763640898589887,0.211614533380278,0,0.13485128977861,YGL252C,101,YGL252C,Prot,13_622076_YGL252C,7,25718,27484,3734736,8312001,3760454,8934077,0,TRANS,622063|622076,
5786,rs_chromosome11_610769,11,,610769,4.66399339162242e-06,-0.314182331057867,0.0677777334875759,0.0402528956329647,0.212805205774877,0,0.749072701974625,YGL256W,101,YGL256W,Prot,11_610769_YGL256W,7,15159,16307,3734736,6570814,3749895,7181583,0,TRANS,,
1198,rs_chromosome12_130405,12,,130405,6.4171169203358e-06,0.219653567201847,0.0481073818267558,0.0137350373386384,0.209752556130314,0,0.748919077005888,YGL256W,101,YGL256W,Prot,12_130405_YGL256W,7,15159,16307,3734736,7234103,3749895,7364508,0,TRANS,,
776,rs_chromosome2_112537,2,,112537,1.17080370111646e-06,-0.212317383460929,0.0430894957238525,0.0147832130887683,0.225542319628378,0,0.42454185136106,YGR037C,101,YGR037C,Prot,2_112537_YGR037C,7,559731,559994,3734736,229317,4294467,341854,0,TRANS,,
2551,rs_chromosome2_349229,2,,349229,1.98245116746102e-08,0.39877456690209,0.0697667775724593,0.0347037018183443,0.259362907002696,0,0.42454185136106,YGR037C,101,YGR037C,Prot,2_349229_YGR037C,7,559731,559994,3734736,229317,4294467,578546,0,TRANS,,
4436,rs_chromosome15_466738,15,,466738,7.50018049671016e-07,-0.239806464086657,0.0477855788428707,0.0405304095791289,0.22949140545364,0,0.420034748770403,YGR037C,101,YGR037C,Prot,15_466738_YGR037C,7,559731,559994,3734736,10019344,4294467,10486082,0,TRANS,,
4841,rs_chromosome10_586032,10,,586032,1.30817297146318e-06,0.245840805446288,0.0501259185848964,0.0281282824795413,0.224547361915495,0,0.200801892643354,YGR078C,101,YGR078C,Prot,10_586032_YGR078C,7,639772,640371,3734736,5825553,4374508,6411585,0,TRANS,,
5715,rs_chromosome7_675722,7,,675722,3.44789216577423e-08,0.282551090694842,0.0503280025181419,0.0151637524906622,0.25505381144631,0,0.456242004118251,YGR094W,101,YGR094W,Prot,7_675722_YGR094W,7,672186,675500,3734736,3734736,4406922,4410458,-222,CIS,,
2333,rs_chromosome5_283424,5,,283424,4.0847515771134e-06,-0.235122355386008,0.0504106454986865,0.00968017837761009,0.214060853424325,0,0.137199041999414,YGR103W,101,YGR103W,Prot,5_283424_YGR103W,7,695417,697234,3734736,2888695,4430153,3172119,0,TRANS,,
1131,rs_chromosome8_114771,8,,114771,4.89194865173196e-06,0.344569035625564,0.0744993100792055,0.106080963212015,0.212351530180543,0,0.133804528918673,YGR103W,101,YGR103W,Prot,8_114771_YGR103W,7,695417,697234,3734736,4825327,4430153,4940098,0,TRANS,,
1036,rs_chromosome9_141480,9,,141480,2.98665792356724e-06,0.360577659880511,0.076212131234407,0.0389730132615083,0.216996212172182,0,0.484581226073799,YGR124W,101,YGR124W,Prot,9_141480_YGR124W,7,739944,741662,3734736,5387374,4474680,5528854,0,TRANS,,
7041,rs_chromosome7_798425,7,,798425,9.1226157872037e-07,0.33400731843953,0.0670895621324539,0.0128050072114509,0.227763658079057,0,0.819971750245825,YGR155W,101,YGR155W,Prot,7_798425_YGR155W,7,798543,800066,3734736,3734736,4533279,4533161,118,CIS,,
6546,rs_chromosome2_802952,2,,802952,1.82869757343735e-06,0.373559020399258,0.077264688410411,0.0368447251187118,0.221515221151129,0,0.356007311059983,YGR157W,101,YGR157W,Prot,2_802952_YGR157W,7,802440,805049,3734736,229317,4537176,1032269,0,TRANS,,
7491,rs_chromosome16_899602,16,,899602,1.22134554883747e-06,-0.401759907524886,0.0816809717213756,0.151302614307889,0.225163828841091,0,0.375612561107012,YGR159C,101,YGR159C,Prot,16_899602_YGR159C,7,806412,807656,3734736,11110207,4541148,12009809,0,TRANS,,
1874,rs_chromosome14_185309,14,,185309,2.23249952736035e-06,0.424432535508637,0.0885544151445763,0.155436066698124,0.219688737135216,0,0.267795114288843,YGR167W,101,YGR167W,Prot,14_185309_YGR167W,7,832456,833157,3734736,9235803,4567192,9421112,0,TRANS,,
5948,rs_chromosome7_698505,7,,698505,6.20410969776415e-06,0.3310523278647,0.0723880016691121,0.0280102963589578,0.210077616469662,0,0.828608347867343,YGR175C,101,YGR175C,Prot,7_698505_YGR175C,7,846933,848423,3734736,3734736,4581669,4433241,148428,TRANS,,
8314,rs_chromosome15_931656,15,,931656,8.67949042574012e-06,-0.277167388673941,0.0616033178900792,0.0170980536233086,0.206821604071736,0,0.706304434294198,YGR180C,101,YGR180C,Prot,15_931656_YGR180C,7,855264,856301,3734736,10019344,4590000,10951000,0,TRANS,,
2495,rs_chromosome2_342041,2,,342041,3.89437337966277e-06,0.328864271520709,0.0703540202334091,0.0326216180856433,0.214510946144485,0,0.653902547891449,YGR181W,101,YGR181W,Prot,2_342041_YGR181W,7,858287,858604,3734736,229317,4593023,571358,0,TRANS,,
776,rs_chromosome2_112537,2,,112537,2.00007234025374e-06,0.242414636137517,0.050335019046606,0.019590419005398,0.220697088043386,0,0.219771137640972,YGR189C,101,YGR189C,Prot,2_112537_YGR189C,7,876669,878192,3734736,229317,4611405,341854,0,TRANS,,
3400,rs_chromosome11_340770,11,,340770,6.25218802346447e-07,0.277963177940436,0.0549856663086137,0.0667514120761006,0.231085053289855,0,0.661619637673745,YGR204W,101,YGR204W,Prot,11_340770_YGR204W,7,905934,908774,3734736,6570814,4640670,6911584,0,TRANS,340770|340783,
4081,rs_chromosome15_427400,15,,427400,8.86235592637857e-07,-0.258238727939434,0.05180901306167,0.0101758764191931,0.228019878875369,0,0.631725923816585,YGR208W,101,YGR208W,Prot,15_427400_YGR208W,7,911883,912812,3734736,10019344,4646619,10446744,0,TRANS,,
5725,rs_chromosome16_666095,16,,666095,1.46010832453775e-06,0.406815797266119,0.0833348142622119,0.0518645116779006,0.223557418381191,0,0.627423875743055,YGR208W,101,YGR208W,Prot,16_666095_YGR208W,7,911883,912812,3734736,11110207,4646619,11776302,0,TRANS,,
6423,rs_chromosome16_755594,16,,755594,2.70236187920161e-06,-0.253413606977816,0.0533221002372362,0.0175028672904222,0.217925478990509,0,0.627423875743055,YGR208W,101,YGR208W,Prot,16_755594_YGR208W,7,911883,912812,3734736,11110207,4646619,11865801,0,TRANS,,
5754,rs_chromosome7_680048,7,,680048,7.35203040840985e-08,0.306641017986971,0.0560314649843027,0.0337426648069516,0.24902743429626,0,0.28436067274776,YGR211W,101,YGR211W,Prot,7_680048_YGR211W,7,915241,916701,3734736,3734736,4649977,4414784,235193,TRANS,,
4985,rs_chromosome16_588825,16,,588825,2.61128104218135e-06,-0.294817123454395,0.061939259923729,0.0665442760014836,0.218243057562796,0,0.280381477846767,YGR211W,101,YGR211W,Prot,16_588825_YGR211W,7,915241,916701,3734736,11110207,4649977,11699032,0,TRANS,,
7169,rs_chromosome13_850191,13,,850191,6.27113233624651e-06,-0.400387693498988,0.0875940019731257,0.143653640271756,0.209974203475199,0,0.278631080748195,YGR231C,101,YGR231C,Prot,13_850191_YGR231C,7,952548,953480,3734736,8312001,4687284,9162192,0,TRANS,,
