BETA	cis_trans	abs_effect
0.0726555	trans	0.0726555
-0.0394428	trans	0.0394428
-0.0511618	trans	0.0511618
0.198426	trans	0.198426
-0.108366	trans	0.108366
0.0772466	trans	0.0772466
0.0479113	trans	0.0479113
0.0376387	trans	0.0376387
-0.0522799	trans	0.0522799
0.0640347	trans	0.0640347
0.0471453	trans	0.0471453
0.0921363	trans	0.0921363
-0.101075	trans	0.101075
0.0546999	trans	0.0546999
-0.07117	trans	0.07117
0.120175	trans	0.120175
-0.0698086	trans	0.0698086
0.0387606	trans	0.0387606
0.060336	trans	0.060336
0.0809307	trans	0.0809307
-0.0351836	trans	0.0351836
-0.0699399	trans	0.0699399
-0.20575	trans	0.20575
0.0630517	trans	0.0630517
0.0403798	trans	0.0403798
-0.0594329	trans	0.0594329
0.0454486	trans	0.0454486
0.0807019	trans	0.0807019
0.0404656	trans	0.0404656
0.0561486	trans	0.0561486
0.0631417	trans	0.0631417
-0.144253	trans	0.144253
0.0684916	trans	0.0684916
-0.0438047	trans	0.0438047
0.511718	trans	0.511718
0.0385392	trans	0.0385392
0.0541741	trans	0.0541741
-0.077662	trans	0.077662
-0.0483741	trans	0.0483741
-0.0660885	trans	0.0660885
0.0538196	trans	0.0538196
-0.0434045	trans	0.0434045
-0.201273	trans	0.201273
-0.0856196	trans	0.0856196
0.0434356	trans	0.0434356
0.130003	trans	0.130003
0.0399023	trans	0.0399023
-0.0779448	trans	0.0779448
-0.04455	trans	0.04455
-0.0388559	trans	0.0388559
0.169867	trans	0.169867
-0.0523489	trans	0.0523489
0.111534	trans	0.111534
-0.15101	trans	0.15101
-0.0536093	trans	0.0536093
-0.101171	trans	0.101171
0.0506389	trans	0.0506389
0.0420815	trans	0.0420815
0.095937	trans	0.095937
0.0645733	trans	0.0645733
0.291804	trans	0.291804
0.073103	trans	0.073103
-0.0793195	trans	0.0793195
0.687103	trans	0.687103
0.0784868	trans	0.0784868
-0.0621484	trans	0.0621484
-0.0432498	trans	0.0432498
0.0558248	trans	0.0558248
-0.0505902	trans	0.0505902
0.0495102	trans	0.0495102
-0.102867	trans	0.102867
0.0526988	trans	0.0526988
0.825881	trans	0.825881
0.0343152	trans	0.0343152
0.053065	trans	0.053065
0.0376381	trans	0.0376381
0.0440922	trans	0.0440922
0.0464522	trans	0.0464522
-0.0613517	trans	0.0613517
0.128716	trans	0.128716
-0.0419336	trans	0.0419336
-0.0469026	trans	0.0469026
-0.0580693	trans	0.0580693
0.0455674	trans	0.0455674
0.0929842	trans	0.0929842
-0.060284	trans	0.060284
-0.0552003	trans	0.0552003
0.116976	trans	0.116976
0.0443213	trans	0.0443213
-0.0398031	trans	0.0398031
-0.040552	trans	0.040552
-0.0573489	trans	0.0573489
-0.139366	trans	0.139366
0.18277	trans	0.18277
0.0583397	trans	0.0583397
0.4311	trans	0.4311
0.0671397	trans	0.0671397
0.118305	trans	0.118305
-0.174257	trans	0.174257
0.285715	trans	0.285715
0.21145	trans	0.21145
-0.119169	trans	0.119169
-0.0683483	trans	0.0683483
-0.0596064	trans	0.0596064
-0.0450488	trans	0.0450488
0.0443108	trans	0.0443108
-0.0660109	trans	0.0660109
-0.0447881	trans	0.0447881
-0.0514981	trans	0.0514981
-0.0999504	trans	0.0999504
0.271384	trans	0.271384
-0.051999	trans	0.051999
-0.0767988	trans	0.0767988
-0.0432489	trans	0.0432489
-0.12343	trans	0.12343
0.0387302	trans	0.0387302
-0.0541978	trans	0.0541978
0.0344542	trans	0.0344542
-0.0450514	trans	0.0450514
-0.0721172	trans	0.0721172
0.173855	trans	0.173855
0.043142	trans	0.043142
0.0438703	trans	0.0438703
-0.0476617	trans	0.0476617
-0.038429	trans	0.038429
0.148165	trans	0.148165
-0.0476052	trans	0.0476052
0.0552586	trans	0.0552586
0.0442079	trans	0.0442079
0.0416753	trans	0.0416753
-0.0566434	trans	0.0566434
-0.041776	trans	0.041776
0.0995991	trans	0.0995991
0.0509285	trans	0.0509285
0.0373343	trans	0.0373343
0.0382445	trans	0.0382445
0.0469934	trans	0.0469934
-0.0596238	trans	0.0596238
0.0534587	trans	0.0534587
0.0477068	trans	0.0477068
-0.0472812	trans	0.0472812
0.0474647	trans	0.0474647
0.181043	trans	0.181043
0.117284	trans	0.117284
0.230759	trans	0.230759
0.0673656	trans	0.0673656
-0.0459154	trans	0.0459154
-0.0426497	trans	0.0426497
0.0394867	trans	0.0394867
0.0974198	trans	0.0974198
0.0423212	trans	0.0423212
0.052234	trans	0.052234
-0.0902947	trans	0.0902947
-0.0690786	trans	0.0690786
-0.0461282	trans	0.0461282
0.044197	trans	0.044197
0.449431	trans	0.449431
-0.0975405	trans	0.0975405
0.0465742	trans	0.0465742
0.20224	trans	0.20224
-0.0814365	trans	0.0814365
0.0487888	trans	0.0487888
0.0459224	trans	0.0459224
-0.0408616	trans	0.0408616
0.0405108	trans	0.0405108
-0.099172	trans	0.099172
-0.0388672	trans	0.0388672
-0.241295	trans	0.241295
0.0543703	trans	0.0543703
-0.0605738	trans	0.0605738
0.212074	trans	0.212074
0.0567053	trans	0.0567053
0.241198	trans	0.241198
-0.121114	trans	0.121114
-0.0421625	trans	0.0421625
0.0536301	trans	0.0536301
0.414812	trans	0.414812
0.0348655	trans	0.0348655
0.0393511	trans	0.0393511
0.589709	trans	0.589709
-0.591718	trans	0.591718
0.59715	trans	0.59715
0.0569628	trans	0.0569628
-0.585371	trans	0.585371
0.655846	trans	0.655846
-0.761906	trans	0.761906
-0.361571	trans	0.361571
-0.0412805	trans	0.0412805
-0.749777	trans	0.749777
0.073532	trans	0.073532
0.0397272	trans	0.0397272
0.0431257	trans	0.0431257
0.0413988	trans	0.0413988
0.0740449	trans	0.0740449
0.383955	trans	0.383955
-0.119118	trans	0.119118
-0.52859	trans	0.52859
-0.0457653	trans	0.0457653
-0.0477987	trans	0.0477987
-0.0456322	trans	0.0456322
0.0717659	trans	0.0717659
-0.0666322	trans	0.0666322
0.059857	trans	0.059857
0.0485331	trans	0.0485331
0.0617424	trans	0.0617424
0.0453682	trans	0.0453682
0.0575857	trans	0.0575857
-0.0709731	trans	0.0709731
0.0457656	trans	0.0457656
0.0492793	trans	0.0492793
-0.0667546	trans	0.0667546
0.0458647	trans	0.0458647
0.0426075	trans	0.0426075
-0.054255	trans	0.054255
-0.0435219	trans	0.0435219
0.109128	trans	0.109128
0.0685441	trans	0.0685441
-0.0562838	trans	0.0562838
-0.0490613	trans	0.0490613
-0.178454	trans	0.178454
-0.216102	trans	0.216102
-0.188148	trans	0.188148
-0.355395	trans	0.355395
-0.228214	trans	0.228214
-0.0532303	trans	0.0532303
0.521607	trans	0.521607
0.0508908	trans	0.0508908
-0.0453803	trans	0.0453803
-0.0728162	trans	0.0728162
-0.0486515	trans	0.0486515
0.0480888	trans	0.0480888
0.0565433	trans	0.0565433
0.0566847	trans	0.0566847
0.0452208	trans	0.0452208
-0.0609501	trans	0.0609501
0.0455732	trans	0.0455732
0.0484721	trans	0.0484721
0.0504288	trans	0.0504288
0.0456807	trans	0.0456807
-0.0471689	trans	0.0471689
0.0528075	trans	0.0528075
0.0461669	trans	0.0461669
0.0460924	trans	0.0460924
-0.148785	trans	0.148785
0.0575404	trans	0.0575404
-0.0482926	trans	0.0482926
-0.234829	trans	0.234829
-0.239063	trans	0.239063
0.200328	trans	0.200328
-0.30418	trans	0.30418
0.449962	trans	0.449962
0.141202	trans	0.141202
0.0464909	trans	0.0464909
-0.0389385	trans	0.0389385
0.0358062	trans	0.0358062
-0.0792665	trans	0.0792665
-0.0444372	trans	0.0444372
-0.0739134	trans	0.0739134
-0.0710424	trans	0.0710424
0.09725	trans	0.09725
-0.0674021	trans	0.0674021
0.0354823	trans	0.0354823
0.292364	trans	0.292364
0.451334	trans	0.451334
-0.0403866	trans	0.0403866
-0.0375614	trans	0.0375614
0.246208	trans	0.246208
0.0595167	trans	0.0595167
-0.0809456	trans	0.0809456
-0.0909789	trans	0.0909789
0.0443998	trans	0.0443998
-0.0648993	trans	0.0648993
-0.0447108	trans	0.0447108
-0.100888	trans	0.100888
0.139267	trans	0.139267
0.0690008	trans	0.0690008
-0.0420244	trans	0.0420244
-0.0544745	trans	0.0544745
0.0520165	trans	0.0520165
0.0457093	trans	0.0457093
0.126639	trans	0.126639
0.0466811	trans	0.0466811
0.188619	trans	0.188619
0.264288	trans	0.264288
-0.171432	trans	0.171432
0.0489255	trans	0.0489255
-0.0713319	trans	0.0713319
0.0531201	trans	0.0531201
0.0474462	trans	0.0474462
0.0632859	trans	0.0632859
0.226891	trans	0.226891
0.0488972	trans	0.0488972
0.0601973	trans	0.0601973
-0.0950019	trans	0.0950019
-0.04579	trans	0.04579
-0.0703008	trans	0.0703008
0.0396055	trans	0.0396055
-0.0974149	trans	0.0974149
0.0710233	trans	0.0710233
0.0481176	trans	0.0481176
0.040162	trans	0.040162
-0.177969	trans	0.177969
-0.0473366	trans	0.0473366
0.839978	trans	0.839978
-0.040253	trans	0.040253
0.0426754	trans	0.0426754
0.0372352	trans	0.0372352
0.0436575	trans	0.0436575
-0.12238	trans	0.12238
0.059939	trans	0.059939
0.0584015	trans	0.0584015
0.214123	trans	0.214123
-0.0584585	trans	0.0584585
-0.0585423	trans	0.0585423
0.385034	trans	0.385034
0.122522	trans	0.122522
0.0635962	trans	0.0635962
0.0433724	trans	0.0433724
0.0493707	trans	0.0493707
-0.0640404	trans	0.0640404
-0.0392243	trans	0.0392243
0.127763	trans	0.127763
0.058421	trans	0.058421
-0.0986133	trans	0.0986133
0.0479277	trans	0.0479277
0.0719643	trans	0.0719643
0.218221	trans	0.218221
-0.230309	trans	0.230309
-0.0756098	trans	0.0756098
-0.0602116	trans	0.0602116
-0.0527516	trans	0.0527516
-0.0390675	trans	0.0390675
0.0389221	trans	0.0389221
0.619037	trans	0.619037
0.466738	trans	0.466738
0.0626116	trans	0.0626116
-0.125593	trans	0.125593
-0.180314	trans	0.180314
0.0400311	trans	0.0400311
-0.0951102	trans	0.0951102
0.0651404	trans	0.0651404
-0.131811	trans	0.131811
-0.0519456	trans	0.0519456
0.0797713	trans	0.0797713
0.0404894	trans	0.0404894
0.0943317	trans	0.0943317
-0.106122	trans	0.106122
0.0608559	trans	0.0608559
0.0594276	trans	0.0594276
-0.0444978	trans	0.0444978
0.0921579	trans	0.0921579
0.0490261	trans	0.0490261
0.041063	trans	0.041063
-0.0751559	trans	0.0751559
0.0532846	trans	0.0532846
0.0492049	trans	0.0492049
-0.0656393	trans	0.0656393
-0.0578406	trans	0.0578406
0.0620741	trans	0.0620741
0.0595277	trans	0.0595277
0.0442921	trans	0.0442921
0.140053	trans	0.140053
0.0458665	trans	0.0458665
0.0961692	trans	0.0961692
0.0799677	trans	0.0799677
0.0441732	trans	0.0441732
-0.130675	trans	0.130675
0.0424706	trans	0.0424706
-0.0585798	trans	0.0585798
-0.0563634	trans	0.0563634
0.0413395	trans	0.0413395
0.0979058	trans	0.0979058
0.0434087	trans	0.0434087
-0.0754482	trans	0.0754482
-0.127904	trans	0.127904
0.0463238	trans	0.0463238
-0.0676711	trans	0.0676711
0.0530675	trans	0.0530675
0.13101	trans	0.13101
-0.0692051	trans	0.0692051
0.06443	trans	0.06443
0.0783269	trans	0.0783269
0.0413532	trans	0.0413532
-0.409324	trans	0.409324
-0.889085	trans	0.889085
0.0529637	trans	0.0529637
0.302466	trans	0.302466
0.817583	trans	0.817583
-0.874132	trans	0.874132
0.356746	trans	0.356746
-0.770017	trans	0.770017
-0.804365	trans	0.804365
0.45106	trans	0.45106
0.0424006	trans	0.0424006
-0.0373042	trans	0.0373042
0.517988	trans	0.517988
0.662704	trans	0.662704
-0.0437605	trans	0.0437605
0.554331	trans	0.554331
0.0482861	trans	0.0482861
-0.0474847	trans	0.0474847
-0.0691212	trans	0.0691212
-0.679464	trans	0.679464
0.444239	trans	0.444239
0.0849382	trans	0.0849382
0.407648	trans	0.407648
-0.518358	trans	0.518358
-0.331586	trans	0.331586
0.393717	trans	0.393717
0.421043	trans	0.421043
-0.49651	trans	0.49651
0.676834	trans	0.676834
0.0735598	trans	0.0735598
-0.394711	trans	0.394711
0.0379461	trans	0.0379461
-0.672331	trans	0.672331
0.868313	trans	0.868313
0.642918	trans	0.642918
0.632952	trans	0.632952
0.776159	trans	0.776159
0.0711714	trans	0.0711714
-0.512515	trans	0.512515
0.913726	trans	0.913726
0.168594	trans	0.168594
0.548029	trans	0.548029
0.755818	trans	0.755818
-0.0415941	trans	0.0415941
0.0610766	trans	0.0610766
-0.0501325	trans	0.0501325
0.0376303	trans	0.0376303
-0.096761	trans	0.096761
-0.041225	trans	0.041225
-0.0400082	trans	0.0400082
-0.04798	trans	0.04798
0.0437719	trans	0.0437719
-0.0639128	trans	0.0639128
-0.0497491	trans	0.0497491
0.0405222	trans	0.0405222
0.0677264	trans	0.0677264
0.0421641	trans	0.0421641
0.0374249	trans	0.0374249
0.0364938	trans	0.0364938
-0.0987265	trans	0.0987265
-0.0479207	trans	0.0479207
-0.0520591	trans	0.0520591
-0.0571837	trans	0.0571837
0.037003	trans	0.037003
0.0432557	trans	0.0432557
-0.0532448	trans	0.0532448
0.0968551	trans	0.0968551
-0.104685	trans	0.104685
-0.0832042	trans	0.0832042
0.0733196	trans	0.0733196
-0.0512568	trans	0.0512568
-0.0673968	trans	0.0673968
0.11539	trans	0.11539
0.0559255	trans	0.0559255
-0.0427869	trans	0.0427869
0.690275	trans	0.690275
0.94465	trans	0.94465
0.963316	trans	0.963316
0.820555	trans	0.820555
0.235654	trans	0.235654
0.0472997	trans	0.0472997
-0.147078	trans	0.147078
0.0525655	trans	0.0525655
0.0603413	trans	0.0603413
0.0879647	trans	0.0879647
0.0641591	trans	0.0641591
0.161223	trans	0.161223
0.0710108	trans	0.0710108
-0.220421	trans	0.220421
0.192815	trans	0.192815
0.397151	trans	0.397151
0.0681372	trans	0.0681372
0.0481859	trans	0.0481859
0.0569774	trans	0.0569774
0.10122	trans	0.10122
0.0534978	trans	0.0534978
-0.0625812	trans	0.0625812
0.0563557	trans	0.0563557
-0.131253	trans	0.131253
0.100353	trans	0.100353
0.0553418	trans	0.0553418
0.062134	trans	0.062134
0.0734137	trans	0.0734137
0.0465334	trans	0.0465334
-0.0456667	trans	0.0456667
0.0862681	trans	0.0862681
0.0658573	trans	0.0658573
0.0441711	trans	0.0441711
0.0478097	trans	0.0478097
-0.0545407	trans	0.0545407
0.37974	trans	0.37974
-0.11268	trans	0.11268
0.105744	trans	0.105744
0.586638	trans	0.586638
0.78946	trans	0.78946
0.102906	trans	0.102906
-0.0821736	trans	0.0821736
0.0798213	trans	0.0798213
-0.101752	trans	0.101752
0.0425478	trans	0.0425478
0.0509325	trans	0.0509325
-0.0499262	trans	0.0499262
-0.0665354	trans	0.0665354
0.0781722	trans	0.0781722
-0.301969	trans	0.301969
-0.419143	trans	0.419143
0.0460354	trans	0.0460354
0.0606242	trans	0.0606242
-0.125818	trans	0.125818
0.0578736	trans	0.0578736
-0.0731145	trans	0.0731145
-0.0620809	trans	0.0620809
-0.0631152	trans	0.0631152
0.0457735	trans	0.0457735
-0.0432197	trans	0.0432197
0.121057	trans	0.121057
-0.110912	trans	0.110912
0.0561711	trans	0.0561711
0.0451716	trans	0.0451716
0.993951	trans	0.993951
-0.0432736	trans	0.0432736
-0.0466375	trans	0.0466375
0.0521874	trans	0.0521874
0.046976	trans	0.046976
-0.0490443	trans	0.0490443
-0.0456917	trans	0.0456917
-0.0580682	trans	0.0580682
0.129868	trans	0.129868
-0.0503761	trans	0.0503761
0.0579887	trans	0.0579887
0.0564169	trans	0.0564169
-0.0635961	trans	0.0635961
-0.10011	trans	0.10011
-0.103022	trans	0.103022
0.058023	trans	0.058023
-0.0673237	trans	0.0673237
0.0475612	trans	0.0475612
-0.0588795	trans	0.0588795
-0.0664302	trans	0.0664302
0.0678617	trans	0.0678617
0.0426206	trans	0.0426206
-0.404948	trans	0.404948
-0.643036	trans	0.643036
-0.65897	trans	0.65897
-0.571915	trans	0.571915
0.0630072	trans	0.0630072
-0.0673742	trans	0.0673742
0.0503857	trans	0.0503857
0.0433314	trans	0.0433314
0.0453045	trans	0.0453045
0.0500791	trans	0.0500791
-0.0433284	trans	0.0433284
0.060088	trans	0.060088
-0.0584921	trans	0.0584921
-0.0838198	trans	0.0838198
0.0405321	trans	0.0405321
-0.0809508	trans	0.0809508
-0.0431595	trans	0.0431595
0.0927021	trans	0.0927021
-0.0486373	trans	0.0486373
0.0407576	trans	0.0407576
-0.0571775	trans	0.0571775
-0.0663174	trans	0.0663174
0.0599989	trans	0.0599989
0.0628215	trans	0.0628215
-0.0703595	trans	0.0703595
-0.0541187	trans	0.0541187
0.0570651	trans	0.0570651
-0.0709351	trans	0.0709351
0.0466698	trans	0.0466698
0.0970103	trans	0.0970103
0.0493987	trans	0.0493987
0.0488156	trans	0.0488156
0.0479419	trans	0.0479419
0.0769174	trans	0.0769174
-0.0974677	trans	0.0974677
-0.0511002	trans	0.0511002
-0.0590627	trans	0.0590627
-0.0520236	trans	0.0520236
-0.0791119	trans	0.0791119
-0.0412997	trans	0.0412997
0.0485479	trans	0.0485479
-0.364517	trans	0.364517
-0.115034	trans	0.115034
0.0770161	trans	0.0770161
0.0845929	trans	0.0845929
0.065929	trans	0.065929
0.0494643	trans	0.0494643
0.0789419	trans	0.0789419
-0.0523255	trans	0.0523255
0.048321	trans	0.048321
-0.0449344	trans	0.0449344
0.0580995	trans	0.0580995
-0.0713872	trans	0.0713872
-0.105675	trans	0.105675
0.0700278	trans	0.0700278
-0.0426847	trans	0.0426847
0.045392	trans	0.045392
-0.224511	trans	0.224511
-0.0508833	trans	0.0508833
-0.0450969	trans	0.0450969
0.0720089	trans	0.0720089
0.0407572	trans	0.0407572
-0.159377	trans	0.159377
0.0398335	trans	0.0398335
0.0414342	trans	0.0414342
0.0391841	trans	0.0391841
0.0505933	trans	0.0505933
0.0751414	trans	0.0751414
-0.068376	trans	0.068376
0.0472858	trans	0.0472858
0.0467645	trans	0.0467645
0.339462	trans	0.339462
-0.0895704	trans	0.0895704
0.0449267	trans	0.0449267
-0.0534944	trans	0.0534944
-0.0704633	trans	0.0704633
-0.0870978	trans	0.0870978
-0.106635	trans	0.106635
0.0675417	trans	0.0675417
0.0612399	trans	0.0612399
0.072286	trans	0.072286
0.056013	trans	0.056013
-0.0734682	trans	0.0734682
0.0508331	trans	0.0508331
-0.0907948	trans	0.0907948
0.0521291	trans	0.0521291
0.0741935	trans	0.0741935
-0.0928066	trans	0.0928066
-0.0489087	trans	0.0489087
-0.0520288	trans	0.0520288
0.0507102	trans	0.0507102
-0.0620328	trans	0.0620328
0.0426497	trans	0.0426497
-0.402909	trans	0.402909
-0.154979	trans	0.154979
-0.0422767	trans	0.0422767
0.0507429	trans	0.0507429
0.0573246	trans	0.0573246
0.0742518	trans	0.0742518
0.0465454	trans	0.0465454
-0.0813571	trans	0.0813571
-0.0967274	trans	0.0967274
-0.0516005	trans	0.0516005
-0.351963	trans	0.351963
0.0854939	trans	0.0854939
-0.0425432	trans	0.0425432
0.0695004	trans	0.0695004
0.14941	trans	0.14941
0.0476736	trans	0.0476736
0.0453825	trans	0.0453825
0.0666732	trans	0.0666732
-0.0820205	trans	0.0820205
0.0641804	trans	0.0641804
0.0747967	trans	0.0747967
0.0963545	trans	0.0963545
-0.112785	trans	0.112785
0.0806671	trans	0.0806671
-0.0552223	trans	0.0552223
-0.7192	trans	0.7192
0.0493006	trans	0.0493006
-0.0738755	trans	0.0738755
0.0561739	trans	0.0561739
-0.0521897	trans	0.0521897
0.0522445	trans	0.0522445
0.0427065	trans	0.0427065
-0.0421941	trans	0.0421941
-0.0419707	trans	0.0419707
0.149558	trans	0.149558
0.065394	trans	0.065394
0.0529668	trans	0.0529668
0.351619	trans	0.351619
-0.0583376	trans	0.0583376
0.0514546	trans	0.0514546
-0.0805844	trans	0.0805844
0.139753	trans	0.139753
-0.0627192	trans	0.0627192
0.193712	trans	0.193712
0.105041	trans	0.105041
-0.0790691	trans	0.0790691
0.0439388	trans	0.0439388
0.176065	trans	0.176065
-0.0939644	trans	0.0939644
0.0611411	trans	0.0611411
-0.0382255	trans	0.0382255
-0.709625	trans	0.709625
-0.860257	trans	0.860257
-1.05893	trans	1.05893
0.381547	trans	0.381547
0.435287	trans	0.435287
-0.301858	trans	0.301858
-0.562257	trans	0.562257
0.860911	trans	0.860911
0.887485	trans	0.887485
-0.721149	trans	0.721149
-0.828124	trans	0.828124
0.845551	trans	0.845551
-0.856728	trans	0.856728
-0.658161	trans	0.658161
-0.8433	trans	0.8433
0.46813	trans	0.46813
-0.521658	trans	0.521658
0.805655	trans	0.805655
-0.350918	trans	0.350918
-0.715676	trans	0.715676
-0.589379	trans	0.589379
-0.441663	trans	0.441663
-0.304233	trans	0.304233
0.776637	trans	0.776637
-0.610833	trans	0.610833
-0.0713181	trans	0.0713181
-0.588314	trans	0.588314
0.385727	trans	0.385727
-0.550309	trans	0.550309
-0.0634808	trans	0.0634808
-0.250372	trans	0.250372
-0.0876153	trans	0.0876153
-0.989595	trans	0.989595
-0.488877	trans	0.488877
-0.0620799	trans	0.0620799
-0.317358	trans	0.317358
-0.459825	trans	0.459825
-0.61495	trans	0.61495
-0.0701804	trans	0.0701804
0.499296	trans	0.499296
-1.02066	trans	1.02066
-0.670945	trans	0.670945
0.040272	trans	0.040272
-0.555168	trans	0.555168
-0.0597473	trans	0.0597473
0.45499	trans	0.45499
0.829491	trans	0.829491
-0.383846	trans	0.383846
-0.81567	trans	0.81567
-0.991254	trans	0.991254
0.420663	trans	0.420663
-0.714715	trans	0.714715
-0.977291	trans	0.977291
-0.600754	trans	0.600754
-0.0600424	trans	0.0600424
-0.442401	trans	0.442401
-0.408159	trans	0.408159
-0.374967	trans	0.374967
0.598077	trans	0.598077
0.0489073	trans	0.0489073
-0.294001	trans	0.294001
0.376986	trans	0.376986
-0.0980568	trans	0.0980568
-0.0743807	trans	0.0743807
-0.813019	trans	0.813019
-0.538663	trans	0.538663
-0.755374	trans	0.755374
-0.340704	trans	0.340704
-0.0589336	trans	0.0589336
-0.401532	trans	0.401532
-0.0425963	trans	0.0425963
0.115961	trans	0.115961
-1.06223	trans	1.06223
0.456753	trans	0.456753
-0.703927	trans	0.703927
0.056698	trans	0.056698
1.2105	trans	1.2105
0.172625	trans	0.172625
0.150773	trans	0.150773
0.213959	trans	0.213959
0.0489647	trans	0.0489647
0.564044	trans	0.564044
0.415047	trans	0.415047
-0.590512	trans	0.590512
-0.293608	trans	0.293608
-0.333277	trans	0.333277
-0.117075	trans	0.117075
-0.82554	trans	0.82554
0.0437091	trans	0.0437091
-0.353007	trans	0.353007
0.181442	trans	0.181442
0.572022	trans	0.572022
-0.0788611	trans	0.0788611
-0.0411146	trans	0.0411146
-0.529394	trans	0.529394
0.59418	trans	0.59418
0.0668773	trans	0.0668773
-0.0506279	trans	0.0506279
-0.0790898	trans	0.0790898
-0.0473441	trans	0.0473441
0.51294	trans	0.51294
-0.0422878	trans	0.0422878
0.0692582	trans	0.0692582
0.0526215	trans	0.0526215
-0.0672298	trans	0.0672298
0.034836	trans	0.034836
0.0614358	trans	0.0614358
0.0732367	trans	0.0732367
0.0942779	trans	0.0942779
0.0547517	trans	0.0547517
-0.0472461	trans	0.0472461
-0.0369234	trans	0.0369234
1.5309	trans	1.5309
-0.0552954	trans	0.0552954
-0.0856655	trans	0.0856655
-0.035527	trans	0.035527
0.268794	trans	0.268794
-0.0388424	trans	0.0388424
0.0578674	trans	0.0578674
0.0804202	trans	0.0804202
-0.0726735	trans	0.0726735
-0.0871857	trans	0.0871857
-0.0586912	trans	0.0586912
-0.0652125	trans	0.0652125
-0.0647438	trans	0.0647438
-0.171947	trans	0.171947
-0.184869	trans	0.184869
-0.0456909	trans	0.0456909
-0.0552224	trans	0.0552224
0.0823839	trans	0.0823839
0.0561753	trans	0.0561753
-0.155412	trans	0.155412
0.0477516	trans	0.0477516
-0.0502491	trans	0.0502491
0.130401	trans	0.130401
-0.123883	trans	0.123883
-0.0447754	trans	0.0447754
0.0689588	trans	0.0689588
0.0939569	trans	0.0939569
-0.0874177	trans	0.0874177
-0.0537211	trans	0.0537211
-0.0448856	trans	0.0448856
-0.0453026	trans	0.0453026
0.134355	trans	0.134355
0.0536225	trans	0.0536225
0.0591555	trans	0.0591555
0.101173	trans	0.101173
-0.0561022	trans	0.0561022
0.160339	trans	0.160339
0.0684219	trans	0.0684219
-0.0615173	trans	0.0615173
-0.0445998	trans	0.0445998
-0.090156	trans	0.090156
0.0491901	trans	0.0491901
-0.122341	trans	0.122341
-0.0463284	trans	0.0463284
-0.0463006	trans	0.0463006
0.0874517	trans	0.0874517
-0.0793517	trans	0.0793517
-0.0473633	trans	0.0473633
-0.0498572	trans	0.0498572
0.0690312	trans	0.0690312
-0.125535	trans	0.125535
0.0713736	trans	0.0713736
-0.0696657	trans	0.0696657
0.158049	trans	0.158049
0.0746948	trans	0.0746948
1.60092	trans	1.60092
0.35515	trans	0.35515
-0.0434192	trans	0.0434192
0.168952	trans	0.168952
0.0673383	trans	0.0673383
0.0413866	trans	0.0413866
-0.0422799	trans	0.0422799
0.0545523	trans	0.0545523
0.0461648	trans	0.0461648
0.0662274	trans	0.0662274
0.0796139	trans	0.0796139
0.0526845	trans	0.0526845
0.0677718	trans	0.0677718
-0.0661881	trans	0.0661881
-0.0645591	trans	0.0645591
-0.0896256	trans	0.0896256
-0.0411413	trans	0.0411413
-0.0672016	trans	0.0672016
0.0431483	trans	0.0431483
-0.047364	trans	0.047364
-0.176785	trans	0.176785
-0.0769768	trans	0.0769768
0.0878166	trans	0.0878166
-0.0518843	trans	0.0518843
0.0448752	trans	0.0448752
0.0696614	trans	0.0696614
0.084627	trans	0.084627
0.0500227	trans	0.0500227
0.0496481	trans	0.0496481
-0.0552967	trans	0.0552967
0.0580779	trans	0.0580779
-0.0819739	trans	0.0819739
0.0411552	trans	0.0411552
0.1013	trans	0.1013
-0.0674826	trans	0.0674826
0.051819	trans	0.051819
0.256652	trans	0.256652
0.0569483	trans	0.0569483
0.988112	trans	0.988112
0.772706	trans	0.772706
-0.117816	trans	0.117816
0.0727495	trans	0.0727495
0.0476316	trans	0.0476316
0.0819951	trans	0.0819951
0.0699688	trans	0.0699688
-0.0424782	trans	0.0424782
-0.0895579	trans	0.0895579
0.0510197	trans	0.0510197
-0.0520706	trans	0.0520706
-0.054351	trans	0.054351
0.0496619	trans	0.0496619
-0.0461694	trans	0.0461694
-0.0504601	trans	0.0504601
0.0512614	trans	0.0512614
0.0431028	trans	0.0431028
-0.0472699	trans	0.0472699
0.0594925	trans	0.0594925
0.136469	trans	0.136469
0.0456436	trans	0.0456436
0.0630601	trans	0.0630601
0.129654	trans	0.129654
-0.0697128	trans	0.0697128
0.0656333	trans	0.0656333
0.0549612	trans	0.0549612
-0.0685849	trans	0.0685849
-0.0655244	trans	0.0655244
0.0777484	trans	0.0777484
0.0507353	trans	0.0507353
0.0517454	trans	0.0517454
-0.105785	trans	0.105785
0.0599702	trans	0.0599702
-0.351188	trans	0.351188
0.104567	trans	0.104567
1.01191	trans	1.01191
0.271013	trans	0.271013
0.0541736	trans	0.0541736
-0.0456964	trans	0.0456964
0.215429	trans	0.215429
-0.124337	trans	0.124337
0.0651497	trans	0.0651497
0.119677	trans	0.119677
0.0460605	trans	0.0460605
-0.0611009	trans	0.0611009
-0.0407985	trans	0.0407985
0.21794	trans	0.21794
0.101386	trans	0.101386
0.548069	trans	0.548069
0.110023	trans	0.110023
0.0590147	trans	0.0590147
0.181152	trans	0.181152
-0.0400995	trans	0.0400995
-0.0436579	trans	0.0436579
0.0605389	trans	0.0605389
0.0792918	trans	0.0792918
