Pheno_Type	Pheno	Geno_Type	Chr	ChrPos	PValue	EffectSize	Loc	abs_effect	cis_trans
Proteomics	YEL046C	SNPs	5	69459	1.12e-07	0.15767192	Local	0.15767192	cis
Proteomics	YEL047C	SNPs	5	133173	7.99e-06	0.05341116	Distant	0.05341116	trans
Proteomics	YEL051W	SNPs	10	561941	2.88e-06	0.01031551	Distant	0.01031551	trans
Proteomics	YEL056W	SNPs	4	1298829	4.61e-08	0.1625502	Distant	0.1625502	trans
Proteomics	YEL056W	SNPs	4	1301390	2.34e-07	0.02668536	Distant	0.02668536	trans
Proteomics	YEL060C	SNPs	4	835165	7e-06	0.01365709	Distant	0.01365709	trans
Proteomics	YEL060C	SNPs	14	688149	2.25e-06	0.03126091	Distant	0.03126091	trans
Proteomics	YEL066W	SNPs	2	802857	1.01e-06	0.0232755	Distant	0.0232755	trans
Proteomics	YEL066W	SNPs	2	804137	1.34e-06	0.0151977	Distant	0.0151977	trans
Proteomics	YER001W	SNPs	8	330227	9.4e-09	0.01415004	Distant	0.01415004	trans
Proteomics	YER004W	SNPs	5	159475	2.19e-12	0.15148798	Local	0.15148798	cis
Proteomics	YER004W	SNPs	5	159475	1.5e-22	0.30019857	Local	0.30019857	cis
Proteomics	YER004W	SNPs	5	159810	7.35e-07	0.04870984	Local	0.04870984	cis
Proteomics	YER004W	SNPs	10	606196	5.07e-06	0.01142953	Distant	0.01142953	trans
Proteomics	YER006W	SNPs	11	120989	1.16e-06	0.03718937	Distant	0.03718937	trans
Proteomics	YER009W	SNPs	4	1298829	5.86e-06	0.1083975	Distant	0.1083975	trans
Proteomics	YER009W	SNPs	16	39933	7.19e-06	0.02494189	Distant	0.02494189	trans
Proteomics	YER012W	SNPs	1	192693	1.65e-06	0.06861687	Distant	0.06861687	trans
Proteomics	YER012W	SNPs	4	1298829	3.63e-06	0.1176346	Distant	0.1176346	trans
Proteomics	YER019C-A	SNPs	10	606409	2.2e-06	0.09508378	Distant	0.09508378	trans
Proteomics	YER023W	SNPs	5	201726	3.21e-09	0.16947896	Local	0.16947896	cis
Proteomics	YER025W	SNPs	12	699181	1.43e-06	0.11037863	Distant	0.11037863	trans
Proteomics	YER025W	SNPs	5	511986	1.44e-06	0.01532207	Distant	0.01532207	trans
Proteomics	YER025W	SNPs	16	733692	1.92e-06	0.00792327	Distant	0.00792327	trans
Proteomics	YER029C	SNPs	5	212506	7.53e-08	0.0498685	Local	0.0498685	cis
Proteomics	YER029C	SNPs	12	768800	2.95e-06	0.01531528	Distant	0.01531528	trans
Proteomics	YER043C	SNPs	14	356245	3.28e-06	0.02780871	Distant	0.02780871	trans
Proteomics	YER043C	SNPs	2	126813	4.32e-06	0.03010492	Distant	0.03010492	trans
Proteomics	YER048W-A	SNPs	5	250528	1.81e-10	0.1922193	Local	0.1922193	cis
Proteomics	YER052C	SNPs	4	86774	2.5e-06	0.05199274	Distant	0.05199274	trans
Proteomics	YER057C	SNPs	15	426698	1.88e-06	0.05007796	Distant	0.05007796	trans
Proteomics	YER057C	SNPs	7	675020	3.01e-06	0.00592663	Distant	0.00592663	trans
Proteomics	YER068W	SNPs	14	16743	5.72e-06	0.00924493	Distant	0.00924493	trans
Proteomics	YER080W	SNPs	5	479672	5.38e-07	0.0064614	Distant	0.0064614	trans
Proteomics	YER080W	SNPs	16	66393	5.93e-06	0.03328751	Distant	0.03328751	trans
Proteomics	YER080W	SNPs	5	321401	5.95e-11	0.17663431	Local	0.17663431	cis
Proteomics	YER081W	SNPs	4	451706	5.06e-06	0.03392496	Distant	0.03392496	trans
Proteomics	YER089C	SNPs	15	107825	2.14e-07	0.01509497	Distant	0.01509497	trans
Proteomics	YER089C	SNPs	12	418729	6.74e-06	0.01239398	Distant	0.01239398	trans
Proteomics	YER090W	SNPs	2	664018	1.72e-06	0.03061798	Distant	0.03061798	trans
Proteomics	YER091C	SNPs	15	842132	6.28e-07	0.01919233	Distant	0.01919233	trans
Proteomics	YER091C	SNPs	12	818117	2.02e-06	0.00788106	Distant	0.00788106	trans
Proteomics	YER091C	SNPs	5	283807	3.09e-06	0.02876891	Distant	0.02876891	trans
Proteomics	YER094C	SNPs	4	672124	5.32e-06	0.00869013	Distant	0.00869013	trans
Proteomics	YER099C	SNPs	10	382505	6.18e-06	0.01819333	Distant	0.01819333	trans
Proteomics	YER103W	SNPs	1	51462	3.64e-08	0.0105823	Distant	0.0105823	trans
Proteomics	YER103W	SNPs	2	427842	3.03e-06	0.01212939	Distant	0.01212939	trans
Proteomics	YER112W	SNPs	4	241739	4.83e-07	0.00879056	Distant	0.00879056	trans
Proteomics	YER112W	SNPs	7	907935	2.8e-06	0.01210751	Distant	0.01210751	trans
Proteomics	YER120W	SNPs	1	38980	1.12e-06	0.12254973	Distant	0.12254973	trans
Proteomics	YER120W	SNPs	10	653590	2.15e-06	0.059528	Distant	0.059528	trans
Proteomics	YER120W	SNPs	7	887801	1.26e-05	0.01785684	Distant	0.01785684	trans
Proteomics	YER125W	SNPs	16	499778	6.28e-07	0.00966796	Distant	0.00966796	trans
Proteomics	YER133W	SNPs	11	398143	3.01e-06	0.01177003	Distant	0.01177003	trans
Proteomics	YER133W	SNPs	15	630082	3.54e-06	0.12034504	Distant	0.12034504	trans
Proteomics	YER133W	SNPs	13	214752	9.1e-06	0.00733249	Distant	0.00733249	trans
Proteomics	YER133W	SNPs	11	339476	7.5e-07	0.01440162	Distant	0.01440162	trans
Proteomics	YER133W	SNPs	2	341925	1.01e-05	0.01602446	Distant	0.01602446	trans
Proteomics	YER134C	SNPs	10	352322	8.92e-07	0.08099044	Distant	0.08099044	trans
Proteomics	YER134C	SNPs	13	456415	3.63e-06	0.0460527	Distant	0.0460527	trans
Proteomics	YER134C	SNPs	16	110758	4.31e-06	0.0105782	Distant	0.0105782	trans
Proteomics	YER146W	SNPs	13	263341	5.47e-06	0.00536775	Distant	0.00536775	trans
Proteomics	YER156C	SNPs	4	817489	1.2e-06	0.02964669	Distant	0.02964669	trans
Proteomics	YER156C	SNPs	10	684244	1.45e-06	0.01382506	Distant	0.01382506	trans
Proteomics	YER165W	SNPs	16	235149	1.46e-06	0.02965841	Distant	0.02965841	trans
Proteomics	YER178W	SNPs	8	463767	1.75e-07	0.04188874	Distant	0.04188874	trans
Proteomics	YFL004W	SNPs	10	447484	6.62e-07	0.05522246	Distant	0.05522246	trans
Proteomics	YFL004W	SNPs	11	215813	2.99e-06	0.02331858	Distant	0.02331858	trans
Proteomics	YFL005W	SNPs	6	130967	2.52e-06	0.07760293	Local	0.07760293	cis
Proteomics	YFL005W	SNPs	15	755735	4e-06	0.06713362	Distant	0.06713362	trans
Proteomics	YFL014W	SNPs	11	50038	2.09e-06	0.01827204	Distant	0.01827204	trans
Proteomics	YFL041W	SNPs	12	704386	1.11e-07	0.14716076	Distant	0.14716076	trans
Proteomics	YFL041W	SNPs	6	50414	1.04e-06	0.03743346	Local	0.03743346	cis
Proteomics	YFL041W	SNPs	12	579100	2.78e-06	0.01532986	Distant	0.01532986	trans
Proteomics	YFL045C	SNPs	6	44552	8.01e-13	0.07718168	Local	0.07718168	cis
Proteomics	YFL045C	SNPs	6	44552	9.23e-09	0.05894483	Local	0.05894483	cis
Proteomics	YFL048C	SNPs	8	274614	2.06e-06	0.10106001	Distant	0.10106001	trans
Proteomics	YFR006W	SNPs	16	224865	4.64e-08	0.02547824	Distant	0.02547824	trans
Proteomics	YFR006W	SNPs	13	296809	1.18e-07	0.01400967	Distant	0.01400967	trans
Proteomics	YFR006W	SNPs	15	419395	1.11e-06	0.01892296	Distant	0.01892296	trans
Proteomics	YFR009W	SNPs	4	1298829	7.42e-07	0.12474354	Distant	0.12474354	trans
Proteomics	YFR010W	SNPs	6	157884	8.54e-06	0.05353536	Local	0.05353536	cis
Proteomics	YFR024C-A	SNPs	15	639648	4.57e-07	0.00973956	Distant	0.00973956	trans
Proteomics	YFR024C-A	SNPs	5	523232	1.43e-06	0.00610848	Distant	0.00610848	trans
Proteomics	YFR024C-A	SNPs	4	1432529	2.49e-06	0.03989211	Distant	0.03989211	trans
Proteomics	YFR044C	SNPs	16	224865	5.15e-08	0.01753202	Distant	0.01753202	trans
Proteomics	YFR044C	SNPs	14	431281	3.99e-06	0.02222557	Distant	0.02222557	trans
Proteomics	YFR053C	SNPs	9	232692	1.55e-06	0.008838	Distant	0.008838	trans
Proteomics	YFR053C	SNPs	15	440271	4.24e-06	0.01429769	Distant	0.01429769	trans
Proteomics	YGL008C	SNPs	13	14341	1.6e-06	0.05227199	Distant	0.05227199	trans
Proteomics	YGL026C	SNPs	4	1298829	2.18e-07	0.15291529	Distant	0.15291529	trans
Proteomics	YGL037C	SNPs	11	460601	4.06e-06	0.02872325	Distant	0.02872325	trans
Proteomics	YGL048C	SNPs	14	543875	2.52e-07	0.01284653	Distant	0.01284653	trans
Proteomics	YGL049C	SNPs	7	409966	1.21e-07	0.08371069	Local	0.08371069	cis
Proteomics	YGL055W	SNPs	15	584552	1.48e-06	0.00789151	Distant	0.00789151	trans
Proteomics	YGL062W	SNPs	15	430298	2.52e-06	0.02315922	Distant	0.02315922	trans
Proteomics	YGL070C	SNPs	8	53413	8.1e-08	0.01993279	Distant	0.01993279	trans
Proteomics	YGL078C	SNPs	13	213896	4.52e-06	0.00560943	Distant	0.00560943	trans
Proteomics	YGL078C	SNPs	16	379241	2.33e-06	0.01420749	Distant	0.01420749	trans
Proteomics	YGL097W	SNPs	7	323540	5.26e-07	0.09982872	Local	0.09982872	cis
Proteomics	YGL105W	SNPs	3	16091	3e-06	0.00834575	Distant	0.00834575	trans
Proteomics	YGL106W	SNPs	11	558133	5.67e-06	0.06991317	Distant	0.06991317	trans
Proteomics	YGL111W	SNPs	4	1490059	1.4e-06	0.048005	Distant	0.048005	trans
Proteomics	YGL111W	SNPs	15	587140	1.8e-06	0.02321731	Distant	0.02321731	trans
Proteomics	YGL115W	SNPs	7	291992	2.52e-08	0.04073092	Local	0.04073092	cis
Proteomics	YGL120C	SNPs	15	328062	4.92e-06	0.01191319	Distant	0.01191319	trans
Proteomics	YGL122C	SNPs	7	748660	3.07e-07	0.01481065	Distant	0.01481065	trans
Proteomics	YGL125W	SNPs	15	767623	1.12e-06	0.02015034	Distant	0.02015034	trans
Proteomics	YGL125W	SNPs	16	176477	5.97e-06	0.00483528	Distant	0.00483528	trans
Proteomics	YGL125W	SNPs	7	271816	1.05e-06	0.02858131	Local	0.02858131	cis
Proteomics	YGL130W	SNPs	4	174089	9.09e-07	0.07801085	Distant	0.07801085	trans
Proteomics	YGL130W	SNPs	13	761771	1.01e-06	0.01732752	Distant	0.01732752	trans
Proteomics	YGL130W	SNPs	12	676937	3.95e-06	0.04394435	Distant	0.04394435	trans
Proteomics	YGL137W	SNPs	15	147054	4.6e-06	0.00752857	Distant	0.00752857	trans
Proteomics	YGL150C	SNPs	4	173563	3.65e-06	0.05562934	Distant	0.05562934	trans
Proteomics	YGL153W	SNPs	7	883496	3.46e-06	0.07978001	Distant	0.07978001	trans
Proteomics	YGL157W	SNPs	16	350204	3.64e-06	0.01903781	Distant	0.01903781	trans
Proteomics	YGL173C	SNPs	5	332899	3.96e-07	0.0178317	Distant	0.0178317	trans
Proteomics	YGL196W	SNPs	8	383960	9.18e-07	0.09024418	Distant	0.09024418	trans
Proteomics	YGL202W	SNPs	5	563807	2.28e-06	0.08720992	Distant	0.08720992	trans
Proteomics	YGL210W	SNPs	2	775926	1.28e-06	0.00749033	Distant	0.00749033	trans
Proteomics	YGL221C	SNPs	6	147641	1.33e-06	0.00960082	Distant	0.00960082	trans
Proteomics	YGL234W	SNPs	14	538315	2.87e-06	0.1427619	Distant	0.1427619	trans
Proteomics	YGL245W	SNPs	16	474237	6.02e-06	0.06991515	Distant	0.06991515	trans
Proteomics	YGL252C	SNPs	7	25663	5.36e-10	0.19311432	Local	0.19311432	cis
Proteomics	YGL252C	SNPs	7	475414	8.39e-07	0.03238159	Distant	0.03238159	trans
Proteomics	YGL252C	SNPs	14	210775	5.51e-06	0.08641548	Distant	0.08641548	trans
Proteomics	YGL252C	SNPs	15	916139	6e-06	0.09460236	Distant	0.09460236	trans
Proteomics	YGL252C	SNPs	7	29361	6.03e-06	0.02796802	Local	0.02796802	cis
Proteomics	YGL253W	SNPs	14	534041	3.75e-06	0.05283467	Distant	0.05283467	trans
Proteomics	YGL253W	SNPs	6	248645	3.82e-06	0.0570029	Distant	0.0570029	trans
Proteomics	YGR037C	SNPs	2	349229	4.89e-07	0.0190635	Distant	0.0190635	trans
Proteomics	YGR037C	SNPs	12	764640	7.66e-06	0.01314602	Distant	0.01314602	trans
Proteomics	YGR037C	SNPs	16	681656	1.88e-07	0.00847222	Distant	0.00847222	trans
Proteomics	YGR037C	SNPs	16	684460	1.41e-06	0.02882061	Distant	0.02882061	trans
Proteomics	YGR054W	SNPs	7	254979	1.39e-06	0.012192	Distant	0.012192	trans
Proteomics	YGR054W	SNPs	3	271337	1.09e-06	0.02234812	Distant	0.02234812	trans
Proteomics	YGR054W	SNPs	4	575938	1.6e-06	0.02635841	Distant	0.02635841	trans
Proteomics	YGR061C	SNPs	16	233841	6.16e-06	0.02244391	Distant	0.02244391	trans
Proteomics	YGR080W	SNPs	7	642480	4.37e-09	0.09900491	Local	0.09900491	cis
Proteomics	YGR080W	SNPs	12	25487	2.63e-06	0.0261787	Distant	0.0261787	trans
Proteomics	YGR094W	SNPs	7	675722	3.59e-14	0.01632229	Local	0.01632229	cis
Proteomics	YGR094W	SNPs	15	671651	2.91e-06	0.01251759	Distant	0.01251759	trans
Proteomics	YGR094W	SNPs	7	675722	2.28e-25	0.02610327	Local	0.02610327	cis
Proteomics	YGR094W	SNPs	7	675020	1.93e-07	0.00657866	Local	0.00657866	cis
Proteomics	YGR094W	SNPs	13	345212	9.36e-07	0.00654306	Distant	0.00654306	trans
Proteomics	YGR094W	SNPs	14	683189	3.3e-06	0.06380903	Distant	0.06380903	trans
Proteomics	YGR103W	SNPs	10	574110	4.46e-06	0.00741953	Distant	0.00741953	trans
Proteomics	YGR119C	SNPs	16	725524	1.02e-06	0.01359703	Distant	0.01359703	trans
Proteomics	YGR119C	SNPs	8	36046	3.28e-06	0.01344649	Distant	0.01344649	trans
Proteomics	YGR119C	SNPs	5	85771	5.52e-06	0.01636655	Distant	0.01636655	trans
Proteomics	YGR124W	SNPs	7	755305	2.09e-06	0.01326706	Local	0.01326706	cis
Proteomics	YGR124W	SNPs	2	774380	3.65e-06	0.01371525	Distant	0.01371525	trans
Proteomics	YGR130C	SNPs	10	553579	2.64e-07	0.03332906	Distant	0.03332906	trans
Proteomics	YGR130C	SNPs	16	499778	2.95e-07	0.00987889	Distant	0.00987889	trans
Proteomics	YGR130C	SNPs	10	553445	1.7e-06	0.01144154	Distant	0.01144154	trans
Proteomics	YGR135W	SNPs	12	736058	3.09e-06	0.06448544	Distant	0.06448544	trans
Proteomics	YGR136W	SNPs	4	810893	3.45e-06	0.03217075	Distant	0.03217075	trans
Proteomics	YGR155W	SNPs	7	844768	1.74e-07	0.02650768	Distant	0.02650768	trans
Proteomics	YGR155W	SNPs	11	306444	2.06e-06	0.01772586	Distant	0.01772586	trans
Proteomics	YGR157W	SNPs	6	66907	1.41e-06	0.0169078	Distant	0.0169078	trans
Proteomics	YGR157W	SNPs	11	428081	6.41e-06	0.03439817	Distant	0.03439817	trans
Proteomics	YGR157W	SNPs	14	50891	7.2e-07	0.01638426	Distant	0.01638426	trans
Proteomics	YGR159C	SNPs	10	42976	2.82e-06	0.01148034	Distant	0.01148034	trans
Proteomics	YGR167W	SNPs	5	393626	9.88e-07	0.00864747	Distant	0.00864747	trans
Proteomics	YGR167W	SNPs	10	553579	1.48e-06	0.02747248	Distant	0.02747248	trans
Proteomics	YGR178C	SNPs	7	853005	8.71e-07	0.01006917	Local	0.01006917	cis
Proteomics	YGR178C	SNPs	4	920977	2.02e-06	0.02258852	Distant	0.02258852	trans
Proteomics	YGR181W	SNPs	14	305567	4.95e-06	0.01706546	Distant	0.01706546	trans
Proteomics	YGR181W	SNPs	7	828702	1.34e-06	0.02056059	Distant	0.02056059	trans
Proteomics	YGR184C	SNPs	4	833173	4.63e-06	0.00645032	Distant	0.00645032	trans
Proteomics	YGR186W	SNPs	2	687619	3.3e-06	0.01508691	Distant	0.01508691	trans
Proteomics	YGR186W	SNPs	7	870019	4.52e-06	0.01261035	Local	0.01261035	cis
Proteomics	YGR192C	SNPs	10	449093	3.84e-06	0.00814708	Distant	0.00814708	trans
Proteomics	YGR200C	SNPs	10	90754	1.44e-06	0.01092277	Distant	0.01092277	trans
Proteomics	YGR204W	SNPs	2	76187	4.46e-06	0.02942661	Distant	0.02942661	trans
Proteomics	YGR209C	SNPs	10	553579	3.74e-06	0.02626981	Distant	0.02626981	trans
Proteomics	YGR211W	SNPs	5	114999	1.36e-08	0.00948041	Distant	0.00948041	trans
Proteomics	YGR211W	SNPs	7	916853	4.21e-08	0.08145301	Local	0.08145301	cis
Proteomics	YGR229C	SNPs	12	395211	4.94e-06	0.02505942	Distant	0.02505942	trans
Proteomics	YGR231C	SNPs	13	804585	2.16e-06	0.0167609	Distant	0.0167609	trans
Proteomics	YGR244C	SNPs	14	534041	7.15e-07	0.04866769	Distant	0.04866769	trans
Proteomics	YGR245C	SNPs	15	807508	5.4e-07	0.0135969	Distant	0.0135969	trans
Proteomics	YGR245C	SNPs	11	596885	1.11e-06	0.01036915	Distant	0.01036915	trans
Proteomics	YGR247W	SNPs	7	984767	1.81e-06	0.00870787	Local	0.00870787	cis
Proteomics	YGR250C	SNPs	8	432782	1.1e-06	0.02716512	Distant	0.02716512	trans
Proteomics	YGR253C	SNPs	4	730523	2.3e-06	0.02314115	Distant	0.02314115	trans
Proteomics	YGR254W	SNPs	7	662796	1.97e-06	0.06792951	Distant	0.06792951	trans
Proteomics	YGR254W	SNPs	11	627386	8.47e-06	0.08049859	Distant	0.08049859	trans
Proteomics	YGR256W	SNPs	15	617402	1.33e-06	0.02065433	Distant	0.02065433	trans
Proteomics	YGR256W	SNPs	4	1441011	2.11e-06	0.01637951	Distant	0.01637951	trans
Proteomics	YGR267C	SNPs	6	255018	1.74e-06	0.01941284	Distant	0.01941284	trans
Proteomics	YGR277C	SNPs	4	1298829	8.29e-08	0.15574524	Distant	0.15574524	trans
Proteomics	YGR277C	SNPs	4	1297562	1.45e-06	0.07245949	Distant	0.07245949	trans
Proteomics	YGR277C	SNPs	7	952343	5.78e-06	0.00627897	Distant	0.00627897	trans
Proteomics	YGR277C	SNPs	12	48173	6.23e-06	0.01089303	Distant	0.01089303	trans
Proteomics	YGR279C	SNPs	7	1050164	2.39e-17	0.08879192	Local	0.08879192	cis
Proteomics	YGR279C	SNPs	7	1050164	1.53e-10	0.06520059	Local	0.06520059	cis
Proteomics	YGR282C	SNPs	9	97988	2.45e-06	0.00635304	Distant	0.00635304	trans
Proteomics	YGR282C	SNPs	11	522153	2.89e-06	0.00962721	Distant	0.00962721	trans
Proteomics	YHL021C	SNPs	7	165308	1.33e-06	0.01509607	Distant	0.01509607	trans
Proteomics	YHL021C	SNPs	2	365326	1.38e-06	0.03043263	Distant	0.03043263	trans
Proteomics	YHR001W	SNPs	8	107122	3.15e-06	0.00726605	Local	0.00726605	cis
Proteomics	YHR009C	SNPs	2	341925	3.98e-06	0.01597858	Distant	0.01597858	trans
Proteomics	YHR018C	SNPs	14	499665	2.08e-06	0.00432893	Distant	0.00432893	trans
Proteomics	YHR025W	SNPs	14	227377	5.37e-06	0.10150478	Distant	0.10150478	trans
Proteomics	YHR029C	SNPs	8	168732	2.38e-06	0.00871923	Local	0.00871923	cis
Proteomics	YHR037W	SNPs	11	408938	4.02e-07	0.1044704	Distant	0.1044704	trans
Proteomics	YHR037W	SNPs	8	408675	1.31e-06	0.00912047	Distant	0.00912047	trans
Proteomics	YHR037W	SNPs	2	635616	5.35e-06	0.03585082	Distant	0.03585082	trans
Proteomics	YHR039C-A	SNPs	3	103649	4.88e-06	0.04753434	Distant	0.04753434	trans
Proteomics	YHR039C	SNPs	7	167210	5.6e-06	0.03104568	Distant	0.03104568	trans
Proteomics	YHR042W	SNPs	4	893485	1.65e-06	0.0126533	Distant	0.0126533	trans
Proteomics	YHR046C	SNPs	8	198508	2.32e-21	0.05329325	Local	0.05329325	cis
Proteomics	YHR051W	SNPs	8	25653	1.81e-06	0.0067695	Distant	0.0067695	trans
Proteomics	YHR064C	SNPs	8	225467	3.45e-07	0.00915935	Local	0.00915935	cis
Proteomics	YHR064C	SNPs	14	207358	4.19e-07	0.05528174	Distant	0.05528174	trans
Proteomics	YHR064C	SNPs	8	227009	3.11e-06	0.05089631	Local	0.05089631	cis
Proteomics	YHR065C	SNPs	8	229142	1.89e-18	0.05389408	Local	0.05389408	cis
Proteomics	YHR065C	SNPs	16	172141	1.29e-06	0.0264503	Distant	0.0264503	trans
Proteomics	YHR068W	SNPs	8	230693	3.26e-12	0.00993553	Local	0.00993553	cis
Proteomics	YHR068W	SNPs	8	228999	2.36e-06	0.01020368	Local	0.01020368	cis
Proteomics	YHR068W	SNPs	8	230693	3.99e-12	0.01176595	Local	0.01176595	cis
Proteomics	YHR068W	SNPs	8	228999	1.79e-06	0.01215484	Local	0.01215484	cis
Proteomics	YHR076W	SNPs	8	510650	2.5e-06	0.01304874	Distant	0.01304874	trans
Proteomics	YHR076W	SNPs	12	200438	6.34e-06	0.01289712	Distant	0.01289712	trans
Proteomics	YHR087W	SNPs	14	309245	6.52e-06	0.06755211	Distant	0.06755211	trans
Proteomics	YHR087W	SNPs	16	753507	4.8e-06	0.00632566	Distant	0.00632566	trans
Proteomics	YHR104W	SNPs	10	553445	5.02e-07	0.01337378	Distant	0.01337378	trans
Proteomics	YHR104W	SNPs	2	572291	4.35e-06	0.04848828	Distant	0.04848828	trans
Proteomics	YHR107C	SNPs	15	702790	2.26e-06	0.007433	Distant	0.007433	trans
Proteomics	YHR112C	SNPs	8	335688	2.79e-14	0.21156061	Local	0.21156061	cis
Proteomics	YHR128W	SNPs	10	195982	1.74e-06	0.00944649	Distant	0.00944649	trans
Proteomics	YHR128W	SNPs	8	359670	6.89e-06	0.00543799	Local	0.00543799	cis
Proteomics	YHR128W	SNPs	15	758119	4.12e-07	0.02638683	Distant	0.02638683	trans
Proteomics	YHR128W	SNPs	8	361900	8.29e-07	0.00820376	Local	0.00820376	cis
Proteomics	YHR128W	SNPs	16	242798	2.11e-06	0.02529192	Distant	0.02529192	trans
Proteomics	YHR128W	SNPs	16	725524	3.22e-06	0.0111176	Distant	0.0111176	trans
Proteomics	YHR132C	SNPs	12	444760	5.53e-07	0.00806111	Distant	0.00806111	trans
Proteomics	YHR138C	SNPs	14	444698	2.44e-06	0.00848843	Distant	0.00848843	trans
Proteomics	YHR146W	SNPs	16	757137	3.54e-07	0.01131681	Distant	0.01131681	trans
Proteomics	YHR163W	SNPs	8	423677	7.31e-16	0.10304018	Local	0.10304018	cis
Proteomics	YHR163W	SNPs	8	423677	1.2e-16	0.11671109	Local	0.11671109	cis
Proteomics	YHR163W	SNPs	8	422832	3.41e-08	0.05358315	Local	0.05358315	cis
Proteomics	YHR174W	SNPs	2	14862	3.14e-06	0.01585876	Distant	0.01585876	trans
Proteomics	YHR183W	SNPs	5	50409	3.38e-06	0.01578902	Distant	0.01578902	trans
Proteomics	YHR183W	SNPs	13	231392	5.7e-06	0.01204804	Distant	0.01204804	trans
Proteomics	YHR190W	SNPs	16	235149	7.8e-07	0.03176673	Distant	0.03176673	trans
Proteomics	YHR201C	SNPs	8	500294	6.71e-13	0.09280179	Local	0.09280179	cis
Proteomics	YHR201C	SNPs	8	500941	7.85e-07	0.01967582	Local	0.01967582	cis
Proteomics	YIL010W	SNPs	10	634370	1.41e-06	0.01589779	Distant	0.01589779	trans
Proteomics	YIL022W	SNPs	12	407581	6.44e-06	0.00755418	Distant	0.00755418	trans
Proteomics	YIL043C	SNPs	10	439215	4.95e-07	0.01004089	Distant	0.01004089	trans
Proteomics	YIL043C	SNPs	15	953577	2.48e-06	0.08606398	Distant	0.08606398	trans
Proteomics	YIL053W	SNPs	16	415596	2.1e-06	0.01542428	Distant	0.01542428	trans
Proteomics	YIL053W	SNPs	16	415343	2.71e-06	0.0489736	Distant	0.0489736	trans
Proteomics	YIL062C	SNPs	15	458922	3.98e-06	0.00622589	Distant	0.00622589	trans
Proteomics	YIL063C	SNPs	15	1019470	5.64e-06	0.07312412	Distant	0.07312412	trans
Proteomics	YIL065C	SNPs	9	241892	4.67e-06	0.09311441	Local	0.09311441	cis
Proteomics	YIL070C	SNPs	13	313379	1.2e-06	0.0127647	Distant	0.0127647	trans
Proteomics	YIL076W	SNPs	1	190025	4.51e-07	0.04287831	Distant	0.04287831	trans
Proteomics	YIL076W	SNPs	10	168672	3.68e-06	0.07966905	Distant	0.07966905	trans
Proteomics	YIL108W	SNPs	4	935963	7.62e-07	0.01680981	Distant	0.01680981	trans
Proteomics	YIL109C	SNPs	16	861839	1.67e-06	0.02112658	Distant	0.02112658	trans
Proteomics	YIL116W	SNPs	4	344722	5.29e-06	0.01469961	Distant	0.01469961	trans
Proteomics	YIL116W	SNPs	9	142573	2.12e-11	0.10102306	Local	0.10102306	cis
Proteomics	YIL116W	SNPs	16	687260	1.34e-06	0.05672549	Distant	0.05672549	trans
Proteomics	YIL116W	SNPs	16	161445	4.57e-06	0.02053902	Distant	0.02053902	trans
Proteomics	YIL118W	SNPs	15	702790	1.6e-06	0.00722356	Distant	0.00722356	trans
Proteomics	YIL118W	SNPs	15	702754	2.31e-06	0.02411828	Distant	0.02411828	trans
Proteomics	YIL118W	SNPs	14	639510	4.02e-06	0.0120147	Distant	0.0120147	trans
Proteomics	YIL118W	SNPs	11	194575	4.83e-06	0.06268159	Distant	0.06268159	trans
Proteomics	YIL126W	SNPs	4	345016	1.56e-06	0.01080986	Distant	0.01080986	trans
Proteomics	YIL126W	SNPs	7	907935	3.71e-06	0.01095592	Distant	0.01095592	trans
Proteomics	YIL133C	SNPs	5	536228	3.13e-07	0.02482503	Distant	0.02482503	trans
Proteomics	YIL138C	SNPs	10	553578	6.76e-07	0.03031531	Distant	0.03031531	trans
Proteomics	YIL142W	SNPs	15	211464	1.91e-06	0.00897678	Distant	0.00897678	trans
Proteomics	YIL145C	SNPs	2	528775	2.32e-06	0.03151852	Distant	0.03151852	trans
Proteomics	YIR004W	SNPs	9	394001	5.44e-06	0.00612019	Distant	0.00612019	trans
Proteomics	YIR006C	SNPs	8	53413	1.46e-06	0.01718667	Distant	0.01718667	trans
Proteomics	YIR031C	SNPs	9	409388	2.2e-07	0.15302386	Local	0.15302386	cis
Proteomics	YIR034C	SNPs	16	41286	3.42e-07	0.04312472	Distant	0.04312472	trans
Proteomics	YIR034C	SNPs	13	391574	5.56e-06	0.0340694	Distant	0.0340694	trans
Proteomics	YIR036C	SNPs	4	1127836	1.66e-06	0.01215235	Distant	0.01215235	trans
Proteomics	YIR037W	SNPs	3	24352	4.25e-06	0.05706976	Distant	0.05706976	trans
Proteomics	YIR038C	SNPs	9	425254	8.86e-15	0.03074515	Local	0.03074515	cis
Proteomics	YIR038C	SNPs	9	424642	8.44e-09	0.16949127	Local	0.16949127	cis
Proteomics	YIR038C	SNPs	9	424855	1.29e-08	0.05479974	Local	0.05479974	cis
Proteomics	YIR038C	SNPs	16	157696	1.89e-07	0.07239439	Distant	0.07239439	trans
Proteomics	YIR038C	SNPs	9	427600	2.75e-07	0.07628736	Local	0.07628736	cis
Proteomics	YIR038C	SNPs	2	703162	1e-06	0.02675927	Distant	0.02675927	trans
Proteomics	YIR038C	SNPs	10	181322	1.08e-06	0.03275776	Distant	0.03275776	trans
