eQTL_gene_id,eQTL_gene,chromosome,eQTL_peak,eQTL_left,eQTL_right,eQTL_LOD,eQTL_gene_dist,eQTL_cis,eQTL_gene_description
YIL104C,SHQ1,7,178509,146595,188827,5.524539356,,False,"""Chaperone protein; required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing; functions as an RNA mimic; forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones; relocalizes to the cytosol in response to hypoxia"""
YIL103W,DPH1,7,121176,95510,241711,4.667648168,,False,"""Protein required for synthesis of diphthamide; required along with Dph2p ; Kti11p ; Jjj3p ; and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); forms a complex with Dph2p that catalyzes the first step of diphthamide biosynthesis"""
YIL101C,XBP1,7,170880,125810,191676,11.26444204,,False,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress"""
YIL099W,SGA1,7,169257,124205,475858,4.071033281,,False,"""Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation ; but dispensable for sporulation"""
YIL098C,FMC1,7,163315,70537,192700,4.84815264,,False,"""Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p"""
YIL097W,FYV10,7,88301,36448,146946,3.387054028,,False,"""Subunit of GID complex; involved in proteasome-dependent catabolite inactivation of gluconeogenic enzymes FBPase ; PEPCK ; and c-MDH; forms dimer with Rmd5p that is then recruited to GID Complex by Gid8p; contains a degenerate RING finger motif needed for GID complex ubiquitin ligase activity in vivo ; as well as CTLH and CRA domains; plays role in anti-apoptosis; required for survival upon exposure to K1 killer toxin"""
YIL096C,BMT5,7,178509,116078,191102,4.678742351,,False,"""Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis"""
YIL095W,PRK1,7,170880,121176,190037,7.267398282,,False,"""Ser/Thr protein kinase; regulates the organization and function of the actin cytoskeleton; inhibits clathrin-mediated endocytosis; phosphorylates the Pan1p and Sla1p subunits of the Pan1p-Sla1p-End3p complex ; resulting in inhibition of complex formation; inhibits Scd5p through phosphorylation; phosphorylates Pan1p-interacting proteins ; Ent1/2 and Yap1801/2; negatively regulated through autophosphorylation; functional overlap with ARK1"""
YIL094C,LYS12,7,373552,368346,375494,21.79892005,,False,"""Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine ; in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate"""
YIL093C,RSM25,7,141481,104960,147698,4.288234049,,False,"""Mitochondrial ribosomal protein of the small subunit"""
YIL091C,UTP25,7,163315,101053,188827,5.394197474,,False,"""Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis"""
YIL089W,YIL089W,7,44796,25442,147698,6.375785809,,False,"""Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking"""
YIL088C,AVT7,7,823409,43400,973057,3.13847923,,False,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"""
YIL087C,AIM19,7,126593,106314,181007,8.115473345,,False,"""Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth"""
YIL084C,SDS3,7,122793,82858,146946,3.434057822,,False,"""Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity ; involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes"""
YIL083C,CAB2,7,378667,54455,754860,2.997679155,,False,"""Phosphopantothenoylcysteine synthetase (PPCS); catalyzes the second step of coenzyme A biosynthesis from pantothenate; subunit of the CoA-Synthesizing Protein Complex (CoA-SPC) that contains: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p subunits; null mutant lethality is complemented by human homolog PPCS and by E. coli coaBC ; a bifunctional enzyme with PPCS activity"""
YIL079C,AIR1,7,147698,95510,196275,4.884223446,,False,"""Zinc knuckle protein; involved in nuclear RNA processing and degradation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; AIR1 has a paralog ; AIR2 ; that arose from the whole genome duplication; although Air1p and Air2p are homologous TRAMP subunits ; they have nonredundant roles in regulation of substrate specificity of the exosome"""
YIL078W,THS1,7,256487,86411,580178,3.214164518,,False,"""Threonyl-tRNA synthetase; essential cytoplasmic protein; human homolog TARS can complement yeast null mutant"""
YIL077C,RCI37,7,141743,120933,143073,11.71325361,,False,"""Protein that associates with the large mitoribosomal subunit; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)"""
YIL076W,SEC28,7,311272,217847,527159,3.741968577,,False,"""Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p ; the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress"""
YIL075C,RPN2,7,122047,54455,394889,2.830446409,,False,"""Subunit of the 26S proteasome; substrate of the N-acetyltransferase Nat1p; protein abundance increases in response to DNA replication stress"""
YIL073C,SPO22,7,141743,104960,170660,5.437873571,,False,"""Meiosis-specific protein essential for chromosome synapsis; involved in completion of nuclear divisions during meiosis; induced early in meiosis"""
YIL071C,PCI8,7,44796,43400,50874,4.580800989,,False,"""Possible shared subunit of Cop9 signalosome (CSN) and eIF3; binds eIF3b subunit Prt1p ; has possible dual functions in transcriptional and translational control ; contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain"""
YIL070C,MAM33,7,147192,124761,164774,8.290435419,,False,"""Specific translational activator for the mitochondrial COX1 mRNA; subunit of a complex containing Mrx6p ; Pim1p ; and Pet20p that may regulate mtDNA replication; acidic protein of the mitochondrial matrix; related to the human complement receptor gC1q-R"""
YIL069C,RPS24B,7,170880,124460,190037,8.600895907,,False,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S24 ; no bacterial homolog; RPS24B has a paralog ; RPS24A ; that arose from the whole genome duplication"""
YIL068C,SEC6,7,122047,87769,146946,4.652196516,,False,"""Essential 88kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; anchors the assembled complex to sites of secretion; interacts with SM-like protein and SNARE regulator Sec1p and may recruit it to sites of secretion; binds to SNARE complexes binteracting with Sec9p"""
YIL067C,YIL067C,7,377575,372033,389105,6.169707082,,False,"""Uncharacterized protein of unknown function"""
YIL066C,RNR3,7,61936,55935,72738,8.982278982,,False,"""Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis ; regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog ; RNR1 ; that arose from the whole genome duplication"""
YIL064W,EFM4,7,126593,121176,135415,10.6001747,,False,"""Lysine methyltransferase; involved in the dimethylation of eEF1A (Tef1p/Tef2p) at lysine 316; sequence similarity to S-adenosylmethionine-dependent methyltransferases of the seven beta-strand family; role in vesicular transport"""
YIL063C,YRB2,7,971746,140806,991617,4.188417155,,False,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"""
YIL056W,VHR1,7,575955,454850,609851,4.093637656,,False,"""Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog ; VHR2 ; that arose from the whole genome duplication"""
YIL055C,YIL055C,7,122047,82858,580178,4.224319101,,False,"""Putative protein of unknown function"""
YIL053W,GPP1,7,118304,95510,145655,7.683381288,,False,"""Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis ; induced in response to both anaerobic and osmotic stress; GPP1 has a paralog ; GPP2 ; that arose from the whole genome duplication"""
YIL052C,RPL34B,7,218949,82858,227872,4.676426006,,False,"""Ribosomal 60S subunit protein L34B; homologous to mammalian ribosomal protein L34 ; no bacterial homolog; RPL34B has a paralog ; RPL34A ; that arose from the whole genome duplication"""
YIL051C,MMF1,7,122793,87882,146946,3.550145807,,False,"""Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog ; HMF1 ; that arose from the whole genome duplication"""
YIL050W,PCL7,7,475388,72738,482980,7.125815877,,False,"""Pho85p cyclin of the Pho80p subfamily; forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism ; expression is cell-cycle regulated; PCL7 has a paralog ; PCL6 ; that arose from the whole genome duplication"""
YIL049W,DFG10,7,44796,43308,95396,2.868304223,,False,"""Probable polyprenol reductase; catalyzes conversion of polyprenol to dolichol ; the precursor for N-glycosylation; involved in filamentous growth; mutations in human homolog SRD5A3 confer CDG (Congenital Disorders of Glycosylation); human SRD5A3 can complement yeast null mutant"""
YIL048W,NEO1,7,124460,54455,217378,3.309433046,,False,"""Phospholipid translocase (flippase) ; role in phospholipid asymmetry of plasma membrane; involved in endocytosis ; vacuolar biogenesis and Golgi to ER vesicle-mediated transport; localizes to endosomes and the Golgi apparatus"""
YIL046W,MET30,7,181935,124761,1068261,3.14554846,,False,"""F-box protein containing five copies of the WD40 motif; controls cell cycle function ; sulfur metabolism ; and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p ; localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p"""
YIL045W,PIG2,7,169257,114332,188827,7.476625315,,False,"""Putative type-1 protein phosphatase targeting subunit; tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase; PIG2 has a paralog ; GIP2 ; that arose from the whole genome duplication"""
YIL044C,AGE2,7,120933,101815,146193,4.311352632,,False,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif"""
YIL043C,CBR1,7,357041,341488,427479,6.672214032,,False,"""Cytochrome b reductase and NADH-dependent reductase for Dph3p; required for diphthamide synthesis and tRNA wobble uridine modification; also detected in mitochondria; mutation in conserved NADH binding domain of the human ortholog results in type I methemoglobinemia"""
YIL042C,PKP1,7,126593,125655,142863,24.44377936,,False,"""Mitochondrial protein kinase; involved in negative regulation of pyruvate dehydrogenase complex activity by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp2p and phosphatases Ptc5p and Ptc6p"""
YIL041W,GVP36,7,172407,72738,444466,3.214598662,,False,"""BAR domain protein that localizes to early and late Golgi vesicles; required for adaptation to varying nutrient concentrations ; fluid-phase endocytosis ; polarization of the actin cytoskeleton ; and vacuole biogenesis"""
YIL036W,CST6,7,181036,43308,226152,3.729430393,,False,"""Basic leucine zipper (bZIP) transcription factor from ATF/CREB family involved in stress-responsive regulatory network; mediates transcriptional activation of NCE103 in response to low CO2 levels; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog ; ACA1 ; that arose from the whole genome duplication"""
YIL033C,BCY1,7,126593,117824,191676,6.532485696,,False,"""Regulatory subunit of the cyclic AMP-dependent protein kinase (PKA); PKA is a component of a signaling pathway that controls a variety of cellular processes ; including metabolism ; cell cycle ; stress response ; stationary phase ; and sporulation"""
YIL027C,EMC5,7,971746,907716,1012595,2.743184576,,False,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response ; and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5 ; fly CG15168 ; human MMGT"""
YIL026C,IRR1,7,122047,53700,148993,3.690642417,,False,"""Subunit of the cohesin complex; which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms; relocalizes to the cytosol in response to hypoxia; essential for viability"""
YIL024C,YIL024C,7,172407,122047,191676,5.207558306,,False,"""Putative protein of unknown function; non-essential gene; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p"""
YIL020C,HIS6,7,226152,167099,247666,4.428917004,,False,"""Enzyme that catalyzes the fourth step in the histidine pathway; Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase; mutations cause histidine auxotrophy and sensitivity to Cu ; Co ; and Ni salts"""
YIL019W,FAF1,7,126593,119894,181036,10.12536091,,False,"""Protein required for pre-rRNA processing; also required for 40S ribosomal subunit assembly"""
YIL018W,RPL2B,7,141481,119894,218949,5.798111233,,False,"""Ribosomal 60S subunit protein L2B; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2B has a paralog ; RPL2A ; that arose from the whole genome duplication; expression is upregulated at low temperatures"""
YIL017C,VID28,7,126593,120933,146946,10.97149919,,False,"""GID Complex subunit ; serves as adaptor for regulatory subunit Vid24p; protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm"""
YIL013C,PDR11,7,122047,108238,181007,8.634896324,,False,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication"""
YIL010W,DOT5,7,124460,123568,140290,11.38826674,,False,"""Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth"""
YIL009C-A,EST3,7,462915,431116,799244,3.002265864,,False,"""Component of the telomerase holoenzyme; involved in telomere replication; synthesis of the full-length protein results from a programmed +1 ribosomal frameshift"""
YIL009W,FAA3,7,409847,397449,432695,7.540777854,,False,"""Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C16:0-C18:0 chain lengths; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"""
YIL008W,URM1,7,226152,121350,228148,3.083615386,,False,"""Ubiquitin-like protein involved in thiolation of cytoplasmic tRNAs; receives sulfur from the E1-like enzyme Uba4p and transfers it to tRNA; also functions as a protein tag with roles in nutrient sensing and oxidative stress response"""
YIL007C,NAS2,7,46890,26801,973057,3.145334276,,False,"""Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); non-essential gene; interacts with Rpn4p; protein abundance increases in response to DNA replication stress; ortholog of human p27"""
YIL006W,YIA6,7,141743,120933,146946,9.358607668,,False,"""Mitochondrial NAD+ transporter; involved in the transport of NAD+ into the mitochondria (see also YEA6); member of the mitochondrial carrier subfamily; disputed role as a pyruvate transporter; has putative mouse and human orthologs; YIA6 has a paralog ; YEA6 ; that arose from the whole genome duplication; human NAD+ transporter MCART1/SLC25A51 functionally complements the yia6 yea6 double null mutant ; and yeast YIA6 reciprocally complements defects in MCART1/SLC25A51 null cells"""
YIL005W,EPS1,7,122047,120933,123716,8.500435512,,False,"""ER protein with chaperone and co-chaperone activity; involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD) ; member of the protein disulfide isomerase family"""
YIL003W,CFD1,7,124525,55152,272225,3.19206572,,False,"""Highly conserved iron-sulfur cluster binding protein; localized in the cytoplasm; forms a complex with Nbp35p that is involved in iron-sulfur protein assembly in the cytosol"""
YIL002C,INP51,7,141743,121176,146193,10.895466,,False,"""Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain ; plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth"""
YIL001W,YIL001W,7,389537,43400,444466,2.843073716,,False,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm"""
YIR001C,SGN1,7,117824,95788,147686,5.548719583,,False,"""Cytoplasmic RNA-binding protein; contains an RNA recognition motif (RRM); may have a role in mRNA translation ; as suggested by genetic interactions with genes encoding proteins involved in translational initiation"""
YIR003W,AIM21,7,141743,120933,202475,7.81083438,,False,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p"""
YIR006C,PAN1,7,181036,121176,227872,5.482505795,,False,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease"""
YIR007W,EGH1,7,121176,85120,174818,6.487574285,,False,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol"""
YIR008C,PRI1,7,140631,92892,147698,5.606409512,,False,"""Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair"""
YIR011C,STS1,7,175590,123330,248225,4.975228138,,False,"""Protein required for localizing proteasomes to the nucleus; involved in cotranslational protein degradation; mediates interaction between nuclear import factor Srp1p and the proteasome; Sts1p and Srp1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation; involved in ubiquitin-mediated protein degradation"""
YIR012W,SQT1,7,122047,119894,181007,13.28281448,,False,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress"""
YIR014W,VLD1,7,140030,116382,147698,7.722284919,,False,"""Component of Dsc E3 ligase complex in vacuolar membranes; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; YIR014W is a non-essential gene"""
YIR015W,RPR2,7,85120,56448,147698,3.461430217,,False,"""Subunit of nuclear RNase P; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; not shared between RNase MRP and RNase P ; in contrast to all other RNase P protein subunits; protein abundance increases in response to DNA replication stress"""
YIR016W,YIR016W,7,126593,120933,147686,9.886642199,,False,"""Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog ; YOL036W ; that arose from the whole genome duplication"""
YIR018W,YAP5,7,120933,84203,575955,3.964759436,,False,"""Basic leucine zipper (bZIP) iron-sensing transcription factor; senses high-iron conditions via two Fe/S clusters bound to its activator domain; involved in diauxic shift; YAP5 has a paralog ; YAP7 ; that arose from the whole genome duplication"""
YIR019C,FLO11,7,174098,82858,193938,7.327973347,,False,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties"""
YIR022W,SEC11,7,138853,95510,165523,3.211812834,,False,"""18kDa catalytic subunit of the Signal Peptidase Complex (SPC); the Signal Peptidase Complex cleaves the signal sequence of proteins targeted to the endoplasmic reticulum; other members are Spc1p ; Spc2p ; Spc3p ; and Sec11p"""
YIR023W,DAL81,7,122047,106068,227872,3.897632402,,False,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism"""
YIR025W,MND2,7,678526,43400,689454,3.165055949,,False,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase"""
YIR026C,YVH1,7,126593,120933,154206,15.30233034,,False,"""Dual specificity protein phosphatase; regulates growth ; sporulation ; and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment"""
YIR027C,DAL1,7,43204,25442,373713,3.784389321,,False,"""Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression"""
YIR028W,DAL4,7,165780,32249,191102,5.278573149,,False,"""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation"""
YIR029W,DAL2,7,122047,37288,381517,3.722333218,,False,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation"""
YIR030C,DCG1,7,88301,55015,378078,3.879462042,,False,"""Protein of unknown function; expression is sensitive to nitrogen catabolite repression and regulated by Dal80p; contains transmembrane domain"""
YIR031C,DAL7,7,36448,25442,381517,4.159902127,,False,"""Malate synthase; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA; recycles glyoxylate generated during allantoin degradation; SWAT-GFP and mCherry fusion proteins localize to the cytosol; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation"""
YIR032C,DAL3,7,130869,125810,144924,10.24353596,,False,"""Ureidoglycolate lyase; converts ureidoglycolate to glyoxylate and urea in the third step of allantoin degradation; expression is sensitive to nitrogen catabolite repression; this enzyme is sometimes referred to 'ureidoglycolate hydrolase' but should not be confused with the Arabidopsis thaliana ureidoglycolate hydrolase enzyme which converts ureidoglycolate to glyoxylate ; ammonia and carbon dioxide"""
YIR033W,MGA2,7,397449,397449,398372,111.0404243,,False,"""ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; MGA2 has a paralog ; SPT23 ; that arose from the whole genome duplication"""
YIR036C,IRC24,7,126593,122047,179910,8.872486934,,False,"""Putative benzil reductase;(GFP)-fusion protein localizes to the cytoplasm and is induced by the DNA-damaging agent MMS; sequence similarity with short-chain dehydrogenase/reductases; null mutant has increased spontaneous Rad52p foci"""
YIR037W,HYR1,7,126593,120933,174975,7.124790097,,False,"""Glutathione peroxidase; functions as hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce redox signal to Yap1p transcription factor; glutathione peroxidase activity is neuroprotective in models of Huntington's disease; HYR1 has a paralog ; GPX1 ; that arose from the whole genome duplication"""
YIR038C,GTT1,7,130869,120933,187348,7.41963798,,False,"""ER associated glutathione S-transferase; capable of homodimerization; glutathione transferase for Yvc1p vacuolar cation channel; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p ; Grx1p ; and Grx2p"""
YJL213W,YJL213W,7,43308,25442,475858,2.916757932,,False,"""Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex ; Dbf2p/Mob1p"""
YJL212C,OPT1,7,370996,348923,385519,6.451842744,,False,"""Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family"""
YJL210W,PEX2,7,125810,121176,140686,12.46486812,,False,"""RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain ; forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import"""
YJL209W,CBP1,7,481776,167099,524803,3.691713607,,False,"""Mitochondrial protein ; regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress"""
YJL208C,NUC1,7,171763,126593,198003,7.485715162,,False,"""Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination ; apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG"""
YJL206C,YJL206C,7,77983,26801,191676,3.142396107,,False,"""Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated ; peaking in S phase; induced rapidly upon MMS treatment"""
YJL205C,NCE101,7,114332,70531,156057,3.336827472,,False,"""Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences; SWAT-GFP and mCherry fusion proteins localize to the cytosol"""
YJL203W,PRP21,7,971746,96337,992889,3.084891403,,False,"""Subunit of the SF3a splicing factor complex; required for spliceosome assembly"""
YJL198W,PHO90,7,163315,95510,179910,7.00158888,,False,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication"""
YJL196C,ELO1,7,398081,397448,400387,24.27186842,,False,"""Elongase I ; medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog ; ELO2 ; that arose from the whole genome duplication"""
YJL191W,RPS14B,7,141743,121176,146946,15.51533975,,False,"""Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14B has a paralog ; RPS14A ; that arose from the whole genome duplication"""
YJL190C,RPS22A,7,181036,121176,232997,4.391878831,,False,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog ; RPS22B ; that arose from the whole genome duplication"""
YJL187C,SWE1,7,145284,65725,147698,5.768385621,,False,"""Protein kinase that regulates the G2/M transition; negative regulator of the Cdc28p kinase; morphogenesis checkpoint kinase; positive regulator of sphingolipid biosynthesis via Orm2p; phosphorylates a tyrosine residue in the N-terminus of Hsp90 in a cell-cycle associated manner ; thus modulating the ability of Hsp90 to chaperone a selected clientele; localizes to the nucleus and to the daughter side of the mother-bud neck; homolog of S. pombe Wee1p; potential Cdc28p substrate"""
YJL186W,MNN5,7,70537,51531,146193,3.274369255,,False,"""Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment"""
YJL185C,ATG36,7,126626,106314,147698,6.611095969,,False,"""Pex3p interacting protein ; required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated ; peaking in G2 phase; YJL185C is a non-essential gene"""
