snp_marker,PPI,DRUG,piQTL_EFFECTSIZE_abs,piQTL,eQTL,pQTL,overlap_category
chr15:484698,HUG1_PGM2,Metformin,0.616597598,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,MID2_PIN2,5-FC,0.54928066,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,MID2_PIN2,Metformin,0.598898988,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,MID2_RSN1,5-FC,0.583090979,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,MID2_RSN1,Metformin,0.5687345,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,MID2_TPO2,Metformin,0.464240292,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,MID2_TPO2,Trifluoperazine,0.579050652,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,MID2_TPO4,Metformin,0.361351129,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,PMC1_CTR2,Metformin,0.551757147,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,RET2_EMP47,Metformin,0.349912142,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,RET2_EMP70,5-FC,0.408272804,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,SNA4_GTR2,5-FC,0.547957713,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,SRO9_DHH1,Metformin,0.349079266,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:483470,SRO9_GIS2,5-FC,0.338019404,HNM1_MAM33(5-FC);SRO9_GIS2(5-FC),,,piQTL_only
chr15:484698,SRO9_SGN1,5-FC,0.591116044,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,SRO9_SGN1,Trifluoperazine,0.582671928,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,SRO9_SGN1,noDrug,0.576271564,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
