snp_marker,chr,pos,Besse,Jakobson,Albert
chr6:177366,6,177366,False,False,True
chr6:177453,6,177453,False,False,True
chr6:177516,6,177516,False,False,True
chr6:177753,6,177753,False,False,True
chr6:177798,6,177798,False,False,True
chr6:177890,6,177890,False,False,True
chr6:177999,6,177999,False,False,True
chr6:178043,6,178043,False,False,True
chr6:178052,6,178052,False,False,True
chr6:178054,6,178054,False,False,True
chr6:178063,6,178063,False,False,True
chr6:178069,6,178069,False,False,True
chr6:178083,6,178083,False,False,True
chr6:178096,6,178096,False,False,True
chr6:178373,6,178373,False,False,True
chr6:178425,6,178425,False,False,True
chr6:178440,6,178440,False,False,True
chr6:178452,6,178452,False,False,True
chr6:178649,6,178649,False,False,True
chr6:178655,6,178655,False,False,True
chr6:178778,6,178778,True,True,False
chr6:179311,6,179311,True,True,False
chr6:179345,6,179345,True,True,False
chr6:179606,6,179606,False,False,True
chr6:179773,6,179773,False,False,True
chr6:179957,6,179957,False,False,True
chr6:179981,6,179981,False,False,True
chr6:180152,6,180152,False,False,True
chr6:180546,6,180546,False,False,True
chr6:180643,6,180643,True,True,True
chr6:181692,6,181692,False,False,True
chr6:181733,6,181733,False,False,True
chr6:181817,6,181817,False,False,True
chr6:182652,6,182652,False,False,True
chr6:183039,6,183039,True,True,False
chr6:183936,6,183936,True,True,False
chr6:184083,6,184083,False,False,True
chr6:184860,6,184860,True,True,False
chr6:185422,6,185422,False,False,True
chr6:185806,6,185806,False,False,True
chr6:186097,6,186097,False,False,True
chr6:186433,6,186433,False,False,True
chr6:186589,6,186589,False,False,True
chr6:186667,6,186667,False,False,True
chr6:186748,6,186748,False,False,True
chr6:186886,6,186886,False,False,True
chr6:186936,6,186936,False,False,True
chr6:187015,6,187015,False,False,True
chr6:187090,6,187090,False,False,True
chr6:187135,6,187135,False,False,True
chr6:187264,6,187264,True,True,False
chr6:187666,6,187666,True,True,False
chr6:187771,6,187771,False,False,True
chr6:187801,6,187801,False,False,True
chr6:188423,6,188423,True,True,True
chr6:188938,6,188938,True,True,True
chr6:189096,6,189096,False,False,True
chr6:189156,6,189156,False,False,True
chr6:189505,6,189505,False,False,True
chr6:189631,6,189631,False,False,True
chr6:189700,6,189700,False,False,True
chr6:189752,6,189752,False,False,True
chr6:189828,6,189828,False,False,True
chr6:189847,6,189847,False,False,True
chr6:189863,6,189863,True,True,False
chr6:190129,6,190129,False,False,True
chr6:190170,6,190170,False,False,True
chr6:190174,6,190174,False,False,True
chr6:190474,6,190474,False,False,True
chr6:190627,6,190627,False,False,True
chr6:190831,6,190831,False,False,True
chr6:190849,6,190849,False,False,True
chr6:190897,6,190897,False,False,True
chr6:191180,6,191180,False,False,True
chr6:191392,6,191392,False,False,True
chr6:191395,6,191395,False,False,True
chr6:191409,6,191409,False,False,True
chr6:191439,6,191439,False,False,True
chr6:191469,6,191469,False,False,True
chr6:191495,6,191495,False,False,True
chr6:191499,6,191499,False,False,True
chr6:191500,6,191500,False,False,True
chr6:191655,6,191655,False,False,True
chr6:191661,6,191661,False,False,True
chr6:191665,6,191665,True,True,True
chr6:191671,6,191671,False,False,True
chr6:191674,6,191674,False,False,True
chr6:191680,6,191680,False,False,True
chr6:191687,6,191687,False,False,True
chr6:191758,6,191758,False,False,True
chr6:191775,6,191775,False,False,True
chr6:191780,6,191780,False,False,True
chr6:191793,6,191793,False,False,True
chr6:191794,6,191794,False,False,True
chr6:191799,6,191799,False,False,True
chr6:191802,6,191802,True,True,True
chr6:191827,6,191827,False,False,True
chr6:191836,6,191836,False,False,True
chr6:191847,6,191847,False,False,True
chr6:191856,6,191856,False,False,True
chr6:191860,6,191860,False,False,True
chr6:191880,6,191880,False,False,True
chr6:191885,6,191885,False,False,True
chr6:191914,6,191914,False,False,True
chr6:191930,6,191930,False,False,True
chr6:191937,6,191937,True,True,False
chr6:191963,6,191963,False,False,True
chr6:191994,6,191994,False,False,True
chr6:192013,6,192013,False,False,True
chr6:192028,6,192028,False,False,True
chr6:192050,6,192050,False,False,True
chr6:192065,6,192065,False,False,True
chr6:192074,6,192074,False,False,True
chr6:192100,6,192100,False,False,True
chr6:192104,6,192104,False,False,True
chr6:192122,6,192122,False,False,True
chr6:192128,6,192128,False,False,True
chr6:192134,6,192134,False,False,True
chr6:192166,6,192166,False,False,True
chr6:192172,6,192172,False,False,True
chr6:192234,6,192234,False,False,True
chr6:192240,6,192240,False,False,True
chr6:192358,6,192358,False,False,True
chr6:192485,6,192485,False,False,True
chr6:192545,6,192545,False,False,True
chr6:192551,6,192551,False,False,True
chr6:192564,6,192564,False,False,True
chr6:192590,6,192590,False,False,True
chr6:192593,6,192593,True,True,False
chr6:192707,6,192707,False,False,True
chr6:192732,6,192732,False,False,True
chr6:192850,6,192850,False,False,True
chr6:192981,6,192981,False,False,True
chr6:193000,6,193000,False,False,True
chr6:193023,6,193023,False,False,True
chr6:193272,6,193272,True,True,False
chr6:193303,6,193303,False,False,True
chr6:193326,6,193326,False,False,True
chr6:193556,6,193556,False,False,True
chr6:193671,6,193671,True,True,False
chr6:193734,6,193734,False,False,True
chr6:193872,6,193872,False,False,True
chr6:194072,6,194072,False,False,True
chr6:194081,6,194081,False,False,True
chr6:194154,6,194154,False,False,True
chr6:194162,6,194162,False,False,True
chr6:194187,6,194187,False,False,True
chr6:194193,6,194193,False,False,True
chr6:194247,6,194247,False,False,True
chr6:194306,6,194306,False,False,True
chr6:194319,6,194319,False,False,True
chr6:194362,6,194362,False,False,True
chr6:194540,6,194540,False,False,True
chr6:194593,6,194593,False,False,True
chr6:194604,6,194604,False,False,True
chr6:194608,6,194608,False,False,True
chr6:196316,6,196316,False,False,True
chr6:197402,6,197402,False,False,True
chr6:197486,6,197486,False,False,True
chr6:197758,6,197758,False,False,True
chr6:197775,6,197775,False,False,True
chr6:197849,6,197849,False,False,True
chr6:198089,6,198089,False,False,True
chr6:198092,6,198092,False,False,True
chr6:198116,6,198116,False,False,True
chr6:198275,6,198275,False,False,True
chr6:198427,6,198427,False,False,True
chr6:198446,6,198446,False,False,True
chr6:198501,6,198501,False,False,True
chr6:198590,6,198590,False,False,True
chr6:198602,6,198602,False,False,True
chr6:198638,6,198638,False,False,True
chr6:198689,6,198689,False,False,True
chr6:199005,6,199005,True,True,False
chr6:199066,6,199066,False,False,True
chr6:199107,6,199107,False,False,True
chr6:199207,6,199207,False,False,True
chr6:199246,6,199246,False,False,True
chr6:199313,6,199313,False,False,True
chr6:199316,6,199316,False,False,True
chr6:199373,6,199373,False,False,True
chr6:199448,6,199448,True,True,False
chr6:199471,6,199471,False,False,True
chr6:199527,6,199527,False,False,True
chr6:199558,6,199558,False,False,True
chr6:199576,6,199576,False,False,True
chr6:199828,6,199828,False,False,True
chr6:199969,6,199969,False,False,True
chr6:201624,6,201624,True,True,True
chr6:201882,6,201882,True,True,True
chr6:203342,6,203342,True,True,False
chr6:204006,6,204006,True,True,False
chr6:204440,6,204440,True,True,False
chr6:204681,6,204681,True,True,False
chr6:204889,6,204889,False,False,True
chr6:204891,6,204891,False,False,True
chr6:204894,6,204894,False,False,True
chr6:205945,6,205945,True,True,False
chr6:205988,6,205988,False,False,True
chr6:206167,6,206167,False,False,True
chr6:206215,6,206215,False,False,True
chr6:206445,6,206445,False,False,True
chr6:206552,6,206552,False,False,True
chr6:206614,6,206614,False,False,True
chr6:206615,6,206615,False,False,True
chr6:206619,6,206619,False,False,True
chr6:206625,6,206625,False,False,True
chr6:206706,6,206706,False,False,True
chr6:206719,6,206719,False,False,True
chr6:206741,6,206741,False,False,True
chr6:206918,6,206918,False,False,True
chr6:206951,6,206951,False,False,True
chr6:206984,6,206984,False,False,True
chr6:207041,6,207041,False,False,True
chr6:207125,6,207125,False,False,True
chr6:207192,6,207192,False,False,True
chr6:207279,6,207279,False,False,True
chr6:207357,6,207357,False,False,True
chr6:207374,6,207374,False,False,True
chr6:207456,6,207456,False,False,True
chr6:207472,6,207472,False,False,True
chr6:207604,6,207604,False,False,True
chr6:207607,6,207607,False,False,True
chr6:207679,6,207679,False,False,True
chr6:207696,6,207696,False,False,True
chr6:207700,6,207700,False,False,True
chr6:207745,6,207745,False,False,True
chr6:207856,6,207856,False,False,True
chr6:207862,6,207862,False,False,True
chr6:207865,6,207865,False,False,True
chr6:208024,6,208024,False,False,True
chr6:208165,6,208165,False,False,True
chr6:208427,6,208427,False,False,True
chr6:208668,6,208668,False,False,True
chr6:208815,6,208815,True,True,False
chr6:208850,6,208850,True,True,True
chr6:210067,6,210067,True,True,False
chr6:210967,6,210967,False,False,True
chr6:211447,6,211447,True,True,False
chr6:211652,6,211652,False,False,True
chr6:211683,6,211683,False,False,True
chr6:211826,6,211826,False,False,True
chr6:212121,6,212121,False,False,True
chr6:212247,6,212247,True,True,True
chr6:213465,6,213465,False,False,True
chr6:213825,6,213825,False,False,True
chr6:214157,6,214157,False,False,True
chr6:214251,6,214251,True,True,True
chr6:216365,6,216365,True,True,False
chr6:219079,6,219079,False,False,True
chr6:221528,6,221528,False,False,True
chr6:221588,6,221588,True,True,False
chr6:223266,6,223266,True,True,True
chr6:223299,6,223299,True,True,False
chr6:225352,6,225352,True,True,True
chr6:225899,6,225899,False,False,True
chr6:225913,6,225913,False,False,True
chr6:226036,6,226036,False,False,True
chr6:226167,6,226167,False,False,True
chr6:226175,6,226175,False,False,True
chr6:226182,6,226182,True,True,True
chr6:226370,6,226370,False,False,True
chr6:226463,6,226463,False,False,True
chr6:226612,6,226612,False,False,True
chr6:226671,6,226671,False,False,True
chr6:226781,6,226781,True,True,False
chr6:226791,6,226791,False,False,True
chr6:226796,6,226796,False,False,True
chr6:226804,6,226804,False,False,True
chr6:226825,6,226825,False,False,True
chr6:226929,6,226929,True,True,False
chr6:227025,6,227025,False,False,True
chr6:227223,6,227223,False,False,True
chr6:227351,6,227351,True,True,False
chr6:227352,6,227352,True,True,False
chr6:227356,6,227356,True,True,False
chr6:227508,6,227508,False,False,True
chr6:227693,6,227693,False,False,True
chr6:228093,6,228093,False,False,True
chr6:228170,6,228170,False,False,True
chr6:228332,6,228332,False,False,True
chr6:228344,6,228344,False,False,True
chr6:228509,6,228509,False,False,True
chr6:228515,6,228515,False,False,True
chr6:228554,6,228554,False,False,True
chr6:228605,6,228605,False,False,True
chr6:228617,6,228617,False,False,True
chr6:228620,6,228620,False,False,True
chr6:229320,6,229320,False,False,True
chr6:229335,6,229335,True,True,False
chr6:229337,6,229337,False,False,True
chr6:229348,6,229348,False,False,True
chr6:229349,6,229349,False,False,True
chr6:229520,6,229520,False,False,True
chr6:229526,6,229526,False,False,True
chr6:229567,6,229567,True,True,True
chr6:229568,6,229568,False,False,True
chr6:229586,6,229586,False,False,True
chr6:229757,6,229757,False,False,True
chr6:229802,6,229802,False,False,True
chr6:229838,6,229838,False,False,True
chr6:229887,6,229887,False,False,True
chr6:229951,6,229951,False,False,True
chr6:230129,6,230129,False,False,True
chr6:230195,6,230195,False,False,True
chr6:230462,6,230462,False,False,True
chr6:230627,6,230627,False,False,True
chr6:230891,6,230891,False,False,True
chr6:230918,6,230918,False,False,True
chr6:230993,6,230993,False,False,True
chr6:231001,6,231001,False,False,True
chr6:231077,6,231077,False,False,True
chr6:231098,6,231098,False,False,True
chr6:231278,6,231278,False,False,True
chr6:231344,6,231344,False,False,True
chr6:231638,6,231638,False,False,True
chr6:231713,6,231713,False,False,True
chr6:231725,6,231725,True,True,True
chr6:231775,6,231775,False,False,True
chr6:231902,6,231902,False,False,True
chr6:232279,6,232279,False,False,True
chr6:232479,6,232479,True,True,True
chr6:232619,6,232619,False,False,True
chr6:232697,6,232697,False,False,True
chr6:232991,6,232991,False,False,True
chr6:232994,6,232994,False,False,True
chr6:233077,6,233077,False,False,True
chr6:233456,6,233456,False,False,True
chr6:233698,6,233698,True,True,False
chr6:233790,6,233790,False,False,True
chr6:234085,6,234085,False,False,True
chr6:234160,6,234160,False,False,True
chr6:234233,6,234233,False,False,True
chr6:234355,6,234355,False,False,True
chr6:234388,6,234388,False,False,True
chr6:234585,6,234585,False,False,True
chr6:234589,6,234589,False,False,True
chr6:234593,6,234593,False,False,True
chr6:234694,6,234694,False,False,True
chr6:234833,6,234833,True,True,True
chr6:234904,6,234904,False,False,True
chr6:234914,6,234914,False,False,True
chr6:235072,6,235072,False,False,True
chr6:235321,6,235321,False,False,True
chr6:235342,6,235342,False,False,True
chr6:235446,6,235446,False,False,True
chr6:235489,6,235489,False,False,True
chr6:236008,6,236008,False,False,True
chr6:236114,6,236114,True,True,False
chr6:236173,6,236173,False,False,True
chr6:236260,6,236260,False,False,True
chr6:236578,6,236578,False,False,True
chr6:237134,6,237134,False,False,True
chr6:237141,6,237141,False,False,True
chr6:237463,6,237463,False,False,True
chr6:237962,6,237962,False,False,True
chr6:237965,6,237965,False,False,True
chr6:238213,6,238213,False,False,True
chr6:238465,6,238465,False,False,True
chr6:238621,6,238621,False,False,True
chr6:238704,6,238704,False,False,True
chr6:238707,6,238707,False,False,True
chr6:238769,6,238769,False,False,True
chr6:238877,6,238877,False,False,True
chr6:238901,6,238901,False,False,True
chr6:239066,6,239066,False,False,True
chr6:239277,6,239277,False,False,True
chr6:239360,6,239360,False,False,True
chr6:239478,6,239478,False,False,True
chr6:239489,6,239489,False,False,True
chr6:239639,6,239639,False,False,True
chr6:239766,6,239766,False,False,True
chr6:239828,6,239828,False,False,True
chr6:239854,6,239854,False,False,True
chr6:239986,6,239986,False,False,True
chr6:240289,6,240289,False,False,True
chr6:240352,6,240352,False,False,True
chr6:240423,6,240423,True,True,True
chr6:240610,6,240610,False,False,True
chr6:240613,6,240613,False,False,True
chr6:240985,6,240985,True,True,False
chr6:241183,6,241183,False,False,True
chr6:241694,6,241694,False,False,True
chr6:241696,6,241696,False,False,True
chr6:241803,6,241803,False,False,True
chr6:241821,6,241821,False,False,True
chr6:241871,6,241871,False,False,True
chr6:241949,6,241949,False,False,True
chr6:242037,6,242037,False,False,True
chr6:242390,6,242390,True,True,True
chr6:242528,6,242528,False,False,True
chr6:242595,6,242595,False,False,True
chr6:242717,6,242717,False,False,True
chr6:242843,6,242843,False,False,True
chr6:242888,6,242888,False,False,True
chr6:244245,6,244245,True,True,False
chr6:244301,6,244301,True,True,True
chr6:244552,6,244552,False,False,True
chr6:244566,6,244566,False,False,True
chr6:244932,6,244932,True,True,True
chr6:245484,6,245484,True,True,False
chr6:245505,6,245505,True,True,False
chr6:245506,6,245506,True,True,False
chr6:245578,6,245578,True,True,False
chr6:245636,6,245636,True,True,False
chr6:245661,6,245661,False,False,True
chr6:245962,6,245962,True,True,False
chr6:245963,6,245963,True,True,False
chr6:246705,6,246705,True,True,True
chr6:246893,6,246893,False,False,True
chr6:248124,6,248124,True,True,True
chr6:248151,6,248151,False,False,True
chr6:248365,6,248365,False,False,True
chr6:251165,6,251165,True,True,True
chr6:252271,6,252271,True,True,True
chr6:253364,6,253364,True,True,True
chr6:253516,6,253516,True,True,False
chr6:253673,6,253673,False,False,True
chr6:253709,6,253709,False,False,True
chr6:253758,6,253758,True,True,True
chr6:254401,6,254401,False,False,True
chr6:255018,6,255018,True,True,False
chr6:255233,6,255233,True,True,True
chr6:256493,6,256493,True,True,False
chr6:256723,6,256723,True,True,False
chr6:257096,6,257096,False,False,True
chr6:258551,6,258551,False,False,True
chr6:259953,6,259953,True,True,True
chr6:260068,6,260068,True,True,True
chr6:260462,6,260462,True,True,False
chr6:261534,6,261534,True,True,True
chr6:261981,6,261981,True,True,True
chr6:262244,6,262244,True,True,False
chr6:264000,6,264000,True,True,True
chr6:264618,6,264618,True,True,False
chr6:264756,6,264756,True,True,False
chr6:265060,6,265060,True,True,True
chr6:265378,6,265378,True,True,False
chr6:265477,6,265477,True,True,True
chr6:266145,6,266145,False,False,True
chr6:266478,6,266478,True,True,False
chr6:266518,6,266518,True,True,True
chr6:266627,6,266627,True,True,True
chr6:268613,6,268613,True,True,False
chr6:268676,6,268676,True,True,False
chr6:268911,6,268911,True,True,False
chr6:269163,6,269163,True,True,False
chr6:270091,6,270091,True,True,False
chr6:270110,6,270110,True,True,False
chr6:270112,6,270112,True,True,False
chr6:270117,6,270117,True,True,False
chr6:270118,6,270118,True,True,False
chr6:270132,6,270132,True,True,False
chr7:331,7,331,True,True,False
chr7:415,7,415,True,True,False
chr7:440,7,440,True,True,False
chr7:444,7,444,True,True,False
chr7:595,7,595,True,True,False
chr7:603,7,603,True,True,False
chr7:1581,7,1581,True,True,False
chr7:5119,7,5119,True,True,False
chr7:8780,7,8780,True,True,False
chr7:11071,7,11071,True,True,False
chr7:11076,7,11076,True,True,False
chr7:14747,7,14747,True,True,False
chr7:16567,7,16567,True,True,False
chr7:17289,7,17289,True,True,False
chr7:17702,7,17702,True,True,False
chr7:17838,7,17838,True,True,False
chr7:17840,7,17840,True,True,False
chr7:17843,7,17843,True,True,False
chr7:19449,7,19449,True,True,False
chr7:19450,7,19450,True,True,False
chr7:19896,7,19896,True,True,False
chr7:20110,7,20110,True,True,False
chr7:20451,7,20451,True,True,False
chr7:21017,7,21017,True,True,False
chr7:21057,7,21057,True,True,False
chr7:21710,7,21710,True,True,False
chr7:23383,7,23383,True,True,False
chr7:25442,7,25442,False,False,True
chr7:25552,7,25552,False,False,True
chr7:25663,7,25663,False,False,True
chr7:26364,7,26364,False,False,True
chr7:26801,7,26801,False,False,True
chr7:27002,7,27002,False,False,True
chr7:27344,7,27344,True,True,True
chr7:27845,7,27845,True,True,True
chr7:28799,7,28799,True,True,False
chr7:29361,7,29361,False,False,True
chr7:29398,7,29398,False,False,True
chr7:29465,7,29465,True,True,True
chr7:29523,7,29523,True,True,True
chr7:31914,7,31914,True,True,True
chr7:32249,7,32249,True,True,True
chr7:33274,7,33274,True,True,False
chr7:33393,7,33393,True,True,False
chr7:33441,7,33441,True,True,False
chr7:34423,7,34423,True,True,False
chr7:34691,7,34691,True,True,False
chr7:34702,7,34702,False,False,True
chr7:34805,7,34805,True,True,False
chr7:34808,7,34808,True,True,False
chr7:35435,7,35435,True,True,False
chr7:35488,7,35488,True,True,False
chr7:35543,7,35543,False,False,True
chr7:35577,7,35577,True,True,True
chr7:36074,7,36074,True,True,False
chr7:36180,7,36180,True,True,False
chr7:36448,7,36448,False,False,True
chr7:37288,7,37288,True,True,True
chr7:41301,7,41301,True,True,False
chr7:42627,7,42627,True,True,False
chr7:43204,7,43204,False,False,True
chr7:43266,7,43266,True,True,False
chr7:43308,7,43308,False,False,True
chr7:43400,7,43400,False,False,True
chr7:43683,7,43683,True,True,True
chr7:43794,7,43794,False,False,True
chr7:43798,7,43798,False,False,True
chr7:44099,7,44099,False,False,True
chr7:44308,7,44308,False,False,True
chr7:44796,7,44796,False,False,True
chr7:44898,7,44898,False,False,True
chr7:44995,7,44995,False,False,True
chr7:45002,7,45002,False,False,True
chr7:45345,7,45345,True,True,True
chr7:45353,7,45353,True,True,False
chr7:45399,7,45399,False,False,True
chr7:45537,7,45537,False,False,True
chr7:45565,7,45565,True,True,True
chr7:45593,7,45593,False,False,True
chr7:45639,7,45639,False,False,True
chr7:45669,7,45669,False,False,True
chr7:45694,7,45694,False,False,True
chr7:45723,7,45723,False,False,True
chr7:46050,7,46050,False,False,True
chr7:46197,7,46197,False,False,True
chr7:46270,7,46270,True,True,False
chr7:46524,7,46524,False,False,True
chr7:46545,7,46545,False,False,True
chr7:46634,7,46634,False,False,True
chr7:46890,7,46890,False,False,True
chr7:47026,7,47026,False,False,True
chr7:47250,7,47250,True,True,False
chr7:47565,7,47565,False,False,True
chr7:47968,7,47968,False,False,True
chr7:47998,7,47998,False,False,True
chr7:48435,7,48435,True,True,True
chr7:49415,7,49415,False,False,True
chr7:50874,7,50874,True,True,True
chr7:51531,7,51531,False,False,True
chr7:52589,7,52589,False,False,True
chr7:52604,7,52604,False,False,True
chr7:52610,7,52610,False,False,True
chr7:52694,7,52694,False,False,True
chr7:52732,7,52732,False,False,True
chr7:52740,7,52740,False,False,True
chr7:52959,7,52959,False,False,True
chr7:53152,7,53152,False,False,True
chr7:53213,7,53213,False,False,True
chr7:53407,7,53407,True,True,False
chr7:53416,7,53416,True,True,True
chr7:53419,7,53419,False,False,True
chr7:53455,7,53455,True,True,False
chr7:53544,7,53544,True,True,False
chr7:53637,7,53637,True,True,False
chr7:53662,7,53662,True,True,True
chr7:53700,7,53700,True,True,True
chr7:53702,7,53702,True,True,True
chr7:54324,7,54324,False,False,True
chr7:54455,7,54455,False,False,True
chr7:54561,7,54561,False,False,True
chr7:54816,7,54816,False,False,True
chr7:54821,7,54821,False,False,True
chr7:54879,7,54879,False,False,True
chr7:54897,7,54897,True,True,True
chr7:54933,7,54933,False,False,True
chr7:55015,7,55015,False,False,True
chr7:55016,7,55016,False,False,True
chr7:55023,7,55023,False,False,True
chr7:55107,7,55107,False,False,True
chr7:55152,7,55152,False,False,True
chr7:55299,7,55299,False,False,True
chr7:55419,7,55419,False,False,True
chr7:55455,7,55455,False,False,True
chr7:55464,7,55464,False,False,True
chr7:55850,7,55850,False,False,True
chr7:55912,7,55912,True,True,True
chr7:55935,7,55935,False,False,True
chr7:56041,7,56041,False,False,True
chr7:56091,7,56091,False,False,True
chr7:56095,7,56095,False,False,True
chr7:56199,7,56199,False,False,True
chr7:56225,7,56225,True,True,False
chr7:56448,7,56448,False,False,True
chr7:60729,7,60729,False,False,True
chr7:61936,7,61936,False,False,True
chr7:62689,7,62689,True,True,False
chr7:65725,7,65725,True,True,True
chr7:66126,7,66126,False,False,True
chr7:66339,7,66339,True,True,True
chr7:66605,7,66605,False,False,True
chr7:66617,7,66617,False,False,True
chr7:66622,7,66622,True,True,True
chr7:66712,7,66712,False,False,True
chr7:66921,7,66921,False,False,True
chr7:67009,7,67009,False,False,True
chr7:67253,7,67253,False,False,True
chr7:67624,7,67624,False,False,True
chr7:68009,7,68009,False,False,True
chr7:68067,7,68067,False,False,True
chr7:68203,7,68203,False,False,True
chr7:68211,7,68211,False,False,True
chr7:68385,7,68385,False,False,True
chr7:68513,7,68513,True,True,True
chr7:68542,7,68542,False,False,True
chr7:69214,7,69214,False,False,True
chr7:69249,7,69249,False,False,True
chr7:69315,7,69315,False,False,True
chr7:69394,7,69394,True,True,False
chr7:69396,7,69396,True,True,True
chr7:69424,7,69424,False,False,True
chr7:70413,7,70413,True,True,False
chr7:70474,7,70474,False,False,True
chr7:70531,7,70531,False,False,True
chr7:70537,7,70537,False,False,True
chr7:70633,7,70633,False,False,True
chr7:70861,7,70861,False,False,True
chr7:71410,7,71410,False,False,True
chr7:72738,7,72738,False,False,True
chr7:72788,7,72788,False,False,True
chr7:72874,7,72874,False,False,True
chr7:73077,7,73077,False,False,True
chr7:73286,7,73286,False,False,True
chr7:73309,7,73309,False,False,True
chr7:73336,7,73336,False,False,True
chr7:73362,7,73362,False,False,True
chr7:73438,7,73438,False,False,True
chr7:73453,7,73453,False,False,True
chr7:73493,7,73493,False,False,True
chr7:73615,7,73615,False,False,True
chr7:73684,7,73684,False,False,True
chr7:73728,7,73728,True,True,False
chr7:73818,7,73818,False,False,True
chr7:74133,7,74133,False,False,True
chr7:74141,7,74141,False,False,True
chr7:74365,7,74365,False,False,True
chr7:74414,7,74414,True,True,False
chr7:74942,7,74942,False,False,True
chr7:74964,7,74964,False,False,True
chr7:74983,7,74983,False,False,True
chr7:75064,7,75064,False,False,True
chr7:75209,7,75209,False,False,True
chr7:75261,7,75261,False,False,True
chr7:75286,7,75286,False,False,True
chr7:75292,7,75292,False,False,True
chr7:75341,7,75341,False,False,True
chr7:75351,7,75351,False,False,True
chr7:75358,7,75358,False,False,True
chr7:75428,7,75428,False,False,True
chr7:76021,7,76021,False,False,True
chr7:76042,7,76042,False,False,True
chr7:76149,7,76149,False,False,True
chr7:76247,7,76247,False,False,True
chr7:76303,7,76303,False,False,True
chr7:76490,7,76490,False,False,True
chr7:76512,7,76512,False,False,True
chr7:76519,7,76519,False,False,True
chr7:76587,7,76587,False,False,True
chr7:76600,7,76600,False,False,True
chr7:76663,7,76663,False,False,True
chr7:76882,7,76882,False,False,True
chr7:76989,7,76989,False,False,True
chr7:77025,7,77025,False,False,True
chr7:77052,7,77052,False,False,True
chr7:77580,7,77580,False,False,True
chr7:77983,7,77983,False,False,True
chr7:78029,7,78029,False,False,True
chr7:78636,7,78636,False,False,True
chr7:78859,7,78859,False,False,True
chr7:78965,7,78965,False,False,True
chr7:78970,7,78970,False,False,True
chr7:78986,7,78986,False,False,True
chr7:79019,7,79019,False,False,True
chr7:79032,7,79032,False,False,True
chr7:79107,7,79107,False,False,True
chr7:79268,7,79268,False,False,True
chr7:79414,7,79414,False,False,True
chr7:79504,7,79504,False,False,True
chr7:79586,7,79586,False,False,True
chr7:79663,7,79663,False,False,True
chr7:80122,7,80122,False,False,True
chr7:80305,7,80305,False,False,True
chr7:80505,7,80505,True,True,False
chr7:80602,7,80602,True,True,False
chr7:80604,7,80604,True,True,False
chr7:80608,7,80608,True,True,False
chr7:80609,7,80609,True,True,False
chr7:80643,7,80643,False,False,True
chr7:80653,7,80653,False,False,True
chr7:80875,7,80875,False,False,True
chr7:80909,7,80909,False,False,True
chr7:81268,7,81268,False,False,True
chr7:81306,7,81306,False,False,True
chr7:81381,7,81381,False,False,True
chr7:82858,7,82858,False,False,True
chr7:83968,7,83968,True,True,True
chr7:84203,7,84203,False,False,True
chr7:84285,7,84285,False,False,True
chr7:84308,7,84308,False,False,True
chr7:84678,7,84678,False,False,True
chr7:84714,7,84714,False,False,True
chr7:84763,7,84763,True,True,False
chr7:84785,7,84785,False,False,True
chr7:85120,7,85120,False,False,True
chr7:85190,7,85190,False,False,True
chr7:85238,7,85238,False,False,True
chr7:85271,7,85271,False,False,True
chr7:85337,7,85337,False,False,True
chr7:85539,7,85539,False,False,True
chr7:85628,7,85628,False,False,True
chr7:86297,7,86297,False,False,True
chr7:86411,7,86411,False,False,True
chr7:86533,7,86533,False,False,True
chr7:86645,7,86645,False,False,True
chr7:86720,7,86720,False,False,True
chr7:86891,7,86891,False,False,True
chr7:87038,7,87038,False,False,True
chr7:87051,7,87051,False,False,True
chr7:87147,7,87147,True,True,True
chr7:87586,7,87586,True,True,False
chr7:87769,7,87769,False,False,True
chr7:87833,7,87833,True,True,True
chr7:87882,7,87882,False,False,True
chr7:87891,7,87891,False,False,True
chr7:87999,7,87999,True,True,False
chr7:88301,7,88301,False,False,True
chr7:88664,7,88664,False,False,True
chr7:88681,7,88681,False,False,True
chr7:88718,7,88718,False,False,True
chr7:88913,7,88913,True,True,True
chr7:89311,7,89311,False,False,True
chr7:89339,7,89339,False,False,True
chr7:89490,7,89490,False,False,True
chr7:89665,7,89665,False,False,True
chr7:89733,7,89733,True,True,False
chr7:89813,7,89813,False,False,True
chr7:90444,7,90444,False,False,True
chr7:90591,7,90591,True,True,False
chr7:91031,7,91031,False,False,True
chr7:91652,7,91652,False,False,True
chr7:91958,7,91958,False,False,True
chr7:91977,7,91977,False,False,True
chr7:92135,7,92135,False,False,True
chr7:92390,7,92390,False,False,True
chr7:92820,7,92820,False,False,True
chr7:92844,7,92844,True,True,True
chr7:92892,7,92892,False,False,True
chr7:93397,7,93397,False,False,True
chr7:95130,7,95130,False,False,True
chr7:95396,7,95396,False,False,True
chr7:95510,7,95510,False,False,True
chr7:95788,7,95788,False,False,True
chr7:96337,7,96337,False,False,True
chr7:96869,7,96869,False,False,True
chr7:97616,7,97616,False,False,True
chr7:97982,7,97982,False,False,True
chr7:98012,7,98012,False,False,True
chr7:98090,7,98090,False,False,True
chr7:98124,7,98124,False,False,True
chr7:98211,7,98211,False,False,True
chr7:98223,7,98223,True,True,False
chr7:98228,7,98228,False,False,True
chr7:98329,7,98329,False,False,True
chr7:98330,7,98330,False,False,True
chr7:98387,7,98387,False,False,True
