Pheno_Type	Pheno	Geno_Type	Chr	ChrPos	PValue	EffectSize	Loc	abs_effect	cis_trans
Transcriptomics	YDR033W	SNPs	4	507718	1.01e-19	0.2040996	Local	0.2040996	cis
Transcriptomics	YDR033W	SNPs	4	507490	1.43e-08	0.00584054	Local	0.00584054	cis
Transcriptomics	YDR036C	SNPs	4	524228	5.07e-10	0.00975643	Local	0.00975643	cis
Transcriptomics	YDR037W	SNPs	4	524228	5.72e-07	0.00773948	Local	0.00773948	cis
Transcriptomics	YDR038C	SNPs	16	824813	1.44e-09	0.00278171	Distant	0.00278171	trans
Transcriptomics	YDR038C	SNPs	8	510650	5.14e-09	0.05830282	Distant	0.05830282	trans
Transcriptomics	YDR038C	SNPs	16	834570	4.44e-08	0.00575122	Distant	0.00575122	trans
Transcriptomics	YDR038C	SNPs	4	1272576	1.18e-07	0.00337121	Distant	0.00337121	trans
Transcriptomics	YDR038C	SNPs	16	838020	2.36e-07	0.00281213	Distant	0.00281213	trans
Transcriptomics	YDR038C	SNPs	1	66168	5.44e-07	0.01521767	Distant	0.01521767	trans
Transcriptomics	YDR038C	SNPs	16	823381	5.63e-07	0.00748211	Distant	0.00748211	trans
Transcriptomics	YDR038C	SNPs	9	346836	6.84e-07	0.01703571	Distant	0.01703571	trans
Transcriptomics	YDR038C	SNPs	16	834026	7.53e-07	0.00401957	Distant	0.00401957	trans
Transcriptomics	YDR038C	SNPs	6	100094	8.95e-07	0.0016467	Distant	0.0016467	trans
Transcriptomics	YDR038C	SNPs	16	491534	4.25e-06	0.01683235	Distant	0.01683235	trans
Transcriptomics	YDR038C	SNPs	16	836997	5.66e-06	0.00338904	Distant	0.00338904	trans
Transcriptomics	YDR039C	SNPs	8	510650	4.62e-09	0.02798249	Distant	0.02798249	trans
Transcriptomics	YDR040C	SNPs	8	510650	7.91e-09	0.02788752	Distant	0.02788752	trans
Transcriptomics	YDR042C	SNPs	12	950780	2.88e-06	0.01307661	Distant	0.01307661	trans
Transcriptomics	YDR044W	SNPs	3	148793	1.8e-07	0.01672383	Distant	0.01672383	trans
Transcriptomics	YDR045C	SNPs	5	295532	1.25e-06	0.00656397	Distant	0.00656397	trans
Transcriptomics	YDR047W	SNPs	4	551764	7.38e-14	0.17673284	Local	0.17673284	cis
Transcriptomics	YDR047W	SNPs	7	603711	8.3e-07	0.02299703	Distant	0.02299703	trans
Transcriptomics	YDR047W	SNPs	4	551582	9.12e-07	0.01013521	Local	0.01013521	cis
Transcriptomics	YDR047W	SNPs	12	959099	1.38e-06	0.05471768	Distant	0.05471768	trans
Transcriptomics	YDR047W	SNPs	12	997535	2.85e-06	0.06589456	Distant	0.06589456	trans
Transcriptomics	YDR047W	SNPs	4	551743	3.31e-06	0.03400712	Local	0.03400712	cis
Transcriptomics	YDR052C	SNPs	16	24710	5.58e-06	0.006768	Distant	0.006768	trans
Transcriptomics	YDR055W	SNPs	16	81079	3.8e-06	0.06543097	Distant	0.06543097	trans
Transcriptomics	YDR061W	SNPs	7	346793	4.71e-07	0.04735834	Distant	0.04735834	trans
Transcriptomics	YDR063W	SNPs	4	578506	1.08e-12	0.04224222	Local	0.04224222	cis
Transcriptomics	YDR063W	SNPs	15	176350	6.4e-08	0.02321429	Distant	0.02321429	trans
Transcriptomics	YDR063W	SNPs	4	579531	2.15e-06	0.07081284	Local	0.07081284	cis
Transcriptomics	YDR065W	SNPs	4	581286	4.91e-06	0.01191959	Local	0.01191959	cis
Transcriptomics	YDR066C	SNPs	15	385806	1.54e-06	0.04502992	Distant	0.04502992	trans
Transcriptomics	YDR067C	SNPs	12	84031	7.09e-06	0.0153585	Distant	0.0153585	trans
Transcriptomics	YDR068W	SNPs	8	284742	8.4e-06	0.0056264	Distant	0.0056264	trans
Transcriptomics	YDR072C	SNPs	4	80602	2.03e-07	0.00816699	Distant	0.00816699	trans
Transcriptomics	YDR072C	SNPs	4	592380	2.07e-06	0.0110214	Local	0.0110214	cis
Transcriptomics	YDR076W	SNPs	4	600120	3.05e-10	0.13314696	Local	0.13314696	cis
Transcriptomics	YDR076W	SNPs	4	597833	5.01e-07	0.05208956	Local	0.05208956	cis
Transcriptomics	YDR078C	SNPs	4	601857	6.06e-09	0.09276005	Local	0.09276005	cis
Transcriptomics	YDR078C	SNPs	4	603005	1.39e-08	0.01202072	Local	0.01202072	cis
Transcriptomics	YDR078C	SNPs	7	239360	1.67e-06	0.01047171	Distant	0.01047171	trans
Transcriptomics	YDR078C	SNPs	7	343298	2.81e-06	0.0056021	Distant	0.0056021	trans
Transcriptomics	YDR079C-A	SNPs	4	603899	3.81e-06	0.05174632	Local	0.05174632	cis
Transcriptomics	YDR079W	SNPs	14	691878	3.76e-07	0.03487964	Distant	0.03487964	trans
Transcriptomics	YDR080W	SNPs	4	603899	1.27e-09	0.09206768	Local	0.09206768	cis
Transcriptomics	YDR080W	SNPs	4	27824	8.84e-08	0.02310901	Distant	0.02310901	trans
Transcriptomics	YDR081C	SNPs	14	421697	3.09e-06	0.00761086	Distant	0.00761086	trans
Transcriptomics	YDR086C	SNPs	14	465982	4.71e-06	0.07747753	Distant	0.07747753	trans
Transcriptomics	YDR089W	SNPs	7	220941	9.12e-08	0.02795872	Distant	0.02795872	trans
Transcriptomics	YDR089W	SNPs	2	634316	5.49e-06	0.01887997	Distant	0.01887997	trans
Transcriptomics	YDR093W	SNPs	4	630898	3.41e-06	0.00775901	Local	0.00775901	cis
Transcriptomics	YDR096W	SNPs	3	65398	3.36e-06	0.01444224	Distant	0.01444224	trans
Transcriptomics	YDR097C	SNPs	4	643129	4.74e-08	0.12334963	Local	0.12334963	cis
Transcriptomics	YDR097C	SNPs	5	335874	2.81e-06	0.0771355	Distant	0.0771355	trans
Transcriptomics	YDR101C	SNPs	7	655851	9.56e-07	0.00667197	Distant	0.00667197	trans
Transcriptomics	YDR103W	SNPs	7	702168	9.45e-07	0.05082335	Distant	0.05082335	trans
Transcriptomics	YDR103W	SNPs	13	157323	7.56e-06	0.02093421	Distant	0.02093421	trans
Transcriptomics	YDR106W	SNPs	4	667780	3.62e-11	0.10599033	Local	0.10599033	cis
Transcriptomics	YDR106W	SNPs	3	24520	3.33e-06	0.04081505	Distant	0.04081505	trans
Transcriptomics	YDR106W	SNPs	4	666159	3.92e-06	0.03711894	Local	0.03711894	cis
Transcriptomics	YDR106W	SNPs	12	278461	6.04e-06	0.05612271	Distant	0.05612271	trans
Transcriptomics	YDR107C	SNPs	4	809028	1.29e-06	0.00999021	Distant	0.00999021	trans
Transcriptomics	YDR108W	SNPs	14	421697	2.28e-06	0.00856566	Distant	0.00856566	trans
Transcriptomics	YDR111C	SNPs	4	644586	1.99e-08	0.00949998	Distant	0.00949998	trans
Transcriptomics	YDR113C	SNPs	5	536228	2.44e-06	0.01992464	Distant	0.01992464	trans
Transcriptomics	YDR114C	SNPs	4	540969	5.31e-06	0.00750999	Distant	0.00750999	trans
Transcriptomics	YDR117C	SNPs	16	418474	1.11e-06	0.01074446	Distant	0.01074446	trans
Transcriptomics	YDR118W	SNPs	4	675008	2.44e-06	0.02471802	Local	0.02471802	cis
Transcriptomics	YDR118W	SNPs	4	685839	3.75e-06	0.06148752	Local	0.06148752	cis
Transcriptomics	YDR120C	SNPs	7	655851	5.25e-07	0.00707194	Distant	0.00707194	trans
Transcriptomics	YDR121W	SNPs	7	154421	2e-06	0.01962045	Distant	0.01962045	trans
Transcriptomics	YDR126W	SNPs	4	703854	4.03e-08	0.08334172	Local	0.08334172	cis
Transcriptomics	YDR128W	SNPs	4	709938	7.62e-07	0.04765808	Local	0.04765808	cis
Transcriptomics	YDR129C	SNPs	3	65398	3.08e-06	0.01443236	Distant	0.01443236	trans
Transcriptomics	YDR132C	SNPs	4	720645	9.04e-08	0.05158303	Local	0.05158303	cis
Transcriptomics	YDR132C	SNPs	4	718331	3.89e-07	0.08521651	Local	0.08521651	cis
Transcriptomics	YDR132C	SNPs	9	137403	3.8e-06	0.03825119	Distant	0.03825119	trans
Transcriptomics	YDR132C	SNPs	4	722085	4.68e-06	0.00918348	Local	0.00918348	cis
Transcriptomics	YDR138W	SNPs	14	421697	1.02e-08	0.01296452	Distant	0.01296452	trans
Transcriptomics	YDR144C	SNPs	4	746167	1.23e-07	0.01641544	Local	0.01641544	cis
Transcriptomics	YDR144C	SNPs	4	92275	1.33e-06	0.02078087	Distant	0.02078087	trans
Transcriptomics	YDR145W	SNPs	3	62386	6.88e-06	0.04927803	Distant	0.04927803	trans
Transcriptomics	YDR147W	SNPs	11	522560	4.81e-06	0.01950905	Distant	0.01950905	trans
Transcriptomics	YDR147W	SNPs	3	148793	5.32e-06	0.01220457	Distant	0.01220457	trans
Transcriptomics	YDR150W	SNPs	3	65398	2.37e-06	0.01500383	Distant	0.01500383	trans
Transcriptomics	YDR151C	SNPs	4	764691	1.21e-12	0.17678241	Local	0.17678241	cis
Transcriptomics	YDR151C	SNPs	4	770770	3.45e-10	0.0761497	Local	0.0761497	cis
Transcriptomics	YDR151C	SNPs	4	764994	1.45e-07	0.06643009	Local	0.06643009	cis
Transcriptomics	YDR157W	SNPs	11	574788	2.29e-06	0.03245859	Distant	0.03245859	trans
Transcriptomics	YDR169C-A	SNPs	4	1271654	1.06e-06	0.01305771	Distant	0.01305771	trans
Transcriptomics	YDR170C	SNPs	4	806407	1.56e-06	0.05339016	Local	0.05339016	cis
Transcriptomics	YDR172W	SNPs	7	655851	2.55e-06	0.00613664	Distant	0.00613664	trans
Transcriptomics	YDR179C	SNPs	4	241544	4.86e-06	0.03139972	Distant	0.03139972	trans
Transcriptomics	YDR179W-A	SNPs	15	213488	3.45e-06	0.06616111	Distant	0.06616111	trans
Transcriptomics	YDR180W	SNPs	16	831325	4.53e-06	0.01811817	Distant	0.01811817	trans
Transcriptomics	YDR183W	SNPs	12	223861	1.09e-06	0.01861624	Distant	0.01861624	trans
Transcriptomics	YDR184C	SNPs	11	290740	3.24e-06	0.0142727	Distant	0.0142727	trans
Transcriptomics	YDR188W	SNPs	4	837953	1.9e-08	0.09320056	Local	0.09320056	cis
Transcriptomics	YDR190C	SNPs	7	655851	5.41e-07	0.00692286	Distant	0.00692286	trans
Transcriptomics	YDR191W	SNPs	10	107836	5.78e-06	0.00743509	Distant	0.00743509	trans
Transcriptomics	YDR192C	SNPs	16	899581	5.47e-06	0.01385189	Distant	0.01385189	trans
Transcriptomics	YDR201W	SNPs	13	673369	2.44e-07	0.01667281	Distant	0.01667281	trans
Transcriptomics	YDR201W	SNPs	12	579663	4.72e-07	0.01800687	Distant	0.01800687	trans
Transcriptomics	YDR201W	SNPs	5	191733	8.35e-07	0.01682875	Distant	0.01682875	trans
Transcriptomics	YDR201W	SNPs	2	115924	1.91e-06	0.01567776	Distant	0.01567776	trans
Transcriptomics	YDR201W	SNPs	1	75987	3.1e-06	0.01552844	Distant	0.01552844	trans
Transcriptomics	YDR201W	SNPs	16	487360	4.78e-06	0.01443349	Distant	0.01443349	trans
Transcriptomics	YDR202C	SNPs	15	873940	5.38e-07	0.01125191	Distant	0.01125191	trans
Transcriptomics	YDR204W	SNPs	9	203358	4.92e-06	0.01200802	Distant	0.01200802	trans
Transcriptomics	YDR207C	SNPs	8	472560	5.1e-06	0.00636786	Distant	0.00636786	trans
Transcriptomics	YDR209C	SNPs	4	186355	7.25e-06	0.00760898	Distant	0.00760898	trans
Transcriptomics	YDR215C	SNPs	4	893982	2.39e-10	0.11327358	Local	0.11327358	cis
Transcriptomics	YDR217C	SNPs	4	904531	1.07e-06	0.0789555	Local	0.0789555	cis
Transcriptomics	YDR233C	SNPs	4	930077	2.99e-07	0.0104522	Local	0.0104522	cis
Transcriptomics	YDR237W	SNPs	12	513887	5.21e-06	0.02031842	Distant	0.02031842	trans
Transcriptomics	YDR240C	SNPs	15	213488	1.92e-06	0.06130022	Distant	0.06130022	trans
Transcriptomics	YDR241W	SNPs	4	1017855	2.23e-06	0.0779117	Distant	0.0779117	trans
Transcriptomics	YDR243C	SNPs	15	213488	1.77e-08	0.08793999	Distant	0.08793999	trans
Transcriptomics	YDR243C	SNPs	4	952698	2.01e-06	0.09100101	Local	0.09100101	cis
Transcriptomics	YDR246W-A	SNPs	4	954985	3.56e-08	0.10034017	Local	0.10034017	cis
Transcriptomics	YDR247W	SNPs	7	238358	5.41e-06	0.02815492	Distant	0.02815492	trans
Transcriptomics	YDR255C	SNPs	14	425075	3e-06	0.09825816	Distant	0.09825816	trans
Transcriptomics	YDR259C	SNPs	4	976264	6.07e-06	0.08954785	Local	0.08954785	cis
Transcriptomics	YDR260C	SNPs	4	977045	4.76e-13	0.01072547	Local	0.01072547	cis
Transcriptomics	YDR260C	SNPs	4	1002467	5.19e-07	0.08860743	Local	0.08860743	cis
Transcriptomics	YDR260C	SNPs	4	967640	1.97e-06	0.00546488	Local	0.00546488	cis
Transcriptomics	YDR260C	SNPs	4	993763	2.71e-06	0.00636448	Local	0.00636448	cis
Transcriptomics	YDR262W	SNPs	4	993336	2.45e-18	0.26124404	Local	0.26124404	cis
Transcriptomics	YDR262W	SNPs	4	978598	2.85e-09	0.06422655	Local	0.06422655	cis
Transcriptomics	YDR267C	SNPs	3	43754	1.48e-06	0.0192205	Distant	0.0192205	trans
Transcriptomics	YDR268W	SNPs	4	1004468	2.65e-07	0.05049732	Local	0.05049732	cis
Transcriptomics	YDR273W	SNPs	3	286652	5.52e-06	0.00581809	Distant	0.00581809	trans
Transcriptomics	YDR276C	SNPs	4	1013882	2.87e-15	0.04320785	Local	0.04320785	cis
Transcriptomics	YDR279W	SNPs	16	795157	8.27e-07	0.03385056	Distant	0.03385056	trans
Transcriptomics	YDR280W	SNPs	9	112854	6.41e-08	0.00648258	Distant	0.00648258	trans
Transcriptomics	YDR281C	SNPs	16	113130	2.05e-06	0.00827007	Distant	0.00827007	trans
Transcriptomics	YDR285W	SNPs	15	950420	6.69e-06	0.05216059	Distant	0.05216059	trans
Transcriptomics	YDR287W	SNPs	4	1035943	4.09e-06	0.00519363	Local	0.00519363	cis
Transcriptomics	YDR288W	SNPs	4	1046027	4.6e-06	0.0615326	Local	0.0615326	cis
Transcriptomics	YDR294C	SNPs	10	36445	8.97e-06	0.01956043	Distant	0.01956043	trans
Transcriptomics	YDR297W	SNPs	2	213628	5.58e-07	0.07963408	Distant	0.07963408	trans
Transcriptomics	YDR298C	SNPs	4	1318821	4.4e-07	0.06043865	Distant	0.06043865	trans
Transcriptomics	YDR299W	SNPs	7	655851	3.24e-06	0.00603687	Distant	0.00603687	trans
Transcriptomics	YDR304C	SNPs	4	1072384	2.24e-06	0.04162321	Local	0.04162321	cis
Transcriptomics	YDR309C	SNPs	4	1095346	6.94e-09	0.04858941	Local	0.04858941	cis
Transcriptomics	YDR309C	SNPs	4	1104723	3.13e-08	0.01886638	Distant	0.01886638	trans
Transcriptomics	YDR309C	SNPs	16	181899	1.37e-06	0.02630083	Distant	0.02630083	trans
Transcriptomics	YDR309C	SNPs	4	1108197	2.52e-06	0.01868808	Distant	0.01868808	trans
Transcriptomics	YDR309C	SNPs	1	174113	2.72e-06	0.01848781	Distant	0.01848781	trans
Transcriptomics	YDR312W	SNPs	5	220904	4.52e-06	0.01513683	Distant	0.01513683	trans
Transcriptomics	YDR315C	SNPs	11	125642	8.13e-07	0.01643119	Distant	0.01643119	trans
Transcriptomics	YDR319C	SNPs	4	1105992	2.8e-07	0.0288765	Local	0.0288765	cis
Transcriptomics	YDR319C	SNPs	4	79505	7.39e-07	0.02006799	Distant	0.02006799	trans
Transcriptomics	YDR320C-A	SNPs	4	320548	3.08e-06	0.01469749	Distant	0.01469749	trans
Transcriptomics	YDR320C-A	SNPs	4	1163248	3.58e-06	0.01264574	Distant	0.01264574	trans
Transcriptomics	YDR322C-A	SNPs	4	1318821	3.99e-07	0.06529156	Distant	0.06529156	trans
Transcriptomics	YDR324C	SNPs	7	655851	1.09e-06	0.0065921	Distant	0.0065921	trans
Transcriptomics	YDR327W	SNPs	7	968238	4.24e-06	0.00769916	Distant	0.00769916	trans
Transcriptomics	YDR331W	SNPs	3	148793	3.4e-07	0.01645218	Distant	0.01645218	trans
Transcriptomics	YDR332W	SNPs	4	424011	3.87e-06	0.01585176	Distant	0.01585176	trans
Transcriptomics	YDR334W	SNPs	10	310647	4.85e-06	0.00655243	Distant	0.00655243	trans
Transcriptomics	YDR338C	SNPs	11	271696	2.48e-06	0.03862132	Distant	0.03862132	trans
Transcriptomics	YDR340W	SNPs	7	801330	3.34e-07	0.01692834	Distant	0.01692834	trans
Transcriptomics	YDR340W	SNPs	8	403332	3.74e-07	0.0129166	Distant	0.0129166	trans
Transcriptomics	YDR340W	SNPs	11	290740	6.6e-07	0.0167927	Distant	0.0167927	trans
Transcriptomics	YDR340W	SNPs	16	725681	1.47e-06	0.01183488	Distant	0.01183488	trans
Transcriptomics	YDR340W	SNPs	1	174113	1.93e-06	0.02024698	Distant	0.02024698	trans
Transcriptomics	YDR342C	SNPs	7	175768	1.1e-06	0.01756025	Distant	0.01756025	trans
Transcriptomics	YDR343C	SNPs	12	884831	2.12e-06	0.01573083	Distant	0.01573083	trans
Transcriptomics	YDR345C	SNPs	7	123776	3.26e-06	0.01280565	Distant	0.01280565	trans
Transcriptomics	YDR346C	SNPs	2	14526	2.89e-06	0.02166843	Distant	0.02166843	trans
Transcriptomics	YDR346C	SNPs	14	335033	5.17e-06	0.08020261	Distant	0.08020261	trans
Transcriptomics	YDR348C	SNPs	13	667766	1.51e-06	0.0181419	Distant	0.0181419	trans
Transcriptomics	YDR348C	SNPs	9	394105	3.68e-06	0.0134792	Distant	0.0134792	trans
Transcriptomics	YDR348C	SNPs	4	1165910	4.89e-06	0.09451771	Local	0.09451771	cis
Transcriptomics	YDR349C	SNPs	4	1172380	3.13e-18	0.07786252	Local	0.07786252	cis
Transcriptomics	YDR349C	SNPs	4	1172914	1.44e-11	0.08988879	Local	0.08988879	cis
Transcriptomics	YDR349C	SNPs	4	1173839	2.44e-07	0.02094629	Local	0.02094629	cis
Transcriptomics	YDR349C	SNPs	10	330050	1.87e-06	0.03609127	Distant	0.03609127	trans
Transcriptomics	YDR349C	SNPs	4	216340	3.81e-06	0.01116695	Distant	0.01116695	trans
Transcriptomics	YDR349C	SNPs	10	330557	8.28e-06	0.07559444	Distant	0.07559444	trans
Transcriptomics	YDR350C	SNPs	16	458921	2.06e-06	0.03000153	Distant	0.03000153	trans
Transcriptomics	YDR353W	SNPs	11	386366	2.65e-06	0.00959314	Distant	0.00959314	trans
Transcriptomics	YDR365C	SNPs	4	327242	1.81e-06	0.07439841	Distant	0.07439841	trans
Transcriptomics	YDR368W	SNPs	5	531627	5.47e-06	0.00797045	Distant	0.00797045	trans
Transcriptomics	YDR371W	SNPs	10	398191	9.95e-06	0.01903548	Distant	0.01903548	trans
Transcriptomics	YDR377W	SNPs	4	1318821	3.28e-06	0.05193709	Distant	0.05193709	trans
Transcriptomics	YDR380W	SNPs	9	418524	1.22e-06	0.01057425	Distant	0.01057425	trans
Transcriptomics	YDR380W	SNPs	9	234893	1.42e-06	0.06831334	Distant	0.06831334	trans
Transcriptomics	YDR380W	SNPs	12	871188	2.1e-06	0.01089705	Distant	0.01089705	trans
Transcriptomics	YDR380W	SNPs	2	361669	3.44e-06	0.0472347	Distant	0.0472347	trans
Transcriptomics	YDR384C	SNPs	9	336628	1.14e-06	0.0117231	Distant	0.0117231	trans
Transcriptomics	YDR387C	SNPs	11	640763	2.2e-06	0.02183699	Distant	0.02183699	trans
Transcriptomics	YDR388W	SNPs	11	250094	1.96e-06	0.05826958	Distant	0.05826958	trans
Transcriptomics	YDR391C	SNPs	7	655851	1.56e-06	0.00640142	Distant	0.00640142	trans
Transcriptomics	YDR391C	SNPs	6	155140	2.43e-06	0.03047452	Distant	0.03047452	trans
Transcriptomics	YDR393W	SNPs	10	395232	3.41e-07	0.03337445	Distant	0.03337445	trans
Transcriptomics	YDR394W	SNPs	4	1266696	2.13e-06	0.06444605	Local	0.06444605	cis
Transcriptomics	YDR396W	SNPs	2	685306	3.8e-06	0.01153855	Distant	0.01153855	trans
Transcriptomics	YDR397C	SNPs	4	1265205	1.01e-07	0.09523076	Local	0.09523076	cis
Transcriptomics	YDR397C	SNPs	7	372717	2.05e-06	0.0088123	Distant	0.0088123	trans
Transcriptomics	YDR399W	SNPs	7	655851	9.35e-07	0.00636223	Distant	0.00636223	trans
Transcriptomics	YDR400W	SNPs	4	1270902	3.65e-09	0.13465526	Local	0.13465526	cis
Transcriptomics	YDR400W	SNPs	4	1260275	6.8e-06	0.0092068	Local	0.0092068	cis
Transcriptomics	YDR403W	SNPs	15	441341	3.98e-06	0.08006024	Distant	0.08006024	trans
Transcriptomics	YDR404C	SNPs	4	1277282	9.43e-07	0.02570238	Local	0.02570238	cis
Transcriptomics	YDR406W	SNPs	15	675643	2.6e-06	0.02924301	Distant	0.02924301	trans
Transcriptomics	YDR408C	SNPs	2	634316	4.51e-06	0.01551655	Distant	0.01551655	trans
Transcriptomics	YDR410C	SNPs	14	533533	4.81e-06	0.00892831	Distant	0.00892831	trans
Transcriptomics	YDR414C	SNPs	15	423658	1.76e-06	0.0508577	Distant	0.0508577	trans
Transcriptomics	YDR414C	SNPs	3	36506	1.98e-06	0.0134981	Distant	0.0134981	trans
Transcriptomics	YDR415C	SNPs	4	1298262	7.6e-09	0.01163351	Local	0.01163351	cis
Transcriptomics	YDR415C	SNPs	7	54455	1.49e-06	0.04221773	Distant	0.04221773	trans
Transcriptomics	YDR416W	SNPs	4	1298262	3.42e-07	0.01062854	Local	0.01062854	cis
Transcriptomics	YDR416W	SNPs	14	334675	4.54e-06	0.00581063	Distant	0.00581063	trans
Transcriptomics	YDR423C	SNPs	4	1318821	2.89e-26	0.23941647	Local	0.23941647	cis
Transcriptomics	YDR423C	SNPs	4	1318030	1.09e-19	0.05044523	Local	0.05044523	cis
Transcriptomics	YDR423C	SNPs	4	1318487	1.54e-13	0.01497433	Local	0.01497433	cis
Transcriptomics	YDR423C	SNPs	10	330557	7.74e-08	0.08132539	Distant	0.08132539	trans
Transcriptomics	YDR423C	SNPs	12	537994	2.27e-07	0.01690752	Distant	0.01690752	trans
Transcriptomics	YDR423C	SNPs	10	330050	7.99e-07	0.02816678	Distant	0.02816678	trans
Transcriptomics	YDR423C	SNPs	4	1316641	8.71e-07	0.01782426	Local	0.01782426	cis
Transcriptomics	YDR423C	SNPs	16	795316	9.95e-07	0.01127006	Distant	0.01127006	trans
Transcriptomics	YDR423C	SNPs	4	1317219	1.29e-06	0.04795105	Local	0.04795105	cis
Transcriptomics	YDR423C	SNPs	4	613152	1.36e-06	0.01193284	Distant	0.01193284	trans
Transcriptomics	YDR423C	SNPs	4	1331912	2.62e-06	0.00496736	Local	0.00496736	cis
Transcriptomics	YDR423C	SNPs	10	330767	3.31e-06	0.03084266	Distant	0.03084266	trans
Transcriptomics	YDR423C	SNPs	4	391959	3.36e-06	0.02232023	Distant	0.02232023	trans
Transcriptomics	YDR423C	SNPs	4	1318086	3.56e-06	0.04142015	Local	0.04142015	cis
Transcriptomics	YDR429C	SNPs	13	213896	2.28e-06	0.00585164	Distant	0.00585164	trans
Transcriptomics	YDR430C	SNPs	8	420789	2.73e-06	0.00828345	Distant	0.00828345	trans
Transcriptomics	YDR430C	SNPs	16	421124	6.06e-06	0.08059368	Distant	0.08059368	trans
Transcriptomics	YDR432W	SNPs	12	42657	5.14e-06	0.02535135	Distant	0.02535135	trans
Transcriptomics	YDR432W	SNPs	14	605032	5.65e-06	0.05946585	Distant	0.05946585	trans
Transcriptomics	YDR435C	SNPs	4	1333527	6.75e-07	0.03204689	Local	0.03204689	cis
Transcriptomics	YDR435C	SNPs	3	210436	1.69e-06	0.0459206	Distant	0.0459206	trans
Transcriptomics	YDR436W	SNPs	15	874326	2.21e-06	0.02381138	Distant	0.02381138	trans
Transcriptomics	YDR437W	SNPs	3	208432	1.11e-06	0.01061911	Distant	0.01061911	trans
Transcriptomics	YDR438W	SNPs	12	250289	5.89e-06	0.01544341	Distant	0.01544341	trans
Transcriptomics	YDR438W	SNPs	7	53416	6.39e-06	0.00977392	Distant	0.00977392	trans
Transcriptomics	YDR442W	SNPs	4	1345591	4.81e-08	0.0397282	Local	0.0397282	cis
Transcriptomics	YDR442W	SNPs	4	1344347	7.87e-07	0.01025812	Local	0.01025812	cis
Transcriptomics	YDR447C	SNPs	15	76985	1.02e-06	0.03979132	Distant	0.03979132	trans
Transcriptomics	YDR452W	SNPs	4	1362669	1.01e-11	0.07106723	Local	0.07106723	cis
Transcriptomics	YDR452W	SNPs	4	1364465	1.57e-09	0.02339521	Local	0.02339521	cis
Transcriptomics	YDR453C	SNPs	11	167158	3.22e-06	0.01800932	Distant	0.01800932	trans
Transcriptomics	YDR453C	SNPs	4	186355	6.17e-06	0.00985849	Distant	0.00985849	trans
Transcriptomics	YDR458C	SNPs	4	1382093	1.61e-09	0.0160061	Local	0.0160061	cis
Transcriptomics	YDR458C	SNPs	10	310647	1.5e-06	0.0069694	Distant	0.0069694	trans
Transcriptomics	YDR458C	SNPs	16	421124	2.73e-06	0.08618402	Distant	0.08618402	trans
Transcriptomics	YDR460W	SNPs	4	1122421	2.96e-07	0.02657247	Distant	0.02657247	trans
Transcriptomics	YDR461C-A	SNPs	4	1346057	3.69e-08	0.02826636	Distant	0.02826636	trans
Transcriptomics	YDR461C-A	SNPs	7	1026694	5.56e-07	0.01148183	Distant	0.01148183	trans
Transcriptomics	YDR461C-A	SNPs	4	356804	4.1e-06	0.00752902	Distant	0.00752902	trans
Transcriptomics	YDR471W	SNPs	12	585709	1.81e-06	0.03270603	Distant	0.03270603	trans
Transcriptomics	YDR476C	SNPs	4	1411068	8.47e-07	0.02440923	Local	0.02440923	cis
Transcriptomics	YDR476C	SNPs	7	622579	3.7e-06	0.05114995	Distant	0.05114995	trans
Transcriptomics	YDR478W	SNPs	4	1415193	3.06e-09	0.0327642	Local	0.0327642	cis
Transcriptomics	YDR478W	SNPs	4	1414935	1.69e-08	0.03297924	Local	0.03297924	cis
Transcriptomics	YDR483W	SNPs	4	1420967	2.38e-14	0.01926854	Local	0.01926854	cis
Transcriptomics	YDR483W	SNPs	8	299939	5.52e-06	0.02198206	Distant	0.02198206	trans
Transcriptomics	YDR485C	SNPs	14	691878	4.34e-06	0.02992324	Distant	0.02992324	trans
Transcriptomics	YDR485C	SNPs	10	329903	7.63e-06	0.04901313	Distant	0.04901313	trans
Transcriptomics	YDR487C	SNPs	14	138759	9.37e-07	0.02823863	Distant	0.02823863	trans
Transcriptomics	YDR487C	SNPs	4	1428277	2.48e-06	0.02504152	Local	0.02504152	cis
Transcriptomics	YDR487C	SNPs	2	426776	3.09e-06	0.01023409	Distant	0.01023409	trans
Transcriptomics	YDR488C	SNPs	4	1429123	1.37e-07	0.08430892	Local	0.08430892	cis
Transcriptomics	YDR488C	SNPs	4	1428286	6.86e-07	0.02793453	Local	0.02793453	cis
Transcriptomics	YDR489W	SNPs	14	34650	5.18e-06	0.08154294	Distant	0.08154294	trans
Transcriptomics	YDR497C	SNPs	4	1445249	5.27e-08	0.08252395	Local	0.08252395	cis
Transcriptomics	YDR497C	SNPs	14	673610	8.65e-07	0.02858153	Distant	0.02858153	trans
Transcriptomics	YDR497C	SNPs	11	9490	4.59e-06	0.01070566	Distant	0.01070566	trans
Transcriptomics	YDR502C	SNPs	4	78264	9.92e-08	0.11003706	Distant	0.11003706	trans
Transcriptomics	YDR502C	SNPs	8	181082	5.89e-06	0.03662104	Distant	0.03662104	trans
Transcriptomics	YDR505C	SNPs	15	1078080	2.93e-06	0.05808952	Distant	0.05808952	trans
Transcriptomics	YDR510W	SNPs	9	93243	7.67e-07	0.01320772	Distant	0.01320772	trans
