SNP_A,SNP_B,R2,CHR_B,BP_B,CHR_A,BP_A
4897,5057,7.25226019313815e-32,CHR_8,194308,CHR_8,59614
4897,5058,0.002165558123688,CHR_8,194338,CHR_8,59614
4897,5059,1.136341465013e-05,CHR_8,194446,CHR_8,59614
4897,5060,0.0002912632670418,CHR_8,194508,CHR_8,59614
4897,5061,0.0002912632670418,CHR_8,194526,CHR_8,59614
4897,5062,0.0001873009926952,CHR_8,194530,CHR_8,59614
4897,5063,0.0001873009926952,CHR_8,194545,CHR_8,59614
4897,5064,4.68252481738159e-05,CHR_8,194566,CHR_8,59614
4897,5065,0.000104854776135,CHR_8,194570,CHR_8,59614
4897,5066,0.000104854776135,CHR_8,194574,CHR_8,59614
4897,5067,4.68252481738159e-05,CHR_8,194575,CHR_8,59614
4897,5068,4.63821892393318e-05,CHR_8,194578,CHR_8,59614
4897,5069,0.0001873009926952,CHR_8,194584,CHR_8,59614
4897,5070,0.0004297583802884,CHR_8,194592,CHR_8,59614
4897,5071,0.0004297583802884,CHR_8,194593,CHR_8,59614
4897,5072,0.0007195842402167,CHR_8,194658,CHR_8,59614
4897,5073,1.1811011987615601e-31,CHR_8,197262,CHR_8,59614
4897,5074,3.15656565656563e-05,CHR_8,197968,CHR_8,59614
4897,5075,0.000126374320738,CHR_8,200519,CHR_8,59614
4897,5076,0.0002840909090909,CHR_8,200608,CHR_8,59614
4897,5077,0.0002840909090909,CHR_8,200617,CHR_8,59614
4897,5078,0.0003856779667687,CHR_8,202890,CHR_8,59614
4897,5079,0.0003859331311778,CHR_8,203255,CHR_8,59614
4897,5080,0.0003859331311778,CHR_8,203274,CHR_8,59614
4897,5081,0.0007873519778281,CHR_8,203496,CHR_8,59614
4897,5082,0.00050390526581,CHR_8,203615,CHR_8,59614
4897,5083,0.0009628746007008,CHR_8,203675,CHR_8,59614
4897,5084,7.07964601769907e-05,CHR_8,203842,CHR_8,59614
4897,5085,0.0002832682865416,CHR_8,203888,CHR_8,59614
4897,5086,0.0003854473942969,CHR_8,204054,CHR_8,59614
4897,5087,0.0003854473942969,CHR_8,204151,CHR_8,59614
4897,5088,0.0003854473942969,CHR_8,204219,CHR_8,59614
4897,5089,0.0002832682865416,CHR_8,204645,CHR_8,59614
4897,5090,0.0002832682865416,CHR_8,204670,CHR_8,59614
4897,5091,0.0003852413261736,CHR_8,205313,CHR_8,59614
4897,5092,3.14564328405157e-05,CHR_8,205962,CHR_8,59614
4897,5093,0.000196459022577,CHR_8,206151,CHR_8,59614
4897,5094,0.0003891836917525,CHR_8,206460,CHR_8,59614
4897,5095,0.0006362672322375,CHR_8,206590,CHR_8,59614
4897,5096,8.57512829738435e-06,CHR_8,210269,CHR_8,59614
4897,5097,0.0001988288323756,CHR_8,210269,CHR_8,59614
4897,5098,0.0001257071024512,CHR_8,210535,CHR_8,59614
4897,5099,0.0014266626815373,CHR_8,212536,CHR_8,59614
4897,5100,7.96279621107086e-06,CHR_8,216159,CHR_8,59614
4897,5101,0.0002827343553656,CHR_8,219145,CHR_8,59614
4897,5102,0.0001255650426921,CHR_8,219477,CHR_8,59614
4897,5103,0.0009494291655223,CHR_8,220430,CHR_8,59614
4897,5104,0.0008132726089785,CHR_8,221382,CHR_8,59614
4897,5105,0.0025426921145153,CHR_8,221387,CHR_8,59614
4897,5106,0.0031397174254317,CHR_8,221395,CHR_8,59614
4897,5107,0.0017662990147976,CHR_8,223812,CHR_8,59614
4897,5108,3.13912606730284e-05,CHR_8,225328,CHR_8,59614
4897,5109,0.0009494291655223,CHR_8,225830,CHR_8,59614
4897,5110,0.0003888871827546,CHR_8,229142,CHR_8,59614
4897,5111,0.0017654674565498,CHR_8,230941,CHR_8,59614
4897,5112,0.0013260622229197,CHR_8,231269,CHR_8,59614
4897,5113,0.0028554478940083,CHR_8,233344,CHR_8,59614
4897,5114,0.0028382065050749,CHR_8,235793,CHR_8,59614
4897,5115,0.002042250405961,CHR_8,237735,CHR_8,59614
4897,5116,0.0017854516951258,CHR_8,237840,CHR_8,59614
4897,5117,7.21986062704926e-05,CHR_8,238967,CHR_8,59614
4897,5118,0.0005028284098051,CHR_8,239187,CHR_8,59614
4897,5119,3.14149283739631e-05,CHR_8,240735,CHR_8,59614
4897,5120,0.0001962554460886,CHR_8,241021,CHR_8,59614
4897,5121,0.0009614057625641,CHR_8,242447,CHR_8,59614
4897,5122,0.0003849023997486,CHR_8,242816,CHR_8,59614
4897,5123,0.0009504732728486,CHR_8,244248,CHR_8,59614
4897,5124,0.001540589825819,CHR_8,244520,CHR_8,59614
4897,5125,0.0017689652732461,CHR_8,245373,CHR_8,59614
4897,5126,0.0011302982731554,CHR_8,248246,CHR_8,59614
4897,5127,0.0011305822498586,CHR_8,249836,CHR_8,59614
4897,5128,0.0001256597134958,CHR_8,250646,CHR_8,59614
4897,5129,0.0,CHR_8,250827,CHR_8,59614
4897,5130,7.85836090308278e-06,CHR_8,252848,CHR_8,59614
4897,5131,0.000125825731362,CHR_8,252929,CHR_8,59614
4897,5132,0.0001255886970172,CHR_8,253025,CHR_8,59614
4897,5133,7.85515101527821e-06,CHR_8,255323,CHR_8,59614
4897,5134,0.0006375492920054,CHR_8,257550,CHR_8,59614
4897,5135,0.0017689652732461,CHR_8,259324,CHR_8,59614
4897,5136,0.0009523884485513,CHR_8,261710,CHR_8,59614
4897,5137,0.0007873519778281,CHR_8,261724,CHR_8,59614
4897,5138,0.001540589825819,CHR_8,262618,CHR_8,59614
4897,5139,0.0011305822498586,CHR_8,263049,CHR_8,59614
4897,5140,0.003800012562025,CHR_8,263382,CHR_8,59614
4897,5141,0.0049053079356109,CHR_8,267630,CHR_8,59614
4897,5142,0.0002824681438704,CHR_8,269682,CHR_8,59614
4897,5143,0.0006356281339998,CHR_8,272525,CHR_8,59614
4897,5144,3.14050624960741e-05,CHR_8,272825,CHR_8,59614
4897,5145,0.0002832682865416,CHR_8,277103,CHR_8,59614
4897,5146,0.0007864108210128,CHR_8,279899,CHR_8,59614
4897,5147,0.000286566207489,CHR_8,282569,CHR_8,59614
4897,5148,7.14149110974657e-05,CHR_8,284047,CHR_8,59614
4897,5149,0.0007878978884336,CHR_8,289273,CHR_8,59614
4897,5150,0.0003888131260837,CHR_8,289717,CHR_8,59614
4897,5151,3.17437528527152e-05,CHR_8,291360,CHR_8,59614
4897,5152,3.17437528527152e-05,CHR_8,291363,CHR_8,59614
4897,5153,0.0003845157847653,CHR_8,292640,CHR_8,59614
4897,5154,0.001130085384229,CHR_8,298467,CHR_8,59614
4897,5155,0.0011302982731554,CHR_8,298906,CHR_8,59614
4897,5156,7.06364342727993e-05,CHR_8,300010,CHR_8,59614
4897,5157,0.0001962123174244,CHR_8,302175,CHR_8,59614
4897,5158,0.0006357279084551,CHR_8,303954,CHR_8,59614
4897,5159,0.0025455688246385,CHR_8,312174,CHR_8,59614
4897,5160,0.0013266868155591,CHR_8,313105,CHR_8,59614
4897,5161,0.0017667983258604,CHR_8,315156,CHR_8,59614
4897,5162,0.0017662990147976,CHR_8,315211,CHR_8,59614
4897,5163,0.0031456432840515,CHR_8,317992,CHR_8,59614
4897,5164,0.0017699115044247,CHR_8,318497,CHR_8,59614
4897,5165,0.0028339286415197,CHR_8,319453,CHR_8,59614
4897,5166,0.0005035880649628,CHR_8,321066,CHR_8,59614
4897,5167,0.0017734269702773,CHR_8,321259,CHR_8,59614
4897,5168,0.0042218003787828,CHR_8,323234,CHR_8,59614
4897,5169,0.0057287450983474,CHR_8,323454,CHR_8,59614
4897,5170,0.0041612586037364,CHR_8,324043,CHR_8,59614
4897,5171,0.0080422216637346,CHR_8,327592,CHR_8,59614
4897,5172,0.0057287450983474,CHR_8,329765,CHR_8,59614
4897,5173,0.0045254556882463,CHR_8,330276,CHR_8,59614
4897,5174,0.0022693542941051,CHR_8,330629,CHR_8,59614
4897,5175,0.0022675736961451,CHR_8,334370,CHR_8,59614
4897,5176,0.001765633705555,CHR_8,334394,CHR_8,59614
4897,5177,0.0053775157054042,CHR_8,334431,CHR_8,59614
4897,5178,0.002008662356412,CHR_8,334619,CHR_8,59614
4897,5179,0.002267858404024,CHR_8,334786,CHR_8,59614
4897,5180,0.004519490301927,CHR_8,334860,CHR_8,59614
4897,5181,0.0096128946191331,CHR_8,337892,CHR_8,59614
4897,5182,0.0076263335624631,CHR_8,338392,CHR_8,59614
4897,5183,0.0173460333414475,CHR_8,340175,CHR_8,59614
4897,5184,0.0158907033499957,CHR_8,340253,CHR_8,59614
4897,5185,0.0246107483676544,CHR_8,341299,CHR_8,59614
4897,5186,0.0246107483676544,CHR_8,341317,CHR_8,59614
4897,5187,0.0362814638126922,CHR_8,342706,CHR_8,59614
4897,5188,0.03114284593354,CHR_8,343053,CHR_8,59614
4897,5189,0.0246215689969223,CHR_8,343641,CHR_8,59614
4897,5190,0.0273163152401654,CHR_8,345499,CHR_8,59614
4897,5191,0.0246153846153847,CHR_8,346432,CHR_8,59614
4897,5192,0.021217827997489,CHR_8,347011,CHR_8,59614
4897,5193,0.0228842290306379,CHR_8,350623,CHR_8,59614
4897,5194,0.0212244897959184,CHR_8,350664,CHR_8,59614
4897,5195,0.022057495543742,CHR_8,353097,CHR_8,59614
4897,5196,0.0070621468926553,CHR_8,359103,CHR_8,59614
4897,5197,0.0075412177379485,CHR_8,359104,CHR_8,59614
4897,5198,0.0070621468926553,CHR_8,359105,CHR_8,59614
4897,5199,0.0085445943083115,CHR_8,359203,CHR_8,59614
4897,5200,0.0075405076699752,CHR_8,359415,CHR_8,59614
4897,5201,0.0085448624897014,CHR_8,359491,CHR_8,59614
4897,5202,0.0096128946191332,CHR_8,359522,CHR_8,59614
4897,5203,0.0153833293321648,CHR_8,359637,CHR_8,59614
4897,5204,0.0140110502765324,CHR_8,359646,CHR_8,59614
4897,5205,0.01146240119449,CHR_8,359670,CHR_8,59614
4897,5206,0.0097676685771852,CHR_8,360543,CHR_8,59614
4897,5207,0.0128920871947457,CHR_8,360784,CHR_8,59614
4897,5208,0.0107429001906885,CHR_8,360938,CHR_8,59614
4897,5209,0.0108810302528908,CHR_8,361900,CHR_8,59614
4897,5210,0.0075640107360152,CHR_8,363516,CHR_8,59614
4897,5211,0.0057945354099016,CHR_8,368023,CHR_8,59614
4897,5212,0.0054236200256739,CHR_8,368026,CHR_8,59614
4897,5213,0.0031456432840515,CHR_8,369658,CHR_8,59614
4897,5214,0.0015495541078995,CHR_8,372172,CHR_8,59614
4897,5215,0.0025568181818181,CHR_8,372393,CHR_8,59614
4897,5216,0.0028764919722606,CHR_8,373115,CHR_8,59614
4897,5217,0.0028764919722606,CHR_8,373116,CHR_8,59614
4897,5218,0.0028616045595427,CHR_8,373932,CHR_8,59614
4897,5219,0.0028554478940083,CHR_8,374064,CHR_8,59614
4897,5220,0.0028554478940083,CHR_8,374065,CHR_8,59614
4897,5221,0.0025615078110176,CHR_8,374928,CHR_8,59614
4897,5222,0.0017763391623574,CHR_8,375301,CHR_8,59614
4897,5223,0.0045417271178956,CHR_8,375406,CHR_8,59614
4897,5224,0.0001269627847517,CHR_8,375520,CHR_8,59614
4897,5225,0.0015527950310559,CHR_8,375520,CHR_8,59614
4897,5226,0.0015495541078995,CHR_8,375742,CHR_8,59614
4897,5227,0.001741108862516,CHR_8,378120,CHR_8,59614
4897,5228,0.0015422384489487,CHR_8,378565,CHR_8,59614
4897,5229,0.0002436237680796,CHR_8,379942,CHR_8,59614
4897,5230,7.93549952655456e-06,CHR_8,379942,CHR_8,59614
4897,5231,0.0011421319796954,CHR_8,380610,CHR_8,59614
4897,5232,3.16896945113447e-05,CHR_8,381634,CHR_8,59614
4897,5233,7.90207745616317e-06,CHR_8,381783,CHR_8,59614
4897,5234,0.0005064893953782,CHR_8,382963,CHR_8,59614
4897,5235,0.0001990694752096,CHR_8,383024,CHR_8,59614
4897,5236,0.0011318619128466,CHR_8,383093,CHR_8,59614
4897,5237,0.0003903978073984,CHR_8,384503,CHR_8,59614
4897,5238,0.0007898395046126,CHR_8,384582,CHR_8,59614
4897,5239,3.18471337579616e-05,CHR_8,384997,CHR_8,59614
4897,5240,0.0003940661272431,CHR_8,385006,CHR_8,59614
4897,5241,0.0009570891833102,CHR_8,385186,CHR_8,59614
4897,5242,0.0002846119790019,CHR_8,385228,CHR_8,59614
4897,5243,0.0003035951168426,CHR_8,386052,CHR_8,59614
4897,5244,0.0002601056417182,CHR_8,386060,CHR_8,59614
4897,5245,0.0002856929583485,CHR_8,386061,CHR_8,59614
4897,5246,0.0003872017953519,CHR_8,386144,CHR_8,59614
4897,5247,0.0007891414141414,CHR_8,386272,CHR_8,59614
4897,5248,0.0001262626262626,CHR_8,386466,CHR_8,59614
4897,5249,0.0003921600012805,CHR_8,386616,CHR_8,59614
4897,5250,0.0001262626262626,CHR_8,386883,CHR_8,59614
4897,5251,0.0020185453857314,CHR_8,389013,CHR_8,59614
4897,5252,0.004979563869878,CHR_8,389014,CHR_8,59614
4897,5253,0.0007077140835102,CHR_8,389018,CHR_8,59614
4897,5254,0.0002143776705664,CHR_8,389023,CHR_8,59614
4897,5255,0.0003951592972056,CHR_8,389176,CHR_8,59614
4897,5256,1.08064367174969e-05,CHR_8,389677,CHR_8,59614
4897,5257,7.0885677155121e-05,CHR_8,389922,CHR_8,59614
4897,5258,0.0001969046587642,CHR_8,389976,CHR_8,59614
4897,5259,0.0005033029254482,CHR_8,390139,CHR_8,59614
4897,5260,0.0001264942128897,CHR_8,390246,CHR_8,59614
4897,5261,3.1755849066412e-05,CHR_8,391951,CHR_8,59614
4897,5262,0.0005088734813307,CHR_8,391989,CHR_8,59614
4897,5263,7.09930347944765e-05,CHR_8,393351,CHR_8,59614
4897,5264,0.0001967744728411,CHR_8,394302,CHR_8,59614
4897,5265,7.08388102228269e-05,CHR_8,394731,CHR_8,59614
4897,5266,7.87097891364743e-06,CHR_8,395585,CHR_8,59614
4897,5267,0.0006431383106169,CHR_8,396899,CHR_8,59614
4897,5268,0.0002827343553656,CHR_8,397561,CHR_8,59614
4897,5269,3.13873195229125e-05,CHR_8,400443,CHR_8,59614
4897,5270,0.0,CHR_8,400740,CHR_8,59614
4897,5271,3.14050624960741e-05,CHR_8,401605,CHR_8,59614
4897,5272,0.0006427708665187,CHR_8,402810,CHR_8,59614
4897,5273,0.0013266868155591,CHR_8,402964,CHR_8,59614
4897,5274,0.0003365046406142,CHR_8,406205,CHR_8,59614
4897,5275,0.0006355682843579,CHR_8,409226,CHR_8,59614
4897,5276,0.0020094191522762,CHR_8,410935,CHR_8,59614
4897,5277,0.0034603162148377,CHR_8,410984,CHR_8,59614
4897,5278,0.003461185279367,CHR_8,411809,CHR_8,59614
4897,5279,0.0061623593032761,CHR_8,413653,CHR_8,59614
4897,5280,0.0085448624897014,CHR_8,413730,CHR_8,59614
4897,5281,0.0053044569993722,CHR_8,416391,CHR_8,59614
4897,5282,0.0090760630613654,CHR_8,417360,CHR_8,59614
4897,5283,0.0045223289994346,CHR_8,420017,CHR_8,59614
4897,5284,0.0012635096329556,CHR_8,420265,CHR_8,59614
4897,5285,0.0031397174254317,CHR_8,421095,CHR_8,59614
4897,5286,0.0,CHR_8,422328,CHR_8,59614
4897,5287,0.0002826455624646,CHR_8,422657,CHR_8,59614
4897,5288,0.0028433032725554,CHR_8,425448,CHR_8,59614
4897,5289,0.0038344530358727,CHR_8,428829,CHR_8,59614
4897,5290,0.0034759168617436,CHR_8,429990,CHR_8,59614
4897,5291,0.0038344530358727,CHR_8,430320,CHR_8,59614
4897,5292,0.0041801989743103,CHR_8,430488,CHR_8,59614
4897,5293,0.0066238727208285,CHR_8,432524,CHR_8,59614
4897,5294,0.0038134257800189,CHR_8,433117,CHR_8,59614
4897,5295,0.0066286759200144,CHR_8,433370,CHR_8,59614
4897,5296,0.0086053623497617,CHR_8,433529,CHR_8,59614
4897,5297,0.0061923417161632,CHR_8,433706,CHR_8,59614
4897,5298,0.0034690265486725,CHR_8,437059,CHR_8,59614
4897,5299,3.16896945113472e-05,CHR_8,440200,CHR_8,59614
4897,5300,0.0020185453857314,CHR_8,441024,CHR_8,59614
4897,5301,0.0009537096151269,CHR_8,441527,CHR_8,59614
4897,5302,0.0028414233878267,CHR_8,442870,CHR_8,59614
4897,5303,0.0025494145788744,CHR_8,443100,CHR_8,59614
4897,5304,0.0022984069395937,CHR_8,445658,CHR_8,59614
4897,5305,0.0015432098765432,CHR_8,445835,CHR_8,59614
4897,5306,0.0009604008390271,CHR_8,447682,CHR_8,59614
4897,5307,0.0017797112912794,CHR_8,448047,CHR_8,59614
4897,5308,0.0025568181818181,CHR_8,449957,CHR_8,59614
4897,5309,0.0004803051268293,CHR_8,452309,CHR_8,59614
4897,5310,0.0002892640924947,CHR_8,452311,CHR_8,59614
4897,5311,0.0005669550433152,CHR_8,452328,CHR_8,59614
4897,5312,0.0045254556882464,CHR_8,453479,CHR_8,59614
4897,5313,0.0031391260673028,CHR_8,453534,CHR_8,59614
4897,5314,0.0002497368391473,CHR_8,453634,CHR_8,59614
4897,5315,0.002267858404024,CHR_8,453634,CHR_8,59614
4897,5316,0.0037983425414364,CHR_8,455745,CHR_8,59614
4897,5317,0.0061654608367411,CHR_8,455783,CHR_8,59614
4897,5318,0.0053061224489795,CHR_8,455785,CHR_8,59614
4897,5319,0.0049053079356109,CHR_8,455796,CHR_8,59614
4897,5320,0.0015576421214727,CHR_8,455983,CHR_8,59614
4897,5321,0.0057264050901378,CHR_8,458155,CHR_8,59614
4897,5322,0.0090823381521056,CHR_8,458435,CHR_8,59614
4897,5323,0.0053161371500472,CHR_8,459723,CHR_8,59614
4897,5324,0.0053061224489795,CHR_8,460316,CHR_8,59614
4897,5325,0.0075488001256824,CHR_8,461438,CHR_8,59614
4897,5326,0.0009549717555186,CHR_8,461748,CHR_8,59614
4897,5327,0.0006355682843579,CHR_8,463767,CHR_8,59614
4897,5328,0.0007513793892834,CHR_8,464932,CHR_8,59614
4897,5329,0.0031725888324873,CHR_8,465075,CHR_8,59614
4897,5330,0.0013466357971162,CHR_8,465091,CHR_8,59614
4897,5331,0.0009627242709949,CHR_8,465663,CHR_8,59614
4897,5332,0.0025796178343949,CHR_8,465742,CHR_8,59614
4897,5333,8.72780029166373e-06,CHR_8,466475,CHR_8,59614
4897,5334,0.0020259575815131,CHR_8,466499,CHR_8,59614
4897,5335,0.0028526499616749,CHR_8,469153,CHR_8,59614
4897,5336,0.0013354510900915,CHR_8,469233,CHR_8,59614
4897,5337,0.0020259575815131,CHR_8,469571,CHR_8,59614
4897,5338,0.0049261860285482,CHR_8,474449,CHR_8,59614
4897,5339,0.0053091228951997,CHR_8,474485,CHR_8,59614
4897,5340,7.14149110974638e-05,CHR_8,474521,CHR_8,59614
4897,5341,3.17397228289846e-05,CHR_8,474579,CHR_8,59614
4897,5342,8.54698539210913e-06,CHR_8,474628,CHR_8,59614
4897,5343,0.0091392068812851,CHR_8,475005,CHR_8,59614
4897,5344,0.000644571262209,CHR_8,475549,CHR_8,59614
4897,5345,0.0115129480801123,CHR_8,475895,CHR_8,59614
4897,5346,0.0070861678004535,CHR_8,477804,CHR_8,59614
4897,5347,0.0057459033836986,CHR_8,479207,CHR_8,59614
4897,5348,0.0061923417161632,CHR_8,479718,CHR_8,59614
4897,5349,0.0066119990880001,CHR_8,481335,CHR_8,59614
4897,5350,0.0009607340416468,CHR_8,484694,CHR_8,59614
4897,5351,0.0003893321158662,CHR_8,485969,CHR_8,59614
4897,5352,0.0003893321158662,CHR_8,485972,CHR_8,59614
4897,5353,0.0013422722067988,CHR_8,488371,CHR_8,59614
4897,5354,0.0007846829880728,CHR_8,488714,CHR_8,59614
4897,5355,3.14050624960741e-05,CHR_8,490346,CHR_8,59614
4897,5356,0.0003846606743337,CHR_8,490813,CHR_8,59614
4897,5357,0.0001962554460886,CHR_8,490841,CHR_8,59614
4897,5358,0.0002825213460572,CHR_8,491020,CHR_8,59614
4897,5359,0.0001256202499843,CHR_8,491126,CHR_8,59614
4897,5360,0.0,CHR_8,491330,CHR_8,59614
4897,5361,7.95772711088569e-06,CHR_8,492314,CHR_8,59614
4897,5362,0.0013286894719048,CHR_8,497405,CHR_8,59614
4897,5363,0.0002829654782116,CHR_8,500907,CHR_8,59614
4897,5364,0.0001966568338249,CHR_8,500928,CHR_8,59614
4897,5365,0.0001257071024512,CHR_8,500941,CHR_8,59614
4897,5366,3.14149283739631e-05,CHR_8,501189,CHR_8,59614
4897,5367,3.14940791131265e-05,CHR_8,501390,CHR_8,59614
4897,5368,0.0011449413723684,CHR_8,502369,CHR_8,59614
4897,5369,0.000385059684251,CHR_8,502447,CHR_8,59614
4897,5370,0.0005026388539834,CHR_8,502641,CHR_8,59614
4897,5371,0.0001258970162407,CHR_8,505913,CHR_8,59614
4897,5372,0.0001973710180397,CHR_8,507125,CHR_8,59614
4897,5373,0.0009561513721957,CHR_8,507195,CHR_8,59614
4897,5374,7.88189764567712e-06,CHR_8,509478,CHR_8,59614
4897,5375,7.86627335299896e-06,CHR_8,509537,CHR_8,59614
4897,5376,0.0001987276830383,CHR_8,517167,CHR_8,59614
4897,5377,0.0009530185484188,CHR_8,517642,CHR_8,59614
4897,5378,0.0002832682865416,CHR_8,518737,CHR_8,59614
4897,5379,0.000950861669273,CHR_8,519219,CHR_8,59614
4897,5380,0.001540589825819,CHR_8,519377,CHR_8,59614
4897,5381,0.000785373209349,CHR_8,519391,CHR_8,59614
4897,5382,0.000637971094396,CHR_8,519609,CHR_8,59614
4897,5383,0.0007955314113596,CHR_8,520123,CHR_8,59614
4897,5384,0.000286392953481,CHR_8,520381,CHR_8,59614
4897,5385,7.84849269697749e-06,CHR_8,521047,CHR_8,59614
4897,5386,0.0003847694131873,CHR_8,522590,CHR_8,59614
4897,5387,0.0001963109250956,CHR_8,522597,CHR_8,59614
4897,5388,0.0007943939197583,CHR_8,522681,CHR_8,59614
4897,5389,7.14829749086219e-05,CHR_8,522950,CHR_8,59614
4897,5390,0.0006362672322375,CHR_8,523118,CHR_8,59614
4897,5391,0.0013270618536462,CHR_8,523239,CHR_8,59614
4897,5392,0.0013270618536462,CHR_8,523298,CHR_8,59614
4897,5393,0.0011313639220616,CHR_8,523356,CHR_8,59614
4897,5394,0.0007856693903205,CHR_8,523454,CHR_8,59614
4897,5395,0.0011435230627396,CHR_8,523510,CHR_8,59614
4897,5396,0.0005026388539834,CHR_8,523907,CHR_8,59614
4897,5397,0.0022984069395937,CHR_8,524455,CHR_8,59614
4897,5398,0.0003849023997486,CHR_8,525036,CHR_8,59614
4897,5399,0.0002827343553656,CHR_8,525056,CHR_8,59614
4897,5400,0.0002834467120181,CHR_8,525297,CHR_8,59614
4897,5401,0.0003888131260837,CHR_8,525401,CHR_8,59614
4897,5402,0.0031361774587915,CHR_8,525441,CHR_8,59614
4897,5403,0.0046765854759304,CHR_8,525442,CHR_8,59614
4897,5404,0.004973301784703,CHR_8,525446,CHR_8,59614
4897,5405,0.0002109373780359,CHR_8,525451,CHR_8,59614
4897,5406,0.0024540873772995,CHR_8,525454,CHR_8,59614
4897,5407,0.0044851988438154,CHR_8,525803,CHR_8,59614
4897,5408,0.0015920546660083,CHR_8,525866,CHR_8,59614
4897,5409,0.0007240498728602,CHR_8,526127,CHR_8,59614
4897,5410,6.46652963718785e-32,CHR_8,526188,CHR_8,59614
4897,5411,0.0002723256538722,CHR_8,528155,CHR_8,59614
4897,5412,8.30220008302216e-05,CHR_8,529025,CHR_8,59614
4897,5413,0.0003861666523641,CHR_8,529350,CHR_8,59614
4897,5414,0.0002914378151383,CHR_8,530211,CHR_8,59614
4897,5415,4.3607186464329e-05,CHR_8,531108,CHR_8,59614
4897,5416,0.0002066381121015,CHR_8,541428,CHR_8,59614
4897,5417,0.0146726111258983,CHR_8,553590,CHR_8,59614
4897,5418,0.0266223488445711,CHR_8,553978,CHR_8,59614
4897,5419,0.0221402504867072,CHR_8,553996,CHR_8,59614
4897,5420,0.0003579149307792,CHR_8,554022,CHR_8,59614
4897,5421,0.0145534948188238,CHR_8,554028,CHR_8,59614
4897,5422,0.0003856779667687,CHR_8,554135,CHR_8,59614
4897,5423,0.0002874480996486,CHR_8,554142,CHR_8,59614
4897,5424,7.14257370739251e-05,CHR_8,554143,CHR_8,59614
4897,5425,0.0011737089201877,CHR_8,554151,CHR_8,59614
4897,5426,1.01472364001663e-05,CHR_8,554202,CHR_8,59614
4897,5427,1.56182130596134e-05,CHR_8,556136,CHR_8,59614
4897,5428,0.0005725525687536,CHR_8,556148,CHR_8,59614
4897,5429,0.0008684779768827,CHR_8,556173,CHR_8,59614
4897,5430,0.002622870251758,CHR_8,556173,CHR_8,59614
4897,5431,0.0068898955881636,CHR_8,556175,CHR_8,59614
4897,5432,0.0006177076183939,CHR_8,556318,CHR_8,59614
4897,5433,0.0009178990311065,CHR_8,556476,CHR_8,59614
4897,5434,0.0007893020422112,CHR_8,556515,CHR_8,59614
4898,4842,0.0,CHR_8,13662,CHR_8,59645
4898,4843,0.0,CHR_8,16664,CHR_8,59645
4898,4844,0.0,CHR_8,17315,CHR_8,59645
4898,4845,0.0,CHR_8,17627,CHR_8,59645
4898,4846,0.0,CHR_8,19058,CHR_8,59645
4898,4847,0.0,CHR_8,19062,CHR_8,59645
4898,4848,0.0,CHR_8,19760,CHR_8,59645
4898,4849,0.0,CHR_8,20879,CHR_8,59645
4898,4850,0.0,CHR_8,21364,CHR_8,59645
4898,4851,0.0,CHR_8,23859,CHR_8,59645
4898,4852,0.0,CHR_8,24772,CHR_8,59645
4898,4853,0.0,CHR_8,24855,CHR_8,59645
4898,4854,0.0,CHR_8,25786,CHR_8,59645
4898,4855,0.0,CHR_8,26026,CHR_8,59645
4898,4856,0.0,CHR_8,26028,CHR_8,59645
4898,4857,0.0,CHR_8,29272,CHR_8,59645
4898,4858,0.0,CHR_8,31948,CHR_8,59645
4898,4859,0.0,CHR_8,32371,CHR_8,59645
4898,4860,0.0,CHR_8,33975,CHR_8,59645
4898,4861,0.0,CHR_8,35149,CHR_8,59645
4898,4862,0.0,CHR_8,35271,CHR_8,59645
4898,4863,0.0,CHR_8,35378,CHR_8,59645
4898,4864,0.0,CHR_8,36243,CHR_8,59645
4898,4865,0.0,CHR_8,37633,CHR_8,59645
4898,4866,0.0,CHR_8,37678,CHR_8,59645
4898,4867,0.0,CHR_8,39906,CHR_8,59645
4898,4868,0.0,CHR_8,40485,CHR_8,59645
4898,4869,0.0,CHR_8,40881,CHR_8,59645
4898,4870,0.0,CHR_8,41487,CHR_8,59645
4898,4871,0.0,CHR_8,42121,CHR_8,59645
4898,4872,0.0,CHR_8,42238,CHR_8,59645
4898,4873,0.0,CHR_8,42789,CHR_8,59645
4898,4874,0.0,CHR_8,42932,CHR_8,59645
4898,4875,0.0,CHR_8,43002,CHR_8,59645
4898,4876,0.0,CHR_8,44406,CHR_8,59645
4898,4877,0.0,CHR_8,44454,CHR_8,59645
4898,4878,0.0,CHR_8,45167,CHR_8,59645
4898,4879,0.0,CHR_8,45571,CHR_8,59645
4898,4880,0.0,CHR_8,48099,CHR_8,59645
4898,4881,0.0,CHR_8,48214,CHR_8,59645
4898,4882,0.0,CHR_8,48235,CHR_8,59645
4898,4883,0.0,CHR_8,48299,CHR_8,59645
4898,4884,0.0,CHR_8,50901,CHR_8,59645
4898,4885,0.0,CHR_8,53019,CHR_8,59645
4898,4886,0.0,CHR_8,53401,CHR_8,59645
4898,4887,0.0,CHR_8,53770,CHR_8,59645
4898,4888,0.0,CHR_8,54264,CHR_8,59645
4898,4889,0.0,CHR_8,54471,CHR_8,59645
4898,4890,0.0,CHR_8,56206,CHR_8,59645
4898,4891,0.0,CHR_8,56351,CHR_8,59645
4898,4892,0.0,CHR_8,56423,CHR_8,59645
