SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3753,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.307328731988685,-2.17056183410555,0.0306266371560852,0.746338914783409,6,168572,-0.307136506423042,0.141905042091132,0.0311051137150118,YFR012W,DCV1,SGDID:S000001908,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
494,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.307085810071984,-2.16968251705353,0.0306937803529491,0.746613014817976,2,359515,-0.307195686643772,0.141849021667921,0.0310069129519578,YBR059C,AKL1,SGDID:S000000263,ORF,Verified ORF,"""Ser/Thr protein kinase; phosphorylates Pan1p ; Sla1p and Ent1p to negatively regulate endocytosis in response to membrane stress; regulates actin cytoskeleton organization and clathrin-dependent endocytosis; phosphorylated and inhibited by upstream kinase ; Fpk1p; member ; along with Ark1p and Prk1p ; of the Ark kinase family""",Verified ORF
11901,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.310177994537121,-2.16956565846252,0.0307027130304861,0.746650952658152,16,828223,-0.3106452350565,0.143281105824626,0.0308200642913312,YPR148C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11643,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.308774036094701,2.16944417522002,0.03071200159315,0.746694856889541,16,525073,0.308013635294174,0.142645294804025,0.0315002125070494,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
7464,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.324200039751759,2.16889459939618,0.0307540522355396,0.746835189865482,12,66619,0.331257592261517,0.149672076720729,0.0275213893289879,YLL037W,YLL037W,SGDID:S000003960,ORF,Dubious ORF,"""Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor""",Dubious ORF
4188,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.309314833051344,2.16883263840259,0.0307587962765395,0.746835505672422,7,397324,0.308515007551713,0.142933982140912,0.0315669748229629,YGL056C,SDS23,SGDID:S000003024,ORF,Verified ORF,"""Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein ; which is implicated in APC/cyclosome regulation; SDS23 has a paralog ; SDS24 ; that arose from the whole genome duplication""",Verified ORF
11547,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.306532304802449,2.16861491053346,0.030775471606952,0.746878926134036,16,397855,0.306843370856007,0.14166197703432,0.0309782116327763,YPL083C,SEN54,SGDID:S000006004,ORF,Verified ORF,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
4181,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.31484650562513,2.16753775005123,0.0308580838378056,0.747264293807139,7,389537,0.315180593440905,0.14551885926478,0.0309871490438362,YGL061C,DUO1,SGDID:S000003029,ORF,Verified ORF,"""Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Dam1p and Pse1p to connect the DASH complex with microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
5174,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.314270700482259,2.16668154637937,0.0309238862247879,0.747557981909312,8,330629,0.314825122705979,0.14536318830247,0.0309968518168275,YHR109W,CTM1,SGDID:S000001151,ORF,Verified ORF,"""Cytochrome c lysine methyltransferase; trimethylates residue 72 of apo-cytochrome c (Cyc1p) in the cytosol; not required for normal respiratory growth""",Verified ORF
10518,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.307544590456342,-2.16666809262521,0.0309249211596134,0.747564569575601,15,546198,-0.306685269542339,0.142262561053451,0.0317769944767052,YOR117W,RPT5,SGDID:S000005643,ORF,Verified ORF,"""ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1""",Verified ORF
11912,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.312055870846434,-2.16411437831409,0.0311219080488568,0.748289212770715,16,839159,-0.31678311254003,0.144476811811147,0.0289867754434996,YPR156C,TPO3,SGDID:S000006360,ORF,Verified ORF,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",Verified ORF
10527,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.308423834674687,-2.16150444506407,0.0313243479541259,0.74919556678284,15,560958,-0.308017846022936,0.143005580768217,0.0319255260413087,YOR126C,IAH1,SGDID:S000005652,Close to 3'-UTR,Close to 3'-UTR,"""Isoamyl acetate-hydrolyzing esterase; required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate ; which is particularly important in sake brewing""",Verified ORF
1282,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.715133484870123,-2.15867787570622,0.0315448700118597,0.750144064592397,4,51859,-0.703611546814237,0.327944777732361,0.0325930816291875,YDL226C,GCS1,SGDID:S000002385,ORF,Verified ORF,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
10512,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.30756073303768,-2.15628672227573,0.0317324647821532,0.75085229615264,15,535075,-0.307724967346816,0.142948097268701,0.0320191503418506,YOR113W,AZF1,SGDID:S000005639,ORF,Verified ORF,"""Zinc-finger transcription factor; involved in diauxic shift; in the presence of glucose ; activates transcription of genes involved in growth and carbon metabolism; in nonfermentable carbon sources ; activates transcription of genes involved in maintenance of cell wall integrity; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8666,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.318325318432054,-2.15528516152982,0.0318113259082204,0.751206331766556,13,331270,-0.3138730109372,0.14792212015841,0.0345439163379754,YMR030W,RSF1,SGDID:S000004632,ORF,Verified ORF,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
9400,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.308763461895868,-2.15520846593253,0.0318173717339572,0.751215239362422,14,194811,-0.304565712936077,0.143591384404508,0.0346134984096295,YNL242W,ATG2,SGDID:S000005186,ORF,Verified ORF,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8252,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.308928257250051,2.1545460082587,0.0318696337005336,0.751371980208307,12,901592,0.309964147198238,0.143679993462597,0.0316548601584997,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
11936,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.306608349101927,-2.15266583938333,0.0320183648863749,0.751945482097079,16,864021,-0.307749030697427,0.14273587133844,0.0317530519848282,YPR160W,GPH1,SGDID:S000006364,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11900,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.306702683201171,-2.15243654926943,0.0320365437428808,0.752070230695053,16,827031,-0.306754449938646,0.142807891305117,0.0323921441816184,YPR148C,YPR148C,SGDID:S000006352,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
3099,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.315962145291116,2.15207873723229,0.0320649299793275,0.752254261082453,5,249350,0.317647049766494,0.147111933849424,0.0315062630396517,YERWdelta9_NFR/NDR,,,Promoter,Promoter,,Promoter
9429,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.308261512292462,-2.15177110361296,0.0320893527256542,0.752331568272409,14,225776,-0.306882286986168,0.143573882152062,0.0332478609620484,YNL224C,SQS1,SGDID:S000005168,ORF,Verified ORF,"""Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress""",Verified ORF
7975,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.484793240701837,-2.15094574711945,0.0321549561230115,0.752589004166551,12,568017,-0.361373628083832,0.203609584177817,0.076786669683367,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
4920,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.306041737991606,2.15067696901151,0.0321763448299064,0.752710792401842,8,79061,0.305856638696124,0.142613451292659,0.0326626385559343,YHL012W,YHL012W,SGDID:S000001004,ORF,Uncharacterized ORF,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
8709,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.313918748213824,-2.14881080995222,0.0323251871149771,0.75315719231022,13,391103,-0.313895486762308,0.146414602063444,0.0327250880893287,YMR059W,SEN15,SGDID:S000004663,ORF,Verified ORF,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
7584,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.330812588165931,-2.14840016304031,0.0323580191560667,0.753259731262506,12,163451,-0.330812588167378,0.154323814933607,0.0327456656787143,YLR006C,SSK1,SGDID:S000003996,ORF,Verified ORF,"""Cytoplasmic phosphorelay intermediate osmosensor and regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate""",Verified ORF
3114,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.304338068828451,2.14628755561826,0.0325273801856708,0.753787578939229,5,260909,0.303746737382157,0.142115856362718,0.0332588595275639,YER053C-A,YER053C-A,SGDID:S000007523,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress""",Verified ORF
5242,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.307292022479528,2.14491588944719,0.0326377500926887,0.754106499728025,8,385228,0.306615969409292,0.143575494024168,0.0334019918358846,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
6172,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.303773605771111,-2.14381560105621,0.0327265164886053,0.754560229176621,10,307788,-0.304103940943255,0.142011123331764,0.0329252333477626,YJL071W,ARG2,SGDID:S000003607,ORF,Verified ORF,"""Acetylglutamate synthase (glutamate N-acetyltransferase); mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p""",Verified ORF
8501,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.380788738690449,-2.14304576554146,0.0327887467854377,0.754702812466127,13,81072,-0.380788738682007,0.178081484571311,0.0331798313789363,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
11940,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.307017093009479,-2.14237967725493,0.0328426726684368,0.754911967097181,16,867326,-0.307260903279292,0.143613955157738,0.0330812122570021,YPR162C,ORC4,SGDID:S000006366,ORF,Verified ORF,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",Verified ORF
8671,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.310822180358027,-2.14168304916952,0.0328991525882859,0.75512306162408,13,338431,-0.309814756789428,0.145437672280666,0.0338441996979864,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8518,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.344082944799436,-2.14135746457412,0.0329255783543032,0.755197143068046,13,97472,-0.339107653510553,0.16012830287689,0.0348970218850629,YML086C,ALO1,SGDID:S000004551,Close to 3'-UTR,Close to 3'-UTR,"""D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone ; which is protective against oxidative stress""",Verified ORF
7960,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.305006991686632,2.14096461141632,0.032957488201233,0.755338624562345,12,556749,0.30557765503029,0.142773373992283,0.0330155124826012,YLR207W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2424,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.304308366065374,2.1407475064819,0.0329751341458461,0.755368599344974,4,1161556,0.303966407132062,0.142468346947146,0.0335668661028117,YDR343C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8493,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.380307199254637,-2.14030071083821,0.0330114745450081,0.755502332749939,13,80292,-0.380307199244393,0.178084399607939,0.0334043284022164,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
288,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.306203139856515,-2.13988326490249,0.033045458871335,0.755626400629136,2,120726,-0.30504024379132,0.143405369353959,0.0341031524193204,YBL052C,SAS3,SGDID:S000000148,ORF,Verified ORF,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
11536,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.31207050570522,2.13917490381066,0.0331031954509341,0.755781574975045,16,381324,0.3115508564778,0.146210933963581,0.0337936987505495,YPL088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10535,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.30791332261089,-2.13906976100541,0.0331117727397735,0.755781574975045,15,572989,-0.305631457013443,0.144252988324683,0.0348123014522504,YOR132W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11550,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.302645148202014,2.1370060051758,0.0332805159303593,0.756456868015273,16,402519,0.302360693987547,0.141937502810663,0.0338429811035261,YPL082C,MOT1,SGDID:S000006003,ORF,Verified ORF,"""Essential protein involved in regulation of transcription; removes Spt15p (TBP) from DNA via its C-terminal ATPase activity; may have a role in ensuring that soluble TBP is available to bind TATA-less promoters; forms a complex with TBP that binds TATA DNA with high affinity but with altered specificity; the Mot1p-Spt15p-DNA ternary complex contains unbent DNA; coregulates transcription with Spt16p through assembly of preinitiation complex and organization of nucleosomes""",Verified ORF
8492,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.381804437860427,-2.13626653216574,0.0333411585773295,0.75666684091097,13,80254,-0.38227620597898,0.178968019036821,0.0333666845922688,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
7578,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.342417203186756,-2.13363484248509,0.0335577488262083,0.757508075781851,12,152081,-0.340568882774993,0.16026980257872,0.0342831649118189,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5464,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.305261502144154,-2.13196491849557,0.0336958108333338,0.758175212501388,9,39887,-0.305437444170925,0.143487426122949,0.033973521317352,YIL161W,YIL161W,SGDID:S000001423,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene""",Uncharacterized ORF
8569,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.303461198293507,-2.131634194216,0.0337232114664148,0.758251194127219,13,158039,-0.303605431004315,0.142672064276987,0.0340299006611131,YML059C,NTE1,SGDID:S000004524,ORF,Verified ORF,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
3743,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.302437776151005,-2.13160869026253,0.0337253252732087,0.758254051286512,6,167198,-0.303555430035094,0.14219008358256,0.0334609384475763,YFR011C,MIC19,SGDID:S000001907,ORF,Verified ORF,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; Mic19p is peripheral to the inner membrane and may connect Mic60p with the Mic10p-Mic12p-Mic27p subcomplex; both yeast and human Mic19p become oxidized ; and oxidation may regulate MICOS""",Verified ORF
4315,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.329778621994571,2.1311342664117,0.0337646670002633,0.758338705360222,7,508787,0.330968167411836,0.155073358431646,0.0335093852832225,ARS720,ARS720,SGDID:S000118460,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
3146,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.304565263073715,2.13104855387643,0.0337717789373545,0.758353923658021,5,290243,0.304461466070355,0.143236892429402,0.0342321178706895,YER066W,RRT13,SGDID:S000000868,ORF,Uncharacterized ORF,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants with decreased levels of rDNA transcription""",Uncharacterized ORF
7963,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.302806626244063,2.13084931255031,0.0337883158165254,0.75840286909606,12,557933,0.301939953291073,0.142425425481327,0.034704459098774,YLR207W,HRD3,SGDID:S000004197,ORF,Verified ORF,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
10537,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.306450288320265,-2.13063765862224,0.0338058905486754,0.758442009164719,15,578365,-0.305951388400873,0.144127195226746,0.0344672371628461,YOR133W,EFT1,SGDID:S000005659,Close to 3'-UTR,Close to 3'-UTR,"""Elongation factor 2 (EF-2) ; also encoded by EFT2; catalyzes ribosomal translocation during protein synthesis; contains diphthamide ; the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT1 has a paralog ; EFT2 ; that arose from the whole genome duplication""",Verified ORF
4164,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.304363940586003,2.1298700039492,0.0338696988104591,0.758642348690893,7,370476,0.303683638300767,0.14321705457064,0.0346656649301988,YGL073W,HSF1,SGDID:S000003041,ORF,Verified ORF,"""Trimeric heat shock transcription factor; activates multiple genes in response to highly diverse stresses and transient intracellular acidification; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; monitors translational status of cell through an RQC (Ribosomal Quality Control)-mediated translation-stress signal; involved in diauxic shift; posttranslationally regulated; human homolog HSF1 with linker region mutations can complement yeast hsf1 mutant""",Verified ORF
9539,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.310321202626235,-2.12980146714973,0.0338754006863562,0.758678222692786,14,388126,-0.305520588134504,0.146002937088649,0.0371017022753359,YNL126W,SPC98,SGDID:S000005070,ORF,Verified ORF,"""Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque""",Verified ORF
8231,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.303649541058813,2.12836156393268,0.0339953832196914,0.759060679677855,12,892496,0.301817452388772,0.142990740293501,0.0354967883822396,YLR384C,IKI3,SGDID:S000004376,ORF,Verified ORF,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
7944,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.301249140914168,2.12590944503225,0.0342005501675876,0.759683775416056,12,551811,0.301249140914167,0.142019253538604,0.0346027528881383,YLR203C,MSS51,SGDID:S000004193,ORF,Verified ORF,"""Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B ; which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis""",Verified ORF
8570,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.30447127585996,-2.12337671673954,0.0344135764225138,0.760629814556752,13,158199,-0.303228042524546,0.143698308316456,0.035546782851496,YML059C,NTE1,SGDID:S000004524,ORF,Verified ORF,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
4832,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.306610037198595,2.12230135308559,0.0345043683491651,0.760902237131071,7,1061773,0.30871541435888,0.144766837081798,0.0336553372291732,YGR284C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4353,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.31518637394815,2.12142770333621,0.034578280983707,0.761140364074929,7,585575,0.314027524708819,0.148769360048032,0.0354893026488706,YGR046W,TAM41,SGDID:S000003278,ORF,Verified ORF,"""Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import ; likely due to altered membrane lipid composition""",Verified ORF
10827,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.299286315234349,2.12071524530355,0.0346386569585509,0.761295895083423,15,834594,0.299286315234451,0.141439491687444,0.0350442639240936,YOR273C,TPO4,SGDID:S000005799,ORF,Verified ORF,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine ; putrescine ; and spermidine; localizes to the plasma membrane""",Verified ORF
8499,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.381051270275085,-2.12002673217777,0.0346970896611509,0.761534762146303,13,80821,-0.383155948107221,0.179968902617197,0.0339450480132752,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
7335,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.341007327737765,2.11856966774978,0.0348210265681649,0.761878992638821,11,580882,0.342017202193299,0.161271544320736,0.0346393418211579,YKR075C,YKR075C,SGDID:S000001783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog ; YOR062C ; that arose from the whole genome duplication""",Uncharacterized ORF
7958,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.301489083809965,2.11776997536141,0.0348892090763484,0.762201524871622,12,556427,0.301813561462734,0.142675910709539,0.0350977399169251,YLR206W,ENT2,SGDID:S000004196,Close to 3'-UTR,Close to 3'-UTR,"""Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog ; ENT1 ; that arose from the whole genome duplication""",Verified ORF
11167,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.743011476807445,-2.11771654330126,0.0348937688201889,0.762208974317368,16,64363,-0.763206755144834,0.336671264105904,0.0239995355777645,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
