SNP,PPI,DRUG,eQTL_gene,eQTL_gene_id,pQTL_protein,pQTL_protein_name,Chromosome,piQTL_peak,piQTL_left,piQTL_right,eQTL_peak,eQTL_left,eQTL_right,pQTL_peak,pQTL_left,pQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,eQTL_LOD,eQTL_gene_dist,eQTL_cis,pQTL_effect,pQTL_gene_dist,pQTL_cis,peak_distance,is_piQTL_peak_in_eQTL,is_eQTL_peak_in_piQTL,is_piQTL_peak_in_pQTL,is_pQTL_peak_in_piQTL,is_eQTL_peak_in_pQTL,is_pQTL_peak_in_eQTL,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YNL281W,HCH1,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.277815902,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YER055C,HIS1,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.267823196,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YIL033C,BCY1,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.337195277,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YGR169C-A,LSO2,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.232665703,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YNR050C,LYS9; LYS13,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.156664174,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YKL151C,YKL151C; YKL606,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.21828641,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YBR221C,PDB1,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.242897416,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YHR179W,OYE2,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.265082878,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YOR323C,PRO2,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.15943225,750382.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YMR120C,ADE17,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.110732757,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YOR369C,RPS12,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.174157645,857042.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YBR269C,SDH8; FMP21,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.244622194,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,CRF1,YDR223W,YMR196W,YMR196W; YM9646.09,Chr15,171150,165912,185252,171150,157219,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,10.30945698,,False,0.314148593,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YPR004C,AIM45,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.243965841,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YOL030W,GAS5,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.178643291,97038.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YNL281W,HCH1,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.277815902,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YER055C,HIS1,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.267823196,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YIL033C,BCY1,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.337195277,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YGR169C-A,LSO2,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.232665703,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YNR050C,LYS9; LYS13,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.156664174,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YKL151C,YKL151C; YKL606,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.21828641,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YBR221C,PDB1,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.242897416,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YHR179W,OYE2,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.265082878,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YOR323C,PRO2,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.15943225,750382.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YMR120C,ADE17,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.110732757,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YOR369C,RPS12,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.174157645,857042.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YBR269C,SDH8; FMP21,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.244622194,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,HXT7,YDR342C,YMR196W,YMR196W; YM9646.09,Chr15,171150,165912,185252,171150,139908,182946,171150,165912,184082,-0.58077282,4.172007032,0.018957392,21.36072458,,False,0.314148593,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YPR004C,AIM45,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.243965841,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YOL030W,GAS5,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.178643291,97038.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YNL281W,HCH1,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.277815902,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YER055C,HIS1,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.267823196,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YIL033C,BCY1,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.337195277,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YGR169C-A,LSO2,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.232665703,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YNR050C,LYS9; LYS13,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.156664174,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YKL151C,YKL151C; YKL606,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.21828641,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YBR221C,PDB1,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.242897416,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YHR179W,OYE2,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.265082878,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YOR323C,PRO2,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.15943225,750382.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YMR120C,ADE17,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.110732757,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YOR369C,RPS12,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.174157645,857042.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YBR269C,SDH8; FMP21,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.244622194,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,PKH3,YDR466W,YMR196W,YMR196W; YM9646.09,Chr15,171150,165912,185252,171150,139908,186481,171150,165912,184082,-0.58077282,4.172007032,0.018957392,4.365860438,,False,0.314148593,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YPR004C,AIM45,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.243965841,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YOL030W,GAS5,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.178643291,97038.0,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YNL281W,HCH1,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.277815902,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YER055C,HIS1,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.267823196,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YIL033C,BCY1,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.337195277,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YGR169C-A,LSO2,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.232665703,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YNR050C,LYS9; LYS13,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.156664174,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,KRE2,YDR483W,YKL151C,YKL151C; YKL606,Chr15,171150,165912,185252,171150,40593,185793,171150,165912,184082,-0.58077282,4.172007032,0.018957392,5.886645525,,False,0.21828641,inf,False,0,True,True,True,True,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
