iteration,overlap_pqtl,overlap_eqtl,overlap_both
1661,64,29,9
1662,69,39,11
1663,71,29,5
1664,73,46,12
1665,68,31,5
1666,64,20,2
1667,57,33,5
1668,68,30,8
1669,79,32,7
1670,66,33,4
1671,70,34,9
1672,65,25,8
1673,66,33,6
1674,61,28,6
1675,73,39,9
1676,67,38,8
1677,75,30,9
1678,63,31,5
1679,73,33,7
1680,72,25,7
1681,73,34,13
1682,59,31,5
1683,84,37,11
1684,58,27,5
1685,65,32,4
1686,66,25,9
1687,66,28,9
1688,74,35,9
1689,65,29,6
1690,61,35,5
1691,69,32,4
1692,66,39,7
1693,67,32,7
1694,65,31,10
1695,76,34,8
1696,73,25,7
1697,65,35,11
1698,66,31,6
1699,76,36,9
1700,83,34,6
1701,79,23,1
1702,61,40,12
1703,70,19,1
1704,75,29,9
1705,69,34,4
1706,73,29,8
1707,68,40,8
1708,74,45,11
1709,65,36,9
1710,62,26,3
1711,67,27,4
1712,66,23,6
1713,70,31,7
1714,65,37,7
1715,63,40,6
1716,77,39,11
1717,72,31,7
1718,70,38,9
1719,62,30,8
1720,67,29,7
1721,81,32,8
1722,62,28,4
1723,59,35,7
1724,75,37,5
1725,57,28,7
1726,62,28,8
1727,67,40,7
1728,76,32,7
1729,88,42,11
1730,80,33,8
1731,65,34,8
1732,54,27,7
1733,60,38,11
1734,60,30,9
1735,76,33,6
1736,57,27,5
1737,49,33,6
1738,79,28,9
1739,61,32,9
1740,87,30,9
1741,68,31,7
1742,68,34,12
1743,84,37,5
1744,59,32,6
1745,72,23,7
1746,62,34,4
1747,77,22,4
1748,68,26,6
1749,52,32,5
1750,64,28,6
1751,67,30,5
1752,60,42,7
1753,60,31,8
1754,79,31,8
1755,57,38,7
1756,66,45,12
1757,66,29,8
1758,65,24,9
1759,66,35,9
1760,77,47,14
1761,61,33,10
1762,66,36,9
1763,71,24,5
1764,65,31,8
1765,73,35,10
1766,79,28,6
1767,80,32,7
1768,62,25,5
1769,71,25,7
1770,49,43,7
1771,58,13,1
1772,71,26,4
1773,80,29,3
1774,79,33,7
1775,65,32,4
1776,76,27,9
1777,55,32,5
1778,76,31,6
1779,53,25,6
1780,72,26,3
1781,62,38,7
1782,86,19,4
1783,65,37,7
1784,72,39,14
1785,79,33,8
1786,75,24,5
1787,65,28,7
1788,57,34,8
1789,62,29,4
1790,68,28,7
1791,81,39,8
1792,65,34,6
1793,71,30,10
1794,70,29,7
1795,73,27,6
1796,67,33,7
1797,65,37,7
1798,77,29,8
1799,77,34,10
1800,54,33,8
1801,53,31,7
1802,70,29,6
1803,73,43,10
1804,73,27,6
1805,70,36,11
1806,59,40,5
1807,69,31,10
1808,69,25,9
1809,63,36,6
1810,70,29,11
1811,58,34,3
1812,72,30,8
1813,60,24,6
1814,79,37,10
1815,57,37,5
1816,80,40,11
1817,65,31,5
1818,57,35,8
1819,68,32,4
1820,67,30,4
1821,77,33,7
1822,70,30,7
1823,62,36,4
1824,72,35,7
1825,75,29,5
1826,78,33,10
1827,70,28,5
1828,70,39,8
1829,59,33,6
1830,55,33,7
1831,72,34,11
1832,62,22,6
1833,63,31,9
1834,74,37,11
1835,53,30,5
1836,55,30,6
1837,61,27,2
1838,79,28,10
1839,76,36,7
1840,69,27,8
1841,77,24,3
1842,63,31,5
1843,71,35,11
1844,80,35,12
1845,63,34,9
1846,55,29,6
1847,64,24,3
1848,60,30,7
1849,59,33,4
1850,81,28,2
1851,76,33,9
1852,65,28,6
1853,54,27,4
1854,64,34,9
1855,63,34,10
1856,76,37,9
1857,77,29,8
1858,46,25,3
1859,65,32,4
1860,65,33,6
1861,72,26,5
1862,65,26,3
1863,76,33,9
1864,58,24,5
1865,67,32,4
1866,76,28,7
1867,87,31,9
1868,74,25,4
1869,71,29,4
1870,66,29,11
1871,62,40,8
1872,63,31,8
1873,65,36,9
1874,72,36,10
1875,67,22,7
1876,68,33,10
1877,65,27,6
1878,66,32,8
1879,72,30,6
1880,79,37,8
1881,60,29,6
1882,74,26,12
1883,76,30,8
1884,74,31,7
1885,70,38,10
1886,80,32,6
1887,67,32,5
1888,67,22,1
1889,67,37,14
1890,63,37,11
1891,74,37,11
1892,63,28,7
1893,69,40,9
1894,71,32,12
1895,75,38,10
1896,68,33,6
1897,61,34,6
1898,65,18,4
1899,62,26,8
1900,72,33,11
1901,58,28,5
1902,58,36,6
1903,89,31,8
1904,91,36,9
1905,70,23,4
1906,71,27,6
1907,68,31,7
1908,56,28,7
1909,70,35,5
1910,62,31,7
1911,76,29,12
1912,67,41,9
1913,64,29,8
1914,57,21,3
1915,77,31,10
1916,65,39,9
1917,69,32,4
1918,61,23,4
1919,64,29,5
1920,75,26,9
1921,66,42,12
1922,70,32,7
1923,73,35,8
1924,76,45,15
1925,75,45,12
1926,82,34,5
1927,69,31,7
1928,66,42,11
1929,73,33,4
1930,74,27,10
1931,74,30,6
1932,73,29,9
1933,68,50,11
1934,60,27,4
1935,76,31,9
1936,67,24,5
1937,70,25,4
1938,80,29,6
1939,68,25,8
1940,52,34,9
1941,78,36,9
1942,62,29,7
1943,85,39,10
1944,72,25,5
1945,69,41,9
1946,66,26,9
1947,67,30,9
1948,63,36,14
1949,69,26,7
1950,67,29,3
1951,75,31,5
1952,61,34,8
1953,69,31,6
1954,83,36,15
1955,76,30,8
1956,85,33,10
1957,79,26,7
1958,71,33,7
1959,66,29,6
1960,67,38,8
1961,70,33,4
1962,75,34,7
1963,69,34,8
1964,74,23,6
1965,65,32,3
1966,67,31,6
1967,62,30,6
1968,81,40,9
1969,63,32,5
1970,63,18,6
1971,63,29,5
1972,76,32,14
1973,55,30,7
1974,64,40,12
1975,68,28,7
1976,59,26,8
1977,66,32,10
1978,72,37,5
1979,83,37,9
1980,55,30,6
1981,71,32,7
1982,57,39,6
1983,76,34,6
1984,78,38,10
1985,71,37,8
1986,80,29,3
1987,75,32,8
1988,66,30,7
1989,73,23,5
1990,78,32,5
1991,66,42,10
1992,62,34,8
1993,74,38,6
1994,76,25,5
1995,72,31,9
1996,65,24,8
1997,75,24,4
1998,66,40,11
1999,66,30,7
2000,69,40,8
2001,71,34,9
2002,53,21,4
2003,68,34,7
2004,66,32,12
2005,70,34,8
2006,63,30,8
2007,66,23,3
2008,72,28,10
2009,74,34,10
2010,69,38,9
2011,64,34,8
2012,72,35,7
2013,79,37,8
2014,61,33,8
2015,69,30,6
2016,67,22,5
2017,68,26,7
2018,70,32,6
2019,61,30,5
2020,73,26,4
2021,68,30,11
2022,58,36,7
2023,67,34,4
2024,64,31,8
2025,67,31,9
2026,68,27,5
2027,66,39,9
2028,65,34,7
2029,58,31,4
2030,72,35,6
2031,68,33,10
2032,70,34,9
2033,52,24,6
2034,70,30,7
2035,68,31,6
2036,74,26,5
2037,81,40,6
2038,66,34,8
2039,77,32,12
2040,76,25,7
2041,60,27,3
2042,56,40,7
2043,62,31,6
2044,61,32,6
2045,79,34,6
2046,87,30,7
2047,71,30,5
2048,73,30,6
2049,81,33,14
2050,60,25,4
2051,74,26,5
2052,68,31,3
2053,67,33,7
2054,70,26,5
2055,59,38,3
2056,70,38,6
2057,83,32,9
2058,67,20,3
2059,67,37,14
2060,83,27,4
2061,68,32,7
2062,77,40,15
2063,72,33,2
2064,65,35,4
2065,66,46,10
2066,58,32,8
2067,67,29,4
2068,75,34,13
2069,67,29,7
2070,63,27,7
2071,70,23,8
2072,62,25,5
2073,69,32,4
2074,60,38,9
2075,76,28,8
2076,86,35,17
2077,58,38,7
2078,68,33,8
2079,74,29,9
2080,74,31,8
2081,84,36,9
2082,61,29,5
2083,71,38,13
2084,75,43,9
2085,71,23,8
2086,73,25,7
2087,67,30,6
2088,65,37,7
2089,65,23,7
2090,77,33,11
2091,70,28,8
2092,80,36,11
2093,60,32,4
2094,74,38,11
2095,58,30,4
2096,63,26,6
2097,68,29,10
2098,76,30,7
2099,78,29,7
2100,68,42,10
2101,63,26,3
2102,65,37,11
2103,77,33,5
2104,81,42,13
2105,70,20,7
2106,74,25,3
2107,62,30,9
2108,72,31,7
2109,64,33,7
2110,65,36,9
2111,75,33,11
2112,68,29,6
2113,79,43,8
2114,77,24,3
2115,85,35,11
2116,71,40,10
2117,56,29,8
2118,80,30,10
2119,74,37,13
2120,70,33,8
2121,81,43,10
2122,63,29,6
2123,70,32,9
2124,64,38,8
2125,82,35,7
2126,63,33,9
2127,72,28,7
2128,73,34,8
2129,76,38,12
2130,83,40,11
2131,71,34,9
2132,72,36,10
2133,79,37,8
2134,69,30,4
2135,63,30,8
2136,66,31,6
2137,70,31,4
2138,71,42,9
2139,76,35,11
2140,62,23,4
2141,64,28,4
2142,68,33,9
2143,62,31,5
2144,66,29,5
2145,55,33,6
2146,69,28,5
2147,79,22,6
2148,76,35,11
2149,64,32,9
2150,76,34,9
2151,59,31,4
2152,60,28,4
2153,58,32,7
2154,72,22,2
2155,57,28,7
2156,77,27,8
2157,84,34,5
2158,75,35,7
2159,70,32,10
2160,69,35,9
2161,74,37,6
2162,74,37,12
2163,61,30,4
2164,69,30,6
2165,68,30,7
2166,64,35,7
2167,71,35,9
2168,65,26,9
2169,73,43,9
2170,72,25,5
2171,74,34,9
2172,67,33,5
2173,69,28,8
2174,63,30,9
2175,82,43,9
2176,58,29,5
2177,58,33,5
2178,70,31,6
2179,61,32,3
2180,61,32,6
2181,56,29,8
2182,62,40,5
2183,79,32,12
2184,69,38,5
2185,51,28,5
2186,75,33,11
2187,84,24,9
2188,60,28,8
2189,59,39,4
2190,67,30,8
2191,59,23,8
2192,68,28,7
2193,87,35,13
2194,85,26,8
2195,52,41,9
2196,61,35,8
2197,71,31,8
2198,85,25,6
2199,66,36,7
2200,56,34,4
2201,76,24,5
2202,72,28,10
2203,76,35,6
2204,59,30,8
2205,72,31,7
2206,74,32,4
2207,66,29,2
2208,72,27,9
2209,65,27,6
2210,76,34,6
2211,65,37,7
2212,74,46,9
2213,80,42,10
2214,76,28,7
2215,89,32,7
2216,60,46,12
2217,63,36,11
2218,75,32,4
2219,76,30,8
2220,81,34,8
2221,67,36,12
2222,70,37,9
2223,58,42,5
2224,75,34,10
2225,71,31,13
2226,73,26,7
2227,73,36,11
2228,57,26,2
2229,70,32,9
2230,61,27,3
2231,70,33,7
2232,63,32,5
2233,65,29,6
2234,76,37,7
2235,62,38,3
2236,58,41,8
2237,58,30,7
2238,78,29,11
2239,77,36,10
2240,66,31,5
2241,59,30,7
2242,75,32,7
2243,59,34,6
2244,63,32,4
2245,72,38,11
2246,73,25,5
2247,70,27,6
2248,58,31,5
2249,73,23,1
2250,80,31,5
2251,66,39,7
2252,69,27,6
2253,64,33,10
2254,63,37,8
2255,69,33,6
2256,51,28,3
2257,60,37,7
2258,62,26,6
2259,48,31,6
2260,70,21,6
2261,74,33,9
2262,81,33,13
2263,78,28,7
2264,62,29,3
2265,90,27,6
2266,75,41,10
2267,50,38,4
2268,61,32,6
2269,65,35,6
2270,65,25,3
2271,63,35,7
2272,68,22,5
2273,63,28,10
2274,60,27,6
2275,68,37,5
2276,71,26,7
2277,70,35,11
2278,62,28,6
2279,62,34,4
2280,66,29,6
2281,62,36,9
2282,65,34,4
2283,67,34,5
2284,76,35,5
2285,72,32,11
2286,71,27,6
2287,70,30,3
2288,73,34,8
2289,66,35,11
2290,70,27,6
2291,70,38,11
2292,64,28,6
2293,72,23,4
2294,77,38,9
2295,67,35,8
2296,80,38,9
2297,72,29,6
2298,61,28,5
2299,58,32,6
2300,55,39,11
2301,78,32,10
2302,69,25,6
2303,82,45,16
2304,61,34,14
2305,66,37,10
2306,65,38,7
2307,80,31,7
2308,72,28,7
2309,66,38,10
2310,63,34,11
2311,68,23,3
2312,52,31,6
2313,68,34,5
2314,91,25,11
2315,57,35,5
2316,61,30,5
2317,74,26,9
2318,72,34,10
2319,66,25,3
2320,73,34,9
2321,53,28,4
2322,71,28,5
2323,61,28,7
2324,58,32,7
2325,72,22,5
2326,73,36,11
2327,84,35,9
2328,78,33,11
2329,74,30,4
2330,52,23,6
2331,78,22,6
2332,65,29,6
2333,67,26,7
2334,48,34,8
2335,72,30,5
2336,70,38,6
2337,65,22,3
2338,65,27,8
2339,75,34,12
2340,74,31,6
2341,52,29,7
2342,59,33,5
2343,56,32,4
2344,65,30,7
2345,56,40,5
2346,66,37,7
2347,69,31,6
2348,64,40,8
2349,68,25,4
2350,65,24,10
2351,69,31,5
2352,76,36,6
2353,79,28,8
2354,71,31,10
2355,78,42,11
2356,77,36,10
2357,72,27,10
2358,80,33,12
2359,67,35,5
2360,56,26,3
2361,53,30,9
2362,63,29,7
2363,69,31,6
2364,66,39,7
2365,69,27,5
2366,70,42,6
2367,66,33,9
2368,54,25,3
2369,65,29,6
2370,65,37,10
2371,68,35,11
2372,59,30,6
2373,76,20,7
2374,83,36,7
2375,46,30,3
2376,71,30,5
2377,58,34,8
2378,70,36,11
2379,70,35,4
2380,62,31,10
2381,65,39,4
2382,67,35,6
2383,70,27,6
2384,77,40,8
2385,74,27,11
2386,64,32,10
2387,85,37,10
2388,68,31,6
2389,69,27,8
2390,73,30,6
2391,81,38,8
2392,78,27,4
2393,65,24,7
2394,76,34,10
2395,75,26,6
2396,79,43,14
2397,67,32,6
2398,65,35,5
2399,74,33,8
2400,63,28,3
2401,63,32,8
2402,70,30,6
2403,69,28,9
2404,66,32,5
2405,64,39,8
2406,65,29,4
2407,61,35,7
2408,72,36,9
2409,61,40,4
2410,69,35,6
2411,69,28,5
2412,75,30,10
2413,73,31,8
2414,73,34,9
2415,63,30,6
2416,61,31,6
2417,63,41,9
2418,76,33,6
2419,76,32,7
2420,74,32,7
2421,73,21,4
2422,64,35,6
2423,71,29,6
2424,87,28,9
2425,64,26,5
2426,65,34,8
2427,78,27,5
2428,64,29,7
2429,79,31,8
2430,82,26,3
2431,61,31,9
2432,60,33,9
2433,68,44,16
2434,59,26,5
2435,76,37,9
2436,74,28,9
2437,69,28,9
2438,66,32,6
2439,66,29,5
2440,60,27,6
2441,83,34,11
2442,74,39,13
2443,73,29,8
2444,51,27,8
2445,68,24,2
2446,57,32,9
2447,72,30,7
2448,78,30,9
2449,70,34,4
2450,72,31,10
2451,72,28,5
2452,64,34,13
2453,73,35,8
2454,65,21,1
2455,63,20,6
2456,69,32,13
2457,81,39,14
2458,68,37,7
2459,87,31,6
2460,60,41,8
2461,71,26,4
2462,67,33,3
2463,64,30,5
2464,63,36,4
2465,60,34,8
2466,58,29,8
2467,67,27,5
2468,79,30,9
2469,71,26,6
2470,63,26,6
2471,66,33,6
2472,75,27,7
2473,65,29,7
2474,73,25,3
2475,64,29,5
2476,66,28,8
2477,52,27,4
2478,69,30,9
2479,70,34,7
2480,55,44,7
2481,71,34,10
2482,64,35,4
2483,54,32,7
2484,68,29,4
2485,73,35,8
2486,62,33,5
2487,72,43,15
2488,74,35,6
2489,81,36,9
2490,69,27,6
2491,63,28,5
2492,52,28,4
2493,67,33,8
2494,76,25,11
2495,62,28,9
2496,54,33,9
2497,55,39,10
2498,68,38,9
2499,65,36,7
2500,61,24,5
2501,73,34,7
2502,63,32,4
2503,62,33,7
2504,73,32,6
2505,64,24,7
2506,69,42,9
2507,93,37,5
2508,73,27,7
2509,73,29,7
2510,63,34,7
2511,70,24,6
2512,75,26,8
2513,71,41,9
2514,67,35,10
2515,67,43,12
2516,78,34,10
2517,60,31,8
2518,69,29,11
2519,68,25,8
2520,65,25,7
2521,75,36,9
2522,72,25,6
2523,70,25,7
2524,74,38,8
2525,63,28,6
2526,77,37,8
2527,60,30,6
2528,71,35,8
2529,81,34,5
2530,77,39,13
2531,63,27,7
2532,76,32,4
2533,71,31,6
2534,52,41,7
2535,58,24,5
2536,80,30,10
2537,77,28,11
2538,67,30,6
2539,69,37,10
2540,76,23,9
2541,69,31,7
2542,69,35,11
2543,80,36,9
2544,70,26,4
2545,77,37,9
2546,72,35,6
2547,67,37,6
2548,63,19,5
2549,69,38,7
2550,84,28,5
2551,77,33,9
2552,69,33,5
2553,75,28,2
2554,66,35,6
2555,70,32,4
2556,70,37,7
2557,70,27,7
2558,81,37,7
2559,82,31,6
2560,66,41,12
2561,78,35,8
2562,62,36,8
2563,68,34,7
2564,75,23,8
2565,72,38,10
2566,76,29,5
2567,71,36,2
2568,73,36,8
2569,76,35,11
2570,67,23,6
2571,71,35,6
2572,67,33,11
2573,73,31,4
2574,77,42,10
2575,63,32,3
2576,71,44,9
2577,50,41,6
2578,68,27,5
2579,69,27,5
2580,64,27,4
2581,66,36,8
2582,73,30,4
2583,75,30,11
2584,85,44,7
2585,62,27,6
2586,67,27,7
2587,67,32,2
2588,70,35,7
2589,80,31,5
2590,73,35,6
2591,57,27,5
2592,64,36,5
2593,72,35,10
2594,67,41,12
2595,65,45,7
2596,62,34,7
2597,67,27,5
2598,71,34,10
2599,61,28,7
2600,74,32,6
2601,71,34,10
2602,64,26,2
2603,69,25,3
2604,67,28,5
2605,62,34,7
2606,88,28,9
2607,71,26,5
2608,64,29,5
2609,65,26,2
2610,61,32,7
2611,62,32,11
2612,76,28,6
2613,64,30,6
2614,63,31,6
2615,72,33,9
2616,69,32,9
2617,71,34,5
2618,68,28,8
2619,60,33,7
2620,71,35,6
2621,68,31,8
2622,71,30,8
2623,76,30,11
2624,74,42,11
2625,74,31,11
2626,65,34,8
2627,70,30,6
2628,58,35,9
2629,55,29,3
2630,90,31,7
2631,58,31,4
2632,69,38,9
2633,80,31,13
2634,50,33,9
2635,62,31,7
2636,61,32,12
2637,68,30,8
2638,67,31,3
2639,72,30,9
2640,63,32,3
2641,59,27,3
2642,61,29,3
2643,68,26,7
2644,76,32,10
2645,62,28,7
2646,71,38,10
2647,78,33,8
2648,58,33,8
2649,71,37,8
2650,69,35,10
2651,68,24,7
2652,66,31,7
2653,68,31,6
2654,67,23,5
2655,70,29,8
2656,72,33,5
2657,73,31,5
2658,71,38,6
2659,51,35,5
2660,75,38,9
2661,71,35,6
2662,69,24,5
2663,61,31,5
2664,70,30,5
2665,81,31,8
2666,81,30,5
2667,70,36,13
2668,75,38,8
2669,75,25,10
2670,61,40,6
2671,66,25,7
2672,61,27,3
2673,66,34,7
2674,69,33,10
2675,76,27,5
2676,69,36,4
2677,65,35,5
2678,64,34,5
2679,69,22,6
2680,64,37,2
2681,73,38,12
2682,71,23,5
2683,80,33,8
2684,57,21,6
2685,67,31,3
2686,75,30,10
2687,67,28,6
2688,68,19,6
2689,67,27,6
2690,66,39,5
2691,83,33,11
2692,63,31,3
2693,74,39,7
2694,71,49,15
2695,61,26,5
2696,67,42,10
2697,60,38,8
2698,72,35,6
2699,65,28,7
2700,73,31,9
2701,70,31,9
2702,77,34,5
2703,63,33,8
2704,73,29,4
2705,78,32,6
2706,54,31,5
2707,67,37,10
2708,69,37,9
2709,63,27,4
2710,66,39,10
2711,61,30,9
2712,70,32,12
2713,67,34,8
2714,77,36,6
2715,59,25,7
2716,80,37,11
2717,72,33,8
2718,74,35,9
2719,68,35,6
2720,64,28,5
2721,84,30,12
2722,73,30,8
2723,77,30,5
2724,77,29,8
2725,76,31,4
2726,74,24,5
2727,70,19,4
2728,69,37,10
2729,71,27,2
2730,63,22,5
2731,74,31,8
2732,65,24,4
2733,63,34,8
2734,60,33,8
2735,83,38,13
2736,71,32,8
2737,79,27,7
2738,70,27,6
2739,74,39,9
2740,68,31,5
2741,81,29,8
2742,79,36,8
2743,70,32,14
2744,76,41,10
2745,74,31,12
2746,75,27,7
2747,77,32,7
2748,57,29,7
2749,63,38,11
2750,61,29,4
2751,76,29,6
2752,52,31,8
2753,65,28,2
2754,60,29,9
2755,76,27,2
2756,76,32,14
2757,79,29,10
2758,71,35,7
2759,75,30,3
2760,69,34,7
2761,65,39,10
2762,66,27,8
2763,72,34,11
2764,67,32,6
2765,76,43,6
2766,69,30,6
2767,69,29,6
2768,69,30,7
2769,68,41,11
2770,75,38,7
2771,69,36,10
2772,57,32,7
2773,66,43,6
2774,79,30,5
2775,82,33,10
2776,77,36,10
2777,77,36,5
2778,67,32,6
2779,68,27,7
2780,66,44,15
2781,69,31,5
2782,76,31,9
2783,65,27,6
2784,58,29,2
2785,65,23,5
2786,61,38,10
2787,74,31,11
2788,73,30,2
2789,76,32,6
2790,66,26,6
2791,76,42,11
2792,63,35,8
2793,65,28,6
2794,49,21,4
2795,78,31,5
2796,75,35,11
2797,68,29,4
2798,84,38,11
2799,69,35,11
2800,68,33,8
2801,72,25,4
2802,82,39,9
2803,65,24,5
2804,67,33,7
2805,73,38,5
2806,72,42,8
2807,60,38,4
2808,71,37,8
2809,70,38,8
2810,64,31,5
2811,62,33,13
2812,73,41,9
2813,74,29,8
2814,76,25,3
2815,71,23,6
2816,54,37,5
2817,72,40,13
2818,82,29,10
2819,80,32,9
2820,78,30,9
2821,74,33,9
2822,86,31,10
2823,65,38,13
2824,83,34,14
2825,58,31,6
2826,58,34,4
2827,93,33,6
2828,70,30,8
2829,91,32,9
2830,70,32,12
2831,71,28,5
2832,68,32,6
2833,78,26,8
2834,64,34,3
2835,69,23,2
2836,59,35,12
2837,62,31,4
2838,57,38,7
2839,57,33,5
2840,70,26,7
2841,62,35,10
2842,66,36,9
2843,69,35,7
2844,69,28,7
2845,66,31,7
2846,63,32,7
2847,72,29,9
2848,74,38,11
2849,73,38,8
2850,65,28,9
2851,79,28,14
2852,65,32,5
2853,65,34,3
2854,72,40,9
2855,62,23,5
2856,70,32,10
2857,67,20,5
2858,64,34,8
2859,69,25,5
2860,73,25,5
2861,66,36,6
2862,63,29,6
2863,56,39,7
2864,50,30,5
2865,72,28,4
2866,65,29,5
2867,73,37,13
2868,74,23,7
2869,68,27,7
2870,74,32,7
2871,89,39,10
2872,76,38,7
2873,69,26,7
2874,67,35,6
2875,66,27,5
2876,62,36,9
2877,65,21,5
2878,64,38,10
2879,64,33,6
2880,72,28,6
2881,68,40,7
2882,81,34,9
2883,68,34,7
2884,80,33,11
2885,73,32,5
2886,69,32,7
2887,65,29,8
2888,69,31,6
2889,81,32,6
2890,66,29,8
2891,74,36,11
2892,70,40,18
2893,85,28,8
2894,69,30,11
2895,65,26,7
2896,77,33,11
2897,66,26,7
2898,67,34,9
2899,67,42,9
2900,61,27,8
2901,62,29,9
2902,74,36,6
2903,86,29,6
2904,69,30,6
2905,58,44,10
2906,56,28,4
2907,58,29,3
2908,69,33,4
2909,64,37,6
2910,57,28,7
2911,74,40,10
2912,78,35,7
2913,71,29,8
2914,69,38,7
2915,64,24,5
2916,58,24,6
2917,62,34,7
2918,80,28,9
2919,70,33,5
2920,65,36,8
2921,67,32,9
2922,88,28,7
2923,70,28,12
2924,54,29,2
2925,72,29,9
2926,65,34,9
2927,58,32,2
2928,70,30,8
2929,80,32,8
2930,71,30,7
2931,69,37,6
2932,65,32,8
2933,81,32,5
2934,65,29,7
2935,74,28,6
2936,65,31,6
2937,65,45,8
2938,76,31,3
2939,79,33,10
2940,62,27,5
2941,63,25,2
2942,67,33,7
2943,69,38,7
2944,56,39,6
2945,87,33,7
2946,67,31,12
2947,62,30,6
2948,71,32,6
2949,68,35,8
2950,69,24,5
2951,63,36,5
2952,74,37,9
2953,73,28,4
2954,66,41,12
2955,77,35,6
2956,71,36,6
2957,63,31,6
2958,74,43,9
2959,68,31,7
2960,71,31,7
2961,64,39,5
2962,64,36,4
2963,67,24,4
2964,53,25,7
2965,74,37,9
2966,63,40,8
2967,72,29,11
2968,79,27,7
2969,61,34,3
2970,64,29,5
2971,60,43,9
2972,74,32,4
2973,68,37,7
2974,69,35,8
2975,63,34,7
2976,71,27,6
2977,80,36,7
2978,75,37,6
2979,70,37,10
2980,69,39,9
2981,64,33,11
2982,73,39,9
2983,71,34,10
2984,71,27,7
2985,75,33,7
2986,61,32,8
2987,66,26,6
2988,75,31,6
2989,66,38,8
2990,57,37,9
2991,65,33,6
2992,84,33,9
2993,66,29,9
2994,71,34,4
2995,66,29,5
2996,64,29,6
2997,65,33,6
2998,55,29,9
2999,71,27,4
3000,57,30,10
3001,61,32,8
3002,59,38,5
3003,72,31,7
3004,72,24,5
3005,82,40,11
3006,65,32,6
3007,65,32,9
3008,73,36,6
3009,76,23,7
3010,74,32,9
3011,64,40,8
3012,65,28,9
3013,78,35,9
3014,68,28,8
3015,62,32,6
3016,66,40,8
3017,73,31,8
3018,66,17,5
3019,61,28,3
3020,66,38,8
3021,80,30,9
3022,56,30,7
3023,60,35,9
3024,61,42,11
3025,70,37,9
3026,58,28,6
3027,65,30,5
3028,70,32,6
3029,69,36,8
3030,64,29,3
3031,65,29,5
3032,67,29,7
3033,62,34,4
3034,65,30,8
3035,85,32,9
3036,66,30,8
3037,80,37,9
3038,52,31,5
3039,63,30,5
3040,55,19,4
3041,66,27,5
3042,70,22,5
3043,67,33,11
3044,76,41,10
3045,58,36,8
3046,58,31,4
3047,58,48,10
3048,75,28,5
3049,71,31,10
3050,70,35,7
3051,66,27,4
3052,80,33,9
3053,76,40,8
3054,61,35,8
3055,54,37,4
3056,73,26,6
3057,55,29,7
3058,69,26,6
3059,74,28,6
3060,66,25,6
3061,55,30,5
3062,66,24,7
3063,71,28,6
3064,77,23,6
3065,67,37,8
3066,66,30,9
3067,67,32,13
3068,76,35,8
3069,73,26,3
3070,54,32,4
3071,58,42,8
3072,46,25,5
3073,75,29,8
3074,72,35,8
3075,70,29,8
3076,73,27,5
3077,64,29,8
3078,71,33,9
3079,75,35,9
3080,81,40,8
3081,81,33,9
3082,65,24,7
3083,68,37,9
3084,70,40,8
3085,68,29,3
3086,68,22,4
3087,69,26,6
3088,65,36,11
3089,57,30,4
3090,75,31,6
3091,71,30,6
3092,72,31,5
3093,75,37,11
3094,73,29,8
3095,67,29,8
3096,81,38,12
3097,79,36,11
3098,71,37,6
3099,65,32,11
3100,68,31,9
3101,63,28,8
3102,79,26,7
3103,68,32,9
3104,55,25,6
3105,73,35,7
3106,55,33,5
3107,62,29,3
3108,73,31,6
3109,69,37,8
3110,67,36,5
3111,81,33,10
3112,71,34,7
3113,80,36,6
3114,72,33,9
3115,73,29,7
3116,67,33,7
3117,67,36,11
3118,75,30,3
3119,73,33,3
3120,67,28,3
3121,68,31,7
3122,63,31,4
3123,66,24,6
3124,81,23,5
3125,62,25,9
3126,76,22,2
3127,73,32,7
3128,66,38,17
3129,63,28,9
3130,56,30,3
3131,69,35,5
3132,81,27,5
3133,77,33,13
3134,62,30,4
3135,74,36,14
3136,69,31,8
3137,60,30,8
3138,66,29,7
3139,72,31,3
3140,57,29,9
3141,64,34,6
3142,60,30,5
3143,64,32,8
3144,64,28,2
3145,67,36,11
3146,71,37,6
3147,64,26,8
3148,70,34,5
3149,71,30,9
3150,77,29,9
3151,56,36,12
3152,75,31,8
3153,88,33,12
3154,68,34,5
3155,69,35,5
3156,57,29,7
3157,79,31,6
3158,75,32,6
3159,73,22,6
3160,83,32,7
3161,65,30,9
3162,59,28,3
3163,71,33,4
3164,62,34,5
3165,63,30,10
3166,68,30,4
3167,73,32,7
3168,68,17,2
3169,76,31,6
3170,68,31,8
3171,66,38,6
3172,62,26,5
3173,68,35,11
3174,61,33,6
3175,66,32,7
3176,64,38,7
3177,72,27,6
3178,75,29,7
3179,63,32,5
3180,72,28,8
3181,79,29,5
3182,79,34,10
3183,77,42,15
3184,71,35,10
3185,68,31,6
3186,54,35,3
3187,83,36,13
3188,69,25,2
3189,63,30,6
3190,75,38,14
3191,60,34,6
3192,74,31,5
3193,69,28,4
3194,75,29,11
3195,70,31,9
3196,67,25,7
3197,64,33,7
3198,65,30,7
3199,67,29,5
3200,63,33,3
3201,67,43,7
3202,69,24,8
3203,78,31,6
3204,70,27,4
3205,68,23,5
3206,55,34,5
3207,71,26,11
3208,68,28,8
3209,64,32,5
3210,69,32,6
3211,78,34,11
3212,59,30,7
