SNP,SNP_marker,chr,pos,start,end
2987,chr5:139492,5,139492,134344,157488
2997,chr5:162464,5,162464,161956,192971
2999,chr5:165491,5,165491,161956,192971
3000,chr5:166030,5,166030,161956,192971
3002,chr5:168930,5,168930,161956,192971
3004,chr5:169431,5,169431,161956,192971
3005,chr5:169452,5,169452,161956,192971
3006,chr5:170676,5,170676,161956,192971
3013,chr5:174122,5,174122,161956,192971
3014,chr5:178044,5,178044,161956,192971
3016,chr5:178674,5,178674,161956,192971
3017,chr5:179325,5,179325,161956,192971
3018,chr5:181135,5,181135,161956,192971
3019,chr5:184224,5,184224,161956,192971
3021,chr5:186149,5,186149,161956,192971
3022,chr5:187087,5,187087,161956,192971
3023,chr5:187466,5,187466,161956,192971
3024,chr5:187642,5,187642,161956,192971
3025,chr5:189599,5,189599,161956,192971
3026,chr5:189613,5,189613,161956,192971
3027,chr5:191306,5,191306,161956,192971
3029,chr5:196583,5,196583,196583,196585
3030,chr5:196585,5,196585,196583,196585
3032,chr5:207275,5,207275,207275,212506
3035,chr5:211001,5,211001,207275,212506
3037,chr5:211245,5,211245,207275,212506
3040,chr5:211987,5,211987,207275,212506
3041,chr5:212506,5,212506,207275,212506
3042,chr5:214406,5,214406,214406,217319
3043,chr5:214752,5,214752,214406,217319
3044,chr5:215862,5,215862,214406,217319
3045,chr5:216840,5,216840,214406,217319
3046,chr5:217294,5,217294,214406,217319
3047,chr5:217319,5,217319,214406,217319
3049,chr5:218253,5,218253,218253,223127
3056,chr5:221810,5,221810,218253,223127
3059,chr5:221903,5,221903,218253,223127
3060,chr5:221992,5,221992,218253,223127
3061,chr5:222178,5,222178,218253,223127
3062,chr5:222207,5,222207,218253,223127
3064,chr5:223004,5,223004,218253,223127
3066,chr5:225231,5,225231,225231,225280
3071,chr5:225774,5,225774,225774,225774
3072,chr5:227110,5,227110,227110,241225
3076,chr5:229833,5,229833,227110,241225
3077,chr5:229900,5,229900,227110,241225
3078,chr5:230375,5,230375,227110,241225
3081,chr5:234489,5,234489,227110,241225
3082,chr5:234669,5,234669,227110,241225
3083,chr5:237047,5,237047,227110,241225
3085,chr5:239147,5,239147,227110,241225
3086,chr5:240361,5,240361,227110,241225
3087,chr5:241166,5,241166,227110,241225
3088,chr5:241225,5,241225,227110,241225
3090,chr5:241984,5,241984,241984,243584
3091,chr5:242244,5,242244,241984,243584
3094,chr5:243791,5,243791,243791,243791
3095,chr5:245951,5,245951,245951,249350
3096,chr5:246143,5,246143,245951,249350
3097,chr5:246282,5,246282,245951,249350
3099,chr5:249350,5,249350,245951,249350
3100,chr5:249522,5,249522,249522,249522
3106,chr5:251866,5,251866,251602,258078
3107,chr5:253670,5,253670,251602,258078
3108,chr5:253825,5,253825,251602,258078
3109,chr5:254385,5,254385,251602,258078
3110,chr5:258078,5,258078,251602,258078
3112,chr5:259743,5,259743,259743,259743
3118,chr5:264790,5,264790,260512,266244
3119,chr5:265651,5,265651,260512,266244
3128,chr5:269900,5,269900,269900,274156
3131,chr5:272598,5,272598,269900,274156
3132,chr5:272758,5,272758,269900,274156
3133,chr5:273551,5,273551,269900,274156
3137,chr5:274601,5,274601,274280,285154
3140,chr5:279872,5,279872,274280,285154
3143,chr5:285154,5,285154,274280,285154
3145,chr5:290044,5,290044,290044,290044
3146,chr5:290243,5,290243,290243,310175
3147,chr5:290932,5,290932,290243,310175
3151,chr5:302362,5,302362,290243,310175
3164,chr5:320971,5,320971,320971,328525
3165,chr5:321654,5,321654,320971,328525
3167,chr5:328525,5,328525,320971,328525
3168,chr5:335406,5,335406,335406,336687
3171,chr5:341045,5,341045,341045,382369
3173,chr5:342707,5,342707,341045,382369
3175,chr5:343502,5,343502,341045,382369
3176,chr5:343588,5,343588,341045,382369
3182,chr5:360584,5,360584,341045,382369
3186,chr5:371014,5,371014,341045,382369
3187,chr5:371457,5,371457,341045,382369
3188,chr5:372989,5,372989,341045,382369
3194,chr5:380460,5,380460,341045,382369
3195,chr5:382368,5,382368,341045,382369
3198,chr5:382808,5,382808,382808,390254
3199,chr5:384156,5,384156,382808,390254
3200,chr5:387695,5,387695,382808,390254
3203,chr5:391916,5,391916,391916,412759
3204,chr5:392497,5,392497,391916,412759
3206,chr5:393290,5,393290,391916,412759
3208,chr5:396266,5,396266,391916,412759
3210,chr5:398644,5,398644,391916,412759
3211,chr5:401545,5,401545,391916,412759
3212,chr5:402468,5,402468,391916,412759
3214,chr5:405417,5,405417,391916,412759
3217,chr5:407785,5,407785,391916,412759
3218,chr5:409900,5,409900,391916,412759
3219,chr5:412759,5,412759,391916,412759
3221,chr5:413385,5,413385,413385,430235
3222,chr5:416981,5,416981,413385,430235
3225,chr5:421695,5,421695,413385,430235
3226,chr5:422560,5,422560,413385,430235
3229,chr5:427844,5,427844,413385,430235
3230,chr5:430235,5,430235,413385,430235
3234,chr5:431369,5,431369,430883,441594
3241,chr5:443369,5,443369,443369,443378
3242,chr5:443371,5,443371,443369,443378
3243,chr5:443373,5,443373,443369,443378
3245,chr5:451448,5,451448,451448,461234
3246,chr5:456087,5,456087,451448,461234
3247,chr5:458086,5,458086,451448,461234
3248,chr5:461234,5,461234,451448,461234
3253,chr5:468076,5,468076,463004,469404
3254,chr5:469078,5,469078,463004,469404
3255,chr5:469404,5,469404,463004,469404
3256,chr5:475322,5,475322,475322,491888
3257,chr5:475607,5,475607,475322,491888
3258,chr5:475736,5,475736,475322,491888
3261,chr5:479996,5,479996,475322,491888
3262,chr5:482003,5,482003,475322,491888
3265,chr5:484954,5,484954,475322,491888
3270,chr5:487404,5,487404,475322,491888
3271,chr5:487484,5,487484,475322,491888
3272,chr5:487817,5,487817,475322,491888
3274,chr5:490549,5,490549,475322,491888
3275,chr5:491806,5,491806,475322,491888
3278,chr5:492146,5,492146,492146,509836
3286,chr5:512696,5,512696,511350,522215
3287,chr5:512931,5,512931,511350,522215
3288,chr5:514582,5,514582,511350,522215
3290,chr5:515397,5,515397,511350,522215
3291,chr5:515950,5,515950,511350,522215
3292,chr5:516091,5,516091,511350,522215
3301,chr5:524625,5,524625,523232,529382
3302,chr5:525863,5,525863,523232,529382
3303,chr5:526004,5,526004,523232,529382
3304,chr5:526007,5,526007,523232,529382
3308,chr5:532256,5,532256,532205,540682
3309,chr5:533988,5,533988,532205,540682
3310,chr5:535074,5,535074,532205,540682
3311,chr5:537503,5,537503,532205,540682
3312,chr5:538956,5,538956,532205,540682
3313,chr5:540169,5,540169,532205,540682
3315,chr5:540682,5,540682,532205,540682
3318,chr5:542361,5,542361,542346,549248
3319,chr5:543103,5,543103,542346,549248
3321,chr5:545826,5,545826,542346,549248
3322,chr5:546667,5,546667,542346,549248
3323,chr5:547620,5,547620,542346,549248
3324,chr5:548182,5,548182,542346,549248
3326,chr5:548459,5,548459,542346,549248
3328,chr5:549055,5,549055,542346,549248
3330,chr5:549677,5,549677,549677,549802
3334,chr5:550744,5,550744,550708,554104
3335,chr5:551265,5,551265,550708,554104
3340,chr5:554306,5,554306,554306,554306
3345,chr5:557406,5,557406,555454,561227
3347,chr5:558324,5,558324,555454,561227
3348,chr5:558514,5,558514,555454,561227
3351,chr5:560042,5,560042,555454,561227
3394,chr5:561786,5,561786,561786,562097
3398,chr5:562065,5,562065,561786,562097
3402,chr5:562116,5,562116,562116,563372
3410,chr5:562513,5,562513,562116,563372
3412,chr5:562560,5,562560,562116,563372
3418,chr5:562774,5,562774,562116,563372
3432,chr5:563324,5,563324,562116,563372
3433,chr5:563344,5,563344,562116,563372
3435,chr5:563348,5,563348,562116,563372
3436,chr5:563372,5,563372,562116,563372
3439,chr5:563428,5,563428,563428,563428
3443,chr5:563479,5,563479,563452,563580
3448,chr5:563608,5,563608,563608,563608
3449,chr5:563642,5,563642,563642,563661
3450,chr5:563661,5,563661,563642,563661
3452,chr5:563700,5,563700,563665,563837
3454,chr5:563755,5,563755,563665,563837
3456,chr5:563837,5,563837,563665,563837
3460,chr5:563899,5,563899,563866,564360
3461,chr5:563908,5,563908,563866,564360
3462,chr5:563929,5,563929,563866,564360
3464,chr5:563970,5,563970,563866,564360
3476,chr5:564236,5,564236,563866,564360
3480,chr5:564298,5,564298,563866,564360
3489,chr5:564397,5,564397,564372,564680
3495,chr5:564469,5,564469,564372,564680
3499,chr5:564496,5,564496,564372,564680
3502,chr5:564551,5,564551,564372,564680
3504,chr5:564574,5,564574,564372,564680
3604,chr6:23172,6,23172,22804,26594
3605,chr6:23564,6,23564,22804,26594
3606,chr6:26594,6,26594,22804,26594
3608,chr6:27549,6,27549,27549,27549
3614,chr6:29838,6,29838,27767,29838
3621,chr6:32438,6,32438,32438,57460
3622,chr6:35840,6,35840,32438,57460
3624,chr6:36236,6,36236,32438,57460
3625,chr6:38641,6,38641,32438,57460
3628,chr6:39609,6,39609,32438,57460
3629,chr6:40630,6,40630,32438,57460
3631,chr6:41221,6,41221,32438,57460
3632,chr6:41296,6,41296,32438,57460
3636,chr6:42992,6,42992,32438,57460
3638,chr6:45815,6,45815,32438,57460
3639,chr6:47290,6,47290,32438,57460
3642,chr6:48921,6,48921,32438,57460
3643,chr6:50414,6,50414,32438,57460
3644,chr6:50685,6,50685,32438,57460
3645,chr6:50825,6,50825,32438,57460
3650,chr6:51781,6,51781,32438,57460
3651,chr6:52550,6,52550,32438,57460
3652,chr6:53989,6,53989,32438,57460
3653,chr6:54487,6,54487,32438,57460
3654,chr6:54932,6,54932,32438,57460
3655,chr6:55876,6,55876,32438,57460
3656,chr6:56091,6,56091,32438,57460
3657,chr6:57460,6,57460,32438,57460
3660,chr6:62743,6,62743,62743,72514
3661,chr6:62990,6,62990,62743,72514
3668,chr6:67184,6,67184,62743,72514
3669,chr6:71471,6,71471,62743,72514
3671,chr6:72514,6,72514,62743,72514
3677,chr6:75397,6,75397,74913,76427
3679,chr6:76486,6,76486,76486,76486
3683,chr6:78381,6,78381,78316,83761
3684,chr6:78862,6,78862,78316,83761
3687,chr6:79955,6,79955,78316,83761
3688,chr6:80725,6,80725,78316,83761
3692,chr6:88005,6,88005,88005,88006
3693,chr6:88006,6,88006,88005,88006
3694,chr6:88009,6,88009,88009,88009
3696,chr6:88398,6,88398,88398,92208
3698,chr6:90318,6,90318,88398,92208
3702,chr6:95448,6,95448,95448,95468
3703,chr6:95468,6,95468,95448,95468
3704,chr6:95926,6,95926,95926,95926
3707,chr6:98707,6,98707,98707,98707
3708,chr6:98879,6,98879,98879,98879
3710,chr6:101306,6,101306,101306,101478
3711,chr6:101424,6,101424,101306,101478
3714,chr6:101479,6,101479,101479,101479
3718,chr6:107478,6,107478,106653,107527
3720,chr6:111439,6,111439,111439,111439
3723,chr6:114692,6,114692,111711,116654
3724,chr6:114714,6,114714,111711,116654
3726,chr6:116654,6,116654,111711,116654
3731,chr6:151731,6,151731,118753,163435
3733,chr6:157270,6,157270,118753,163435
3736,chr6:162526,6,162526,118753,163435
3739,chr6:163435,6,163435,118753,163435
3743,chr6:167198,6,167198,166074,167705
3744,chr6:167434,6,167434,166074,167705
3746,chr6:167690,6,167690,166074,167705
3750,chr6:168223,6,168223,167939,168223
3753,chr6:168572,6,168572,168572,179311
3759,chr6:180643,6,180643,180643,191665
3765,chr6:188423,6,188423,180643,191665
3766,chr6:188938,6,188938,180643,191665
3768,chr6:191665,6,191665,180643,191665
3769,chr6:191802,6,191802,191802,191802
3776,chr6:201624,6,201624,199005,204681
3777,chr6:201882,6,201882,199005,204681
3784,chr6:208850,6,208850,208815,208850
3787,chr6:212247,6,212247,211447,223299
3788,chr6:214251,6,214251,211447,223299
3791,chr6:223266,6,223266,211447,223299
3793,chr6:225352,6,225352,225352,226929
3794,chr6:226182,6,226182,225352,226929
3801,chr6:229567,6,229567,229335,245636
3802,chr6:231725,6,231725,229335,245636
3803,chr6:232479,6,232479,229335,245636
3805,chr6:234833,6,234833,229335,245636
3807,chr6:240423,6,240423,229335,245636
3809,chr6:242390,6,242390,229335,245636
3811,chr6:244301,6,244301,229335,245636
3812,chr6:244932,6,244932,229335,245636
3821,chr6:246705,6,246705,246705,252271
3822,chr6:248124,6,248124,246705,252271
3823,chr6:251165,6,251165,246705,252271
3824,chr6:252271,6,252271,246705,252271
3825,chr6:253364,6,253364,253364,253364
3827,chr6:253758,6,253758,253516,262244
3829,chr6:255233,6,255233,253516,262244
3832,chr6:259953,6,259953,253516,262244
3833,chr6:260068,6,260068,253516,262244
3835,chr6:261534,6,261534,253516,262244
3836,chr6:261981,6,261981,253516,262244
3838,chr6:264000,6,264000,264000,270091
3841,chr6:265060,6,265060,264000,270091
3843,chr6:265477,6,265477,264000,270091
3845,chr6:266518,6,266518,264000,270091
3846,chr6:266627,6,266627,264000,270091
3884,chr7:27344,7,27344,21057,43683
3885,chr7:27845,7,27845,21057,43683
3887,chr7:29465,7,29465,21057,43683
3888,chr7:29523,7,29523,21057,43683
3889,chr7:31914,7,31914,21057,43683
3890,chr7:32249,7,32249,21057,43683
3900,chr7:35577,7,35577,21057,43683
3903,chr7:37288,7,37288,21057,43683
3907,chr7:43683,7,43683,21057,43683
3908,chr7:45345,7,45345,45345,45345
3911,chr7:45565,7,45565,45565,55912
3914,chr7:48435,7,48435,45565,55912
3915,chr7:50874,7,50874,45565,55912
3917,chr7:53416,7,53416,45565,55912
3921,chr7:53662,7,53662,45565,55912
3922,chr7:53700,7,53700,45565,55912
3923,chr7:53702,7,53702,45565,55912
3924,chr7:54897,7,54897,45565,55912
3925,chr7:55912,7,55912,45565,55912
3928,chr7:65725,7,65725,62689,68513
3929,chr7:66339,7,66339,62689,68513
3930,chr7:66622,7,66622,62689,68513
3931,chr7:68513,7,68513,62689,68513
3933,chr7:69396,7,69396,69394,69396
3942,chr7:83968,7,83968,83968,83968
3944,chr7:87147,7,87147,87147,88913
3946,chr7:87833,7,87833,87147,88913
3948,chr7:88913,7,88913,87147,88913
3951,chr7:92844,7,92844,90591,102167
3953,chr7:101935,7,101935,90591,102167
3954,chr7:102167,7,102167,90591,102167
3957,chr7:103929,7,103929,103626,114462
3958,chr7:105525,7,105525,103626,114462
3959,chr7:109520,7,109520,103626,114462
3960,chr7:109762,7,109762,103626,114462
3961,chr7:112259,7,112259,103626,114462
3963,chr7:115291,7,115291,115291,115294
3966,chr7:115759,7,115759,115759,122646
3967,chr7:120910,7,120910,115759,122646
3969,chr7:122646,7,122646,115759,122646
3970,chr7:128719,7,128719,128719,139844
3974,chr7:131402,7,131402,128719,139844
3975,chr7:131475,7,131475,128719,139844
3979,chr7:134556,7,134556,128719,139844
3980,chr7:139381,7,139381,128719,139844
3981,chr7:139844,7,139844,128719,139844
3986,chr7:142582,7,142582,140416,144443
3988,chr7:142656,7,142656,140416,144443
3990,chr7:142737,7,142737,140416,144443
3991,chr7:142798,7,142798,140416,144443
3992,chr7:142863,7,142863,140416,144443
3996,chr7:149745,7,149745,149219,154349
3998,chr7:154206,7,154206,149219,154349
4001,chr7:158616,7,158616,158616,159442
4005,chr7:163315,7,163315,163315,163315
4007,chr7:166144,7,166144,164509,166144
4008,chr7:166200,7,166200,166200,166200
4010,chr7:166259,7,166259,166259,169205
4013,chr7:170660,7,170660,170660,170661
4015,chr7:171892,7,171892,171892,171892
4022,chr7:181053,7,181053,174147,197274
4024,chr7:183625,7,183625,174147,197274
4026,chr7:191676,7,191676,174147,197274
4027,chr7:192137,7,192137,174147,197274
4028,chr7:192700,7,192700,174147,197274
4029,chr7:196064,7,196064,174147,197274
4031,chr7:199802,7,199802,199802,203677
4034,chr7:202122,7,202122,199802,203677
4035,chr7:202957,7,202957,199802,203677
4037,chr7:203971,7,203971,203971,203971
4038,chr7:204417,7,204417,204417,204417
4039,chr7:205155,7,205155,205155,205155
4040,chr7:205675,7,205675,205675,205675
4042,chr7:206511,7,206511,206511,207921
4044,chr7:207921,7,207921,206511,207921
4046,chr7:208986,7,208986,208986,209438
4050,chr7:227872,7,227872,225148,255972
4051,chr7:229363,7,229363,225148,255972
4052,chr7:229656,7,229656,225148,255972
4053,chr7:229803,7,229803,225148,255972
4057,chr7:232131,7,232131,225148,255972
4060,chr7:234702,7,234702,225148,255972
4061,chr7:235464,7,235464,225148,255972
4063,chr7:236277,7,236277,225148,255972
4064,chr7:237753,7,237753,225148,255972
4065,chr7:238084,7,238084,225148,255972
4067,chr7:241711,7,241711,225148,255972
4069,chr7:247666,7,247666,225148,255972
4074,chr7:257392,7,257392,257392,267569
4075,chr7:257488,7,257488,257392,267569
4076,chr7:257571,7,257571,257392,267569
4077,chr7:260913,7,260913,257392,267569
4080,chr7:272144,7,272144,272144,272365
4081,chr7:272225,7,272225,272144,272365
4083,chr7:272365,7,272365,272144,272365
4085,chr7:275338,7,275338,274400,276571
4088,chr7:283774,7,283774,283774,301066
4089,chr7:284360,7,284360,283774,301066
4091,chr7:293925,7,293925,283774,301066
4093,chr7:300508,7,300508,283774,301066
4096,chr7:307181,7,307181,307181,307181
4097,chr7:307209,7,307209,307209,307221
4104,chr7:320913,7,320913,320913,321449
4105,chr7:321449,7,321449,320913,321449
4106,chr7:321504,7,321504,321504,321504
4109,chr7:321749,7,321749,321718,324640
4111,chr7:323836,7,323836,321718,324640
4113,chr7:323971,7,323971,321718,324640
4114,chr7:324357,7,324357,321718,324640
4115,chr7:324640,7,324640,321718,324640
4118,chr7:329449,7,329449,326640,347717
4119,chr7:331193,7,331193,326640,347717
4123,chr7:335555,7,335555,326640,347717
4125,chr7:336457,7,336457,326640,347717
4133,chr7:341488,7,341488,326640,347717
4134,chr7:344309,7,344309,326640,347717
4136,chr7:345331,7,345331,326640,347717
4137,chr7:345428,7,345428,326640,347717
4138,chr7:345527,7,345527,326640,347717
4139,chr7:345530,7,345530,326640,347717
4142,chr7:348161,7,348161,348161,348161
4143,chr7:351511,7,351511,351511,359010
4144,chr7:354145,7,354145,351511,359010
4145,chr7:355322,7,355322,351511,359010
4147,chr7:356925,7,356925,351511,359010
4149,chr7:359316,7,359316,359316,359316
4150,chr7:360441,7,360441,360441,366066
4151,chr7:361541,7,361541,360441,366066
4152,chr7:361880,7,361880,360441,366066
4154,chr7:362066,7,362066,360441,366066
4155,chr7:362321,7,362321,360441,366066
4157,chr7:362516,7,362516,360441,366066
4162,chr7:367665,7,367665,366931,377575
4164,chr7:370476,7,370476,366931,377575
4165,chr7:370996,7,370996,366931,377575
4168,chr7:372094,7,372094,366931,377575
4170,chr7:373552,7,373552,366931,377575
4174,chr7:377575,7,377575,366931,377575
4178,chr7:378667,7,378667,377578,379511
4179,chr7:379511,7,379511,377578,379511
4181,chr7:389537,7,389537,389537,394456
4186,chr7:394889,7,394889,394889,394889
4187,chr7:395909,7,395909,395909,397449
4189,chr7:397449,7,397449,395909,397449
4191,chr7:398372,7,398372,398372,399178
4194,chr7:400387,7,400387,400387,400387
4197,chr7:407454,7,407454,407454,409806
4198,chr7:408316,7,408316,407454,409806
4199,chr7:408928,7,408928,407454,409806
4202,chr7:409847,7,409847,409847,412555
4203,chr7:409966,7,409966,409847,412555
4205,chr7:412413,7,412413,409847,412555
4207,chr7:412630,7,412630,412630,412630
4212,chr7:413738,7,413738,412717,414263
4213,chr7:413763,7,413763,412717,414263
4214,chr7:414263,7,414263,412717,414263
4216,chr7:414290,7,414290,414290,433131
4217,chr7:414560,7,414560,414290,433131
4219,chr7:416060,7,416060,414290,433131
4220,chr7:416657,7,416657,414290,433131
4221,chr7:416947,7,416947,414290,433131
4223,chr7:417241,7,417241,414290,433131
4225,chr7:418232,7,418232,414290,433131
4237,chr7:427479,7,427479,414290,433131
4239,chr7:430559,7,430559,414290,433131
4241,chr7:433131,7,433131,414290,433131
4244,chr7:433639,7,433639,433461,433848
4246,chr7:433809,7,433809,433461,433848
4248,chr7:433855,7,433855,433855,433855
4250,chr7:433856,7,433856,433855,438823
4252,chr7:434363,7,434363,433855,438823
4253,chr7:434513,7,434513,433855,438823
4256,chr7:435530,7,435530,433855,438823
4257,chr7:435937,7,435937,433855,438823
4258,chr7:436038,7,436038,433855,438823
4259,chr7:436063,7,436063,433855,438823
4260,chr7:436337,7,436337,433855,438823
4261,chr7:437491,7,437491,433855,438823
4264,chr7:438728,7,438728,433855,438823
4266,chr7:440441,7,440441,440441,440441
4269,chr7:446235,7,446235,446235,449489
4271,chr7:449489,7,449489,446235,449489
4272,chr7:454664,7,454664,454664,458995
4274,chr7:455735,7,455735,454664,458995
4275,chr7:458896,7,458896,454664,458995
4280,chr7:460988,7,460988,460296,467497
4282,chr7:462915,7,462915,460296,467497
4283,chr7:465310,7,465310,460296,467497
4292,chr7:471518,7,471518,469647,508787
4294,chr7:477177,7,477177,469647,508787
4297,chr7:479063,7,479063,469647,508787
4299,chr7:479883,7,479883,469647,508787
4301,chr7:485796,7,485796,469647,508787
4303,chr7:487444,7,487444,469647,508787
4304,chr7:489418,7,489418,469647,508787
4305,chr7:492815,7,492815,469647,508787
4306,chr7:494079,7,494079,469647,508787
4307,chr7:494841,7,494841,469647,508787
4308,chr7:494885,7,494885,469647,508787
4311,chr7:506260,7,506260,469647,508787
4313,chr7:508075,7,508075,469647,508787
4314,chr7:508351,7,508351,469647,508787
4320,chr7:524944,7,524944,516852,531465
4321,chr7:529282,7,529282,516852,531465
4327,chr7:534871,7,534871,533328,558857
4329,chr7:543693,7,543693,533328,558857
4331,chr7:545882,7,545882,533328,558857
4336,chr7:558857,7,558857,533328,558857
4338,chr7:568033,7,568033,568033,592987
4340,chr7:568267,7,568267,568033,592987
4341,chr7:568279,7,568279,568033,592987
4342,chr7:568520,7,568520,568033,592987
4344,chr7:576468,7,576468,568033,592987
4345,chr7:577840,7,577840,568033,592987
4346,chr7:578213,7,578213,568033,592987
4352,chr7:583615,7,583615,568033,592987
4355,chr7:587240,7,587240,568033,592987
4356,chr7:587567,7,587567,568033,592987
4358,chr7:591077,7,591077,568033,592987
4359,chr7:592042,7,592042,568033,592987
4362,chr7:592970,7,592970,568033,592987
4363,chr7:592987,7,592987,568033,592987
4367,chr7:593616,7,593616,593465,605966
4373,chr7:594969,7,594969,593465,605966
4374,chr7:596233,7,596233,593465,605966
4376,chr7:597251,7,597251,593465,605966
4377,chr7:598680,7,598680,593465,605966
4378,chr7:599356,7,599356,593465,605966
4380,chr7:601612,7,601612,593465,605966
4382,chr7:605966,7,605966,593465,605966
4383,chr7:607418,7,607418,607418,607495
4384,chr7:607495,7,607495,607418,607495
4387,chr7:609851,7,609851,609851,609851
4389,chr7:610923,7,610923,610875,616053
4390,chr7:611358,7,611358,610875,616053
4396,chr7:616486,7,616486,616486,625864
4397,chr7:617052,7,617052,616486,625864
4398,chr7:617977,7,617977,616486,625864
4399,chr7:619361,7,619361,616486,625864
4401,chr7:620294,7,620294,616486,625864
4403,chr7:620796,7,620796,616486,625864
4404,chr7:622096,7,622096,616486,625864
4411,chr7:629919,7,629919,627924,634684
4413,chr7:630680,7,630680,627924,634684
4424,chr7:640575,7,640575,638015,644412
4425,chr7:642057,7,642057,638015,644412
4426,chr7:642267,7,642267,638015,644412
4428,chr7:643082,7,643082,638015,644412
4429,chr7:644412,7,644412,638015,644412
4431,chr7:645493,7,645493,645493,649406
4434,chr7:647344,7,647344,645493,649406
4437,chr7:648927,7,648927,645493,649406
4438,chr7:648978,7,648978,645493,649406
4441,chr7:652017,7,652017,652017,653248
4443,chr7:653017,7,653017,652017,653248
4444,chr7:653148,7,653148,652017,653248
4451,chr7:657869,7,657869,656911,659935
4452,chr7:658138,7,658138,656911,659935
4453,chr7:658177,7,658177,656911,659935
4463,chr7:660057,7,660057,660023,676388
4472,chr7:668812,7,668812,660023,676388
4473,chr7:669370,7,669370,660023,676388
4475,chr7:676388,7,676388,660023,676388
4476,chr7:677969,7,677969,677969,677969
4479,chr7:678180,7,678180,678180,712998
4481,chr7:678429,7,678429,678180,712998
4482,chr7:678526,7,678526,678180,712998
4483,chr7:681312,7,681312,678180,712998
4490,chr7:701396,7,701396,678180,712998
4492,chr7:702818,7,702818,678180,712998
4494,chr7:703750,7,703750,678180,712998
4495,chr7:704214,7,704214,678180,712998
4496,chr7:705337,7,705337,678180,712998
4497,chr7:705700,7,705700,678180,712998
4501,chr7:713788,7,713788,713462,727060
4503,chr7:714599,7,714599,713462,727060
4511,chr7:719941,7,719941,713462,727060
4512,chr7:722595,7,722595,713462,727060
4514,chr7:726885,7,726885,713462,727060
4517,chr7:727961,7,727961,727961,732233
4518,chr7:729111,7,729111,727961,732233
4519,chr7:729257,7,729257,727961,732233
4520,chr7:729377,7,729377,727961,732233
4523,chr7:730706,7,730706,727961,732233
4524,chr7:730940,7,730940,727961,732233
4530,chr7:739354,7,739354,738918,739354
4531,chr7:751217,7,751217,751217,762575
4532,chr7:753356,7,753356,751217,762575
4533,chr7:754860,7,754860,751217,762575
4541,chr7:767102,7,767102,766310,769305
4545,chr7:779852,7,779852,776465,784494
4553,chr7:789160,7,789160,785343,789160
4556,chr7:791524,7,791524,790984,793559
4562,chr7:793218,7,793218,790984,793559
4569,chr7:796731,7,796731,796731,806826
4574,chr7:801370,7,801370,796731,806826
4575,chr7:803217,7,803217,796731,806826
4577,chr7:805984,7,805984,796731,806826
4578,chr7:806826,7,806826,796731,806826
4581,chr7:808306,7,808306,807907,810789
4582,chr7:809363,7,809363,807907,810789
4584,chr7:809640,7,809640,807907,810789
4588,chr7:810789,7,810789,807907,810789
4590,chr7:823954,7,823954,823954,845626
4593,chr7:829069,7,829069,823954,845626
4595,chr7:832207,7,832207,823954,845626
4596,chr7:833212,7,833212,823954,845626
4598,chr7:837414,7,837414,823954,845626
4600,chr7:838817,7,838817,823954,845626
4603,chr7:843675,7,843675,823954,845626
4607,chr7:853046,7,853046,850794,854905
4608,chr7:853535,7,853535,850794,854905
4609,chr7:854465,7,854465,850794,854905
4611,chr7:855140,7,855140,855140,855140
4613,chr7:857585,7,857585,857585,857585
4616,chr7:862412,7,862412,858005,876475
4617,chr7:865950,7,865950,858005,876475
4620,chr7:868348,7,868348,858005,876475
4621,chr7:868406,7,868406,858005,876475
4622,chr7:868413,7,868413,858005,876475
4624,chr7:868494,7,868494,858005,876475
4625,chr7:868670,7,868670,858005,876475
4626,chr7:869033,7,869033,858005,876475
4627,chr7:869127,7,869127,858005,876475
4628,chr7:869641,7,869641,858005,876475
4629,chr7:870055,7,870055,858005,876475
4630,chr7:870103,7,870103,858005,876475
4631,chr7:870220,7,870220,858005,876475
4635,chr7:873805,7,873805,858005,876475
4636,chr7:874582,7,874582,858005,876475
4637,chr7:875048,7,875048,858005,876475
4638,chr7:875085,7,875085,858005,876475
4639,chr7:875606,7,875606,858005,876475
4641,chr7:876358,7,876358,858005,876475
4644,chr7:876542,7,876542,876542,876544
4645,chr7:876544,7,876544,876542,876544
4646,chr7:876575,7,876575,876575,876575
4648,chr7:876951,7,876951,876951,876951
4650,chr7:877185,7,877185,877072,885002
4654,chr7:877846,7,877846,877072,885002
4655,chr7:885002,7,885002,877072,885002
4658,chr7:885994,7,885994,885994,885994
4659,chr7:886493,7,886493,886493,912826
4664,chr7:888223,7,888223,886493,912826
4665,chr7:888397,7,888397,886493,912826
4666,chr7:889615,7,889615,886493,912826
4667,chr7:891245,7,891245,886493,912826
4668,chr7:891293,7,891293,886493,912826
4670,chr7:892105,7,892105,886493,912826
4675,chr7:895001,7,895001,886493,912826
4676,chr7:895337,7,895337,886493,912826
4678,chr7:895555,7,895555,886493,912826
4682,chr7:896456,7,896456,886493,912826
4683,chr7:898683,7,898683,886493,912826
4684,chr7:898738,7,898738,886493,912826
4685,chr7:902481,7,902481,886493,912826
4686,chr7:903446,7,903446,886493,912826
4687,chr7:905164,7,905164,886493,912826
4688,chr7:905443,7,905443,886493,912826
4689,chr7:907716,7,907716,886493,912826
4692,chr7:912826,7,912826,886493,912826
4702,chr7:925457,7,925457,920923,935765
