"","ORFs","Gene_names"
"931","YOL092W","YPQ1"
"932","YOL091W","SPO21"
"933","YOL090W","MSH2"
"934","YOL089C","HAL9"
"935","YOL088C","MPD2"
"936","YOL087C","DUF1"
"937","YOL086W-A","MHF1"
"938","YOL086C","ADH1"
"939","YOL084W","PHM7"
"940","YOL083W","ATG34"
"941","YOL082W","ATG19"
"942","YOL081W","IRA2"
"943","YOL080C","REX4"
"944","YOL078W","AVO1"
"945","YOL077W-A","ATP19"
"946","YOL077C","BRX1"
"947","YOL076W","MDM20"
"948","YOL073C","DSC2"
"949","YOL072W","THP1"
"950","YOL071W","SDH5"
"951","YOL070C","NBA1"
"952","YOL069W","NUF2"
"953","YOL068C","HST1"
"954","YOL067C","RTG1"
"955","YOL066C","RIB2"
"956","YOL065C","INP54"
"957","YOL064C","MET22"
"958","YOL063C","CRT10"
"959","YOL062C","APM4"
"960","YOL061W","PRS5"
"961","YOL060C","MAM3"
"962","YOL059W","GPD2"
"963","YOL058W","ARG1"
"964","YOL056W","GPM3"
"965","YOL055C","THI20"
"966","YOL054W","PSH1"
"967","YOL053W","AIM39"
"968","YOL052C-A","DDR2"
"969","YOL052C","SPE2"
"970","YOL051W","GAL11"
"971","YOL049W","GSH2"
"972","YOL048C","RRT8"
"973","YOL047C","LDS2"
"974","YOL045W","PSK2"
"975","YOL044W","PEX15"
"976","YOL043C","NTG2"
"977","YOL042W","NGL1"
"978","YOL041C","NOP12"
"979","YOL040C","RPS15"
"980","YOL039W","RPP2A"
"981","YOL038W","PRE6"
"982","YOL034W","SMC5"
"983","YOL033W","MSE1"
"984","YOL032W","OPI10"
"985","YOL031C","SIL1"
"986","YOL030W","GAS5"
"987","YOL028C","YAP7"
"988","YOL027C","MDM38"
"989","YOL026C","MIM1"
"990","YOL025W","LAG2"
"991","YOL023W","IFM1"
"992","YOL022C","TSR4"
"993","YOL021C","DIS3"
"994","YOL020W","TAT2"
"995","YOL018C","TLG2"
"996","YOL017W","ESC8"
"997","YOL016C","CMK2"
"998","YOL015W","IRC10"
"999","YOL013C","HRD1"
"1000","YOL012C","HTZ1"
"1001","YOL011W","PLB3"
"1002","YOL010W","RCL1"
"1003","YOL009C","MDM12"
"1004","YOL008W","COQ10"
"1005","YOL007C","CSI2"
"1006","YOL006C","TOP1"
"1007","YOL005C","RPB11"
"1008","YOL004W","SIN3"
"1009","YOL003C","PFA4"
"1010","YOL002C","IZH2"
"1011","YOL001W","PHO80"
"1012","YNR076W","PAU6"
"1013","YNR075W","COS10"
"1014","YNR074C","AIF1"
"1015","YNR073C","MAN2"
"1016","YNR072W","HXT17"
"1017","YNR070W","PDR18"
"1018","YNR069C","BSC5"
"1019","YNR067C","DSE4"
"1020","YNR060W","FRE4"
"1021","YNR059W","MNT4"
"1022","YNR058W","BIO3"
"1023","YNR057C","BIO4"
"1024","YNR056C","BIO5"
"1025","YNR055C","HOL1"
"1026","YNR054C","ESF2"
"1027","YNR053C","NOG2"
"1028","YNR052C","POP2"
"1029","YNR051C","BRE5"
"1030","YNR050C","LYS9"
"1031","YNR049C","MSO1"
"1032","YNR047W","FPK1"
"1033","YNR046W","TRM112"
"1034","YNR045W","PET494"
"1035","YNR044W","AGA1"
"1036","YNR043W","MVD1"
"1037","YNR041C","COQ2"
"1038","YNR039C","ZRG17"
"1039","YNR038W","DBP6"
"1040","YNR037C","RSM19"
"1041","YNR036C","MRPS12"
"1042","YNR035C","ARC35"
"1043","YNR034W-A","EGO4"
"1044","YNR034W","SOL1"
"1045","YNR033W","ABZ1"
"1046","YNR032W","PPG1"
"1047","YNR032C-A","HUB1"
"1048","YNR031C","SSK2"
"1049","YNR030W","ALG12"
"1050","YNR028W","CPR8"
"1051","YNR027W","BUD17"
"1052","YNR026C","SEC12"
"1053","YNR024W","MPP6"
"1054","YNR023W","SNF12"
"1055","YNR022C","MRPL50"
"1056","YNR020C","ATP23"
"1057","YNR019W","ARE2"
"1058","YNR018W","RCF2"
"1059","YNR017W","TIM23"
"1060","YNR016C","ACC1"
"1061","YNR015W","SMM1"
"1062","YNR013C","PHO91"
"1063","YNR012W","URK1"
"1064","YNR011C","PRP2"
"1065","YNR010W","CSE2"
"1066","YNR009W","NRM1"
"1067","YNR008W","LRO1"
"1068","YNR007C","ATG3"
"1069","YNR006W","VPS27"
"1070","YNR004W","SWM2"
"1071","YNR003C","RPC34"
"1072","YNR002C","ATO2"
"1073","YNR001C","CIT1"
"1074","YNL339C","YRF1-6"
"1075","YNL336W","COS1"
"1076","YNL335W","DDI3"
"1077","YNL334C","SNO2"
"1078","YNL333W","SNZ2"
"1079","YNL332W","THI12"
"1080","YNL331C","AAD14"
"1081","YNL330C","RPD3"
"1082","YNL329C","PEX6"
"1083","YNL328C","MDJ2"
"1084","YNL327W","EGT2"
"1085","YNL326C","PFA3"
"1086","YNL325C","FIG4"
"1087","YNL323W","LEM3"
"1088","YNL322C","KRE1"
"1089","YNL321W","VNX1"
"1090","YNL318C","HXT14"
"1091","YNL317W","PFS2"
"1092","YNL316C","PHA2"
"1093","YNL315C","ATP11"
"1094","YNL314W","DAL82"
"1095","YNL313C","EMW1"
"1096","YNL312W","RFA2"
"1097","YNL311C","SKP2"
"1098","YNL310C","ZIM17"
"1099","YNL309W","STB1"
"1100","YNL308C","KRI1"
"1101","YNL307C","MCK1"
"1102","YNL306W","MRPS18"
"1103","YNL305C","BXI1"
"1104","YNL304W","YPT11"
"1105","YNL302C","RPS19B"
"1106","YNL301C","RPL18B"
"1107","YNL300W","TOS6"
"1108","YNL299W","TRF5"
"1109","YNL298W","CLA4"
"1110","YNL297C","MON2"
"1111","YNL295W","MRX6"
"1112","YNL294C","RIM21"
"1113","YNL293W","MSB3"
"1114","YNL292W","PUS4"
"1115","YNL291C","MID1"
"1116","YNL290W","RFC3"
"1117","YNL289W","PCL1"
"1118","YNL288W","CAF40"
"1119","YNL287W","SEC21"
"1120","YNL286W","CUS2"
"1121","YNL284C","MRPL10"
"1122","YNL283C","WSC2"
"1123","YNL282W","POP3"
"1124","YNL281W","HCH1"
"1125","YNL280C","ERG24"
"1126","YNL279W","PRM1"
"1127","YNL278W","CAF120"
"1128","YNL277W","MET2"
"1129","YNL275W","BOR1"
"1130","YNL274C","GOR1"
"1131","YNL273W","TOF1"
"1132","YNL272C","SEC2"
"1133","YNL271C","BNI1"
"1134","YNL270C","ALP1"
"1135","YNL269W","BSC4"
"1136","YNL268W","LYP1"
"1137","YNL267W","PIK1"
"1138","YNL265C","IST1"
"1139","YNL264C","PDR17"
"1140","YNL263C","YIF1"
"1141","YNL262W","POL2"
"1142","YNL261W","ORC5"
"1143","YNL260C","LTO1"
"1144","YNL259C","ATX1"
"1145","YNL258C","DSL1"
"1146","YNL257C","SIP3"
"1147","YNL256W","FOL1"
"1148","YNL255C","GIS2"
"1149","YNL254C","RTC4"
"1150","YNL253W","TEX1"
"1151","YNL252C","MRPL17"
"1152","YNL251C","NRD1"
"1153","YNL250W","RAD50"
"1154","YNL249C","MPA43"
"1155","YNL248C","RPA49"
"1156","YNL246W","VPS75"
"1157","YNL245C","CWC25"
"1158","YNL244C","SUI1"
"1159","YNL243W","SLA2"
"1160","YNL242W","ATG2"
"1161","YNL241C","ZWF1"
"1162","YNL240C","NAR1"
"1163","YNL239W","LAP3"
"1164","YNL238W","KEX2"
"1165","YNL237W","YTP1"
"1166","YNL236W","SIN4"
"1167","YNL233W","BNI4"
"1168","YNL232W","CSL4"
"1169","YNL231C","PDR16"
"1170","YNL230C","ELA1"
"1171","YNL229C","URE2"
"1172","YNL227C","JJJ1"
"1173","YNL225C","CNM67"
"1174","YNL224C","SQS1"
"1175","YNL223W","ATG4"
"1176","YNL222W","SSU72"
"1177","YNL221C","POP1"
"1178","YNL220W","ADE12"
"1179","YNL219C","ALG9"
"1180","YNL218W","MGS1"
"1181","YNL216W","RAP1"
"1182","YNL215W","IES2"
"1183","YNL214W","PEX17"
"1184","YNL213C","RRG9"
"1185","YNL212W","VID27"
"1186","YNL211C","MRX7"
"1187","YNL210W","MER1"
"1188","YNL209W","SSB2"
"1189","YNL207W","RIO2"
"1190","YNL206C","RTT106"
"1191","YNL204C","SPS18"
"1192","YNL202W","SPS19"
"1193","YNL201C","PSY2"
"1194","YNL200C","NNR1"
"1195","YNL199C","GCR2"
"1196","YNL197C","WHI3"
"1197","YNL196C","SLZ1"
"1198","YNL192W","CHS1"
"1199","YNL191W","DUG3"
"1200","YNL189W","SRP1"
"1201","YNL188W","KAR1"
"1202","YNL187W","SWT21"
"1203","YNL186W","UBP10"
"1204","YNL185C","MRPL19"
"1205","YNL183C","NPR1"
"1206","YNL182C","IPI3"
"1207","YNL181W","PBR1"
"1208","YNL180C","RHO5"
"1209","YNL178W","RPS3"
"1210","YNL177C","MRPL22"
"1211","YNL176C","TDA7"
"1212","YNL175C","NOP13"
"1213","YNL173C","MDG1"
"1214","YNL172W","APC1"
"1215","YNL169C","PSD1"
"1216","YNL168C","FMP41"
"1217","YNL167C","SKO1"
"1218","YNL166C","BNI5"
"1219","YNL164C","IBD2"
"1220","YNL163C","RIA1"
"1221","YNL162W","RPL42A"
"1222","YNL161W","CBK1"
"1223","YNL160W","YGP1"
"1224","YNL159C","ASI2"
"1225","YNL158W","PGA1"
"1226","YNL157W","IGO1"
"1227","YNL156C","NSG2"
"1228","YNL155W","CUZ1"
"1229","YNL154C","YCK2"
"1230","YNL153C","GIM3"
"1231","YNL152W","INN1"
"1232","YNL151C","RPC31"
"1233","YNL149C","PGA2"
"1234","YNL148C","ALF1"
"1235","YNL147W","LSM7"
"1236","YNL145W","MFA2"
"1237","YNL142W","MEP2"
"1238","YNL141W","AAH1"
"1239","YNL139C","THO2"
"1240","YNL138W-A","YSF3"
"1241","YNL138W","SRV2"
"1242","YNL137C","NAM9"
"1243","YNL136W","EAF7"
"1244","YNL135C","FPR1"
"1245","YNL133C","FYV6"
"1246","YNL132W","KRE33"
"1247","YNL131W","TOM22"
"1248","YNL130C-A","DGR1"
"1249","YNL130C","CPT1"
"1250","YNL129W","NRK1"
"1251","YNL128W","TEP1"
"1252","YNL127W","FAR11"
"1253","YNL126W","SPC98"
"1254","YNL125C","ESBP6"
"1255","YNL124W","NAF1"
"1256","YNL123W","NMA111"
"1257","YNL121C","TOM70"
"1258","YNL119W","NCS2"
"1259","YNL118C","DCP2"
"1260","YNL117W","MLS1"
"1261","YNL116W","DMA2"
"1262","YNL113W","RPC19"
"1263","YNL112W","DBP2"
"1264","YNL111C","CYB5"
"1265","YNL110C","NOP15"
"1266","YNL107W","YAF9"
"1267","YNL106C","INP52"
"1268","YNL105W","RRT16"
"1269","YNL104C","LEU4"
"1270","YNL103W","MET4"
"1271","YNL102W","POL1"
"1272","YNL101W","AVT4"
"1273","YNL100W","MIC27"
"1274","YNL099C","OCA1"
"1275","YNL098C","RAS2"
"1276","YNL097C","PHO23"
"1277","YNL096C","RPS7B"
"1278","YNL094W","APP1"
"1279","YNL093W","YPT53"
"1280","YNL091W","NST1"
"1281","YNL090W","RHO2"
"1282","YNL088W","TOP2"
"1283","YNL087W","TCB2"
"1284","YNL086W","SNN1"
"1285","YNL085W","MKT1"
"1286","YNL084C","END3"
"1287","YNL083W","SAL1"
"1288","YNL082W","PMS1"
"1289","YNL081C","SWS2"
"1290","YNL080C","EOS1"
"1291","YNL079C","TPM1"
"1292","YNL078W","NIS1"
"1293","YNL077W","APJ1"
"1294","YNL076W","MKS1"
"1295","YNL075W","IMP4"
"1296","YNL074C","MLF3"
"1297","YNL073W","MSK1"
"1298","YNL072W","RNH201"
"1299","YNL071W","LAT1"
"1300","YNL070W","TOM7"
"1301","YNL069C","RPL16B"
"1302","YNL068C","FKH2"
"1303","YNL067W","RPL9B"
"1304","YNL066W","SUN4"
"1305","YNL065W","AQR1"
"1306","YNL064C","YDJ1"
"1307","YNL063W","MTQ1"
"1308","YNL062C","GCD10"
"1309","YNL061W","NOP2"
"1310","YNL059C","ARP5"
"1311","YNL056W","OCA2"
"1312","YNL055C","POR1"
"1313","YNL054W","VAC7"
"1314","YNL053W","MSG5"
"1315","YNL052W","COX5A"
"1316","YNL051W","COG5"
"1317","YNL049C","SFB2"
"1318","YNL048W","ALG11"
"1319","YNL047C","SLM2"
"1320","YNL045W","LAP2"
"1321","YNL044W","YIP3"
"1322","YNL042W","BOP3"
"1323","YNL041C","COG6"
"1324","YNL039W","BDP1"
"1325","YNL038W","GPI15"
"1326","YNL037C","IDH1"
"1327","YNL036W","NCE103"
"1328","YNL032W","SIW14"
"1329","YNL031C","HHT2"
"1330","YNL030W","HHF2"
"1331","YNL029C","KTR5"
"1332","YNL027W","CRZ1"
"1333","YNL026W","SAM50"
"1334","YNL025C","SSN8"
"1335","YNL024C-A","KSH1"
"1336","YNL024C","EFM6"
"1337","YNL023C","FAP1"
"1338","YNL022C","RCM1"
"1339","YNL021W","HDA1"
"1340","YNL020C","ARK1"
"1341","YNL016W","PUB1"
"1342","YNL015W","PBI2"
"1343","YNL014W","HEF3"
"1344","YNL012W","SPO1"
"1345","YNL009W","IDP3"
"1346","YNL008C","ASI3"
"1347","YNL007C","SIS1"
"1348","YNL006W","LST8"
"1349","YNL005C","MRP7"
"1350","YNL004W","HRB1"
"1351","YNL003C","PET8"
"1352","YNL002C","RLP7"
"1353","YNL001W","DOM34"
"1354","YMR325W","PAU19"
"1355","YMR323W","ERR3"
"1356","YMR322C","SNO4"
"1357","YMR319C","FET4"
"1358","YMR318C","ADH6"
"1359","YMR316W","DIA1"
"1360","YMR314W","PRE5"
"1361","YMR313C","TGL3"
"1362","YMR312W","ELP6"
"1363","YMR311C","GLC8"
"1364","YMR309C","NIP1"
"1365","YMR308C","PSE1"
"1366","YMR307W","GAS1"
"1367","YMR306W","FKS3"
"1368","YMR305C","SCW10"
"1369","YMR304W","UBP15"
"1370","YMR303C","ADH2"
"1371","YMR302C","YME2"
"1372","YMR301C","ATM1"
"1373","YMR300C","ADE4"
"1374","YMR299C","DYN3"
"1375","YMR298W","LIP1"
"1376","YMR297W","PRC1"
"1377","YMR296C","LCB1"
"1378","YMR294W","JNM1"
"1379","YMR293C","HER2"
"1380","YMR292W","GOT1"
"1381","YMR291W","TDA1"
"1382","YMR290C","HAS1"
"1383","YMR289W","ABZ2"
"1384","YMR288W","HSH155"
"1385","YMR287C","DSS1"
"1386","YMR286W","MRPL33"
"1387","YMR285C","NGL2"
"1388","YMR284W","YKU70"
"1389","YMR283C","RIT1"
"1390","YMR282C","AEP2"
"1391","YMR281W","GPI12"
"1392","YMR280C","CAT8"
"1393","YMR278W","PRM15"
"1394","YMR277W","FCP1"
"1395","YMR276W","DSK2"
"1396","YMR275C","BUL1"
"1397","YMR274C","RCE1"
"1398","YMR273C","ZDS1"
"1399","YMR272C","SCS7"
"1400","YMR271C","URA10"
"1401","YMR270C","RRN9"
"1402","YMR269W","TMA23"
"1403","YMR268C","PRP24"
"1404","YMR267W","PPA2"
"1405","YMR266W","RSN1"
"1406","YMR264W","CUE1"
"1407","YMR263W","SAP30"
"1408","YMR261C","TPS3"
"1409","YMR260C","TIF11"
"1410","YMR259C","TRM732"
"1411","YMR258C","ROY1"
"1412","YMR257C","PET111"
"1413","YMR256C","COX7"
"1414","YMR255W","GFD1"
"1415","YMR251W-A","HOR7"
"1416","YMR251W","GTO3"
"1417","YMR250W","GAD1"
"1418","YMR247C","RKR1"
"1419","YMR246W","FAA4"
"1420","YMR244C-A","COA6"
"1421","YMR243C","ZRC1"
"1422","YMR242C","RPL20A"
"1423","YMR241W","YHM2"
"1424","YMR240C","CUS1"
"1425","YMR239C","RNT1"
"1426","YMR238W","DFG5"
"1427","YMR237W","BCH1"
"1428","YMR236W","TAF9"
"1429","YMR235C","RNA1"
"1430","YMR234W","RNH1"
"1431","YMR233W","TRI1"
"1432","YMR232W","FUS2"
"1433","YMR231W","PEP5"
"1434","YMR230W","RPS10B"
"1435","YMR229C","RRP5"
"1436","YMR228W","MTF1"
"1437","YMR227C","TAF7"
"1438","YMR225C","MRPL44"
"1439","YMR224C","MRE11"
"1440","YMR223W","UBP8"
"1441","YMR222C","FSH2"
"1442","YMR221C","FMP42"
"1443","YMR220W","ERG8"
"1444","YMR219W","ESC1"
"1445","YMR218C","TRS130"
"1446","YMR217W","GUA1"
"1447","YMR216C","SKY1"
"1448","YMR215W","GAS3"
"1449","YMR214W","SCJ1"
"1450","YMR213W","CEF1"
"1451","YMR212C","EFR3"
"1452","YMR211W","DML1"
"1453","YMR210W","MGL2"
"1454","YMR208W","ERG12"
"1455","YMR207C","HFA1"
"1456","YMR205C","PFK2"
"1457","YMR204C","INP1"
"1458","YMR203W","TOM40"
"1459","YMR202W","ERG2"
"1460","YMR201C","RAD14"
"1461","YMR200W","ROT1"
"1462","YMR199W","CLN1"
"1463","YMR198W","CIK1"
"1464","YMR197C","VTI1"
"1465","YMR195W","ICY1"
"1466","YMR194W","RPL36A"
"1467","YMR194C-B","CMC4"
"1468","YMR193W","MRPL24"
"1469","YMR192W","GYL1"
"1470","YMR191W","SPG5"
"1471","YMR190C","SGS1"
"1472","YMR189W","GCV2"
"1473","YMR188C","MRPS17"
"1474","YMR186W","HSC82"
"1475","YMR185W","RTP1"
"1476","YMR184W","ADD37"
"1477","YMR183C","SSO2"
"1478","YMR182C","RGM1"
"1479","YMR180C","CTL1"
"1480","YMR179W","SPT21"
"1481","YMR177W","MMT1"
"1482","YMR176W","ECM5"
"1483","YMR175W","SIP18"
"1484","YMR174C","PAI3"
"1485","YMR173W","DDR48"
"1486","YMR172W","HOT1"
"1487","YMR171C","EAR1"
"1488","YMR170C","ALD2"
"1489","YMR169C","ALD3"
"1490","YMR168C","CEP3"
"1491","YMR167W","MLH1"
"1492","YMR166C","MME1"
"1493","YMR165C","PAH1"
"1494","YMR164C","MSS11"
"1495","YMR163C","INP2"
"1496","YMR162C","DNF3"
"1497","YMR161W","HLJ1"
"1498","YMR159C","ATG16"
"1499","YMR158W","MRPS8"
"1500","YMR157C","AIM36"
"1501","YMR156C","TPP1"
"1502","YMR154C","RIM13"
"1503","YMR153W","NUP53"
"1504","YMR152W","YIM1"
"1505","YMR151W","YIM2"
"1506","YMR150C","IMP1"
"1507","YMR149W","SWP1"
"1508","YMR148W","OSW5"
"1509","YMR146C","TIF34"
"1510","YMR145C","NDE1"
"1511","YMR144W","FDO1"
"1512","YMR143W","RPS16A"
"1513","YMR142C","RPL13B"
"1514","YMR140W","SIP5"
"1515","YMR139W","RIM11"
"1516","YMR138W","CIN4"
"1517","YMR137C","PSO2"
"1518","YMR136W","GAT2"
"1519","YMR135C","GID8"
"1520","YMR134W","ERG29"
"1521","YMR133W","REC114"
"1522","YMR132C","JLP2"
"1523","YMR131C","RRB1"
"1524","YMR129W","POM152"
"1525","YMR128W","ECM16"
"1526","YMR127C","SAS2"
"1527","YMR126C","DLT1"
"1528","YMR125W","STO1"
"1529","YMR124W","EPO1"
"1530","YMR123W","PKR1"
"1531","YMR121C","RPL15B"
"1532","YMR120C","ADE17"
"1533","YMR119W","ASI1"
"1534","YMR118C","SHH3"
"1535","YMR117C","SPC24"
"1536","YMR116C","ASC1"
"1537","YMR115W","MGR3"
"1538","YMR113W","FOL3"
"1539","YMR112C","MED11"
"1540","YMR110C","HFD1"
"1541","YMR109W","MYO5"
"1542","YMR108W","ILV2"
"1543","YMR107W","SPG4"
"1544","YMR106C","YKU80"
"1545","YMR105C","PGM2"
"1546","YMR104C","YPK2"
"1547","YMR101C","SRT1"
"1548","YMR100W","MUB1"
"1549","YMR098C","ATP25"
"1550","YMR097C","MTG1"
"1551","YMR096W","SNZ1"
"1552","YMR095C","SNO1"
"1553","YMR094W","CTF13"
"1554","YMR093W","UTP15"
"1555","YMR092C","AIP1"
"1556","YMR091C","NPL6"
"1557","YMR089C","YTA12"
"1558","YMR088C","VBA1"
"1559","YMR086W","SEG1"
"1560","YMR083W","ADH3"
"1561","YMR081C","ISF1"
"1562","YMR080C","NAM7"
"1563","YMR079W","SEC14"
"1564","YMR078C","CTF18"
"1565","YMR077C","VPS20"
"1566","YMR076C","PDS5"
"1567","YMR075W","RCO1"
"1568","YMR074C","SDD2"
"1569","YMR073C","IRC21"
"1570","YMR072W","ABF2"
"1571","YMR071C","TVP18"
"1572","YMR070W","MOT3"
"1573","YMR069W","NAT4"
"1574","YMR068W","AVO2"
"1575","YMR067C","UBX4"
"1576","YMR066W","SOV1"
"1577","YMR065W","KAR5"
"1578","YMR064W","AEP1"
"1579","YMR063W","RIM9"
"1580","YMR062C","ARG7"
"1581","YMR061W","RNA14"
"1582","YMR060C","SAM37"
"1583","YMR059W","SEN15"
"1584","YMR058W","FET3"
"1585","YMR056C","AAC1"
"1586","YMR055C","BUB2"
"1587","YMR054W","STV1"
"1588","YMR053C","STB2"
"1589","YMR052W","FAR3"
"1590","YMR049C","ERB1"
"1591","YMR048W","CSM3"
"1592","YMR047C","NUP116"
"1593","YMR044W","IOC4"
"1594","YMR043W","MCM1"
"1595","YMR042W","ARG80"
"1596","YMR041C","ARA2"
"1597","YMR040W","YET2"
"1598","YMR039C","SUB1"
"1599","YMR038C","CCS1"
"1600","YMR037C","MSN2"
"1601","YMR036C","MIH1"
"1602","YMR035W","IMP2"
"1603","YMR034C","RCH1"
"1604","YMR033W","ARP9"
"1605","YMR032W","HOF1"
"1606","YMR031C","EIS1"
"1607","YMR030W","RSF1"
"1608","YMR029C","FAR8"
"1609","YMR028W","TAP42"
"1610","YMR026C","PEX12"
"1611","YMR025W","CSI1"
"1612","YMR024W","MRPL3"
"1613","YMR023C","MSS1"
"1614","YMR022W","UBC7"
"1615","YMR021C","MAC1"
"1616","YMR020W","FMS1"
"1617","YMR019W","STB4"
"1618","YMR018W","PEX9"
"1619","YMR017W","SPO20"
"1620","YMR016C","SOK2"
"1621","YMR015C","ERG5"
"1622","YMR014W","BUD22"
"1623","YMR013C","SEC59"
"1624","YMR012W","CLU1"
"1625","YMR011W","HXT2"
"1626","YMR010W","ANY1"
"1627","YMR009W","ADI1"
"1628","YMR008C","PLB1"
"1629","YMR006C","PLB2"
"1630","YMR005W","TAF4"
"1631","YMR004W","MVP1"
"1632","YMR003W","AIM34"
"1633","YMR002W","MIX17"
"1634","YMR001C","CDC5"
"1635","YML132W","COS3"
"1636","YML130C","ERO1"
"1637","YML129C","COX14"
"1638","YML128C","MSC1"
"1639","YML127W","RSC9"
"1640","YML126C","ERG13"
"1641","YML125C","PGA3"
"1642","YML124C","TUB3"
"1643","YML123C","PHO84"
"1644","YML121W","GTR1"
"1645","YML120C","NDI1"
"1646","YML118W","NGL3"
"1647","YML117W","NAB6"
"1648","YML116W","ATR1"
"1649","YML115C","VAN1"
"1650","YML114C","TAF8"
"1651","YML113W","DAT1"
"1652","YML112W","CTK3"
"1653","YML111W","BUL2"
"1654","YML110C","COQ5"
"1655","YML109W","ZDS2"
"1656","YML107C","PML39"
"1657","YML106W","URA5"
"1658","YML105C","SEC65"
"1659","YML104C","MDM1"
"1660","YML103C","NUP188"
"1661","YML102W","CAC2"
"1662","YML101C","CUE4"
"1663","YML100W","TSL1"
"1664","YML099C","ARG81"
"1665","YML098W","TAF13"
"1666","YML097C","VPS9"
"1667","YML095C","RAD10"
"1668","YML094W","GIM5"
"1669","YML093W","UTP14"
"1670","YML092C","PRE8"
"1671","YML091C","RPM2"
"1672","YML088W","UFO1"
"1673","YML087C","AIM33"
"1674","YML086C","ALO1"
"1675","YML085C","TUB1"
"1676","YML081W","TDA9"
"1677","YML081C-A","ATP18"
"1678","YML080W","DUS1"
"1679","YML078W","CPR3"
"1680","YML077W","BET5"
"1681","YML076C","WAR1"
"1682","YML075C","HMG1"
"1683","YML074C","FPR3"
"1684","YML073C","RPL6A"
"1685","YML072C","TCB3"
"1686","YML071C","COG8"
"1687","YML070W","DAK1"
"1688","YML069W","POB3"
"1689","YML068W","ITT1"
"1690","YML067C","ERV41"
"1691","YML066C","SMA2"
"1692","YML065W","ORC1"
"1693","YML064C","TEM1"
"1694","YML063W","RPS1B"
"1695","YML062C","MFT1"
"1696","YML061C","PIF1"
"1697","YML060W","OGG1"
"1698","YML059C","NTE1"
"1699","YML058W-A","HUG1"
"1700","YML058W","SML1"
"1701","YML057W","CMP2"
"1702","YML056C","IMD4"
"1703","YML055W","SPC2"
"1704","YML054C","CYB2"
"1705","YML052W","SUR7"
"1706","YML051W","GAL80"
"1707","YML050W","AIM32"
"1708","YML049C","RSE1"
"1709","YML048W","GSF2"
"1710","YML047C","PRM6"
"1711","YML046W","PRP39"
"1712","YML043C","RRN11"
"1713","YML042W","CAT2"
"1714","YML041C","VPS71"
"1715","YML038C","YMD8"
"1716","YML036W","CGI121"
"1717","YML035C","AMD1"
"1718","YML034W","SRC1"
"1719","YML032C","RAD52"
"1720","YML031W","NDC1"
"1721","YML030W","RCF1"
"1722","YML029W","USA1"
"1723","YML028W","TSA1"
"1724","YML027W","YOX1"
"1725","YML026C","RPS18B"
"1726","YML025C","YML6"
"1727","YML024W","RPS17A"
"1728","YML023C","NSE5"
"1729","YML022W","APT1"
"1730","YML021C","UNG1"
"1731","YML019W","OST6"
"1732","YML017W","PSP2"
"1733","YML016C","PPZ1"
"1734","YML015C","TAF11"
"1735","YML014W","TRM9"
"1736","YML013W","UBX2"
"1737","YML012W","ERV25"
"1738","YML011C","RAD33"
"1739","YML010W","SPT5"
"1740","YML009C","MRPL39"
"1741","YML008C","ERG6"
"1742","YML007W","YAP1"
"1743","YML006C","GIS4"
"1744","YML005W","TRM12"
"1745","YML004C","GLO1"
"1746","YML001W","YPT7"
"1747","YLR467W","YRF1-5"
"1748","YLR466W","YRF1-4"
"1749","YLR465C","BSC3"
"1750","YLR461W","PAU4"
"1751","YLR459W","GAB1"
"1752","YLR457C","NBP1"
"1753","YLR455W","PDP3"
"1754","YLR454W","FMP27"
"1755","YLR453C","RIF2"
"1756","YLR452C","SST2"
"1757","YLR451W","LEU3"
"1758","YLR450W","HMG2"
"1759","YLR449W","FPR4"
"1760","YLR448W","RPL6B"
"1761","YLR447C","VMA6"
"1762","YLR445W","GMC2"
"1763","YLR443W","ECM7"
"1764","YLR442C","SIR3"
"1765","YLR441C","RPS1A"
"1766","YLR440C","SEC39"
"1767","YLR439W","MRPL4"
"1768","YLR438W","CAR2"
"1769","YLR438C-A","LSM3"
"1770","YLR437C","DIF1"
"1771","YLR436C","ECM30"
"1772","YLR435W","TSR2"
"1773","YLR433C","CNA1"
"1774","YLR432W","IMD3"
"1775","YLR431C","ATG23"
"1776","YLR430W","SEN1"
"1777","YLR429W","CRN1"
"1778","YLR427W","MAG2"
"1779","YLR426W","TDA5"
"1780","YLR425W","TUS1"
"1781","YLR424W","SPP382"
"1782","YLR423C","ATG17"
"1783","YLR422W","DCK1"
"1784","YLR421C","RPN13"
"1785","YLR420W","URA4"
"1786","YLR418C","CDC73"
"1787","YLR417W","VPS36"
"1788","YLR414C","PUN1"
"1789","YLR413W","INA1"
"1790","YLR412W","BER1"
"1791","YLR411W","CTR3"
"1792","YLR410W","VIP1"
"1793","YLR409C","UTP21"
"1794","YLR408C","BLS1"
"1795","YLR406C","RPL31B"
"1796","YLR405W","DUS4"
"1797","YLR404W","SEI1"
"1798","YLR403W","SFP1"
"1799","YLR401C","DUS3"
"1800","YLR399C","BDF1"
"1801","YLR398C","SKI2"
"1802","YLR397C","AFG2"
"1803","YLR396C","VPS33"
"1804","YLR395C","COX8"
"1805","YLR394W","CST9"
"1806","YLR393W","ATP10"
"1807","YLR392C","ART10"
"1808","YLR390W-A","CCW14"
"1809","YLR390W","ECM19"
"1810","YLR389C","STE23"
"1811","YLR388W","RPS29A"
"1812","YLR387C","REH1"
"1813","YLR386W","VAC14"
"1814","YLR385C","SWC7"
