gene_symbol	QTL_type	percent_variance	beta	cis_trans
Rexo2	DISTANT	19.76469327	0.628723997792354	trans
Cds2	DISTANT	17.7927033	0.5965350501018359	trans
Gspt1	DISTANT	20.44186328	0.639403836084833	trans
Gm5549	LOCAL	23.25167211	0.6819336054191787	cis
Manba	LOCAL	42.16019164	0.9182613096499275	cis
Ppa2	LOCAL	32.2707633	0.8033774119304077	cis
Bdh2	LOCAL	49.15301524	0.9914939761793816	cis
Dtymk	DISTANT	16.49611062	0.5743885552481003	trans
Ptma	DISTANT	21.77804625	0.6599703970633835	trans
Adh1	LOCAL	30.85987157	0.7856191388961956	cis
Adh4	LOCAL	40.52137564	0.9002374757806965	cis
Mrpl38	DISTANT	17.75358539	0.5958789372011735	trans
Rap1gds1	LOCAL	31.34334519	0.7917492682661601	cis
Gbp2b	LOCAL	26.27154	0.7248660565925267	cis
Usp6nl	DISTANT	18.22926248	0.6038089512420298	trans
Postn	DISTANT	22.77107437	0.6748492330883988	trans
Smu1	DISTANT	16.21409021	0.5694574647855624	trans
Clca1	LOCAL	45.42215782	0.9531228443385459	cis
Ctbs	LOCAL	29.36689873	0.7663797848325594	cis
Uox	LOCAL	26.09106742	0.7223720290819683	cis
Cdc27	DISTANT	17.77530953	0.5962433987894541	trans
Exoc8	DISTANT	16.40949253	0.5728785653172931	trans
Fus	DISTANT	16.28723491	0.5707404823560354	trans
Ddx1	DISTANT	16.25494596	0.5701744638266432	trans
Ubqln2	DISTANT	17.8119618	0.5968578021606151	trans
Mogs	DISTANT	18.90592801	0.6149134574881249	trans
Fpgt	LOCAL	52.9177918	1.0287642276051399	cis
Anapc1	DISTANT	17.24262018	0.5872413503832985	trans
Opa3	DISTANT	16.38830885	0.5725086698033489	trans
Ccdc91	DISTANT	17.53360328	0.5921757050065461	trans
Nipsnap1	DISTANT	17.08658402	0.5845782072571641	trans
Tmem242	DISTANT	25.33762747	0.7118655416579736	trans
Tcerg1	DISTANT	17.0485538	0.5839272865691413	trans
Mad2l1	DISTANT	21.51157609	0.655920362391655	trans
Ank3	DISTANT	16.95742524	0.5823645806537344	trans
Asph	LOCAL	28.43164239	0.7540774812975123	cis
Snca	DISTANT	16.31290352	0.5711900475323428	trans
Krt19	DISTANT	17.0010228	0.583112730095991	trans
Entpd1	DISTANT	17.52305428	0.5919975385083962	trans
Impad1	LOCAL	33.32596766	0.8164063652373125	cis
Ndufaf6	LOCAL	27.24918529	0.7382301171044161	cis
Decr1	LOCAL	28.59937462	0.7562985471359839	cis
Atp5s	DISTANT	19.09124508	0.6179198180994036	trans
Rmdn1	LOCAL	27.61374527	0.7431520069272504	cis
Coq6	DISTANT	16.71694004	0.5782203739060048	trans
Rnaseh2c	DISTANT	36.16748642	0.8504996933567937	trans
Rprd1a	DISTANT	26.04952728	0.7217967481223506	trans
Plcl2	DISTANT	23.28549636	0.6824294301977312	trans
Rars2	LOCAL	37.94411087	0.8711384605216326	cis
Slc35a1	LOCAL	23.19777985	0.6811428609330057	cis
Aco1	LOCAL	20.10785145	0.634158520403219	cis
Bag1	LOCAL	18.20123545	0.6033446021967876	cis
Nudt2	LOCAL	37.95436345	0.8712561443111894	cis
AI464131	LOCAL	24.2652917	0.6966389552702318	cis
Galt	LOCAL	20.67301688	0.643008816113745	cis
Hint2	LOCAL	40.0586839	0.8950830564813524	cis
Stoml2	LOCAL	24.82634083	0.7046465898590584	cis
Gne	LOCAL	17.09064912	0.5846477421490653	cis
Grhpr	LOCAL	20.23983742	0.6362363934890868	cis
Gba2	LOCAL	39.62340937	0.8902068228226516	cis
Elp5	DISTANT	22.49527172	0.6707499045098703	trans
Trim14	LOCAL	26.82066022	0.7324023514435218	cis
Tdrd7	LOCAL	26.86033165	0.7329438129897816	cis
Aldh1b1	LOCAL	18.93607833	0.6154035802625786	cis
Nans	LOCAL	41.35482323	0.9094484397699519	cis
Alg2	LOCAL	27.5986077	0.7429482848758721	cis
Acnat1	LOCAL	41.26445982	0.908454289659089	cis
Baat	LOCAL	38.55727534	0.8781489092403406	cis
Nipsnap3b	LOCAL	24.11382435	0.6944612926578414	cis
1300002K09Rik	LOCAL	16.59638864	0.5761317321585403	cis
Tmem38b	LOCAL	28.04668347	0.7489550516553046	cis
Optn	DISTANT	16.98305471	0.5828045077039127	trans
Ncf1	DISTANT	21.68884422	0.6586174036570853	trans
Rad23b	LOCAL	17.88319895	0.5980501475628947	cis
Elp3	DISTANT	29.55196056	0.7687907460421204	trans
Elp2	DISTANT	27.87770133	0.7466954041642415	trans
Ikbkap	LOCAL	55.19472358	1.0506638242558846	cis
Epb4.1l4b	LOCAL	25.43369617	0.7132137992215238	cis
Herc1	DISTANT	19.19885826	0.619658910369245	trans
Ptgr1	LOCAL	31.92021653	0.7990020842275695	cis
Hsdl2	LOCAL	28.52467205	0.7553101621188477	cis
Ptpn3	LOCAL	20.11949616	0.6343421184187599	cis
Mup3	LOCAL	16.36017222	0.5720169966006254	cis
Hdhd3	LOCAL	43.81523244	0.9361114510569776	cis
Alad	LOCAL	51.294161	1.0128589339093574	cis
Fkbp15	LOCAL	43.40739981	0.9317445981598177	cis
Mup13	LOCAL	32.33881053	0.8042239803686534	cis
Snx30	LOCAL	20.04696471	0.6331976738744387	cis
Cd82	DISTANT	18.82170001	0.6135421747524779	trans
Spns1	DISTANT	26.01179042	0.7212737402678681	trans
Orm1	LOCAL	35.38276347	0.841222485077521	cis
Tnc	LOCAL	16.92732176	0.5818474329237864	cis
Med25	DISTANT	32.40910926	0.8050976246393974	trans
Dnajc25	DISTANT	16.61005966	0.5763689731413376	trans
Tmem261	LOCAL	25.86596365	0.7192491035795596	cis
Exosc2	DISTANT	19.22910058	0.6201467661771687	trans
Mpdz	LOCAL	39.19951445	0.8854322611018869	cis
Ttc39b	LOCAL	33.14910961	0.8142371842405626	cis
Exoc4	DISTANT	18.67349848	0.6111218942240574	trans
Car5b	DISTANT	17.83792156	0.5972925842499638	trans
Ppid	DISTANT	16.62508307	0.5766295703482436	trans
Ppil3	DISTANT	17.2581867	0.5875063693271759	trans
Aven	DISTANT	31.9116795	0.7988952309283114	trans
Focad	LOCAL	66.26040748	1.1511768541801037	cis
Mtap	LOCAL	51.36142824	1.0135228486817651	cis
Fggy	LOCAL	40.65837414	0.9017579956950755	cis
Cyp2j5	LOCAL	48.03616254	0.9801649100023934	cis
Cyp2j6	LOCAL	38.97575469	0.8829015198763677	cis
Yeats4	DISTANT	23.10399355	0.6797645702741502	trans
Pgm2	LOCAL	27.19901765	0.737550237610971	cis
Ak4	LOCAL	26.44621878	0.7272718718608605	cis
Alg8	DISTANT	17.81006011	0.5968259396172387	trans
Alg6	LOCAL	18.83857506	0.6138171561629734	cis
Nup155	DISTANT	16.37116548	0.5722091484763242	trans
Oma1	LOCAL	44.44823642	0.9428492606986548	cis
Cradd	DISTANT	29.55211432	0.7687927460635928	trans
Mta2	DISTANT	16.63830454	0.5768588135757311	trans
C8b	LOCAL	31.43414552	0.7928952707640524	cis
Ppp2r5a	DISTANT	16.11584239	0.5677295551580877	trans
Ttc4	LOCAL	40.39891005	0.8988760765533812	cis
Yipf1	LOCAL	31.39069583	0.7923470935139473	cis
Acot11	LOCAL	56.0873661	1.059125734745408	cis
Dio1	LOCAL	21.56814065	0.6567821655617637	cis
Cpt2	LOCAL	23.07708173	0.6793685557928038	cis
Echdc2	LOCAL	21.75717903	0.6596541371051954	cis
Gpx7	LOCAL	38.33608186	0.8756264255948424	cis
Txndc12	LOCAL	19.12948245	0.6185383165172551	cis
Usp24	LOCAL	24.96740221	0.7066456284446965	cis
Nrd1	LOCAL	22.68549983	0.6735799853024138	cis
Eps15	LOCAL	30.52427466	0.7813357109463256	cis
Cdkn2c	LOCAL	21.94589802	0.662508837978785	cis
Ttc39a	LOCAL	37.00904221	0.8603376338391806	cis
Sart3	DISTANT	17.58112851	0.5929777147583204	trans
Sept9	DISTANT	16.85886483	0.5806696966434532	trans
Raver1	DISTANT	18.23224781	0.6038583908500403	trans
Cyp4a32	LOCAL	44.22106482	0.940436758320303	cis
Cyp4a12b	LOCAL	23.25927568	0.6820450964562387	cis
Tmem53	LOCAL	20.68874599	0.643253386932397	cis
Atpaf1	LOCAL	36.32866894	0.8523927374162686	cis
Cyp4b1	LOCAL	18.45173317	0.607482232991221	cis
Toe1	LOCAL	36.06209619	0.8492596327390111	cis
Faah	LOCAL	17.56529732	0.5927106768061463	cis
Cyp4a14	LOCAL	20.22627192	0.6360231429751594	cis
Eri3	LOCAL	26.69979202	0.7307501901470844	cis
Hyi	LOCAL	33.45154892	0.8179431388550185	cis
AU022252	LOCAL	29.45182571	0.767487142693609	cis
Macf1	LOCAL	18.11731322	0.6019520449338136	cis
Evi5	DISTANT	28.32766915	0.7526974046720236	trans
Ppih	LOCAL	23.24059415	0.6817711368193875	cis
Pithd1	DISTANT	16.71758004	0.5782314422443664	trans
Hars	DISTANT	17.90728705	0.5984527892824963	trans
Nsun4	LOCAL	19.04916801	0.6172384953970386	cis
Inpp5b	LOCAL	21.09871264	0.6495954531860579	cis
Zmpste24	LOCAL	18.23091119	0.6038362557846291	cis
Rps25	DISTANT	16.74050624	0.578627794700531	trans
Eif2b3	LOCAL	20.3998214	0.6387459808092729	cis
Cgn	DISTANT	16.51635307	0.5747408645641965	trans
Stt3a	DISTANT	16.76418287	0.5790368359612366	trans
Snd1	DISTANT	17.0087296	0.5832448816749274	trans
Rps2	DISTANT	16.13912297	0.5681394717848778	trans
Rpusd3	DISTANT	16.7108372	0.5781148190454903	trans
Rpn2	DISTANT	23.84018691	0.690509766911374	trans
Cpeb4	DISTANT	17.8933682	0.5982201634849832	trans
Rps18	DISTANT	16.52388366	0.5748718754644377	trans
Rpl11	DISTANT	17.1517683	0.5856922109777456	trans
Smap2	LOCAL	19.76116605	0.6286678940426336	cis
Sec11a	DISTANT	18.22901102	0.6038047866653593	trans
Rpn1	DISTANT	19.30750253	0.621409728440101	trans
Ppcs	LOCAL	19.66644581	0.6271594025445205	cis
Rpl18a	DISTANT	20.00697868	0.6325658650290893	trans
Abhd4	DISTANT	17.52825513	0.5920853845519243	trans
Rps16	DISTANT	17.32681259	0.5886732980185189	trans
Rpap3	DISTANT	16.17349646	0.5687441684975768	trans
Gnb2l1	DISTANT	16.75734032	0.5789186526620126	trans
Pabpc4	LOCAL	22.84169066	0.6758948240665851	cis
Rpl32	DISTANT	16.61975359	0.5765371382660444	trans
Lancl1	DISTANT	16.24667742	0.5700294276614147	trans
Bbox1	DISTANT	16.56911286	0.5756581079078101	trans
Adprhl2	LOCAL	16.52448297	0.5748823004754974	cis
Ago3	LOCAL	29.03959762	0.7620970754438046	cis
Eral1	DISTANT	23.71244081	0.6886572559699056	trans
Parva	DISTANT	16.89666994	0.5813203925547425	trans
Smim12	LOCAL	22.98774466	0.6780522791053799	cis
Dscr3	DISTANT	18.49537274	0.6082001765866235	trans
Yars	LOCAL	29.49549401	0.7680559095534647	cis
Zbtb8os	LOCAL	16.21576658	0.5694869020442876	cis
Ube2b	DISTANT	23.13393839	0.6802049454392404	trans
Trnau1ap	LOCAL	35.34717445	0.8407993155325473	cis
Mecr	LOCAL	17.61984689	0.5936303039771471	cis
Rcc1	LOCAL	21.45936255	0.6551238440172973	cis
Cep170b	DISTANT	16.69451141	0.5778323530229161	trans
Nudc	LOCAL	26.05966137	0.7219371353518255	cis
Rps6ka1	LOCAL	22.54172021	0.671442033387842	cis
Trim25	DISTANT	16.74334558	0.5786768628517992	trans
Rps23	DISTANT	19.34291855	0.6219793975687619	trans
Fuca1	LOCAL	23.52292658	0.6858997970549343	cis
Tcea3	LOCAL	39.30139221	0.8865821136251284	cis
Slc35a3	DISTANT	18.44471318	0.6073666632274116	trans
Cda	LOCAL	18.76901449	0.612682862335809	cis
Eif4g3	LOCAL	32.73150844	0.8090921880725336	cis
Akr7a5	LOCAL	29.09645185	0.7628427341202116	cis
Aldh4a1	LOCAL	28.79276045	0.7588512429982572	cis
Klhdc7a	LOCAL	20.04193308	0.6331182050770614	cis
Oplah	DISTANT	16.41240037	0.5729293214699349	trans
Agmat	LOCAL	30.84716277	0.7854573542847505	cis
Tmem82	LOCAL	35.95996372	0.8480561740828257	cis
Tmem51	LOCAL	26.10673122	0.7225888349538762	cis
Mfn2	LOCAL	18.32879366	0.6054550959402356	cis
Akr1e1	DISTANT	41.21369997	0.9078953680903984	trans
Cul1	DISTANT	20.73943243	0.6440408749450612	trans
Fbxo6	LOCAL	38.84215148	0.8813869919621006	cis
Pex14	LOCAL	22.43551726	0.6698584516149662	cis
Vps13d	LOCAL	18.52477356	0.6086833915920492	cis
Masp2	LOCAL	25.41607289	0.7129666596693003	cis
Pgd	LOCAL	23.57887322	0.6867149804686075	cis
Dffa	LOCAL	25.58170293	0.7152859977659286	cis
Atp6v1a	DISTANT	18.97049384	0.6159625611999483	trans
Lzic	LOCAL	17.59393203	0.5931935945372303	cis
Park7	LOCAL	26.42606639	0.7269947233646197	cis
Krt20	DISTANT	16.61169875	0.5763974106465087	trans
Nck1	DISTANT	16.58586851	0.5759491038277601	trans
A430005L14Rik	LOCAL	23.97570646	0.6924695872022106	cis
Pnpla8	DISTANT	16.2348181	0.5698213421766509	trans
Lrrc47	LOCAL	24.65546331	0.7022173924077927	cis
Fundc2	DISTANT	17.34666178	0.5890103866656343	trans
Cryz	DISTANT	17.45774597	0.5908933231980202	trans
Eefsec	DISTANT	16.19405944	0.5691056042598772	trans
Arhgef16	LOCAL	38.84620673	0.8814330006302237	cis
Fam213b	LOCAL	44.319026	0.9414778382946675	cis
Pank4	LOCAL	17.29654115	0.5881588416405895	cis
Atad3a	LOCAL	22.20517928	0.6664109734990863	cis
Nadk	LOCAL	16.92490877	0.5818059602651042	cis
Pusl1	LOCAL	40.86817199	0.9040815448840884	cis
Gltpd1	LOCAL	42.48898849	0.9218350013966707	cis
Steap4	LOCAL	27.67917108	0.7440318686723035	cis
Slc25a40	LOCAL	30.06966614	0.7754955337073193	cis
Kti12	DISTANT	18.65146908	0.6107613131166708	trans
Arhgef7	DISTANT	16.86506498	0.5807764626773368	trans
Crot	LOCAL	25.39976922	0.7127379493193835	cis
Pgk1-rs7	DISTANT	17.91093253	0.598513701263388	trans
Abcd4	DISTANT	18.47286284	0.6078299571426207	trans
Tmem167	DISTANT	20.29265802	0.6370660565435895	trans
Cacna2d1	LOCAL	30.2102458	0.7773061919218192	cis
Atp6v1b2	DISTANT	17.2364687	0.5871365888786015	trans
Pank4	DISTANT	16.85346869	0.5805767596106479	trans
Dnajc2	LOCAL	18.18003283	0.6029930817181902	cis
Slc38a4	DISTANT	16.83048369	0.5801807251193373	trans
Fam185a	LOCAL	40.32554888	0.8980595623899341	cis
Rint1	LOCAL	20.44086152	0.6393881687988916	cis
Nub1	LOCAL	17.88561812	0.5980905971506324	cis
Nbas	DISTANT	16.56407649	0.5755706123491713	trans
Armc10	LOCAL	33.80206326	0.8222172858800768	cis
Agap3	LOCAL	24.95959826	0.7065351832711517	cis
Pus7	LOCAL	37.44102514	0.8653441528085806	cis
Zw10	DISTANT	19.24698084	0.6204350222223114	trans
Ppm1k	DISTANT	18.0695643	0.6011582869760675	trans
Nos3	LOCAL	53.94496812	1.0387008050444555	cis
Wbp2	DISTANT	16.96739055	0.582535673585747	trans
B3gat3	DISTANT	19.66586754	0.6271501820138459	trans
Arpc3	DISTANT	17.0585641	0.5840986920033292	trans
Qdpr	DISTANT	19.01388468	0.6166665984144106	trans
Metap2	DISTANT	16.11042753	0.5676341696903032	trans
Preb	LOCAL	18.58641788	0.6096952989813846	cis
Mpv17	LOCAL	28.10487613	0.7497316337196931	cis
Slc4a1ap	LOCAL	26.68766525	0.7305842217020567	cis
Rbks	LOCAL	34.31524409	0.8284352007248365	cis
Gnai3	DISTANT	17.31536435	0.5884787906118623	trans
Pisd	LOCAL	32.68617852	0.8085317374104741	cis
Arpp19	DISTANT	20.22580193	0.6360157534212497	trans
Htt	LOCAL	26.20424793	0.7239371233746754	cis
Acox3	LOCAL	39.05218313	0.8837667467154442	cis
Scamp5	DISTANT	27.57226011	0.7425935646098746	trans
Wfs1	LOCAL	23.64328913	0.6876523704605402	cis
Dnajc28	DISTANT	18.69062119	0.611402014880553	trans
Man2b2	LOCAL	18.65053748	0.6107460598317438	cis
Slc2a9	LOCAL	17.52018786	0.59194911707004	cis
Frmd8	DISTANT	20.76537021	0.644443484100817	trans
Serpinc1	DISTANT	16.48360446	0.5741707840007187	trans
Lap3	LOCAL	18.89590863	0.6147504962177746	cis
Rnf126	DISTANT	25.35663424	0.712132491043626	trans
Bcap31	DISTANT	16.27202459	0.5704739185975114	trans
Tapt1	LOCAL	27.78607301	0.7454672764112453	cis
Cars2	DISTANT	20.00260164	0.6324966662362735	trans
Epb4.1	DISTANT	17.4365658	0.5905347712031866	trans
Sod3	LOCAL	16.8301215	0.5801744823757763	cis
Paip1	DISTANT	16.44211567	0.5734477425188802	trans
Slc34a2	LOCAL	39.25013265	0.8860037545067176	cis
Dak	DISTANT	16.78888288	0.5794632495680809	trans
Smim20	LOCAL	19.48466178	0.6242541434383916	cis
Zc3hc1	DISTANT	20.40739044	0.6388644682559831	trans
Pgm1	LOCAL	17.37368665	0.5894690263279319	cis
Nab1	DISTANT	31.32009388	0.7914555436662252	trans
N4bp2	LOCAL	22.35890084	0.6687137031645157	cis
Ndufs6	DISTANT	17.23479844	0.5871081406350963	trans
Atg4a	DISTANT	24.57392413	0.7010552635848333	trans
Ugdh	LOCAL	18.17182935	0.6028570203622082	cis
Lias	LOCAL	22.93573138	0.6772847463216635	cis
Trip12	DISTANT	19.78134088	0.6289887261310809	trans
Nr1h3	DISTANT	29.13272317	0.7633180617540763	trans
Gnpda2	LOCAL	37.16042492	0.8620954114249767	cis
Guf1	LOCAL	27.60210588	0.7429953684916212	cis
Commd8	LOCAL	47.8641119	0.978408012027702	cis
Ociad1	LOCAL	25.7307849	0.7173671988598308	cis
Ociad2	LOCAL	23.53784528	0.6861172681109258	cis
Tec	LOCAL	22.59202613	0.6721908379322051	cis
Srd5a3	LOCAL	41.48864481	0.9109187099845957	cis
Rnf31	DISTANT	18.96550165	0.6158815088959888	trans
Vti1a	DISTANT	16.24953492	0.5700795544483243	trans
Ppat	LOCAL	30.88049643	0.7858816250555805	cis
Paics	LOCAL	26.60603997	0.7294661057239055	cis
Plbd2	DISTANT	16.18728349	0.5689865286630256	trans
Ugt2b34	LOCAL	24.43403065	0.6990569454629573	cis
Sult1d1	LOCAL	29.16848046	0.7637863635860489	cis
Ugt2b35	LOCAL	32.93044512	0.8115472274612242	cis
Ugt2b1	LOCAL	22.86936028	0.6763040777638414	cis
Sult1b1	LOCAL	28.87837101	0.7599785656187943	cis
Grsf1	LOCAL	22.16857103	0.6658614124575774	cis
Rufy3	LOCAL	23.79827293	0.6899024993432042	cis
4932438A13Rik	DISTANT	47.19093278	0.9715032967519975	trans
Cox18	LOCAL	58.4342414	1.0810572732283892	cis
Afm	LOCAL	18.58460081	0.6096654953333016	cis
Stk4	DISTANT	20.4411697	0.6393929887010023	trans
Sept8	DISTANT	18.19823951	0.6032949446166443	trans
Pttg1ip	DISTANT	21.43245889	0.6547130499692213	trans
Sept6	DISTANT	27.49872752	0.7416026903942569	trans
Dnajc5	DISTANT	19.67282405	0.6272610947603876	trans
Psme3	DISTANT	18.38921756	0.6064522662172184	trans
Pkd2	LOCAL	22.25390661	0.6671417631957993	cis
Gbp9	LOCAL	25.0576185	0.7079211608646827	cis
Sept11	LOCAL	28.11995302	0.7499327039141579	cis
Oxct1	DISTANT	16.42892589	0.5732176879685413	trans
Enoph1	LOCAL	21.44728411	0.6549394492622963	cis
Wdfy3	LOCAL	28.68211958	0.7573918349176997	cis
Chp1	DISTANT	19.26282143	0.6206902839581107	trans
Traf2	DISTANT	27.90055009	0.7470013398917033	trans
Agpat9	LOCAL	23.11324485	0.6799006523014962	cis
Nudt9	LOCAL	27.74448487	0.7449091873510489	cis
Hsd17b13	LOCAL	22.05496683	0.6641530972599616	cis
Hsd17b11	LOCAL	21.83515518	0.6608351561471287	cis
Gbp8	LOCAL	57.25134866	1.0700593316260552	cis
Gbp6	LOCAL	20.77518459	0.6445957584409007	cis
Gbp11	LOCAL	48.03912741	0.9801951582210555	cis
Evi5	LOCAL	29.67488715	0.7703880470256532	cis
Glmn	LOCAL	18.01938049	0.6003229212682121	cis
Evi5	LOCAL	42.12890639	0.9179205454722102	cis
Idua	LOCAL	34.7862036	0.8341007565036732	cis
Gchfr	DISTANT	16.86074477	0.5807020711173674	trans
Timm22	DISTANT	18.08334108	0.60138741390222	trans
Hscb	LOCAL	37.07360367	0.8610877268896591	cis
Pus1	LOCAL	18.58902727	0.6097380957427542	cis
2210016L21Rik	LOCAL	33.20172943	0.8148831748171023	cis
Ankle2	LOCAL	24.07112613	0.693846180792256	cis
Ttc36	DISTANT	16.28017755	0.5706168162611404	trans
2900026A02Rik	LOCAL	22.44392534	0.6699839601065088	cis
Elp4	DISTANT	17.44840294	0.5907351850025526	trans
Palld	DISTANT	18.56095439	0.6092775129610479	trans
Gltp	LOCAL	28.14680098	0.7502906234253497	cis
Acads	LOCAL	31.30198097	0.7912266548846797	cis
Hspb1	DISTANT	16.29935715	0.5709528378071169	trans
Gm8730	DISTANT	38.00778464	0.8718690800802606	trans
Tagln2	DISTANT	16.78787107	0.57944578814588	trans
Tpm1	DISTANT	17.60652568	0.5934058590880276	trans
Sirt4	LOCAL	23.91590179	0.6916054046925891	cis
Grb2	DISTANT	16.84194029	0.5803781575834845	trans
Pebp1	LOCAL	50.79195309	1.0078884173359668	cis
Acta2	DISTANT	26.7070795	0.7308499093521186	trans
Mccc1	DISTANT	20.03374161	0.6329888089058131	trans
Mccc2	DISTANT	16.84602407	0.5804485174414695	trans
Prkab1	LOCAL	17.20295152	0.5865654527842566	cis
Tpcn1	LOCAL	23.10344447	0.6797564927236812	cis
Erp29	LOCAL	31.92320913	0.7990395375699503	cis
Gm15800	LOCAL	22.12526173	0.6652106693371657	cis
Naa25	LOCAL	22.8101474	0.6754279739542922	cis
Brap	LOCAL	34.74090882	0.8335575423448581	cis
Acad12	LOCAL	57.94327663	1.0765061693274218	cis
Acad10	LOCAL	30.42608469	0.7800780049456593	cis
P2rx4	LOCAL	21.93730926	0.6623791853613759	cis
Clip1	LOCAL	23.15024129	0.6804445795213597	cis
Nat10	DISTANT	17.16366099	0.5858952293712588	trans
Skiv2l2	DISTANT	16.7090789	0.5780844038719606	trans
Diablo	LOCAL	24.56440994	0.7009195380355723	cis
Zcchc8	LOCAL	18.00443587	0.60007392661238	cis
Psmd9	LOCAL	40.39030937	0.8987803888603711	cis
Naa20	DISTANT	16.77988302	0.5793079150158402	trans
Trafd1	LOCAL	19.27443263	0.6208773249201488	cis
Vps37b	LOCAL	39.89654281	0.8932697555609952	cis
2810006K23Rik	LOCAL	21.09280243	0.6495044638799644	cis
Hip1r	LOCAL	21.66711385	0.6582873817718216	cis
Bri3bp	LOCAL	29.20913234	0.7643184197701898	cis
Pitpnm2	LOCAL	19.78802457	0.6290949780438563	cis
Nbr1	DISTANT	21.98605232	0.6631146555460827	trans
Nat9	DISTANT	17.84087526	0.5973420336791979	trans
Glt1d1	LOCAL	24.32386457	0.6974792408380338	cis
Ralgapb	DISTANT	18.52864157	0.6087469354337647	trans
Cct2	DISTANT	25.56663737	0.7150753438624492	trans
Cct3	DISTANT	26.03423823	0.7215848977078165	trans
Cct5	DISTANT	25.26058135	0.7107824048188025	trans
Cct6a	LOCAL	28.36170422	0.7531494436033264	cis
Gusb	LOCAL	36.28385312	0.8518668102467662	cis
Sumf2	LOCAL	39.22361211	0.8857043763017094	cis
Psph	LOCAL	17.04399623	0.58384923105199	cis
Gbas	LOCAL	19.66429608	0.6271251243571733	cis
Tpst1	LOCAL	29.10180987	0.762912968430869	cis
Cct4	DISTANT	23.31441071	0.6828529960394111	trans
Cct7	DISTANT	30.41243355	0.7799029881978912	trans
Naalad2	DISTANT	20.32260887	0.6375360204725691	trans
Cct8	DISTANT	25.40592088	0.7128242543572714	trans
Tcp1	DISTANT	22.10355352	0.6648842533855047	trans
Srsf6	DISTANT	16.51580449	0.574731319661631	trans
Wbscr27	LOCAL	36.27227694	0.8517309075054162	cis
Tbl2	LOCAL	29.11096758	0.7630329950926107	cis
Abhd11	LOCAL	17.09801304	0.5847736834023912	cis
Tmem120a	LOCAL	18.29498808	0.6048964883349878	cis
Plod3	LOCAL	16.79403165	0.5795520968817213	cis
Trim56	LOCAL	17.25368302	0.5874297067734998	cis
Cyp3a13	LOCAL	68.29737215	1.1687375423935007	cis
Nudt1	LOCAL	57.12066646	1.0688373726624645	cis
Sds	DISTANT	19.83253318	0.6298020828800107	trans
Cbll1	DISTANT	20.85891472	0.6458934079242488	trans
Cyp3a25	LOCAL	34.7333442	0.8334667863808372	cis
Cyp3a41b	LOCAL	16.93496865	0.5819788423989312	cis
Urad	LOCAL	38.71181781	0.8799070156556317	cis
Habp4	DISTANT	16.32590965	0.5714177044859566	trans
Wipi1	DISTANT	18.91736535	0.6150994285479381	trans
Gpr89	DISTANT	18.56901837	0.6094098517418306	trans
Alox5ap	LOCAL	29.2582002	0.7649601322944877	cis
Lsmd1	DISTANT	22.31339662	0.6680328827235976	trans
Pon2	LOCAL	32.01716484	0.8002145317350842	cis
Pon3	LOCAL	44.89872174	0.9476151301029337	cis
Acn9	LOCAL	31.95877267	0.7994844922823706	cis
Mios	LOCAL	19.19140539	0.6195386249460157	cis
Tmem168	LOCAL	22.96041482	0.6776490953288434	cis
Atrn	DISTANT	25.11422264	0.7087202923579936	trans
Met	LOCAL	22.72662131	0.6741902003144217	cis
Pard3	DISTANT	16.88136693	0.5810570872126077	trans
Cd302	DISTANT	20.69859881	0.6434065403770776	trans
Rnase4	DISTANT	16.92828076	0.5818639146742132	trans
Akr1b10	LOCAL	20.72577121	0.6438287227205696	cis
Akr1b3	LOCAL	24.27619565	0.6967954599450258	cis
Pgam2	DISTANT	16.42966466	0.5732305759465383	trans
Agk	LOCAL	24.65044122	0.7021458711692322	cis
Wdr91	LOCAL	26.23760786	0.7243977893395314	cis
Cald1	LOCAL	25.48576831	0.7139435315205258	cis
Wdr81	DISTANT	16.29270108	0.5708362476227311	trans
Parp12	LOCAL	24.93779506	0.7062265225832289	cis
Braf	LOCAL	21.98541026	0.6631049729869322	cis
Fam115c	LOCAL	37.30493612	0.8637700633849266	cis
Gstk1	LOCAL	39.2266258	0.8857384015610931	cis
Pdia4	LOCAL	23.52756286	0.6859673878545539	cis
Gimap4	LOCAL	24.88905787	0.7055360780286151	cis
Rarres2	LOCAL	20.04104442	0.6331041686800047	cis
Tmem176b	LOCAL	38.19596082	0.8740247229912893	cis
Dfna5	LOCAL	46.30644983	0.9623559614820287	cis
Mpp6	LOCAL	18.15984017	0.6026581148545168	cis
Ggct	LOCAL	36.80119638	0.8579183688440294	cis
Gars	LOCAL	19.56329763	0.6255125519124297	cis
Lancl2	LOCAL	16.50754351	0.5745875653022784	cis
Inmt	LOCAL	38.75754048	0.8804264930134713	cis
Wipf3	LOCAL	21.32599366	0.6530848897348644	cis
Strn4	DISTANT	16.6479779	0.5770264794617315	trans
Nt5c3	LOCAL	35.83510081	0.8465825513203068	cis
Fkbp9	LOCAL	21.55075864	0.656517458107551	cis
Cct2	DISTANT	17.2716874	0.5877361210611443	trans
Tle3	DISTANT	26.72152244	0.7310475010558479	trans
Suclg1	LOCAL	17.1610607	0.5858508462057557	cis
Capg	LOCAL	22.74596525	0.6744770603956817	cis
Plekhf1	DISTANT	19.4723631	0.6240570983491814	trans
Thnsl2	LOCAL	51.93473888	1.0191637638770326	cis
Vamp5	LOCAL	22.99599647	0.678173966914095	cis
